종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
WLD,2.967,3,111.6,7.093,7.885,311.0,60076,722.0,4.436,432920.4
JTO,2.797,1,31.7,3.027,2.295,241.0,18622,145.0,6.903,85888.9
AXS,2.532,2,88.3,5.324,7.722,132.0,99993,815.0,4.386,23854.7
MET2,2.486,1,68.9,5.185,5.227,112.0,43263,341.0,3.849,684982.7
PENGU,2.082,1,17.7,2.26,1.5,400.0,3231,39.0,0.579,117534836.0
ONDO,1.671,0,57.5,1.738,6.77,501.0,16247,231.0,3.373,1456329.3
AVAX,1.609,0,29.7,2.217,1.605,230.0,16899,147.0,6.461,3750.9
ID,1.597,0,11.1,2.799,2.628,149.0,8373,69.0,3.028,1755775.4
MEGA,1.396,0,28.5,2.148,2.959,77.0,18390,143.0,2.751,1833812.7
POL,1.256,0,8.1,1.256,0.448,155.0,1921,16.0,1.533,3565272.7
SAND,1.092,0,52.1,2.15,3.203,150.0,41712,344.0,7.037,581520.3
SEI,1.005,0,6.5,1.005,0.517,81.0,2120,15.0,3.136,1709619.7
VIRTUAL,0.946,0,17.1,1.591,1.362,243.0,5527,69.0,2.168,188283.4
ANIME,0.943,0,19.1,1.934,2.691,92.0,18197,131.0,3.505,16278166.2
HBAR,0.928,0,6.5,0.928,0.936,251.0,1384,14.0,1.391,10820696.8
TAO,0.829,0,11.9,0.829,0.84,487.0,4645,38.0,2.787,219.4
SUI,0.828,0,18.5,0.832,1.436,139.0,9943,77.0,2.986,161474.9
KAT,0.812,0,19.1,2.64,3.681,81.0,37167,212.0,3.778,6683283.5
NEAR,0.787,0,23.8,1.062,2.036,147.0,9230,76.0,2.375,42738.6
WCT,0.767,0,18.3,2.093,2.215,89.0,24131,136.0,4.092,401088.5
ENA,0.761,0,16.0,0.811,0.965,163.0,4147,43.0,1.41,7692704.7
F,0.744,0,8.1,1.187,1.35,83.0,7891,45.0,2.135,8314151.5
XPL,0.716,0,15.5,0.716,1.886,895.0,4349,44.0,1.564,3529658.5
ENS,0.682,0,15.6,1.114,1.916,183.0,15083,106.0,8.514,2010.4
IP,0.676,0,18.3,0.688,0.71,350.0,7115,59.0,1.847,498788.7
MOODENG,0.669,0,1.6,0.884,0.264,423.0,558,5.0,1.866,1098571.9
RENDER,0.594,0,7.1,0.618,0.319,174.0,2404,16.0,2.083,30491.5
SAHARA,0.59,0,29.9,0.657,1.561,432.0,12481,96.0,0.783,59609068.7
SC,0.587,0,3.0,1.396,1.09,67.0,4339,14.0,0.575,165750881.2
VVV,0.575,0,6.0,0.575,0.297,131.0,2092,16.0,3.215,2907.3
PEPE,0.572,0,3.2,0.572,0.565,260.0,996,7.0,2.489,51505352106.0
TRUST,0.571,0,18.5,1.078,3.385,69.0,16364,106.0,2.638,969805.6
HYPER,0.571,0,4.1,0.693,0.287,99.0,1390,10.0,0.433,5372694.3
ELSA,0.57,0,8.9,0.99,0.55,48.0,7015,35.0,1.991,762343.5
BLEND,0.566,0,7.8,0.663,0.523,121.0,7811,34.0,3.558,242121.8
SOMI,0.531,0,1.6,0.531,0.236,380.0,482,4.0,1.437,596154.1
TREE,0.528,0,4.9,1.203,1.328,99.0,6260,40.0,3.102,390316.1
ETC,0.527,0,16.4,0.65,0.498,49.0,6962,44.0,2.738,4882.1
ZK,0.499,0,3.9,0.519,0.189,125.0,874,7.0,0.751,10327012.2
KERNEL,0.498,0,7.7,0.692,0.731,69.0,9405,40.0,7.191,400798.1
JUP,0.496,0,5.3,0.496,0.542,551.0,1665,14.0,1.426,397568.2
CC,0.488,0,4.9,0.635,2.12,336.0,1540,17.0,3.566,828502.2
BIGTIME,0.487,0,2.4,0.512,0.454,597.0,695,6.0,1.168,11563757.0
AERO,0.477,0,7.4,0.611,0.647,266.0,5793,32.0,7.325,42035.0
AAVE,0.468,0,3.6,0.513,0.52,294.0,1439,12.0,2.12,477.4
TRUMP,0.467,0,7.3,0.468,0.359,147.0,4104,23.0,2.502,33031.8
ORBS,0.465,0,1.3,1.331,0.866,51.0,2153,8.0,9.276,644486.9
UNI,0.461,0,5.1,0.546,0.207,632.0,3122,14.0,2.361,10916.0
ARKM,0.456,0,3.4,0.512,0.317,355.0,704,8.0,1.812,604255.3
ENSO,0.449,0,15.4,1.433,1.967,104.0,13259,102.0,3.111,58045.8
W,0.447,0,6.7,0.448,1.137,112.0,2419,20.0,2.093,9884369.9
LAYER,0.44,0,4.3,0.44,0.358,220.0,2180,14.0,0.619,3503755.9
ORCA,0.437,0,6.0,0.437,0.338,60.0,3452,22.0,2.2,20619.9
MANA,0.429,0,13.3,0.482,0.987,85.0,6027,41.0,1.63,2147969.9
SOPH,0.428,0,1.9,0.428,0.373,107.0,1429,5.0,1.871,5663903.4
SHIB,0.41,0,7.0,0.41,0.57,455.0,5136,23.0,2.597,43192059649.8
PROVE,0.408,0,1.7,0.446,0.552,187.0,678,5.0,1.69,288158.2
YGG,0.407,0,5.7,1.511,3.916,167.0,6770,42.0,2.606,952215.6
B3,0.405,0,3.2,0.743,0.399,62.0,3166,13.0,3.706,41827380.5
STX,0.403,0,3.4,0.44,0.415,397.0,1774,9.0,1.843,845949.9
AERGO,0.393,0,6.7,0.407,0.415,145.0,4437,23.0,1.763,3255375.8
AVNT,0.386,0,3.6,0.606,0.495,1178.0,1323,14.0,1.089,1721350.9
ARB,0.377,0,5.1,0.392,1.055,349.0,1421,15.0,1.667,2839987.7
OPEN,0.37,0,6.1,0.702,0.331,51.0,2626,16.0,1.868,352611.0
APT,0.362,0,3.8,0.385,0.288,408.0,1496,10.0,2.807,35975.9
CHIP,0.361,0,7.8,0.469,0.355,321.0,3738,27.0,1.581,2896104.7
MOCA,0.358,0,2.4,0.448,0.402,120.0,788,6.0,1.771,6304731.0
KAITO,0.354,0,5.7,0.41,0.74,582.0,2898,21.0,7.119,54704.7
LINK,0.353,0,8.3,0.353,0.289,252.0,2954,20.0,1.303,12117.4
EDGE,0.345,0,1.4,0.738,0.393,57.0,1535,5.0,14.236,33764.7
CELO,0.345,0,3.6,0.426,0.321,130.0,1444,9.0,0.457,1749404.2
BREV,0.337,0,1.6,0.339,0.12,311.0,708,3.0,0.626,2828273.1
BSV,0.336,0,1.4,0.336,0.081,116.0,726,3.0,2.106,3602.4
SIGN,0.334,0,2.9,0.339,0.305,108.0,1042,7.0,0.735,25857572.2
ZKP,0.325,0,1.5,0.325,0.157,74.0,872,4.0,0.921,609014.1
RED,0.322,0,5.7,0.373,0.321,115.0,2335,17.0,1.032,858831.0
RAY,0.32,0,3.3,0.419,0.365,346.0,2517,15.0,4.886,25626.4
AXL,0.319,0,2.4,0.484,0.241,120.0,1509,9.0,1.359,1020217.5
ZORA,0.315,0,3.9,0.315,0.259,225.0,837,10.0,0.91,23900155.6
KITE,0.313,0,6.8,0.409,0.728,285.0,4617,26.0,1.562,768399.7
CKB,0.309,0,1.3,0.309,0.146,124.0,565,3.0,0.65,98387041.0
GMT,0.304,0,6.1,0.306,0.509,93.0,1522,15.0,1.569,16108491.5
PIEVERSE,0.301,0,7.1,0.403,0.395,150.0,3672,24.0,2.176,93230.1
ZBT,0.301,0,8.3,0.411,0.315,133.0,3186,24.0,0.956,1335885.9
PRL,0.3,0,4.3,0.3,0.352,143.0,2505,15.0,2.331,647508.7
BERA,0.3,0,5.1,0.413,0.542,47.0,3298,21.0,2.372,302868.5
DKA,0.3,0,1.1,0.3,0.072,86.0,918,2.0,1.055,9894887.8
NEWT,0.298,0,4.5,1.805,2.168,89.0,4998,30.0,3.551,458733.2
IMX,0.295,0,1.9,0.295,0.169,173.0,455,4.0,1.993,613771.5
CRO,0.292,0,1.0,0.292,0.25,112.0,603,2.0,1.855,453327.5
SPK,0.29,0,3.1,0.29,0.354,223.0,1612,11.0,2.247,5132287.7
BIO,0.28,0,7.6,0.346,0.794,64.0,4081,27.0,2.163,2755586.5
IRYS,0.274,0,4.0,0.278,0.427,943.0,3453,14.0,1.081,7662124.2
ZKC,0.271,0,2.9,0.284,0.394,78.0,1812,9.0,2.094,671267.0
