종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
PYTH,0.901,0,9.0,0.951,0.635,385.0,3851,29.0,1.785,1052125.0
CHIP,0.9,0,23.2,1.602,1.732,118.0,9175,101.0,1.992,3106790.5
AERGO,0.879,0,8.5,1.455,1.349,114.0,11449,52.0,4.945,856234.7
ZKP,0.828,0,32.6,2.591,3.175,74.0,64270,351.0,2.798,458156.3
JTO,0.816,0,15.3,0.904,0.638,902.0,5999,54.0,2.732,150150.0
KAT,0.765,0,10.8,1.585,1.323,77.0,9035,55.0,2.947,7733099.5
ZK,0.737,0,11.7,3.341,3.349,155.0,8316,61.0,3.009,7948702.9
WLFI,0.725,0,14.5,0.733,0.767,494.0,4298,34.0,2.55,2035545.4
ENA,0.719,0,16.0,0.719,1.887,514.0,3818,41.0,1.083,7784833.0
ICP,0.716,0,14.3,0.832,0.552,279.0,5519,42.0,3.773,9172.3
AVNT,0.701,0,7.0,0.805,0.541,909.0,1390,17.0,1.522,1240824.3
AKT,0.682,0,26.6,0.735,0.659,89.0,23711,108.0,1.843,47722.2
LA,0.653,0,12.1,0.668,0.468,139.0,3251,33.0,1.215,3223833.8
ZRO,0.618,0,4.5,0.997,0.404,170.0,2062,12.0,1.135,75525.8
BIO,0.614,0,6.9,0.894,0.938,68.0,3127,23.0,2.224,2515102.1
PEPE,0.606,0,5.8,0.628,0.613,812.0,1730,13.0,2.453,53109574503.9
ORCA,0.604,0,7.9,0.624,0.562,184.0,5821,26.0,3.31,22099.4
BLEND,0.601,0,2.8,0.681,0.449,133.0,2405,10.0,5.466,149806.0
VVV,0.597,0,20.5,0.851,1.016,125.0,9948,78.0,2.576,3318.3
POL,0.579,0,3.9,0.579,0.951,152.0,1020,8.0,1.692,3607187.0
VIRTUAL,0.577,0,11.5,1.544,1.457,483.0,5034,46.0,1.984,180708.7
MMT,0.565,0,6.7,0.698,0.456,1407.0,2529,22.0,1.278,434317.7
SYRUP,0.565,0,1.8,0.571,0.132,137.0,691,4.0,1.742,479023.6
CHZ,0.564,0,17.3,0.57,0.809,186.0,7264,58.0,2.105,5402867.0
LAYER,0.54,0,6.5,0.55,0.792,311.0,2308,20.0,0.6,3853145.1
OP,0.535,0,1.8,0.535,0.435,412.0,441,5.0,2.188,513313.8
SOON,0.516,0,5.1,0.522,0.43,88.0,2197,16.0,0.827,1509182.1
BIGTIME,0.516,0,5.7,0.958,0.836,378.0,3561,22.0,2.352,7871220.9
WET,0.516,0,1.5,0.799,0.342,111.0,1515,7.0,1.829,540977.8
LINK,0.514,0,8.8,0.548,0.75,132.0,3514,24.0,3.704,12626.8
PENGU,0.507,0,6.1,0.507,1.782,203.0,2230,24.0,0.727,139230628.1
RED,0.507,0,8.5,0.777,1.447,100.0,6163,42.0,4.16,181002.6
ERA,0.485,0,1.8,0.608,0.387,104.0,1274,9.0,0.644,1180260.4
IP,0.484,0,18.6,0.759,0.809,97.0,8252,70.0,3.824,316118.6
IN,0.483,0,7.2,0.497,0.546,100.0,4788,22.0,0.759,3199622.7
KAITO,0.476,0,8.5,1.434,2.0,355.0,6665,40.0,8.668,27857.4
SOPH,0.474,0,8.6,0.496,0.722,286.0,7965,39.0,9.521,3718949.1
ASTR,0.473,0,4.7,0.544,0.169,166.0,2472,11.0,2.044,6416107.2
ZBT,0.469,0,7.4,0.908,0.58,201.0,3056,26.0,1.251,1261421.2
BREV,0.454,0,6.1,1.742,1.701,64.0,6573,46.0,1.48,1323683.3
FF,0.446,0,6.6,0.583,1.042,167.0,2541,22.0,1.544,1712108.3
MOVE,0.433,0,7.3,0.503,0.932,271.0,3515,25.0,1.235,20213355.5
BERA,0.39,0,6.2,0.609,0.773,98.0,2166,19.0,2.33,286015.6
ME,0.384,0,5.1,0.386,0.251,168.0,2013,14.0,2.254,706405.7
ALGO,0.382,0,8.8,0.424,0.754,186.0,2637,22.0,2.505,2305459.9
ID,0.379,0,15.2,0.482,0.767,325.0,7452,54.0,2.232,3422428.4
DOT,0.372,0,1.7,0.372,0.535,929.0,878,6.0,1.794,46775.4
PLUME,0.366,0,3.1,0.427,0.458,402.0,640,9.0,0.872,23483529.3
WAL,0.365,0,2.9,0.411,0.742,42.0,2484,11.0,1.739,1295190.6
AVAX,0.359,0,5.5,0.438,0.305,189.0,3131,18.0,2.975,8167.7
BCH,0.356,0,9.0,0.738,0.796,115.0,5856,35.0,3.742,207.7
TREE,0.346,0,3.5,0.346,0.359,102.0,1571,11.0,2.56,357665.4
SPK,0.342,0,6.8,0.344,0.421,288.0,2811,19.0,1.625,5865407.4
HOLO,0.337,0,4.2,0.417,0.29,92.0,1640,11.0,0.601,996100.8
CYBER,0.334,0,1.2,0.518,0.184,100.0,664,4.0,4.96,16804.6
STX,0.333,0,5.9,0.333,0.354,111.0,2127,16.0,1.86,780041.3
JUP,0.332,0,2.6,0.332,0.688,133.0,691,6.0,1.468,409392.4
DOOD,0.328,0,4.8,0.383,0.406,151.0,2532,17.0,1.594,60273326.2
AERO,0.323,0,1.6,0.329,0.223,140.0,629,3.0,1.71,57325.2
MANTRA,0.321,0,3.8,0.321,0.415,146.0,1713,12.0,0.529,35529099.9
ZORA,0.317,0,4.8,0.37,0.336,141.0,1387,14.0,1.091,19406179.3
SENT,0.308,0,1.7,0.356,0.239,103.0,957,6.0,1.187,3795026.0
NXPC,0.305,0,1.9,0.308,0.11,142.0,684,4.0,2.351,70082.5
ZIL,0.304,0,0.7,0.304,0.262,337.0,525,3.0,9.056,4854546.2
MON,0.302,0,2.2,0.302,0.335,603.0,1356,9.0,3.216,2259224.7
HYPER,0.3,0,1.9,0.3,0.257,167.0,774,5.0,1.03,1551569.5
SOMI,0.297,0,1.6,0.331,0.136,228.0,523,4.0,1.92,477018.0
BONK,0.293,0,1.7,0.293,0.123,95.0,780,4.0,2.264,19004284944.0
SIGN,0.293,0,3.4,0.365,0.199,230.0,945,8.0,1.276,21089130.8
CC,0.287,0,3.9,0.287,0.415,2866.0,1791,14.0,2.822,917396.9
A,0.285,0,1.4,0.336,0.312,238.0,717,4.0,0.473,3031160.0
ETHFI,0.283,0,0.9,0.283,0.123,354.0,410,2.0,4.793,132885.9
SHIB,0.273,0,7.9,0.273,0.671,130.0,5017,23.0,2.083,43867916546.7
PUNDIX,0.266,0,1.8,0.318,0.297,60.0,695,4.0,1.269,1009797.1
NEWT,0.26,0,3.2,0.81,0.994,78.0,8238,39.0,4.102,365171.6
RENDER,0.259,0,6.7,0.279,0.562,240.0,3264,23.0,1.806,44576.7
PUMP,0.251,0,1.2,0.318,0.221,279.0,364,3.0,1.172,72551850.3
ARB,0.249,0,3.1,0.771,0.697,57.0,1631,11.0,2.348,2009276.5
MOCA,0.247,0,0.9,0.247,0.276,274.0,298,2.0,0.887,12193758.8
T,0.242,0,2.0,0.259,0.17,115.0,1433,7.0,1.791,7674350.6
BARD,0.24,0,4.8,0.24,0.268,200.0,2174,14.0,1.811,684807.9
SNT,0.236,0,1.1,0.236,0.234,236.0,333,2.0,0.647,45971934.3
PRL,0.235,0,2.7,0.239,0.581,101.0,1239,8.0,0.778,523587.9
WAVES,0.231,0,5.1,0.231,0.661,59.0,4467,22.0,2.752,235411.5
XCN,0.229,0,1.2,0.277,0.157,50.0,819,3.0,1.658,7548604.3
AWE,0.222,0,1.3,0.278,0.254,558.0,839,4.0,1.371,1381394.1
UP2,0.22,0,5.5,0.221,0.218,55.0,3296,14.0,0.589,1854822.5
TAIKO,0.22,0,0.7,0.229,0.184,477.0,260,2.0,0.628,1761028.0
ATOM,0.219,0,1.2,0.817,0.598,53.0,1460,4.0,7.634,4984.4
MOODENG,0.218,0,1.9,0.235,0.175,156.0,873,5.0,2.47,1007574.6
PIEVERSE,0.217,0,4.2,0.227,0.288,124.0,2713,13.0,2.545,86582.2
AXS,0.21,0,2.3,0.233,0.248,182.0,1714,8.0,2.044,48793.8
SAND,0.209,0,2.2,0.209,0.198,209.0,1729,9.0,2.232,1821037.7
PROVE,0.209,0,2.2,0.47,0.261,229.0,813,5.0,1.482,400827.2
SKY,0.206,0,1.4,0.747,0.877,122.0,470,5.0,2.941,400985.2
FIL,0.204,0,3.2,0.214,0.429,170.0,1917,10.0,2.816,47717.1
LINEA,0.203,0,1.4,0.38,0.241,339.0,457,4.0,1.67,24439112.6
EDGE,0.203,0,2.2,0.211,0.192,18.0,2428,7.0,0.645,649169.1
ONT,0.2,0,0.9,0.2,0.123,500.0,565,2.0,2.869,626308.0
SEI,0.2,0,5.9,0.48,1.339,500.0,2751,18.0,2.069,1497411.7
0G,0.198,0,3.7,0.222,0.237,247.0,2068,13.0,2.34,127841.1
CFG,0.198,0,4.0,0.28,0.297,292.0,1897,16.0,1.93,522662.6
FLUID,0.197,0,1.4,0.353,0.157,393.0,713,4.0,1.776,14406.0
GMT,0.196,0,1.0,0.196,0.214,179.0,475,3.0,1.123,15964318.8
FLOCK,0.193,0,4.1,0.627,0.909,69.0,2962,18.0,2.002,921813.3
GAS,0.192,0,1.3,0.192,0.121,385.0,1015,4.0,3.809,16271.9
CARV,0.188,0,0.6,0.188,0.062,209.0,395,1.0,1.49,619624.6
BORA,0.187,0,1.5,0.187,0.156,81.0,1388,3.0,0.748,2776978.1
BEAM,0.186,0,0.8,0.186,0.093,124.0,403,2.0,1.576,23726373.0
APT,0.183,0,3.1,0.202,0.458,92.0,2023,11.0,3.532,33061.4
PENDLE,0.183,0,2.3,0.331,0.254,125.0,1131,7.0,2.724,15441.6
ARKM,0.183,0,1.4,0.183,0.189,610.0,421,3.0,1.05,784352.7
AZTEC,0.178,0,3.3,0.178,0.255,137.0,1428,9.0,1.95,4346743.0
BSV,0.173,0,2.1,0.177,0.265,164.0,1010,5.0,0.971,2377.1
ALT,0.171,0,2.4,0.171,0.123,61.0,1014,5.0,2.193,6102056.5
CTC,0.167,0,0.8,0.167,0.116,98.0,1152,3.0,1.201,1481769.0
MEW,0.165,0,1.1,0.169,0.141,90.0,675,3.0,3.353,77356141.8
STRAX,0.164,0,3.6,0.167,0.159,48.0,2381,11.0,1.131,29162251.4
TRAC,0.164,0,1.8,0.175,0.224,149.0,1012,5.0,1.893,78686.9
MBL,0.162,0,0.3,0.162,0.078,202.0,237,1.0,0.41,302601505.1
API3,0.158,0,1.1,0.158,0.209,528.0,860,4.0,4.001,99279.4
ORDER,0.156,0,1.1,0.158,0.153,94.0,407,3.0,2.248,670746.7
ETC,0.154,0,2.8,0.155,0.267,130.0,2451,11.0,2.506,8424.5
SUPER,0.154,0,0.8,0.154,0.116,171.0,262,2.0,0.775,848864.9
MTL,0.153,0,0.5,0.326,0.173,138.0,321,1.0,0.796,209979.6
IOTA,0.15,0,2.2,0.232,0.169,115.0,771,5.0,3.484,763638.5
W,0.15,0,2.3,0.165,0.251,1503.0,942,6.0,1.39,13017690.3
AUCTION,0.149,0,1.3,0.192,0.256,292.0,784,6.0,2.749,5770.7
ARK,0.148,0,0.8,0.148,0.167,246.0,789,3.0,0.69,1071635.5
ESP,0.146,0,1.2,0.147,0.563,165.0,487,3.0,0.361,3257763.1
INJ,0.142,0,3.2,0.259,0.901,209.0,1447,11.0,2.513,11250.9
NEO,0.14,0,0.5,0.142,0.109,72.0,495,2.0,2.103,8426.7
WCT,0.137,0,2.1,0.154,0.205,344.0,1118,6.0,4.143,393622.5
COMP,0.137,0,0.3,0.137,0.039,171.0,176,1.0,1.641,1246.7
ANIME,0.136,0,1.1,0.188,0.145,218.0,965,4.0,2.447,17433488.9
LPT,0.136,0,0.4,0.136,0.107,226.0,316,1.0,1.598,16444.1
DKA,0.132,0,0.6,0.295,0.163,74.0,641,2.0,2.527,9188179.2
TOSHI,0.13,0,2.1,0.144,0.2,93.0,864,5.0,2.448,329556196.4
BLAST,0.13,0,1.9,0.13,0.21,164.0,1534,7.0,3.708,90363843.7
ICX,0.128,0,3.0,0.128,0.211,116.0,2358,11.0,1.616,2121205.7
TRUST,0.125,0,1.8,0.125,0.124,138.0,1108,5.0,1.148,1012403.0
UNI,0.124,0,1.4,0.124,0.16,154.0,843,3.0,4.901,8497.1
XAUT,0.122,0,1.0,0.171,0.122,174.0,472,2.0,1.476,14.1
JST,0.121,0,1.6,0.168,0.306,270.0,662,4.0,0.712,2031095.5
KERNEL,0.121,0,0.4,0.121,0.099,47.0,490,1.0,1.788,354273.0
FCT2,0.12,0,0.8,0.12,0.097,602.0,429,2.0,0.44,23839841.0
PROS,0.119,0,1.7,0.136,0.136,191.0,1684,5.0,2.458,33404.1
MINA,0.116,0,0.8,0.212,0.136,195.0,434,3.0,2.901,353530.6
CELO,0.113,0,0.3,0.145,0.063,147.0,277,1.0,1.706,397078.3
TIA,0.112,0,0.6,0.112,0.185,93.0,515,2.0,1.251,99129.6
AAVE,0.111,0,1.4,0.138,0.25,103.0,1198,5.0,3.396,370.7
IOST,0.11,0,0.3,0.162,0.185,126.0,312,1.0,1.189,61016427.5
BIRB,0.108,0,1.7,0.17,0.222,69.0,934,5.0,1.507,1373165.4
XEC,0.107,0,0.7,0.13,0.132,304.0,579,2.0,3.43,2348897376.0
MVL,0.107,0,0.2,0.107,0.066,214.0,160,0.0,0.291,136042024.7
ZETA,0.106,0,1.1,0.138,0.136,340.0,641,3.0,0.848,1807716.6
KNC,0.106,0,0.3,0.182,0.236,151.0,180,1.0,0.957,653502.5
BLUR,0.104,0,1.5,0.175,0.207,95.0,801,4.0,0.978,4518347.5
HIVE,0.103,0,1.6,0.141,0.264,164.0,1402,8.0,3.157,528100.7
XTZ,0.103,0,0.8,0.103,0.122,517.0,444,2.0,2.206,91961.1
SONIC,0.101,0,0.9,0.174,0.163,136.0,910,5.0,0.888,4980354.1
IQ,0.101,0,0.4,0.104,0.061,71.0,194,1.0,0.187,436879927.0
BOUNTY,0.101,0,0.5,0.101,0.115,1013.0,264,1.0,0.522,5263068.5
MANA,0.1,0,0.7,0.1,0.105,59.0,490,2.0,0.387,1041450.3
VANA,0.1,0,0.6,0.1,0.079,50.0,516,2.0,2.496,14595.1
AGLD,0.1,0,1.2,0.1,0.09,167.0,960,3.0,1.254,361802.5
2Z,0.095,0,0.6,0.095,0.158,475.0,462,2.0,0.585,2264644.6
CPOOL,0.094,0,1.0,0.096,0.164,81.0,1048,4.0,0.699,2887673.8
STORJ,0.094,0,0.7,0.094,0.267,134.0,460,2.0,1.081,1956411.2
DEEP,0.093,0,1.4,0.135,0.478,254.0,861,6.0,1.486,3333440.1
YGG,0.093,0,0.5,0.093,0.096,231.0,254,1.0,1.978,1095782.6
F,0.091,0,1.0,0.222,0.2,302.0,545,4.0,2.255,8529887.8
POKT,0.091,0,0.7,0.096,0.122,113.0,720,3.0,0.751,23801195.8
RAY,0.091,0,0.8,0.138,0.156,28.0,636,2.0,1.738,44679.6
MET2,0.091,0,0.3,0.091,0.096,453.0,116,1.0,0.626,573054.5
POLYX,0.088,0,0.8,0.115,0.311,294.0,622,4.0,3.271,595573.1
MLK,0.087,0,0.5,0.098,0.224,54.0,855,2.0,1.599,708317.6
TOKAMAK,0.085,0,0.6,0.085,0.188,170.0,906,3.0,2.594,76272.1
ENS,0.083,0,1.9,0.083,0.356,35.0,1405,6.0,2.119,9017.1
CRO,0.082,0,0.7,0.095,0.171,82.0,1027,4.0,6.357,167697.4
RVN,0.08,0,0.5,0.099,0.079,160.0,450,1.0,2.98,3969068.1
VTHO,0.079,0,0.3,0.085,0.09,182.0,366,1.0,1.492,85825877.0
ORBS,0.078,0,0.6,0.079,0.269,133.0,847,2.0,5.173,1287505.7
GRT,0.075,0,0.9,0.158,0.212,377.0,749,4.0,1.057,5119501.7
GAME2,0.075,0,0.3,0.075,0.074,16.0,808,1.0,0.48,104621891.1
EGLD,0.073,0,0.2,0.076,0.038,100.0,259,1.0,3.339,3215.1
ZAMA,0.072,0,0.7,0.072,0.722,180.0,450,3.0,1.453,1852177.4
ONG,0.068,0,0.4,0.068,0.095,676.0,535,2.0,2.318,421253.5
KAVA,0.068,0,0.3,0.068,0.106,57.0,258,1.0,1.738,474125.1
SAFE,0.067,0,0.5,0.087,0.087,135.0,348,1.0,1.042,559302.7
THETA,0.062,0,0.3,0.062,0.05,205.0,291,1.0,1.401,301260.8
WIF,0.061,0,0.1,0.061,0.06,202.0,248,0.0,1.419,145273.1
BAT,0.06,0,0.3,0.06,0.128,597.0,194,1.0,0.857,1369290.7
QTUM,0.06,0,0.5,0.545,0.632,120.0,1087,3.0,3.573,18333.0
MASK,0.06,0,0.4,0.078,0.054,17.0,375,1.0,1.54,55115.7
IMX,0.059,0,0.3,0.059,0.052,59.0,250,1.0,1.058,476920.8
COW,0.056,0,0.5,0.082,0.035,555.0,209,1.0,1.907,157490.3
ZRX,0.056,0,0.8,0.063,0.176,187.0,356,2.0,1.271,699055.0
CVC,0.054,0,0.3,0.054,0.07,181.0,252,1.0,1.501,2810862.9
ANKR,0.052,0,0.4,0.052,0.383,103.0,557,2.0,3.092,4314324.7
STEEM,0.051,0,0.4,0.063,0.088,51.0,403,2.0,1.149,926541.2
LSK,0.051,0,0.6,0.051,0.118,128.0,447,2.0,0.71,1182457.4
META,0.049,0,0.2,0.049,0.046,81.0,221,1.0,0.389,26899116.6
POWR,0.047,0,0.2,0.047,0.107,95.0,168,1.0,1.95,527060.8
MOC,0.046,0,0.2,0.046,0.019,51.0,140,0.0,1.41,2029952.7
MNT,0.043,0,0.4,0.071,0.283,249.0,277,1.0,11.808,28762.0
QKC,0.043,0,0.3,0.044,0.128,53.0,775,2.0,2.391,4489676.9
AQT,0.041,0,0.6,0.207,0.24,411.0,710,3.0,1.163,87167.3
1INCH,0.04,0,0.1,0.04,0.067,58.0,164,0.0,0.726,863138.0
MED,0.039,0,0.5,0.039,0.157,395.0,1036,3.0,2.254,29952047.5
SC,0.038,0,0.3,0.07,0.127,189.0,420,1.0,0.68,183200168.3
GLM,0.036,0,0.5,0.036,0.079,40.0,266,1.0,1.028,803019.5
WAXP,0.035,0,0.3,0.035,0.111,50.0,352,1.0,1.5,5406771.3
SUN,0.034,0,0.2,0.038,0.045,171.0,191,1.0,1.168,2112091.1
VET,0.033,0,0.4,0.034,0.127,108.0,832,2.0,1.153,5935255.1
AHT,0.032,0,0.1,0.032,0.021,40.0,211,0.0,0.533,84009468.6
CKB,0.03,0,0.2,0.03,0.055,301.0,134,0.0,1.053,41707919.1
HUNT,0.03,0,0.1,0.03,0.089,42.0,167,1.0,0.46,3041503.0
HP,0.03,0,0.3,0.083,0.147,300.0,618,2.0,0.945,8852743.4
TT,0.028,0,0.3,0.07,0.217,57.0,368,1.0,0.177,323580928.8
BTT,0.028,0,0.5,0.028,0.12,57.0,891,3.0,2.343,371567259679.5
TFUEL,0.028,0,0.2,0.028,0.06,20.0,282,1.0,0.589,18655725.0
USD1,0.026,0,0.1,0.026,0.024,12.0,449,0.0,0.527,56066.9
CBK,0.016,0,0.1,0.016,0.034,23.0,261,0.0,0.695,449635.2
ELF,0.012,0,0.1,0.015,0.078,31.0,261,1.0,3.827,178799.8
USDS,0.008,0,0.0,0.008,0.001,2.0,155,0.0,2.221,12774.5
USDE,0.004,0,0.0,0.004,0.005,2.0,225,0.0,2.994,21034.9
