종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
ONDO,00:00,1.66,3.25,1.59,434,1.394,1769856.3
ONDO,00:10,0.99,2.65,1.67,382,1.168,2303187.8
ONDO,00:20,-0.47,2.34,2.81,472,1.451,2019568.6
ONDO,00:30,3.45,4.97,1.52,381,1.405,2027273.5
ONDO,00:40,-0.46,0.57,1.03,139,1.434,2095143.3
ONDO,00:50,0.46,2.03,1.57,271,1.511,2127419.8
ONDO,01:00,3.12,3.97,0.85,411,0.689,2851685.9
ONDO,01:10,1.48,3.58,2.1,421,0.413,3227980.4
ONDO,01:20,1.36,2.91,1.55,387,0.395,3291248.5
ONDO,01:30,0.37,1.63,1.26,289,0.455,3155834.1
ONDO,01:40,0.79,2.21,1.41,237,0.875,2513649.0
ONDO,01:50,-1.09,0.48,1.57,180,1.097,2197874.4
ONDO,02:00,-0.5,0.18,0.68,80,1.026,2271363.1
ONDO,02:10,-0.44,0.04,0.48,63,1.307,2136585.3
ONDO,02:20,-1.88,0.41,2.29,268,2.224,1401833.2
ONDO,02:30,-5.75,2.11,7.86,1027,1.891,1531910.2
ONDO,02:40,-0.91,0.38,1.29,117,2.369,1369016.2
ONDO,02:50,-0.89,2.48,3.37,248,1.95,1400832.0
ONDO,03:00,-0.16,0.43,0.59,89,1.508,1787467.8
ONDO,03:10,-0.09,0.54,0.63,50,1.451,1877596.0
ONDO,03:20,0.13,0.53,0.39,67,1.157,2214231.6
ONDO,03:30,1.59,1.86,0.27,53,1.353,1962078.6
ONDO,03:40,-1.28,0.55,1.83,145,1.453,1894526.5
ONDO,03:50,-1.29,0.49,1.77,106,2.15,1343388.6
ONDO,04:00,-0.17,0.17,0.34,57,2.032,1534293.7
ONDO,04:10,-0.2,0.26,0.46,157,2.314,1382331.9
ONDO,04:20,-0.6,0.21,0.82,139,3.502,934591.4
ONDO,04:30,0.3,1.01,0.7,112,4.484,734533.0
ONDO,04:40,0.02,0.36,0.34,79,3.833,864225.9
ONDO,04:50,-0.19,1.3,1.48,160,2.61,1130623.5
ONDO,05:00,0.42,0.7,0.28,94,3.054,1083521.1
ONDO,05:10,0.18,0.51,0.32,57,2.857,1121563.8
ONDO,05:20,-0.19,0.36,0.55,127,2.082,1459941.9
ONDO,05:30,-0.6,0.4,1.0,138,2.252,1337658.5
ONDO,05:40,-0.17,0.89,1.06,127,1.87,1669585.3
ONDO,05:50,0.01,0.21,0.21,61,1.869,1639416.9
ONDO,06:00,0.27,0.85,0.58,120,1.85,1636979.2
ONDO,06:10,-2.34,0.52,2.86,214,2.409,1246368.6
ONDO,06:20,-0.22,0.33,0.55,89,1.982,1465901.5
ONDO,06:30,-0.74,0.32,1.05,110,2.534,1205663.4
ONDO,06:40,-0.11,0.59,0.7,159,2.154,1413143.1
ONDO,06:50,-2.38,1.61,4.0,604,2.952,1078443.1
ONDO,07:00,-2.14,0.38,2.53,198,2.485,1174580.6
ONDO,07:10,-1.36,0.68,2.05,225,2.758,1101248.6
ONDO,07:20,-0.06,0.36,0.42,112,2.729,1171984.3
ONDO,07:30,-0.18,0.39,0.58,115,2.401,1275758.9
ONDO,07:40,-0.36,0.42,0.78,152,2.421,1263864.6
ONDO,07:50,-0.79,0.28,1.06,133,2.583,1229226.9
ONDO,08:00,0.53,1.22,0.69,159,2.3,1366540.5
ONDO,08:10,-0.71,0.15,0.87,115,1.719,1812645.5
ONDO,08:20,-0.34,0.77,1.11,186,2.463,1302098.1
ONDO,08:30,-0.27,0.82,1.08,165,2.464,1329004.7
ONDO,08:40,-0.48,0.52,0.99,162,2.46,1319126.8
ONDO,08:50,-0.61,1.08,1.69,367,2.029,1594480.4
