종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
ETHFI,0.493,0,2.4,0.585,0.209,676.0,506,5.0,2.819,84719.6
ALGO,0.49,0,6.4,0.502,1.134,553.0,2106,21.0,1.438,1954221.6
GMT,0.48,0,7.0,0.48,0.882,369.0,3778,20.0,1.454,17397721.9
PUNDIX,0.473,0,1.0,0.539,0.193,151.0,404,2.0,0.557,751946.6
CRO,0.466,0,2.7,0.466,0.498,116.0,1495,9.0,0.816,9083534.4
LPT,0.456,0,4.8,0.599,0.336,191.0,2423,16.0,1.835,11862.9
CHIP,0.449,0,19.1,0.79,1.899,239.0,17359,124.0,3.983,1926990.8
A,0.441,0,3.1,0.441,0.301,245.0,1007,6.0,0.886,2704186.9
ELSA,0.436,0,4.0,0.523,0.347,125.0,1683,9.0,0.25,8748801.9
DOOD,0.434,0,2.3,0.434,0.276,145.0,1605,8.0,1.784,16328886.8
IRYS,0.432,0,17.8,0.903,2.13,130.0,14137,99.0,2.466,3813288.1
GRT,0.432,0,13.4,0.555,0.561,170.0,6786,46.0,2.033,2161799.6
PROS,0.432,0,8.1,0.464,0.376,160.0,4519,24.0,2.205,56412.9
NXPC,0.425,0,7.5,0.698,0.59,53.0,3558,22.0,1.035,141236.1
IP,0.42,0,15.9,0.605,0.593,127.0,7015,51.0,4.037,156111.5
JTO,0.419,0,14.4,0.592,0.807,264.0,6436,50.0,1.831,169574.0
ZBT,0.406,0,15.7,0.606,1.2,87.0,4747,56.0,0.863,1409098.3
ETC,0.406,0,7.1,0.406,0.326,140.0,4274,22.0,4.671,4735.6
LINK,0.406,0,15.0,0.861,0.829,139.0,8049,59.0,3.17,6607.9
AVNT,0.4,0,7.7,0.547,0.612,800.0,2229,23.0,1.407,1201722.9
PUMP,0.397,0,2.4,0.397,0.406,567.0,597,5.0,1.865,70892186.9
AXS,0.393,0,6.2,0.398,0.324,161.0,3573,17.0,4.973,26083.3
POLYX,0.389,0,8.0,0.475,0.325,431.0,3458,27.0,1.817,709724.6
SPK,0.389,0,8.8,0.574,0.698,262.0,4560,33.0,1.655,3831749.0
ME,0.366,0,7.5,0.428,0.802,457.0,2891,23.0,0.928,3864154.5
JST,0.366,0,2.1,0.366,0.124,193.0,599,4.0,0.424,2780622.5
ESP,0.35,0,3.7,0.394,0.492,100.0,1397,9.0,0.361,4800846.2
KAITO,0.349,0,9.1,0.629,0.571,189.0,4196,32.0,2.654,65626.6
ATOM,0.341,0,10.6,0.494,0.767,65.0,5673,38.0,2.86,10826.0
ZAMA,0.341,0,5.7,0.364,0.263,227.0,2873,18.0,4.279,1496999.9
W,0.339,0,4.2,0.339,0.726,308.0,1362,9.0,1.809,9772528.6
BTT,0.335,0,1.9,0.335,0.199,478.0,1639,6.0,1.546,303483708562.5
APT,0.333,0,7.2,0.41,0.355,187.0,2904,18.0,2.697,35555.8
BREV,0.332,0,2.4,0.332,0.202,474.0,721,5.0,0.789,1317719.5
PROVE,0.331,0,5.7,0.392,0.599,44.0,4070,21.0,1.223,293052.5
AXL,0.324,0,3.6,0.324,0.679,324.0,1575,10.0,1.45,550962.6
LA,0.323,0,4.3,0.335,0.333,58.0,2067,14.0,0.873,1753968.3
MON,0.321,0,3.4,0.321,0.618,78.0,1319,11.0,3.054,1680330.2
JUP,0.32,0,4.1,0.32,0.406,800.0,1234,11.0,1.721,353203.3
SIGN,0.319,0,6.0,0.512,1.037,319.0,2756,23.0,1.4,15524897.2
FIL,0.318,0,11.9,0.542,0.538,795.0,5070,42.0,3.293,27118.5
OPEN,0.314,0,8.6,0.685,0.586,209.0,3431,28.0,1.53,521441.2
ORCA,0.314,0,4.7,0.377,0.474,157.0,4600,24.0,3.246,14693.7
WET,0.307,0,3.6,0.307,0.637,192.0,1825,10.0,0.571,2968632.8
WLFI,0.299,0,3.2,0.299,0.368,150.0,1808,11.0,2.401,734361.9
ZKP,0.298,0,2.1,0.362,0.763,171.0,874,5.0,0.405,6013712.5
WIF,0.293,0,1.0,0.293,0.258,732.0,517,3.0,1.786,178581.3
DOT,0.293,0,3.0,0.302,0.418,104.0,1494,8.0,1.875,38220.1
STRAX,0.291,0,1.1,0.291,0.224,416.0,764,3.0,0.17,27037793.7
NEWT,0.29,0,2.0,0.29,0.286,207.0,776,6.0,0.495,3367380.8
SUPER,0.287,0,9.2,0.381,0.932,205.0,3067,27.0,0.675,1545498.3
PIEVERSE,0.282,0,7.6,0.508,0.864,80.0,4389,26.0,3.997,57231.6
HOLO,0.278,0,2.7,0.456,0.183,634.0,970,8.0,0.339,6232584.1
TIA,0.276,0,12.7,0.371,0.614,2764.0,6332,46.0,7.229,35763.0
HIVE,0.27,0,7.7,0.27,0.729,193.0,4116,24.0,8.439,412354.7
HYPER,0.269,0,3.4,0.294,0.464,106.0,2284,11.0,0.973,1881747.6
LINEA,0.269,0,2.0,0.3,0.252,415.0,635,5.0,1.922,10971316.1
WAVES,0.269,0,4.8,0.269,0.453,299.0,5161,25.0,2.159,161712.4
STORJ,0.264,0,3.5,0.366,0.408,163.0,1616,12.0,1.323,2348636.2
CPOOL,0.256,0,9.4,0.284,0.456,62.0,8134,40.0,2.787,1344427.4
MEW,0.256,0,2.3,0.33,0.153,140.0,1430,7.0,2.649,49254121.6
IMX,0.253,0,3.9,0.363,0.4,230.0,1303,12.0,0.739,658259.7
ID,0.253,0,1.5,0.281,0.22,616.0,912,5.0,2.76,449817.9
IOTA,0.252,0,2.9,0.252,0.205,252.0,1395,7.0,2.671,223341.8
AVAX,0.249,0,5.3,0.556,0.516,360.0,3249,21.0,3.555,6658.6
ZRO,0.247,0,2.6,0.249,0.859,193.0,1332,8.0,3.203,12834.2
HP,0.242,0,3.6,0.347,0.343,62.0,3903,14.0,0.996,7018172.7
ENSO,0.236,0,4.9,0.305,0.415,139.0,3153,20.0,2.837,39420.2
META,0.235,0,2.1,0.237,0.285,119.0,999,7.0,0.841,34672776.5
BIGTIME,0.232,0,1.7,0.232,0.531,193.0,1063,7.0,0.761,12123339.7
UNI,0.23,0,4.0,0.237,0.232,175.0,3607,15.0,2.208,9821.9
WAL,0.229,0,1.1,0.258,0.22,573.0,659,4.0,1.203,1450424.2
SYRUP,0.228,0,2.7,0.228,0.841,379.0,1010,7.0,1.473,249642.8
BONK,0.226,0,3.0,0.226,0.616,323.0,1038,7.0,2.239,6814096399.7
VET,0.226,0,3.6,0.248,0.335,160.0,2003,11.0,0.46,31255947.5
STEEM,0.223,0,4.6,0.311,0.366,80.0,3065,17.0,3.42,634275.9
PENDLE,0.219,0,5.4,0.23,0.254,120.0,2514,16.0,2.148,6877.1
ENS,0.217,0,6.1,0.217,0.587,181.0,3673,19.0,1.589,5494.3
VANA,0.217,0,3.2,0.217,0.236,241.0,1613,8.0,2.773,13323.3
BLEND,0.217,0,4.6,0.313,0.433,227.0,2017,16.0,1.496,1304973.4
UP2,0.215,0,6.3,0.387,0.507,110.0,4695,27.0,0.861,1359782.9
ICP,0.214,0,7.0,0.421,0.454,238.0,2732,23.0,3.976,8871.4
AGLD,0.214,0,0.8,0.214,0.122,267.0,477,2.0,0.842,285058.8
0G,0.206,0,2.9,0.499,0.356,258.0,1445,10.0,2.795,75702.3
SNT,0.204,0,1.1,0.208,0.278,71.0,1481,4.0,0.514,34791298.6
WCT,0.202,0,2.0,0.397,0.215,423.0,1070,6.0,2.345,319049.4
KAVA,0.201,0,1.6,0.295,0.251,177.0,729,5.0,1.405,422307.4
SKR,0.195,0,1.9,0.202,0.194,348.0,1243,4.0,0.948,3526439.4
SOMI,0.194,0,3.2,0.194,0.21,486.0,1289,10.0,0.594,738106.3
2Z,0.192,0,2.1,0.202,0.324,177.0,1165,6.0,1.61,657289.4
SONIC,0.191,0,2.5,0.269,0.504,168.0,2556,12.0,1.592,1681327.5
CELO,0.19,0,3.0,0.19,0.29,190.0,1608,10.0,2.037,2204446.3
ONG,0.19,0,1.4,0.19,0.347,271.0,893,4.0,1.816,270347.0
CC,0.188,0,3.1,0.237,0.641,143.0,1306,9.0,4.978,516662.7
KAT,0.187,0,2.2,0.187,0.301,937.0,1695,8.0,0.661,40762552.3
API3,0.186,0,1.2,0.186,0.155,311.0,767,4.0,1.534,149535.6
MVL,0.184,0,0.4,0.184,0.19,97.0,379,1.0,0.509,145105765.5
CYBER,0.183,0,0.7,0.183,0.115,614.0,482,2.0,2.689,35422.0
MOCA,0.18,0,1.5,0.189,0.324,132.0,808,4.0,0.846,10612998.8
ZK,0.179,0,2.8,0.214,0.341,224.0,1082,7.0,1.47,5076617.6
PYTH,0.173,0,2.2,0.232,0.246,192.0,1336,7.0,3.769,516042.8
CBK,0.173,0,2.3,0.485,0.311,72.0,1978,9.0,1.253,530347.1
NEO,0.173,0,1.5,0.173,0.223,144.0,1062,4.0,2.887,4182.0
MANTRA,0.17,0,2.0,0.31,0.271,213.0,1499,11.0,0.621,29104252.3
QTUM,0.169,0,2.1,0.341,0.408,151.0,1233,7.0,9.988,32362.1
RED,0.166,0,4.4,0.174,0.483,145.0,1718,15.0,0.469,1112183.6
BORA,0.165,0,1.0,0.166,0.258,84.0,1329,4.0,1.101,1162522.4
SOPH,0.164,0,1.3,0.321,0.482,234.0,588,4.0,0.474,29029994.3
MOVE,0.157,0,3.1,0.241,0.158,216.0,1837,10.0,1.49,6684356.7
BLUR,0.153,0,2.1,0.153,0.333,118.0,1083,6.0,2.633,1573770.4
CARV,0.153,0,1.5,0.187,0.23,277.0,1253,5.0,2.595,451525.5
MNT,0.153,0,1.0,0.203,0.666,255.0,533,4.0,5.785,24143.3
GLM,0.152,0,0.8,0.152,0.197,382.0,548,3.0,0.83,1181332.7
KNC,0.15,0,1.3,0.15,0.24,250.0,867,4.0,0.772,804359.9
MOODENG,0.149,0,2.6,0.314,0.439,372.0,1333,9.0,2.255,465968.9
ZETA,0.147,0,2.0,0.147,0.2,294.0,1231,5.0,7.489,206313.0
ZKC,0.136,0,2.3,0.136,0.678,49.0,1092,7.0,0.531,4874309.7
TAIKO,0.131,0,1.3,0.214,0.247,109.0,590,4.0,0.855,1321984.7
RAY,0.131,0,1.1,0.131,0.119,218.0,631,3.0,1.919,20563.2
GAS,0.131,0,2.2,0.131,0.453,93.0,2184,8.0,5.211,9414.5
ZORA,0.129,0,3.3,0.23,0.432,161.0,1386,10.0,0.658,19351268.8
T,0.128,0,1.5,0.146,0.191,142.0,1325,5.0,2.787,4940319.1
ANKR,0.128,0,2.0,0.137,0.355,213.0,936,5.0,3.306,6678756.8
TOSHI,0.128,0,1.5,0.128,0.118,183.0,827,4.0,0.91,421029654.4
PRL,0.125,0,3.6,0.207,0.49,96.0,3648,20.0,1.872,498909.6
BLAST,0.124,0,2.9,0.329,0.281,63.0,2455,12.0,1.653,81466926.9
ARK,0.124,0,0.8,0.124,0.219,310.0,610,3.0,0.783,487174.8
G,0.124,0,1.2,0.149,0.256,178.0,804,5.0,4.104,5358487.7
BAT,0.122,0,1.0,0.122,0.156,42.0,600,3.0,0.648,1468353.1
YGG,0.121,0,0.6,0.177,0.058,106.0,409,1.0,2.443,352365.1
XTZ,0.12,0,0.8,0.122,0.181,207.0,661,2.0,2.058,109057.1
ORBS,0.12,0,1.1,0.12,0.377,240.0,858,4.0,0.298,74422660.9
AERGO,0.118,0,1.2,0.138,0.106,131.0,1102,5.0,2.517,1078060.6
POWR,0.116,0,1.0,0.122,0.189,146.0,734,3.0,1.852,240667.3
AERO,0.113,0,1.4,0.117,0.16,243.0,713,5.0,4.721,21288.9
DEEP,0.11,0,2.1,0.11,0.16,274.0,1140,6.0,4.145,720885.3
COMP,0.109,0,1.8,0.125,0.264,273.0,1137,5.0,2.05,1067.2
WAXP,0.107,0,0.9,0.107,0.082,134.0,502,2.0,2.141,3823834.5
BSV,0.106,0,1.9,0.163,0.165,550.0,1888,7.0,2.498,1193.8
MBL,0.106,0,1.1,0.106,0.254,265.0,829,4.0,0.692,308111936.2
SAFE,0.106,0,2.1,0.147,0.309,133.0,910,5.0,0.638,383009.8
LSK,0.105,0,1.8,0.105,0.18,55.0,1204,5.0,0.406,1687798.9
SKY,0.105,0,0.8,0.105,0.087,261.0,308,2.0,1.0,535176.8
XEC,0.104,0,1.3,0.104,0.108,95.0,911,3.0,0.796,41322805552.9
ZIL,0.104,0,0.6,0.104,0.135,1036.0,800,2.0,4.558,2841179.1
ANIME,0.102,0,1.3,0.166,0.116,146.0,981,4.0,5.417,3847864.1
MTL,0.1,0,2.9,0.113,0.303,125.0,2007,10.0,0.981,260772.7
MLK,0.1,0,0.8,0.1,0.205,501.0,1159,3.0,2.449,501399.3
ASTR,0.1,0,0.7,0.1,0.2,200.0,415,2.0,1.179,10382218.6
IOST,0.1,0,0.6,0.1,0.228,83.0,536,2.0,1.226,67093348.1
BIRB,0.099,0,0.8,0.099,0.23,493.0,1074,4.0,0.647,1429468.9
ARDR,0.098,0,1.1,0.254,0.415,26.0,2813,5.0,1.956,437880.6
CTC,0.096,0,1.2,0.217,0.282,240.0,1298,5.0,1.027,1509458.0
ELF,0.095,0,0.7,0.159,0.134,132.0,536,2.0,0.265,4917769.9
AUCTION,0.094,0,0.8,0.094,0.242,236.0,756,3.0,1.46,7787.7
IQ,0.091,0,0.6,0.091,0.143,113.0,524,2.0,0.179,456741633.6
THETA,0.09,0,1.3,0.09,0.181,112.0,665,3.0,1.578,235412.2
CKB,0.088,0,0.7,0.088,0.108,220.0,526,2.0,0.848,45122849.3
F,0.085,0,1.3,0.194,0.158,425.0,763,4.0,3.432,3739155.9
ONT,0.084,0,3.2,0.162,0.325,38.0,3273,12.0,2.047,493725.4
MASK,0.084,0,0.5,0.084,0.079,94.0,414,1.0,1.578,34878.5
BOUNTY,0.084,0,0.3,0.084,0.093,840.0,411,1.0,0.916,3091054.5
AHT,0.083,0,0.3,0.083,0.198,92.0,586,2.0,0.484,122480828.5
POKT,0.08,0,0.6,0.08,0.133,36.0,582,3.0,0.505,22615496.8
AQT,0.08,0,0.7,0.08,0.077,201.0,756,2.0,3.3,51310.9
MED,0.073,0,0.3,0.073,0.129,41.0,681,2.0,1.098,53477303.4
MET2,0.072,0,1.1,0.09,0.097,60.0,313,2.0,1.073,229442.9
ICX,0.072,0,0.5,0.081,0.051,180.0,428,1.0,3.294,229418.2
FLUID,0.071,0,0.7,0.087,0.142,59.0,690,3.0,2.188,13633.3
MANA,0.069,0,0.8,0.069,0.071,77.0,621,2.0,2.586,1323408.3
VTHO,0.066,0,0.5,0.066,0.416,73.0,698,2.0,2.459,62146587.8
1INCH,0.066,0,0.7,0.066,0.076,83.0,378,1.0,0.759,1149681.7
XCN,0.065,0,1.0,0.065,0.146,81.0,730,4.0,1.066,7698416.6
MOC,0.06,0,0.4,0.06,0.164,22.0,850,2.0,1.269,1696711.2
BEAM,0.058,0,0.7,0.121,0.1,44.0,600,2.0,0.696,35142839.9
MINA,0.057,0,0.9,0.057,0.101,286.0,883,3.0,2.985,254518.4
FCT2,0.056,0,0.5,0.056,0.07,52.0,382,1.0,0.4,22570809.6
HUNT,0.053,0,0.3,0.053,0.087,106.0,537,2.0,0.316,3432596.7
SC,0.05,0,0.6,0.05,0.195,83.0,560,2.0,0.449,345111739.6
TT,0.048,0,0.4,0.048,0.079,60.0,253,1.0,0.246,359308718.3
EGLD,0.047,0,0.4,0.062,0.088,255.0,624,2.0,1.808,3076.8
ZRX,0.044,0,0.4,0.044,0.063,49.0,405,1.0,1.198,904127.0
USD1,0.043,0,0.2,0.122,0.078,47.0,1417,1.0,2.403,19127.2
TFUEL,0.038,0,0.3,0.055,0.277,128.0,633,2.0,0.49,20901289.4
COW,0.037,0,0.2,0.037,0.071,122.0,164,1.0,1.049,202068.2
SUN,0.037,0,0.4,0.037,0.046,62.0,279,1.0,0.972,3939790.6
CVC,0.033,0,0.5,0.04,0.163,61.0,714,2.0,1.104,2446213.5
GAME2,0.031,0,0.2,0.032,0.071,55.0,996,1.0,0.32,173501944.2
QKC,0.029,0,0.1,0.029,0.05,143.0,318,1.0,1.513,9266429.8
TOKAMAK,0.028,0,0.4,0.028,0.236,140.0,1045,3.0,1.907,86507.4
USDE,0.013,0,0.0,0.013,0.03,31.0,285,0.0,1.505,12929.3
USDS,0.002,0,0.0,0.005,0.029,7.0,474,0.0,1.218,14638.8
