종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
BCH,06:30,-0.07,0.12,0.19,22,0.429,810.6
BCH,06:40,0.03,0.04,0.01,22,0.46,961.2
BCH,06:50,-0.1,0.02,0.12,38,0.405,823.9
BCH,07:00,-0.52,0.06,0.59,32,0.503,903.7
BCH,07:10,0.01,0.14,0.14,26,0.408,810.0
BCH,07:20,0.03,0.04,0.02,15,0.624,740.2
BCH,07:30,2.46,3.01,0.55,369,0.312,626.1
BCH,07:40,-0.11,0.11,0.22,52,0.554,744.4
BCH,07:50,0.07,0.12,0.04,48,0.594,691.7
BCH,08:00,-0.09,0.17,0.26,66,0.566,687.3
BCH,08:10,0.17,0.75,0.59,75,0.71,407.6
BCH,08:20,0.09,0.17,0.07,31,0.808,426.1
BCH,08:30,-0.33,0.11,0.44,41,1.22,405.7
BCH,08:40,0.17,0.19,0.02,23,1.198,449.3
BCH,08:50,0.0,0.14,0.13,49,0.864,526.2
BCH,09:00,0.18,0.44,0.26,51,1.154,399.6
BCH,09:10,-0.36,0.05,0.42,34,1.374,382.7
BCH,09:20,-0.26,0.11,0.37,41,1.109,439.4
BCH,09:30,0.28,0.49,0.2,67,0.297,1337.3
BCH,09:40,0.07,0.58,0.52,59,0.375,1202.2
BCH,09:50,2.16,2.34,0.18,276,0.481,514.8
BCH,10:00,-0.07,0.2,0.27,74,0.788,505.8
BCH,10:10,-0.08,0.12,0.2,45,0.551,497.6
BCH,10:20,-0.06,0.14,0.21,70,0.844,548.0
BCH,10:30,0.03,0.26,0.23,67,0.786,569.0
BCH,10:40,0.17,0.2,0.03,19,0.872,580.9
BCH,10:50,0.04,0.06,0.02,23,0.813,553.4
BCH,11:00,-0.07,0.03,0.1,22,0.714,539.1
BCH,11:10,-0.01,0.28,0.29,58,0.974,417.7
BCH,11:20,-0.17,0.06,0.23,30,1.067,433.3
BCH,11:30,-0.03,0.01,0.05,15,1.114,435.8
BCH,11:40,-0.05,0.0,0.05,7,1.04,431.9
BCH,11:50,0.03,0.08,0.06,20,1.042,422.3
BCH,12:00,-0.06,0.0,0.06,21,0.907,470.7
BCH,12:10,-0.02,0.0,0.02,9,1.121,450.6
BCH,12:20,0.05,0.16,0.11,27,0.883,456.4
BCH,12:30,0.65,0.81,0.16,48,1.788,323.4
BCH,12:40,-0.08,0.0,0.08,12,1.591,325.5
BCH,12:50,-0.08,0.02,0.1,18,1.446,318.3
BCH,13:00,-0.01,0.0,0.02,8,1.375,364.8
BCH,13:10,0.16,0.17,0.02,25,1.311,361.0
BCH,13:20,-0.0,0.13,0.13,31,1.925,265.7
BCH,13:30,0.05,0.12,0.06,35,1.263,364.8
BCH,13:40,-0.01,0.07,0.08,24,1.544,358.2
BCH,13:50,-0.4,0.07,0.48,40,0.968,376.1
BCH,14:00,-0.13,0.05,0.18,25,1.136,385.3
BCH,14:10,-0.0,0.04,0.05,10,1.114,416.6
BCH,14:20,-0.11,0.09,0.21,16,1.253,375.2
BCH,14:30,0.02,0.09,0.07,35,1.016,373.7
BCH,14:40,0.03,0.07,0.04,25,1.471,348.7
BCH,14:50,-0.31,0.14,0.45,69,0.96,391.7
BCH,15:00,-0.02,0.02,0.03,22,0.888,462.9
BCH,15:10,0.26,0.68,0.42,143,0.711,534.3
BCH,15:20,0.1,0.26,0.16,63,0.877,494.1
BCH,15:30,0.05,0.5,0.45,187,1.452,410.1
BCH,15:40,-0.17,0.18,0.34,49,1.284,433.0
BCH,15:50,-0.04,0.27,0.31,36,1.329,426.8
BCH,16:00,-0.1,0.03,0.13,23,1.251,511.7
BCH,16:10,0.23,0.44,0.21,80,1.236,385.2
BCH,16:20,0.1,0.19,0.1,30,1.895,423.7
BCH,16:30,0.02,0.04,0.02,13,1.417,371.0
BCH,16:40,0.01,0.03,0.01,17,1.409,406.6
BCH,16:50,-0.14,0.02,0.16,17,1.472,313.2
BCH,17:00,0.04,0.06,0.02,18,1.483,345.6
BCH,17:10,-0.05,0.1,0.15,24,1.412,236.9
BCH,17:20,0.01,0.1,0.1,39,0.726,496.5
BCH,17:30,0.2,0.23,0.03,27,1.074,440.1
BCH,17:40,-0.08,0.08,0.16,29,1.246,403.3
BCH,17:50,0.13,0.15,0.02,12,1.467,420.2
BCH,18:00,-0.08,0.03,0.11,15,1.542,411.3
BCH,18:10,-0.23,0.03,0.26,20,1.494,360.0
BCH,18:20,0.11,0.12,0.0,23,1.438,385.3
BCH,18:30,-0.29,0.1,0.39,51,0.962,460.5
BCH,18:40,0.08,0.08,0.01,23,1.538,371.8
BCH,18:50,-0.06,0.02,0.08,20,1.329,412.3
BCH,19:00,-0.01,0.02,0.04,10,1.498,408.9
BCH,19:10,0.05,0.08,0.04,24,1.518,423.0
BCH,19:20,-0.14,0.08,0.22,31,1.48,400.0
BCH,19:30,-0.01,0.07,0.08,16,1.681,348.7
BCH,19:40,-0.62,0.09,0.71,37,2.015,335.9
BCH,19:50,-0.08,0.07,0.15,33,1.923,337.2
BCH,20:00,-0.01,0.12,0.14,27,1.594,375.8
BCH,20:10,-0.14,0.05,0.19,23,1.598,268.7
BCH,20:20,0.04,0.09,0.05,14,2.251,289.4
BCH,20:30,-0.06,0.02,0.09,30,1.81,349.9
BCH,20:40,-0.04,0.02,0.06,18,1.283,492.8
BCH,20:50,-0.5,0.02,0.52,17,2.209,294.0
BCH,21:00,0.14,0.19,0.04,42,1.413,375.2
BCH,21:10,-0.06,0.03,0.09,26,1.612,379.6
BCH,21:20,-0.04,0.0,0.04,10,2.172,359.1
BCH,21:30,-0.04,0.11,0.16,34,1.607,332.5
BCH,21:40,-0.01,0.01,0.02,10,1.63,358.8
BCH,21:50,0.03,0.07,0.04,14,1.775,345.7
BCH,22:00,0.18,0.2,0.02,22,1.929,304.8
BCH,22:10,-0.02,0.03,0.05,26,1.623,360.7
BCH,22:20,0.1,0.23,0.13,42,1.646,440.1
BCH,22:30,-0.04,0.43,0.47,105,1.671,451.5
BCH,22:40,-0.99,0.07,1.07,120,1.395,427.5
BCH,22:50,-0.08,0.01,0.1,30,1.55,364.9
BCH,23:00,-0.1,0.05,0.15,29,1.53,369.5
BCH,23:10,0.04,0.06,0.03,18,1.147,386.4
BCH,23:20,0.06,0.09,0.03,15,1.573,338.0
BCH,23:30,0.1,0.14,0.04,22,1.48,343.3
BCH,23:40,0.1,0.43,0.34,39,0.698,338.0
BCH,23:50,0.23,0.46,0.23,80,1.168,356.2
TRUMP,00:00,0.02,0.08,0.05,24,1.896,34926.0
TRUMP,00:10,-0.02,0.04,0.06,20,1.142,44388.2
TRUMP,00:20,-0.0,0.07,0.07,20,1.688,35876.1
TRUMP,00:30,0.01,0.11,0.1,32,1.165,42476.2
TRUMP,00:40,0.01,0.02,0.01,13,1.882,37127.1
TRUMP,00:50,-0.01,0.02,0.03,18,1.709,38879.0
TRUMP,01:00,0.13,0.13,0.0,36,1.015,47330.5
TRUMP,01:10,0.17,0.18,0.01,17,1.125,46661.9
TRUMP,01:20,0.05,0.18,0.13,46,1.693,36076.3
TRUMP,01:30,0.17,0.22,0.05,38,1.363,39049.7
TRUMP,01:40,-0.12,0.0,0.12,10,1.557,40519.6
TRUMP,01:50,-0.04,0.0,0.04,6,1.794,29847.9
TRUMP,02:00,-0.03,0.04,0.07,27,2.133,26181.5
TRUMP,02:10,-0.07,0.12,0.19,44,1.68,31458.8
TRUMP,02:20,0.15,0.41,0.25,91,1.553,24412.2
TRUMP,02:30,0.17,0.56,0.39,108,0.984,38002.6
TRUMP,02:40,0.14,0.19,0.05,45,1.51,15475.5
TRUMP,02:50,0.02,0.07,0.05,33,1.32,32785.0
TRUMP,03:00,0.02,0.08,0.07,35,0.95,36704.5
TRUMP,03:10,0.01,0.06,0.04,21,1.34,37537.5
TRUMP,03:20,0.09,0.23,0.14,33,1.297,36812.5
TRUMP,03:30,-0.02,0.0,0.02,7,1.585,32482.8
TRUMP,03:40,0.02,0.02,0.01,11,1.636,30855.1
TRUMP,03:50,-0.0,0.0,0.0,4,1.246,39152.2
TRUMP,04:00,-0.02,0.0,0.02,9,1.211,41062.0
TRUMP,04:10,-0.0,0.01,0.01,6,1.059,45038.5
TRUMP,04:20,0.19,0.2,0.01,22,1.144,42618.8
TRUMP,04:30,-0.11,0.02,0.12,33,0.871,43873.8
TRUMP,04:40,-0.16,0.0,0.16,7,1.427,34597.8
TRUMP,04:50,-0.04,0.01,0.05,4,1.354,31159.9
TRUMP,05:00,-0.04,0.0,0.05,12,1.056,43416.9
TRUMP,05:10,-0.01,0.0,0.01,7,1.438,36381.8
TRUMP,05:20,0.07,0.11,0.04,17,0.808,35435.0
TRUMP,05:30,-0.05,0.02,0.07,12,1.016,48114.2
TRUMP,05:40,-0.42,0.02,0.44,21,0.829,54008.5
TRUMP,05:50,0.11,0.11,0.01,37,1.03,40670.7
TRUMP,06:00,-0.03,0.02,0.05,17,0.817,36859.8
TRUMP,06:10,-0.08,0.02,0.1,30,0.737,56833.1
TRUMP,06:20,-0.0,0.02,0.02,10,0.955,47571.1
TRUMP,06:30,0.0,0.02,0.01,14,0.83,34432.1
TRUMP,06:40,0.14,0.45,0.31,51,1.979,36715.1
TRUMP,06:50,-0.5,0.0,0.5,64,1.308,39199.9
TRUMP,07:00,-0.04,0.01,0.05,7,1.796,34485.3
TRUMP,07:10,0.03,0.12,0.08,42,1.758,27809.8
TRUMP,07:20,0.09,0.17,0.08,26,1.726,30731.6
TRUMP,07:30,-0.09,0.04,0.13,30,1.593,24118.4
TRUMP,07:40,-0.03,0.03,0.06,21,2.514,25957.8
TRUMP,07:50,0.1,0.15,0.05,41,2.355,26652.0
TRUMP,08:00,-0.08,0.02,0.1,41,1.398,35184.8
TRUMP,08:10,0.01,0.03,0.02,18,1.42,27611.7
TRUMP,08:20,0.0,0.02,0.01,16,1.136,28933.3
TRUMP,08:30,-0.01,0.06,0.08,30,2.252,26005.1
TRUMP,08:40,-0.04,0.0,0.04,9,1.557,31195.1
TRUMP,08:50,-0.0,0.04,0.04,22,1.746,33599.1
TRUMP,09:00,-0.29,0.11,0.39,68,1.833,31322.6
TRUMP,09:10,0.0,0.17,0.17,44,1.289,31630.5
TRUMP,09:20,-0.06,0.08,0.14,23,2.03,25979.8
TRUMP,09:30,0.1,0.18,0.08,34,1.041,37411.4
TRUMP,09:40,0.1,0.2,0.1,27,1.935,29529.8
TRUMP,09:50,-0.11,0.09,0.2,47,1.551,27852.6
TRUMP,10:00,-0.17,0.03,0.19,44,1.573,35300.3
TRUMP,10:10,0.07,0.11,0.05,28,1.646,26956.0
TRUMP,10:20,-0.05,0.06,0.11,38,1.945,30693.5
TRUMP,10:30,-0.03,0.03,0.06,17,1.999,30593.3
TRUMP,10:40,0.01,0.05,0.04,23,1.804,30722.9
TRUMP,10:50,-0.04,0.02,0.06,21,1.465,40203.1
TRUMP,11:00,-0.0,0.01,0.02,11,2.275,26248.5
TRUMP,11:10,-0.03,0.06,0.1,33,1.471,37018.0
TRUMP,11:20,-0.1,0.05,0.14,29,1.222,43532.0
TRUMP,11:30,0.09,0.1,0.02,13,1.415,40835.6
TRUMP,11:40,0.04,0.04,0.0,11,1.237,42967.4
TRUMP,11:50,-0.16,0.01,0.17,28,1.022,47464.2
TRUMP,12:00,-0.0,0.01,0.02,13,1.433,36420.9
TRUMP,12:10,-0.2,0.09,0.29,15,0.944,47596.5
TRUMP,12:20,-0.02,0.0,0.02,8,1.201,42166.9
TRUMP,12:30,-0.28,0.0,0.28,19,1.502,38298.6
TRUMP,12:40,-0.02,0.01,0.03,14,1.866,33316.3
TRUMP,12:50,-0.01,0.0,0.01,8,1.697,37619.8
TRUMP,13:00,-0.07,0.03,0.11,21,0.72,84968.9
TRUMP,13:10,-0.01,0.02,0.03,12,0.769,77331.7
TRUMP,13:20,-0.0,0.01,0.01,8,0.847,75874.0
TRUMP,13:30,0.12,0.13,0.0,33,0.854,71139.0
TRUMP,13:40,0.03,0.03,0.0,18,0.931,73067.4
TRUMP,13:50,0.5,0.63,0.14,94,2.014,36537.9
TRUMP,14:00,0.68,0.8,0.12,108,2.584,35450.0
TRUMP,14:10,-0.39,0.29,0.67,144,3.022,27758.6
TRUMP,14:20,-0.67,1.03,1.69,379,3.359,23745.2
TRUMP,14:30,-1.46,0.4,1.85,306,1.838,36199.4
TRUMP,14:40,-1.02,0.14,1.15,137,2.334,32690.4
TRUMP,14:50,-0.46,0.33,0.79,155,1.538,35855.1
TRUMP,15:00,-0.07,0.16,0.24,118,2.409,30242.3
TRUMP,15:10,-0.44,0.31,0.74,137,3.46,23255.3
TRUMP,15:20,-0.66,0.2,0.86,99,1.498,44708.0
TRUMP,15:30,-0.75,0.36,1.11,192,2.223,26887.6
TRUMP,15:40,-0.05,0.16,0.21,54,1.549,30884.4
TRUMP,15:50,0.01,0.08,0.08,29,1.371,37378.6
TRUMP,16:00,-0.07,0.07,0.14,29,1.778,29946.0
TRUMP,16:10,0.15,0.28,0.13,43,1.054,33707.7
TRUMP,16:20,0.11,0.14,0.03,31,1.803,24743.2
TRUMP,16:30,0.19,0.32,0.13,80,0.96,47020.4
TRUMP,16:40,-0.01,0.14,0.15,43,0.865,57260.8
TRUMP,16:50,-0.32,0.44,0.76,154,1.275,50169.4
TRUMP,17:00,-0.48,1.62,2.11,368,2.728,22911.0
TRUMP,17:10,-1.78,1.38,3.16,657,1.333,37622.2
TRUMP,17:20,-1.32,3.85,5.17,1093,6.081,15680.1
TRUMP,17:30,-1.03,2.52,3.55,741,2.196,46722.8
TRUMP,17:40,-7.11,13.06,20.17,3594,3.367,20125.1
TRUMP,17:50,-2.41,5.18,7.59,1506,1.222,43475.6
TRUMP,18:00,-0.54,3.09,3.64,915,1.153,50798.3
TRUMP,18:10,3.71,14.68,10.98,2792,1.412,52083.5
TRUMP,18:20,-10.26,8.81,19.07,2947,2.247,35654.5
TRUMP,18:30,0.32,6.58,6.25,1523,1.335,63487.8
TRUMP,18:40,4.9,14.69,9.79,2605,1.492,54713.2
TRUMP,18:50,-5.48,9.35,14.82,2481,4.383,24340.4
TRUMP,19:00,3.78,14.87,11.09,2887,2.69,36602.1
TRUMP,19:10,-6.7,34.04,40.74,6690,3.66,31334.7
TRUMP,19:20,-4.18,26.39,30.56,5413,0.986,65886.1
TRUMP,19:30,7.1,26.26,19.16,4224,0.987,75426.5
TRUMP,19:40,-13.41,25.31,38.72,6932,1.623,53403.1
TRUMP,19:50,0.62,13.78,13.16,3160,1.017,78614.7
TRUMP,20:00,0.58,12.12,11.54,2357,0.611,64102.2
TRUMP,20:10,-2.46,7.24,9.7,2023,0.652,60737.6
TRUMP,20:20,-3.1,8.7,11.8,2376,1.371,56372.7
TRUMP,20:30,-10.54,6.08,16.62,2661,1.754,52752.0
TRUMP,20:40,1.58,8.65,7.07,1970,1.072,61777.5
TRUMP,20:50,0.48,5.94,5.46,1599,0.708,95404.3
TRUMP,21:00,-1.81,5.49,7.3,1538,1.205,67662.3
TRUMP,21:10,-2.21,5.95,8.16,1874,1.33,59460.5
TRUMP,21:20,-1.77,6.93,8.71,2126,0.427,81283.5
TRUMP,21:30,0.71,5.36,4.66,1392,0.606,90952.5
TRUMP,21:40,0.09,7.62,7.53,1875,0.422,86632.0
TRUMP,21:50,-0.9,7.07,7.97,1826,1.142,71522.7
TRUMP,22:00,-3.42,6.32,9.74,2257,1.161,66381.2
TRUMP,22:10,-6.4,6.51,12.91,2177,2.389,57158.1
TRUMP,22:20,-5.11,4.61,9.72,1632,2.153,59655.9
TRUMP,22:30,-4.62,6.84,11.46,1953,0.852,80250.5
TRUMP,22:40,-4.46,10.66,15.12,2418,1.689,46682.9
TRUMP,22:50,-1.94,5.49,7.42,1285,1.709,51898.8
TRUMP,23:00,-3.89,5.01,8.91,1299,1.271,61513.7
TRUMP,23:10,-0.85,3.37,4.22,935,1.236,79547.1
TRUMP,23:20,-2.18,2.27,4.45,915,1.15,86126.2
TRUMP,23:30,-7.4,7.78,15.18,1916,0.378,103517.5
TRUMP,23:40,-0.58,3.22,3.8,911,0.474,139690.2
TRUMP,23:50,2.18,7.78,5.6,1072,0.958,94246.8
ONDO,00:00,-1.36,0.68,2.04,212,1.386,2289072.2
ONDO,00:10,0.19,0.32,0.13,62,1.323,2453862.4
ONDO,00:20,0.03,0.24,0.21,57,1.153,2610050.0
ONDO,00:30,-0.03,0.56,0.59,97,1.095,2581996.4
ONDO,00:40,0.03,0.41,0.38,66,1.403,2285107.6
ONDO,00:50,-0.72,0.17,0.89,107,1.331,2459468.9
ONDO,01:00,-0.01,0.1,0.11,56,1.154,2863943.5
ONDO,01:10,0.42,0.61,0.2,56,1.169,2877613.7
ONDO,01:20,-0.42,0.17,0.6,75,1.516,2366724.5
ONDO,01:30,-0.23,0.11,0.34,27,1.206,2719647.7
ONDO,01:40,-0.01,0.06,0.08,41,1.188,2629812.0
ONDO,01:50,-0.53,0.0,0.53,77,1.283,2579845.1
ONDO,02:00,-0.21,0.14,0.34,107,1.461,2312162.0
ONDO,02:10,-0.59,0.02,0.61,101,1.482,2339102.7
ONDO,02:20,0.57,0.83,0.27,102,1.295,2511213.2
ONDO,02:30,2.35,3.42,1.07,317,0.817,3111068.1
ONDO,02:40,2.11,3.46,1.35,291,0.808,2532934.3
ONDO,02:50,1.16,1.46,0.3,182,0.786,2706227.0
ONDO,03:00,2.38,3.07,0.69,430,0.901,2475217.8
ONDO,03:10,-0.13,0.21,0.34,50,0.754,2661521.4
ONDO,03:20,-0.75,0.31,1.06,75,0.852,2544646.2
ONDO,03:30,-0.21,0.19,0.4,57,0.871,2460270.2
ONDO,03:40,0.79,0.83,0.04,48,0.713,2781249.5
ONDO,03:50,0.01,0.31,0.3,61,0.608,3410364.9
ONDO,04:00,-0.42,0.46,0.88,60,0.788,3183226.8
ONDO,04:10,-0.35,0.54,0.88,77,0.949,2478304.4
ONDO,04:20,0.08,0.86,0.78,88,0.854,2951420.7
ONDO,04:30,0.45,1.97,1.53,190,0.573,2976894.0
ONDO,04:40,0.02,1.22,1.2,269,0.681,2895061.7
ONDO,04:50,-1.27,1.94,3.21,426,0.596,2827915.0
ONDO,05:00,1.22,1.98,0.77,230,0.596,2893854.3
ONDO,05:10,-0.14,0.19,0.33,85,0.502,3709386.7
ONDO,05:20,-1.13,0.77,1.9,195,0.731,3600425.6
ONDO,05:30,0.38,0.57,0.2,72,0.815,3488038.2
ONDO,05:40,0.45,0.56,0.11,56,0.851,3410823.1
ONDO,05:50,0.9,1.08,0.17,91,0.772,3621315.7
ONDO,06:00,4.44,4.59,0.15,257,0.602,2813741.4
ONDO,06:10,5.59,6.18,0.59,868,0.597,2753782.9
ONDO,06:20,0.25,0.83,0.58,178,0.754,2864035.9
ONDO,06:30,-0.2,0.59,0.79,85,0.828,2576849.9
ONDO,06:40,0.05,0.64,0.6,183,0.877,2458018.4
ONDO,06:50,-0.21,0.8,1.01,186,0.737,2704445.4
ONDO,07:00,-0.38,0.71,1.09,110,0.867,2579833.8
ONDO,07:10,0.84,1.47,0.63,194,0.863,2529146.1
ONDO,07:20,0.25,0.87,0.62,162,0.865,2490008.3
ONDO,07:30,1.39,3.2,1.8,409,0.806,2535765.6
ONDO,07:40,-0.24,1.23,1.46,224,1.149,2176152.0
ONDO,07:50,-0.26,1.21,1.47,148,0.978,2362969.2
ONDO,08:00,-1.69,0.3,1.99,134,1.248,2126513.8
ONDO,08:10,0.45,1.13,0.68,136,1.255,2287097.6
ONDO,08:20,-0.63,0.52,1.15,95,1.0,2542851.0
ONDO,08:30,1.66,1.8,0.15,139,1.216,2238547.0
ONDO,08:40,0.42,1.93,1.51,204,1.021,2521921.1
ONDO,08:50,-0.97,1.14,2.11,152,1.218,2270540.5
ONDO,09:00,-0.58,1.14,1.72,203,1.007,2274834.6
ONDO,09:10,-1.06,0.54,1.6,163,1.385,1933005.5
ONDO,09:20,-0.15,1.33,1.48,139,1.262,2039723.4
ONDO,09:30,1.74,2.39,0.66,198,1.18,2106084.2
ONDO,09:40,-0.52,0.58,1.11,118,1.067,2250340.1
ONDO,09:50,-1.03,0.34,1.37,125,0.971,2215946.7
ONDO,10:00,-0.85,1.44,2.29,239,1.038,2086496.8
ONDO,10:10,0.83,1.65,0.81,177,1.111,2099219.6
ONDO,10:20,-3.65,0.19,3.83,225,1.329,1851276.3
ONDO,10:30,-0.09,0.91,1.0,142,1.62,1729775.6
ONDO,10:40,-1.28,0.22,1.5,156,1.309,1986396.2
ONDO,10:50,0.05,0.7,0.65,110,1.346,1903952.4
ONDO,11:00,0.04,1.08,1.04,203,1.29,1973626.9
ONDO,11:10,0.37,0.99,0.63,135,1.335,1901880.3
ONDO,11:20,-0.34,0.21,0.55,83,1.126,2149190.2
ONDO,11:30,0.7,1.25,0.55,100,1.143,2135793.9
ONDO,11:40,-0.6,0.18,0.78,69,0.936,2373902.9
ONDO,11:50,-0.54,0.38,0.92,97,1.289,2186742.8
ONDO,12:00,-0.54,0.27,0.81,67,1.242,2123801.9
ONDO,12:10,-0.57,0.32,0.89,64,1.094,2457521.8
ONDO,12:20,-0.31,0.22,0.53,103,1.048,2531432.1
ONDO,12:30,1.77,2.64,0.87,116,0.935,2420539.9
ONDO,12:40,-0.98,0.05,1.04,55,0.973,2442119.3
ONDO,12:50,-1.69,0.07,1.76,109,0.892,2409191.0
ONDO,13:00,-0.82,0.28,1.1,112,0.97,2268883.3
ONDO,13:10,0.85,2.65,1.81,200,1.043,2001474.0
ONDO,13:20,0.35,0.78,0.44,88,0.934,2406111.2
ONDO,13:30,-0.51,1.21,1.72,122,0.701,2655280.6
ONDO,13:40,0.63,1.44,0.81,88,0.761,2179255.1
ONDO,13:50,-0.3,0.19,0.49,57,0.64,2367178.3
ONDO,14:00,-1.23,0.34,1.57,118,0.702,1991898.5
ONDO,14:10,0.05,0.94,0.89,132,0.851,2002667.5
ONDO,14:20,-0.83,0.13,0.96,57,0.844,2098347.9
ONDO,14:30,-1.47,0.15,1.62,194,0.785,1910730.1
ONDO,14:40,-1.28,0.84,2.11,226,0.884,1797236.2
ONDO,14:50,-0.89,1.45,2.34,152,1.317,1941126.2
ONDO,15:00,-0.65,0.88,1.53,201,1.429,1873929.6
ONDO,15:10,-1.77,2.02,3.79,303,1.417,1813724.9
ONDO,15:20,-1.12,1.1,2.22,163,1.809,1655734.3
ONDO,15:30,-2.49,1.06,3.55,295,2.043,1366529.6
ONDO,15:40,0.01,1.36,1.35,168,1.806,1702256.5
ONDO,15:50,-0.8,0.28,1.08,80,1.296,1848933.7
ONDO,16:00,-0.16,0.68,0.84,122,1.484,1769789.7
ONDO,16:10,-0.01,0.83,0.84,119,1.916,1599031.2
ONDO,16:20,-0.99,0.58,1.58,100,1.871,1594305.9
ONDO,16:30,0.44,0.61,0.17,64,1.718,1534971.1
ONDO,16:40,-0.09,0.36,0.44,67,1.414,1671462.8
ONDO,16:50,0.2,0.79,0.59,90,1.475,1599582.9
ONDO,17:00,0.35,0.52,0.17,74,1.172,1552010.2
ONDO,17:10,0.51,1.16,0.65,89,0.976,1593784.3
ONDO,17:20,0.54,1.96,1.42,187,0.861,1781765.7
ONDO,17:30,0.56,1.67,1.1,83,0.906,1693106.0
ONDO,17:40,0.02,0.27,0.24,64,0.863,1852653.9
ONDO,17:50,0.07,0.76,0.68,82,1.042,1709853.3
ONDO,18:00,0.63,1.15,0.52,81,0.8,1938774.2
ONDO,18:10,-0.49,0.35,0.83,96,0.988,1849766.7
ONDO,18:20,0.17,0.55,0.38,113,0.996,1927899.0
ONDO,18:30,-0.15,0.57,0.71,144,0.807,2059245.7
ONDO,18:40,4.71,5.16,0.45,243,0.825,2092224.2
ONDO,18:50,1.4,1.93,0.53,124,0.679,2368123.2
ONDO,19:00,1.32,1.7,0.39,130,0.676,2300674.2
ONDO,19:10,1.15,1.96,0.81,140,0.74,2302967.8
ONDO,19:20,-1.11,0.94,2.04,146,0.69,2359941.1
ONDO,19:30,-1.64,0.36,2.0,182,0.881,2297060.9
ONDO,19:40,0.65,1.51,0.86,192,0.891,2173172.7
ONDO,19:50,-0.37,0.72,1.09,108,0.7,2223738.4
ONDO,20:00,0.13,1.02,0.89,100,0.557,2586916.9
ONDO,20:10,-0.18,0.8,0.98,109,0.656,2436071.7
ONDO,20:20,-0.07,0.41,0.48,53,0.565,2526024.4
ONDO,20:30,0.4,0.66,0.26,74,0.689,2334969.0
ONDO,20:40,0.12,0.67,0.55,89,0.568,2503402.7
ONDO,20:50,0.27,0.89,0.62,75,0.647,2340961.5
ONDO,21:00,0.33,1.6,1.27,169,0.654,2345251.9
ONDO,21:10,2.53,4.23,1.7,363,0.829,1942394.5
ONDO,21:20,-0.8,0.76,1.56,200,0.703,2225054.7
ONDO,21:30,-0.51,0.75,1.26,91,0.791,2071706.2
ONDO,21:40,0.33,0.64,0.31,64,0.753,1950330.3
ONDO,21:50,-0.49,0.82,1.31,93,0.795,2112620.2
ONDO,22:00,-0.61,0.78,1.39,116,0.87,2099986.0
ONDO,22:10,-0.33,0.99,1.33,134,0.945,2004498.0
ONDO,22:20,0.53,1.49,0.96,140,0.928,1967240.3
ONDO,22:30,-0.11,1.25,1.36,197,1.19,1887376.8
ONDO,22:40,-3.01,0.31,3.32,289,1.367,1699366.6
ONDO,22:50,-0.52,0.76,1.28,182,1.449,1664796.5
