종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
WLD,00:00,0.24,3.15,2.91,442,0.955,1787343.9
WLD,00:10,-0.71,1.0,1.71,247,0.523,2336501.1
WLD,00:20,4.05,6.63,2.57,491,0.422,2589731.6
WLD,00:30,2.09,4.35,2.27,414,0.386,2630817.7
WLD,00:40,-0.23,1.64,1.87,292,0.574,2313222.1
WLD,00:50,-1.59,1.38,2.97,280,0.747,2052177.8
WLD,01:00,-1.07,1.88,2.95,284,0.566,2246143.9
WLD,01:10,0.7,1.76,1.06,218,0.544,2246474.0
WLD,01:20,0.74,6.41,5.67,394,0.549,2353798.5
WLD,01:30,0.2,1.16,0.96,177,0.592,2294491.0
WLD,01:40,0.32,1.36,1.04,136,0.621,2203135.4
WLD,01:50,-0.75,1.26,2.01,286,1.078,1715298.5
WLD,02:00,-5.24,0.58,5.82,496,1.712,1266517.9
WLD,02:10,-0.44,1.03,1.47,275,1.157,1748339.5
WLD,02:20,0.18,0.66,0.49,111,1.041,1775311.1
WLD,02:30,-0.89,0.57,1.45,144,1.134,1655029.0
WLD,02:40,0.25,1.33,1.08,141,0.776,2114434.6
WLD,02:50,0.89,1.4,0.51,124,0.796,1979953.5
WLD,03:00,-0.26,0.5,0.76,79,0.753,2149513.1
WLD,03:10,0.22,0.92,0.7,103,0.741,2186913.9
WLD,03:20,-1.13,0.31,1.44,122,1.111,1890804.4
WLD,03:30,-0.55,0.65,1.2,176,1.222,1640475.9
WLD,03:40,-2.42,0.74,3.15,349,1.683,1205891.7
WLD,03:50,-9.19,1.09,10.28,762,3.46,603015.2
WLD,04:00,-0.44,0.97,1.41,298,2.85,715181.1
WLD,04:10,-1.03,0.67,1.7,221,3.539,596170.3
WLD,04:20,-2.83,0.42,3.25,304,3.284,619507.2
WLD,04:30,0.25,0.87,0.62,121,2.373,778723.9
WLD,04:40,-1.07,0.36,1.43,173,2.922,650102.8
WLD,04:50,0.05,0.83,0.78,140,1.434,1048772.5
WLD,05:00,-0.61,0.77,1.38,204,1.043,1224291.8
WLD,05:10,-0.2,0.44,0.64,101,1.542,964317.0
WLD,05:20,-0.64,0.2,0.84,160,2.51,706733.1
WLD,05:30,-0.05,0.32,0.37,88,1.319,1200015.6
WLD,05:40,1.8,2.19,0.39,182,0.737,1742987.3
WLD,05:50,0.85,1.74,0.89,153,0.708,1814901.8
WLD,06:00,-0.27,0.96,1.23,145,0.92,1520851.2
WLD,06:10,0.42,1.4,0.98,191,0.412,2163854.5
WLD,06:20,-0.45,1.52,1.97,242,0.649,2062132.1
WLD,06:30,-0.57,0.63,1.2,240,1.064,1409765.1
WLD,06:40,-0.36,0.98,1.34,242,0.769,1999068.5
WLD,06:50,-1.0,0.2,1.2,141,0.983,1531267.5
WLD,07:00,0.12,0.95,0.83,211,0.678,2004841.1
WLD,07:10,1.44,1.88,0.44,148,0.75,1950118.3
WLD,07:20,-2.57,1.21,3.78,511,1.825,980914.9
WLD,07:30,-1.66,1.26,2.92,325,1.919,955275.1
WLD,07:40,-1.8,2.1,3.9,422,2.839,709456.3
WLD,07:50,-0.15,1.43,1.58,165,1.302,1269698.3
WLD,08:00,-0.6,1.04,1.64,225,1.733,943802.5
WLD,08:10,-1.37,0.52,1.89,260,2.488,790878.2
