종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
GLM,0.08,0,1.3,0.08,0.158,66.0,781,4.0,0,0
PUNDIX,0.08,0,0.2,0.08,0.064,100.0,177,1.0,0,0
SKY,0.078,0,0.6,0.078,0.078,195.0,161,1.0,0,0
VTHO,0.078,0,0.5,0.095,0.123,102.0,672,2.0,0,0
IQ,0.077,0,0.2,0.077,0.057,110.0,190,1.0,0,0
BAT,0.075,0,0.5,0.075,0.472,107.0,342,2.0,0,0
NEWT,0.075,0,1.4,0.084,0.193,75.0,637,3.0,0,0
AUCTION,0.073,0,0.7,0.073,0.249,122.0,856,3.0,0,0
EGLD,0.069,0,0.6,0.114,0.313,49.0,430,2.0,0,0
PUMP,0.067,0,0.6,0.067,0.231,335.0,287,2.0,0,0
VANA,0.062,0,0.6,0.062,0.179,208.0,846,3.0,0,0
ELF,0.061,0,0.3,0.061,0.077,121.0,270,1.0,0,0
SAFE,0.06,0,1.0,0.093,0.305,199.0,586,3.0,0,0
AQT,0.06,0,0.2,0.06,0.116,27.0,371,1.0,0,0
BEAM,0.057,0,1.1,0.067,0.174,189.0,559,2.0,0,0
MET2,0.057,0,0.8,0.057,0.136,95.0,409,2.0,0,0
ARDR,0.054,0,0.4,0.058,0.047,36.0,667,1.0,0,0
2Z,0.053,0,0.5,0.062,0.094,117.0,581,2.0,0,0
SENT,0.052,0,0.5,0.075,0.101,103.0,342,2.0,0,0
FCT2,0.052,0,0.2,0.052,0.151,87.0,267,1.0,0,0
ARK,0.05,0,0.4,0.094,0.346,38.0,365,2.0,0,0
STRAX,0.048,0,0.6,0.048,0.1,80.0,418,2.0,0,0
USDS,0.046,0,0.2,0.051,0.085,51.0,581,0.0,0,0
ETHFI,0.042,0,0.3,0.071,0.03,504.0,189,0.0,0,0
MNT,0.042,0,0.2,0.042,0.088,141.0,210,1.0,0,0
QKC,0.041,0,0.2,0.041,0.087,68.0,180,1.0,0,0
ONG,0.04,0,0.5,0.107,0.107,400.0,611,2.0,0,0
COW,0.039,0,0.1,0.039,0.039,130.0,59,0.0,0,0
BORA,0.037,0,0.3,0.037,0.181,185.0,376,1.0,0,0
TFUEL,0.037,0,0.3,0.037,0.068,31.0,429,1.0,0,0
ANKR,0.036,0,0.5,0.044,0.197,87.0,473,2.0,0,0
YGG,0.031,0,0.2,0.031,0.078,103.0,239,1.0,0,0
MED,0.028,0,0.2,0.028,0.115,94.0,267,1.0,0,0
TT,0.026,0,0.1,0.026,0.093,129.0,155,0.0,0,0
CBK,0.025,0,0.2,0.029,0.064,246.0,292,1.0,0,0
SUN,0.025,0,0.1,0.025,0.131,51.0,160,0.0,0,0
USD1,0.018,0,0.2,0.018,0.073,18.0,1161,0.0,0,0
ICX,0.015,0,0.1,0.015,0.039,77.0,211,0.0,0,0
USDE,0.002,0,0.0,0.002,0.008,20.0,203,0.0,0,0
