종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
XPL,00:00,-0.32,0.36,0.69,86,0.634,8132857.2
XPL,00:10,-0.17,0.12,0.29,40,0.666,7901393.0
XPL,00:20,-0.83,0.03,0.86,119,0.712,7485895.8
XPL,00:30,0.41,0.59,0.18,91,0.787,7308307.0
XPL,00:40,0.03,0.05,0.01,7,0.795,7079394.0
XPL,00:50,0.12,0.19,0.07,37,0.887,6692730.9
XPL,01:00,-0.0,0.07,0.07,12,0.695,7214839.4
XPL,01:10,-0.96,0.01,0.97,52,0.66,7730793.7
XPL,01:20,-0.08,0.07,0.15,40,0.707,7488704.4
XPL,01:30,0.37,0.42,0.05,52,0.791,7211660.3
XPL,01:40,0.07,0.28,0.21,42,0.719,7135140.1
XPL,01:50,-0.69,0.02,0.71,61,0.699,6978936.4
XPL,02:00,0.27,0.29,0.02,22,0.735,7078291.3
XPL,02:10,-0.04,0.16,0.2,26,0.764,6899864.9
XPL,02:20,0.0,0.0,0.0,3,0.928,6470763.6
XPL,02:30,-0.09,0.1,0.19,32,0.722,7326444.6
XPL,02:40,1.04,1.09,0.05,46,0.787,7226480.5
XPL,02:50,-0.97,0.03,1.0,68,0.612,7868121.7
XPL,03:00,0.07,0.08,0.0,9,0.617,8029473.2
XPL,03:10,0.05,0.05,0.0,5,0.67,7874660.3
XPL,03:20,0.03,0.03,0.0,7,0.612,8075969.0
XPL,03:30,0.01,0.02,0.01,24,0.597,8102518.5
XPL,03:40,-0.05,0.0,0.06,8,0.67,7848223.3
XPL,03:50,-0.04,0.32,0.36,56,0.647,8053217.4
XPL,04:00,-0.05,0.01,0.05,8,0.621,8316935.9
XPL,04:10,-0.04,0.01,0.04,10,0.691,8068275.1
XPL,04:20,0.06,0.06,0.0,8,0.708,8081004.7
XPL,04:30,-0.1,0.02,0.12,13,0.659,8173653.2
XPL,04:40,0.01,0.07,0.06,27,0.692,7890579.5
XPL,04:50,0.08,0.08,0.0,6,0.622,8366266.8
XPL,05:00,-0.09,0.01,0.09,13,0.72,8022587.5
XPL,05:10,-0.2,0.05,0.25,22,0.678,8128155.1
XPL,05:20,-0.35,0.0,0.35,10,0.583,8632384.4
XPL,05:30,0.02,0.04,0.02,8,0.684,8130523.5
XPL,05:40,0.2,0.21,0.01,23,0.707,8158923.4
XPL,05:50,0.37,0.37,0.0,14,0.723,7974352.5
XPL,06:00,0.12,0.3,0.17,27,0.599,8581325.1
