종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
WLD,00:00,-1.89,3.52,5.42,778,1.03,1482713.1
WLD,00:10,-3.0,1.5,4.5,495,0.805,1602328.8
WLD,00:20,-18.45,9.45,27.9,2687,2.871,462438.9
WLD,00:30,-0.0,15.63,15.63,1982,1.532,691979.6
WLD,00:40,4.88,16.88,11.99,2189,1.176,922822.1
WLD,00:50,-1.95,3.81,5.75,773,1.312,902413.5
WLD,01:00,11.88,30.66,18.78,2712,1.173,800742.4
WLD,01:10,-1.83,12.81,14.64,1986,1.155,808652.4
WLD,01:20,0.89,6.5,5.61,869,1.616,772716.1
WLD,01:30,-2.96,2.97,5.92,607,1.579,790702.3
WLD,01:40,-0.73,1.1,1.83,348,1.54,823676.3
WLD,01:50,-1.82,6.13,7.95,716,0.918,1145960.9
WLD,02:00,-11.68,8.48,20.16,1256,1.521,667348.7
WLD,02:10,0.15,1.7,1.54,374,1.048,791784.6
WLD,02:20,-2.51,2.83,5.35,472,1.17,813377.2
WLD,02:30,1.61,3.66,2.05,345,1.016,869881.7
WLD,02:40,0.53,3.41,2.88,509,0.618,940424.1
WLD,02:50,1.98,4.63,2.65,414,0.865,797839.6
WLD,03:00,-1.08,0.58,1.66,258,1.198,719861.3
WLD,03:10,-0.34,1.56,1.9,267,1.284,776442.0
WLD,03:20,-0.6,0.52,1.12,179,1.114,785255.0
WLD,03:30,-0.65,0.9,1.55,167,0.915,855106.2
WLD,03:40,1.26,2.62,1.36,242,1.021,751535.7
WLD,03:50,-0.25,2.91,3.16,398,0.42,1269803.5
WLD,04:00,-0.77,1.14,1.92,209,0.557,1109018.1
WLD,04:10,0.43,2.15,1.72,319,0.749,1126557.6
WLD,04:20,-0.02,2.26,2.28,262,0.387,1364866.4
WLD,04:30,0.86,4.21,3.34,288,0.796,1016663.5
WLD,04:40,-0.97,1.0,1.97,201,0.558,1141709.0
WLD,04:50,-0.92,0.69,1.61,219,0.932,868026.5
WLD,05:00,0.03,1.4,1.37,222,0.565,1137452.9
WLD,05:10,1.28,2.05,0.77,303,0.794,940527.3
WLD,05:20,0.33,3.44,3.11,447,0.431,1230379.4
WLD,05:30,-2.21,2.08,4.29,476,0.513,1125099.7
WLD,05:40,-0.6,1.9,2.5,409,0.626,1074046.4
WLD,05:50,1.16,2.5,1.34,303,0.615,1152590.3
WLD,06:00,0.81,2.5,1.68,306,0.824,1051460.4
WLD,06:10,0.97,3.85,2.88,498,0.774,1067299.2
WLD,06:20,-1.17,1.01,2.18,463,1.006,974860.5
WLD,06:30,-1.02,1.7,2.72,321,0.982,1111701.0
WLD,06:40,1.57,3.66,2.09,450,0.728,1252658.2
WLD,06:50,1.05,5.74,4.69,826,0.379,1484008.3
WLD,07:00,0.68,3.57,2.89,573,0.491,1445397.2
WLD,07:10,1.8,7.0,5.21,1025,0.41,1449360.7
WLD,07:20,-2.22,3.66,5.88,1011,1.085,901564.1
WLD,07:30,-0.59,4.14,4.73,794,0.72,1085479.9
WLD,07:40,-3.45,3.65,7.1,1168,0.88,950297.7
WLD,07:50,-3.12,6.16,9.27,1265,1.414,758116.8
WLD,08:00,0.44,3.36,2.92,577,0.961,1080019.3
WLD,08:10,-1.59,2.31,3.9,609,0.812,1317969.6
WLD,08:20,-2.86,1.75,4.61,732,1.071,1024895.9
WLD,08:30,-3.6,3.83,7.43,1025,1.298,1005788.2
WLD,08:40,1.58,4.01,2.43,503,1.063,972093.2
WLD,08:50,-2.25,1.77,4.02,520,1.041,978464.8
WLD,09:00,-1.21,4.37,5.59,843,1.605,885208.2
WLD,09:10,-2.79,4.7,7.49,867,1.323,1077449.2
WLD,09:20,2.55,5.98,3.43,706,1.004,1165341.3
WLD,09:30,-5.13,12.93,18.06,1911,0.483,1930361.7
WLD,09:40,-1.39,6.24,7.63,1088,0.788,1304898.1
WLD,09:50,-1.22,13.45,14.66,1615,1.228,1204171.8
WLD,10:00,-0.01,6.33,6.34,770,0.708,1431426.0
WLD,10:10,2.1,4.34,2.24,695,0.664,1554807.9
WLD,10:20,-2.23,3.75,5.97,861,0.924,1254691.1
WLD,10:30,0.91,4.94,4.02,515,1.246,1007448.8
WLD,10:40,-3.18,2.52,5.7,875,1.32,1084193.5
WLD,10:50,-0.5,2.21,2.71,482,1.335,1080016.8
WLD,11:00,-3.29,2.77,6.06,745,1.062,1252783.0
WLD,11:10,-1.11,4.98,6.09,810,1.206,1176745.7
WLD,11:20,2.25,5.43,3.19,798,1.176,1223931.6
WLD,11:30,3.64,7.8,4.16,954,1.055,1192559.7
WLD,11:40,0.08,5.38,5.3,717,0.977,1184260.2
WLD,11:50,-4.81,4.32,9.13,705,1.856,946228.3
WLD,12:00,0.22,4.33,4.11,605,1.119,1260463.9
WLD,12:10,-0.69,5.3,6.0,562,1.323,1118779.9
WLD,12:20,-3.66,3.02,6.69,740,1.298,1170102.8
WLD,12:30,-2.15,2.98,5.13,625,1.071,1257177.2
WLD,12:40,-2.6,0.81,3.4,367,1.288,1198595.4
WLD,12:50,-0.02,3.33,3.35,523,1.446,1062228.5
WLD,13:00,-0.43,3.2,3.62,560,1.094,1268815.4
WLD,13:10,-1.49,1.37,2.86,442,1.375,1126425.1
WLD,13:20,0.65,2.21,1.56,411,1.093,1302369.6
WLD,13:30,-8.72,2.03,10.74,1293,1.366,1014251.0
WLD,13:40,0.48,3.26,2.78,580,1.276,1248799.1
WLD,13:50,0.16,2.35,2.19,453,1.165,1381245.4
WLD,14:00,-1.48,2.57,4.05,701,0.924,1547268.0
WLD,14:10,-18.39,6.74,25.13,2381,2.242,777077.1
WLD,14:20,-1.08,3.99,5.07,804,2.584,760027.9
WLD,14:30,-4.28,8.44,12.71,1138,1.361,1005975.1
WLD,14:40,-1.54,6.76,8.31,717,1.695,1014876.4
WLD,14:50,0.58,6.19,5.61,775,1.626,955119.1
WLD,15:00,1.7,5.28,3.58,685,1.467,1029521.6
WLD,15:10,-1.77,2.94,4.71,586,1.321,1070320.6
WLD,15:20,0.61,5.46,4.85,708,0.893,1149218.7
WLD,15:30,-1.81,5.29,7.1,818,0.786,1224181.5
WLD,15:40,0.34,3.67,3.33,614,0.735,1293645.0
WLD,15:50,2.52,5.47,2.96,596,0.784,1293432.6
WLD,16:00,-2.47,1.6,4.07,650,0.947,1232405.3
