종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
WLD,5.183,33,334.5,14.046,17.838,202.0,241698,3477.0,5.7,220651.2
NEAR,3.831,3,104.8,4.059,6.554,315.0,79514,831.0,5.497,29044.3
SUI,2.584,1,53.3,3.21,2.326,156.0,28446,271.0,9.596,69179.5
LA,2.504,4,42.9,5.441,4.839,111.0,27619,227.0,3.159,1719923.6
LPT,2.329,1,11.4,3.014,1.817,87.0,10979,56.0,44.136,5920.3
ONDO,2.205,1,105.0,3.025,5.729,306.0,39291,545.0,6.013,656844.9
OP,2.173,1,5.0,2.173,0.774,329.0,1158,11.0,6.454,371801.7
B3,1.906,0,62.8,3.195,2.796,72.0,44260,305.0,2.792,65158366.5
ICP,1.719,0,14.9,1.811,1.032,264.0,5975,56.0,5.974,3583.4
SAHARA,1.664,0,46.2,1.84,1.373,152.0,24858,194.0,2.146,5239544.7
VIRTUAL,1.571,0,32.6,1.571,2.036,253.0,18780,192.0,4.013,101951.7
HBAR,1.57,0,28.9,1.57,1.755,308.0,6940,74.0,1.501,10171511.1
TRAC,1.511,0,25.2,2.896,2.621,85.0,30599,162.0,4.49,60129.0
AERGO,1.473,0,24.4,2.295,2.675,82.0,29542,179.0,2.999,611056.6
ENA,1.343,0,72.3,1.796,2.287,115.0,14727,212.0,2.211,3265632.2
TAO,1.281,0,16.2,1.832,0.742,179.0,6327,49.0,2.55,234.2
PENGU,1.193,0,21.1,1.193,1.234,663.0,7491,77.0,2.378,28843950.1
LINK,1.102,0,22.2,1.336,1.411,242.0,11423,84.0,5.46,4219.9
IN,1.087,0,38.2,1.724,1.656,229.0,24479,142.0,2.09,1822862.1
PLUME,1.024,0,12.1,1.062,0.749,458.0,2208,37.0,4.213,5172215.3
PEPE,0.96,0,9.7,0.973,1.37,352.0,4888,41.0,3.947,35854669642.9
XPL,0.951,0,36.0,1.134,3.163,345.0,14440,137.0,1.745,4874646.0
MLK,0.88,0,13.5,2.332,1.982,127.0,20092,86.0,3.161,649327.0
ESP,0.851,0,7.8,1.407,0.556,57.0,5055,28.0,0.698,1568240.8
PROS,0.776,0,19.1,1.014,1.478,83.0,15491,84.0,3.159,48415.4
SAND,0.756,0,12.5,0.756,0.964,140.0,5945,41.0,4.078,1259428.5
ZBT,0.741,0,19.1,0.981,0.882,216.0,8428,70.0,1.672,1236018.7
CHZ,0.738,0,26.3,1.25,1.83,229.0,15374,134.0,3.792,3201519.0
FIL,0.734,0,12.9,0.788,1.319,145.0,7989,57.0,13.98,12302.6
JTO,0.734,0,18.1,0.745,0.775,540.0,8186,69.0,2.657,128745.4
BCH,0.728,0,26.6,1.548,1.259,168.0,15199,112.0,4.061,104.5
W,0.728,0,13.3,0.728,0.639,155.0,4269,39.0,3.844,5912936.1
BIO,0.727,0,13.6,0.73,0.75,488.0,4700,47.0,3.102,2899739.1
APT,0.699,0,7.1,0.855,1.02,297.0,4272,29.0,15.895,4535.9
KITE,0.649,0,14.0,0.656,0.684,442.0,5828,41.0,2.253,545466.1
SHIB,0.632,0,22.1,0.632,1.708,333.0,17790,91.0,3.639,30318556250.5
SEI,0.621,0,17.8,0.841,0.999,132.0,10355,80.0,3.109,1122144.2
AVAX,0.614,0,9.6,1.029,0.754,143.0,8487,55.0,3.011,5470.7
FF,0.61,0,14.5,0.724,0.986,155.0,4944,43.0,1.253,1679339.0
MOVE,0.592,0,10.5,1.299,0.707,199.0,3275,33.0,3.02,4908119.1
ELSA,0.588,0,8.0,2.228,2.282,65.0,23664,86.0,8.855,182916.0
HOLO,0.584,0,5.7,0.595,0.264,242.0,9235,21.0,1.331,818666.5
IP,0.576,0,17.9,1.028,1.13,128.0,10500,80.0,6.777,63683.1
SPK,0.569,0,6.2,0.569,0.381,162.0,2124,14.0,2.583,3191240.9
STX,0.565,0,11.7,0.667,1.268,227.0,10215,82.0,7.131,397772.9
RENDER,0.562,0,20.0,0.61,1.261,218.0,10589,76.0,2.185,23189.4
ARDR,0.556,0,7.4,0.831,0.898,82.0,11136,39.0,5.825,440131.1
CFG,0.549,0,15.0,0.819,0.535,392.0,4320,51.0,2.315,335967.4
CARV,0.543,0,2.1,0.578,0.606,157.0,1436,6.0,1.935,684738.4
ETC,0.543,0,12.5,0.711,0.842,143.0,8929,43.0,14.535,2056.1
MON,0.538,0,8.1,0.67,0.808,171.0,2817,24.0,3.601,1586259.8
ALGO,0.536,0,9.5,0.572,1.133,277.0,3861,35.0,4.005,1020231.6
