시각KST,종목,체결강도%,매수액,매도액,거래대금,체결수,메이저
2026-05-27 02:12:46,SOON,0.0,0,820731,820731,1,
2026-05-27 02:13:46,SOON,9999.0,81834,0,81834,1,
2026-05-27 02:14:46,SOON,9999.0,1217348,0,1217348,13,
2026-05-27 02:15:46,SOON,0.0,0,4459866,4459866,2,
2026-05-27 02:19:46,SOON,0.0,0,8111041,8111041,9,
2026-05-27 02:20:46,SOON,1.2,261957,21707091,21969048,31,
2026-05-27 02:22:46,SOON,277.4,1618028,583337,2201365,3,
2026-05-27 02:23:46,SOON,463.1,914580,197501,1112081,11,
2026-05-27 02:24:46,SOON,9999.0,2800958,0,2800958,22,
2026-05-27 02:25:46,SOON,9999.0,939414,0,939414,9,
2026-05-27 02:27:46,SOON,9999.0,1000000,0,1000000,3,
2026-05-27 02:30:46,SOON,0.0,0,9474758,9474758,18,
2026-05-27 02:31:46,SOON,0.0,0,178418,178418,1,
2026-05-27 02:32:46,SOON,0.0,0,661016,661016,2,
2026-05-27 02:33:46,SOON,0.0,0,15052866,15052866,27,
2026-05-27 02:34:46,SOON,0.1,7200,7356980,7364180,6,
2026-05-27 02:36:46,SOON,0.0,0,51164,51164,1,
2026-05-27 02:47:46,SOON,0.0,0,1130682,1130682,5,
2026-05-27 02:48:46,SOON,0.0,0,489743,489743,1,
2026-05-27 02:49:46,SOON,0.0,0,7904,7904,1,
2026-05-27 02:50:46,SOON,9999.0,5108,0,5108,1,
2026-05-27 02:51:46,SOON,9999.0,10000,0,10000,1,
2026-05-27 02:53:46,SOON,0.0,0,1114920,1114920,1,
2026-05-27 02:54:46,SOON,0.0,0,130796,130796,2,
2026-05-27 02:55:46,SOON,9999.0,363652,0,363652,4,
2026-05-27 02:56:46,SOON,0.0,0,3052547,3052547,4,
2026-05-27 02:58:46,SOON,55.9,1704243,3049040,4753283,7,
2026-05-27 02:59:46,SOON,9999.0,514823,0,514823,4,
2026-05-27 03:00:46,SOON,9999.0,17800,0,17800,2,
2026-05-27 03:01:46,SOON,0.1,4961,4231200,4236161,4,
2026-05-27 03:04:46,SOON,9999.0,1275984,0,1275984,2,
2026-05-27 03:05:46,SOON,9999.0,1565229,0,1565229,3,
2026-05-27 03:07:46,SOON,0.0,0,14881,14881,1,
2026-05-27 03:08:46,SOON,0.0,0,341332,341332,1,
2026-05-27 03:12:46,SOON,222.3,5910484,2658614,8569098,13,
2026-05-27 03:13:46,SOON,9999.0,40000,0,40000,1,
2026-05-27 03:14:46,SOON,9999.0,57650,0,57650,1,
2026-05-27 03:15:46,SOON,9999.0,58051,0,58051,1,
2026-05-27 03:19:46,SOON,9999.0,2044312,0,2044312,6,
2026-05-27 03:20:46,SOON,1253.9,153615,12251,165866,3,
2026-05-27 03:21:46,SOON,9999.0,3633039,0,3633039,4,
2026-05-27 03:22:46,SOON,9999.0,15341,0,15341,1,
2026-05-27 03:23:46,SOON,9999.0,155439,0,155439,3,
2026-05-27 03:24:46,SOON,9999.0,170297,0,170297,3,
2026-05-27 03:25:46,SOON,9999.0,393454,0,393454,8,
2026-05-27 03:26:46,SOON,9999.0,35059,0,35059,1,
2026-05-27 03:27:46,SOON,0.0,0,159902,159902,2,
2026-05-27 03:28:46,SOON,20.9,50000,238816,288816,5,
2026-05-27 03:29:46,SOON,0.0,0,64120,64120,1,
2026-05-27 03:30:46,SOON,9999.0,18400,0,18400,2,
2026-05-27 03:31:46,SOON,9999.0,142046,0,142046,2,
2026-05-27 03:35:46,SOON,0.0,0,6068,6068,1,
2026-05-27 03:38:46,SOON,46.6,476158,1021691,1497849,13,
2026-05-27 03:39:46,SOON,9999.0,12248737,0,12248737,18,
2026-05-27 03:40:46,SOON,0.0,0,994812,994812,4,
2026-05-27 03:41:46,SOON,0.0,0,90873,90873,1,
2026-05-27 03:43:46,SOON,0.0,0,8763052,8763052,22,
2026-05-27 03:45:46,SOON,0.0,0,7594233,7594233,1,
2026-05-27 03:47:46,SOON,9999.0,109556,0,109556,1,
2026-05-27 03:48:46,SOON,9999.0,3978202,0,3978202,6,
2026-05-27 03:50:46,SOON,0.0,0,83926,83926,1,
2026-05-27 03:51:46,SOON,9999.0,257545,0,257545,3,
2026-05-27 03:52:46,SOON,30.5,676210,2214234,2890445,5,
2026-05-27 03:53:46,SOON,9999.0,339231,0,339231,2,
2026-05-27 03:54:46,SOON,9999.0,2291184,0,2291184,2,
2026-05-27 03:55:46,SOON,9999.0,1041083,0,1041083,11,
2026-05-27 03:56:46,SOON,9999.0,313280,0,313280,6,
2026-05-27 03:57:46,SOON,19.4,262457,1350540,1612997,5,
2026-05-27 03:58:46,SOON,0.0,0,876604,876604,7,
2026-05-27 03:59:46,SOON,43.1,223097,517551,740649,3,
2026-05-27 04:00:46,SOON,9999.0,436970,0,436970,3,
2026-05-27 04:01:46,SOON,9999.0,164337,0,164337,3,
2026-05-27 04:02:46,SOON,9999.0,74868,0,74868,1,
2026-05-27 04:03:46,SOON,9999.0,2770752,0,2770752,5,
2026-05-27 04:04:46,SOON,9999.0,40000,0,40000,1,
2026-05-27 04:05:46,SOON,9999.0,5230,0,5230,1,
2026-05-27 04:07:46,SOON,0.0,0,67980,67980,2,
2026-05-27 04:11:46,SOON,0.0,0,677766,677766,3,
2026-05-27 04:13:46,SOON,9999.0,75534,0,75534,1,
2026-05-27 04:14:46,SOON,0.0,0,152333,152333,1,
2026-05-27 04:15:46,SOON,2.0,5500,280378,285878,3,
2026-05-27 04:19:46,SOON,0.0,0,7131313,7131313,6,
2026-05-27 04:20:46,SOON,9999.0,508917,0,508917,3,
2026-05-27 04:21:46,SOON,9999.0,10000,0,10000,1,
2026-05-27 04:30:46,SOON,0.0,0,1002396,1002396,3,
2026-05-27 04:31:46,SOON,12.7,307802,2426034,2733836,2,
2026-05-27 04:32:46,SOON,9999.0,107477,0,107477,3,
2026-05-27 04:33:46,SOON,9999.0,120000,0,120000,3,
2026-05-27 04:34:46,SOON,9999.0,11908259,0,11908259,1,
2026-05-27 04:38:46,SOON,9999.0,186446,0,186446,6,
2026-05-27 04:39:46,SOON,9999.0,433048,0,433048,11,
2026-05-27 04:41:46,SOON,9999.0,73527,0,73527,1,
2026-05-27 04:45:46,SOON,9999.0,430644,0,430644,4,
2026-05-27 04:46:46,SOON,9999.0,190855,0,190855,11,
2026-05-27 04:47:46,SOON,22.8,191744,841158,1032902,10,
2026-05-27 04:48:46,SOON,659.0,480340,72894,553234,5,
2026-05-27 04:50:46,SOON,320.0,1612994,504049,2117043,7,
2026-05-27 04:51:46,SOON,9999.0,8447,0,8447,1,
2026-05-27 04:52:46,SOON,0.0,0,15013,15013,1,
2026-05-27 04:54:46,SOON,9999.0,2548255,0,2548255,5,
2026-05-27 04:55:46,SOON,9999.0,94275,0,94275,1,
2026-05-27 04:56:46,SOON,9999.0,1084416,0,1084416,3,
2026-05-27 04:57:46,SOON,9999.0,1979406,0,1979406,13,
2026-05-27 04:58:46,SOON,42.0,160000,381260,541260,6,
2026-05-27 04:59:46,SOON,9999.0,7000,0,7000,1,
2026-05-27 05:00:46,SOON,9999.0,1075776,0,1075776,2,
2026-05-27 05:01:46,SOON,9999.0,593635,0,593635,4,
2026-05-27 05:02:46,SOON,9999.0,2162945,0,2162945,17,
2026-05-27 05:03:46,SOON,9999.0,417155,0,417155,6,
2026-05-27 05:04:46,SOON,0.0,0,160000,160000,4,
2026-05-27 05:05:46,SOON,0.0,0,1681845,1681845,3,
2026-05-27 05:12:46,SOON,9999.0,17837,0,17837,1,
2026-05-27 05:16:46,SOON,9999.0,39158,0,39158,2,
2026-05-27 05:18:46,SOON,9999.0,2940412,0,2940412,4,
2026-05-27 05:24:46,SOON,0.0,0,739949,739949,7,
2026-05-27 05:25:46,SOON,0.0,0,2119994,2119994,3,
2026-05-27 05:28:46,SOON,9999.0,86196,0,86196,2,
2026-05-27 05:29:46,SOON,9999.0,1735384,0,1735384,3,
2026-05-27 05:30:46,SOON,0.0,0,8738225,8738225,2,
2026-05-27 05:33:46,SOON,0.0,0,557796,557796,4,
2026-05-27 05:35:46,SOON,0.0,0,1060323,1060323,2,
2026-05-27 05:37:46,SOON,0.0,0,1747722,1747722,1,
2026-05-27 05:39:46,SOON,0.0,0,2189139,2189139,5,
2026-05-27 05:40:46,SOON,9999.0,13000,0,13000,1,
2026-05-27 05:41:46,SOON,32.0,160000,500000,660000,4,
2026-05-27 05:42:46,SOON,9999.0,227901,0,227901,3,
2026-05-27 05:43:46,SOON,0.0,0,2478839,2478839,1,
2026-05-27 05:44:46,SOON,0.0,0,655401,655401,1,
2026-05-27 05:45:46,SOON,9999.0,90150,0,90150,1,
