종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
JTO,0.575,0,20.0,0.745,0.745,293.0,10066,79.0,2.847,104168.0
PIEVERSE,0.567,0,10.5,0.62,0.39,160.0,5070,27.0,1.762,82587.8
ARB,0.567,0,8.2,0.567,0.416,55.0,2005,17.0,2.855,1726654.2
CC,0.562,0,8.0,0.774,0.866,562.0,4205,29.0,2.641,803862.4
BONK,0.548,0,2.4,0.548,0.24,782.0,961,6.0,2.34,5113601117.9
ME,0.527,0,5.1,0.542,0.3,174.0,2254,17.0,2.662,405033.2
IP,0.521,0,15.4,0.546,1.023,193.0,6984,62.0,3.465,431153.9
2Z,0.498,0,2.0,0.498,0.386,277.0,594,5.0,0.809,1452598.5
G,0.488,0,1.8,0.488,0.086,349.0,506,3.0,1.061,19469851.0
WLFI,0.487,0,13.2,0.93,1.161,609.0,5944,52.0,2.531,1134182.8
PEPE,0.486,0,6.8,0.486,0.42,442.0,2329,18.0,4.078,29825407797.3
SOMI,0.482,0,7.9,0.517,0.606,135.0,2881,26.0,2.338,433571.2
ZETA,0.469,0,7.5,1.534,1.938,116.0,11831,69.0,2.907,1056989.9
LA,0.465,0,5.1,0.466,0.327,194.0,1172,13.0,1.555,2357260.8
F,0.458,0,1.9,0.459,0.238,89.0,890,5.0,1.157,10699611.0
CHIP,0.457,0,4.7,0.702,0.384,71.0,2010,17.0,4.295,1448418.6
SOON,0.451,0,8.7,0.451,0.643,347.0,3230,25.0,0.85,1313009.3
ZORA,0.447,0,8.2,0.512,0.454,244.0,1881,22.0,1.158,18378842.5
ORBS,0.433,0,2.5,0.666,0.847,64.0,4885,20.0,18.806,754827.2
XAUT,0.432,0,2.3,0.563,0.938,49.0,1087,8.0,3.801,11.8
HYPER,0.422,0,2.6,0.422,0.298,117.0,1009,6.0,1.043,2167556.7
IN,0.416,0,6.6,0.416,0.285,107.0,2469,15.0,1.053,2873533.9
AAVE,0.408,0,3.0,0.408,0.281,141.0,1143,6.0,1.906,391.7
ALGO,0.405,0,7.3,0.405,0.545,213.0,2117,16.0,3.429,1596022.1
PENDLE,0.396,0,2.9,0.396,0.308,233.0,871,6.0,2.6,6998.1
ATH,0.395,0,4.6,0.409,0.401,192.0,2005,17.0,3.053,7088020.6
SKR,0.393,0,3.8,0.437,0.377,137.0,1308,9.0,2.184,6991208.5
MOODENG,0.393,0,6.9,0.599,1.218,153.0,5317,40.0,3.031,917266.4
KITE,0.39,0,7.0,0.39,0.591,61.0,3602,21.0,1.11,798253.2
BARD,0.385,0,9.9,0.718,1.842,120.0,7555,49.0,1.774,508008.5
FF,0.383,0,2.9,0.767,0.505,148.0,946,8.0,1.667,1675797.0
ETC,0.382,0,5.9,0.383,0.4,71.0,2558,14.0,2.553,6709.9
PLUME,0.374,0,5.4,0.388,0.371,624.0,730,9.0,1.166,18549927.0
OPEN,0.372,0,5.2,0.379,0.24,94.0,2716,13.0,1.73,446549.3
FIL,0.341,0,3.3,0.341,0.374,1138.0,1635,9.0,3.963,39006.9
FLOCK,0.337,0,6.8,0.541,0.417,82.0,4315,27.0,5.221,643773.8
PROVE,0.333,0,2.0,0.333,0.161,416.0,750,4.0,1.675,301015.8
VET,0.333,0,2.5,0.336,0.143,63.0,1375,5.0,6.035,3526635.2
AXS,0.328,0,4.1,0.328,0.138,126.0,1975,9.0,2.625,30486.9
W,0.327,0,2.2,0.327,0.327,409.0,734,6.0,1.384,12030754.6
AWE,0.326,0,1.8,0.348,0.369,155.0,1376,5.0,3.509,1470188.3
APT,0.321,0,8.1,0.375,0.421,93.0,4590,30.0,4.661,27750.0
SHIB,0.319,0,11.3,0.363,0.447,168.0,5631,31.0,2.457,32998592421.7
TOSHI,0.318,0,3.3,0.431,0.836,72.0,2369,15.0,2.024,272493924.4
TREE,0.315,0,4.9,0.394,0.327,124.0,2975,20.0,3.022,361587.1
MEGA,0.313,0,7.3,0.332,0.693,392.0,4022,24.0,1.852,1145936.6
TIA,0.313,0,1.0,0.345,0.101,70.0,485,2.0,1.055,112690.8
SYRUP,0.307,0,1.5,0.373,0.274,258.0,492,3.0,1.839,421029.8
ONT,0.305,0,3.2,0.44,0.189,102.0,1204,7.0,2.277,766438.6
GLM,0.305,0,3.4,0.305,0.272,218.0,957,9.0,1.26,651961.4
PROS,0.304,0,9.1,0.569,1.211,113.0,8892,32.0,2.334,45260.7
BIGTIME,0.303,0,1.4,0.382,0.241,330.0,534,3.0,1.481,7865000.1
SPK,0.302,0,3.9,0.34,0.334,132.0,2190,13.0,2.041,3967090.8
AXL,0.301,0,1.7,0.325,0.106,184.0,661,3.0,1.593,694415.2
BSV,0.3,0,1.8,0.3,0.198,125.0,1068,4.0,6.895,479.0
MIRA,0.293,0,5.7,0.451,0.477,127.0,3263,19.0,2.132,452331.3
CFG,0.29,0,10.2,0.417,0.514,90.0,3089,30.0,2.541,345536.6
SONIC,0.286,0,3.9,0.37,0.441,82.0,2352,12.0,0.909,4039051.8
SIGN,0.285,0,3.3,0.285,0.339,285.0,1010,9.0,1.646,16576852.9
BIRB,0.283,0,4.6,0.283,0.334,167.0,1896,14.0,1.652,1206448.3
POLYX,0.283,0,2.7,0.34,0.189,127.0,905,7.0,3.576,417615.3
GMT,0.282,0,3.0,0.369,0.22,402.0,811,6.0,1.362,13965088.1
TAIKO,0.28,0,1.6,0.72,0.44,283.0,704,4.0,0.515,1283911.3
LAYER,0.28,0,4.8,0.28,0.324,187.0,3276,17.0,1.224,2064572.1
MON,0.28,0,2.1,0.28,0.178,561.0,634,5.0,3.513,1053405.5
HIVE,0.27,0,7.5,1.195,1.516,48.0,7732,35.0,4.973,408630.3
MANA,0.269,0,1.2,0.269,0.059,108.0,576,2.0,0.441,2187191.3
HUNT,0.269,0,1.1,0.269,0.084,449.0,325,2.0,0.6,2780766.9
VVV,0.263,0,6.3,0.315,0.378,175.0,3123,23.0,2.999,1424.4
PUNDIX,0.261,0,3.5,0.261,0.197,326.0,845,7.0,1.214,967257.4
IRYS,0.26,0,6.8,0.3,0.47,340.0,3720,25.0,2.402,6049226.7
PUMP,0.256,0,2.0,0.256,0.121,366.0,481,3.0,1.626,69154793.5
A,0.256,0,5.2,0.263,0.273,42.0,1991,10.0,0.704,2489981.5
MNT,0.252,0,0.8,0.252,0.148,180.0,241,2.0,9.035,28444.1
SENT,0.25,0,5.8,0.251,0.349,139.0,2393,19.0,1.047,5254762.8
AZTEC,0.248,0,2.6,0.501,0.409,118.0,840,8.0,1.433,5341171.6
STX,0.243,0,4.5,0.243,0.367,486.0,1793,11.0,1.851,740321.7
AUCTION,0.243,0,0.8,0.243,0.059,110.0,453,2.0,2.116,3065.1
ZAMA,0.239,0,1.8,0.242,0.349,302.0,1139,5.0,2.087,1598746.4
NEO,0.238,0,1.4,0.238,0.312,170.0,601,3.0,2.647,8075.2
TRAC,0.235,0,2.4,0.292,0.282,49.0,2124,9.0,4.655,64915.5
ANIME,0.234,0,2.1,0.289,0.17,229.0,890,5.0,2.634,8142432.9
SAND,0.234,0,4.8,0.234,0.5,94.0,2029,14.0,2.192,783220.0
POKT,0.234,0,2.9,0.278,0.28,55.0,1932,9.0,1.024,20465681.1
PRL,0.226,0,4.2,0.297,0.314,323.0,2188,14.0,0.993,429597.0
AHT,0.224,0,0.8,0.382,0.189,45.0,1042,4.0,1.432,46047029.6
MEW,0.22,0,3.0,0.231,0.363,100.0,1895,10.0,16.406,47098248.3
ENS,0.214,0,4.2,0.214,0.251,153.0,1818,10.0,2.07,5200.2
NXPC,0.21,0,2.7,0.211,0.296,265.0,1532,8.0,2.346,38553.9
IOST,0.21,0,1.5,0.511,0.806,80.0,1309,5.0,1.183,65281086.8
BREV,0.2,0,1.4,0.2,0.2,500.0,453,3.0,1.433,895724.8
AQT,0.195,0,1.2,0.197,0.232,94.0,1357,6.0,2.553,42388.3
MTL,0.192,0,0.6,0.202,0.202,133.0,356,1.0,0.714,185292.1
AKT,0.187,0,5.6,0.403,0.32,267.0,2224,14.0,2.025,62179.4
XEC,0.185,0,1.1,0.29,0.34,185.0,888,4.0,4.585,1380897122.2
ARKM,0.184,0,1.0,0.184,0.174,920.0,556,3.0,1.099,430098.4
0G,0.183,0,2.6,0.305,0.141,285.0,1216,6.0,2.48,89413.3
WCT,0.183,0,1.2,0.185,0.208,48.0,743,3.0,2.317,543841.8
MMT,0.183,0,1.4,0.183,0.139,204.0,560,3.0,1.317,399556.8
MANTRA,0.182,0,3.3,0.28,0.211,236.0,1095,7.0,0.418,40114507.7
CRO,0.18,0,1.8,0.211,0.317,66.0,1022,5.0,3.116,194501.0
LSK,0.179,0,1.8,0.277,0.169,357.0,665,4.0,0.788,1004302.6
UNI,0.179,0,2.4,0.203,0.243,252.0,1272,6.0,9.982,3137.0
KAITO,0.178,0,2.1,0.236,0.277,585.0,1156,6.0,3.791,35818.6
MOCA,0.176,0,1.1,0.176,0.158,220.0,408,3.0,0.894,12381969.5
CARV,0.174,0,2.5,0.197,0.09,24.0,1910,6.0,1.671,459439.7
RED,0.174,0,1.4,0.174,0.363,174.0,288,3.0,1.264,559671.2
CPOOL,0.173,0,2.5,0.179,0.093,925.0,1295,6.0,1.517,2543016.6
INJ,0.172,0,4.5,0.442,0.605,116.0,2460,20.0,3.067,9017.1
ELSA,0.17,0,3.1,0.179,0.182,123.0,1944,8.0,0.619,2421383.8
UP2,0.168,0,2.3,0.168,0.244,280.0,1996,7.0,5.579,89995.7
CTC,0.168,0,5.1,0.202,0.368,337.0,5356,18.0,1.411,1468205.2
ICP,0.166,0,2.6,0.166,0.348,166.0,1763,9.0,5.465,4164.8
BLUR,0.166,0,1.2,0.217,0.141,179.0,644,3.0,2.003,1659733.8
B3,0.162,0,4.8,0.235,0.343,150.0,4085,20.0,4.652,46073552.9
ICX,0.161,0,0.5,0.161,0.095,73.0,262,1.0,1.969,536023.0
WAL,0.158,0,3.7,0.241,0.214,250.0,1651,11.0,2.452,1527183.4
GRT,0.158,0,1.5,0.158,0.205,396.0,674,4.0,3.235,2164365.4
VTHO,0.158,0,0.8,0.213,0.092,77.0,600,3.0,1.141,107458868.4
JST,0.157,0,2.9,0.203,0.316,98.0,1154,7.0,1.331,1853605.5
ELF,0.155,0,1.4,0.247,0.241,21.0,2708,7.0,23.37,23236.9
YGG,0.155,0,0.5,0.155,0.156,309.0,209,1.0,2.19,450258.8
VANA,0.155,0,0.7,0.16,0.068,820.0,365,2.0,2.539,15537.7
KERNEL,0.154,0,0.9,0.154,0.041,70.0,549,2.0,1.487,564799.2
BOUNTY,0.154,0,0.9,0.154,0.102,220.0,634,3.0,0.712,4588257.0
OP,0.153,0,1.9,0.153,0.355,382.0,589,5.0,3.196,711976.6
NEWT,0.152,0,0.4,0.152,0.067,190.0,506,1.0,2.55,160804.4
XTZ,0.152,0,1.2,0.152,0.105,303.0,726,3.0,2.967,70565.3
HP,0.152,0,0.6,0.152,0.137,758.0,605,2.0,1.232,6921775.7
KNC,0.15,0,0.6,0.201,0.216,374.0,206,2.0,0.96,530525.5
API3,0.146,0,0.8,0.21,0.136,124.0,394,2.0,2.285,39788.8
AERGO,0.146,0,3.3,0.146,0.4,133.0,2501,13.0,4.194,908981.6
ARK,0.145,0,1.5,0.223,0.272,231.0,741,4.0,1.045,818914.5
BLEND,0.144,0,5.3,0.277,0.29,163.0,3881,20.0,6.984,133258.5
ORDER,0.142,0,1.0,0.165,0.213,74.0,793,4.0,2.952,615052.3
ZIL,0.139,0,2.3,0.139,0.263,50.0,1053,4.0,3.997,2858375.1
QTUM,0.137,0,1.3,0.137,0.332,114.0,853,3.0,3.672,17441.6
HOLO,0.135,0,1.0,0.164,0.249,65.0,625,3.0,0.632,1105990.6
DEEP,0.124,0,2.4,0.124,0.235,154.0,961,6.0,1.53,2432558.3
BTT,0.122,0,1.7,0.122,0.104,408.0,1233,5.0,3.328,278608586448.2
LINEA,0.122,0,1.0,0.147,0.302,389.0,478,3.0,1.609,15165685.9
ZRX,0.12,0,1.0,0.12,0.137,200.0,359,2.0,2.436,290654.3
IOTA,0.119,0,1.8,0.125,0.224,237.0,918,5.0,6.286,273341.0
XCN,0.118,0,0.8,0.118,0.098,395.0,401,2.0,2.804,6611778.5
LPT,0.116,0,0.8,0.116,0.175,193.0,570,2.0,1.925,10472.4
IMX,0.115,0,1.1,0.115,0.203,573.0,317,2.0,1.125,471891.9
ARDR,0.107,0,1.8,0.109,0.255,107.0,1697,5.0,2.415,1809550.6
RVN,0.106,0,1.0,0.106,0.179,354.0,592,3.0,3.466,4176443.7
ESP,0.103,0,0.7,0.103,0.063,344.0,450,1.0,0.688,1793237.1
MLK,0.1,0,0.7,0.118,0.069,65.0,1145,2.0,1.692,780494.4
EDGE,0.1,0,0.4,0.1,0.033,500.0,556,1.0,1.392,315811.5
ZK,0.1,0,3.7,0.101,0.417,204.0,1477,10.0,1.033,14268863.4
AGLD,0.1,0,1.2,0.103,0.296,250.0,867,4.0,0.691,789179.0
ZKC,0.1,0,0.9,0.1,0.13,83.0,726,3.0,1.828,424795.8
GAS,0.1,0,1.7,0.188,0.236,333.0,1284,5.0,4.46,8599.2
SUN,0.1,0,0.7,0.1,0.078,249.0,349,1.0,2.523,1633748.7
ZKP,0.098,0,1.7,0.105,0.111,196.0,1045,4.0,1.915,219068.8
THETA,0.097,0,0.4,0.097,0.047,81.0,221,1.0,1.895,138161.5
DKA,0.095,0,1.7,0.099,0.125,73.0,1913,4.0,1.116,8811748.6
SUPER,0.093,0,0.5,0.093,0.092,466.0,167,1.0,1.284,438860.2
T,0.092,0,0.8,0.092,0.093,183.0,397,2.0,1.744,6049630.4
MOC,0.092,0,0.5,0.119,0.079,29.0,680,1.0,0.86,4782298.1
WIF,0.091,0,0.6,0.097,0.153,227.0,197,2.0,1.341,121415.8
FLUID,0.091,0,1.1,0.093,0.077,453.0,922,4.0,1.481,24709.6
CKB,0.09,0,0.6,0.09,0.084,181.0,309,1.0,1.053,40535834.0
TRUST,0.09,0,1.2,0.127,0.094,136.0,784,3.0,0.973,816301.1
WAXP,0.081,0,0.6,0.147,0.094,133.0,719,2.0,1.549,6070073.8
POWR,0.081,0,0.6,0.081,0.078,269.0,397,2.0,1.43,357905.3
MBL,0.08,0,0.8,0.085,0.088,45.0,513,1.0,0.315,274758635.7
AERO,0.08,0,0.8,0.117,0.145,170.0,330,2.0,3.407,30393.8
SKY,0.08,0,0.5,0.722,0.842,798.0,346,3.0,3.103,247456.5
WET,0.075,0,0.8,0.075,0.08,252.0,625,2.0,1.134,478556.3
MINA,0.075,0,0.7,0.122,0.07,154.0,449,2.0,5.178,139584.5
STEEM,0.074,0,0.7,0.076,0.161,193.0,623,3.0,2.201,612706.9
KAVA,0.073,0,1.7,0.081,0.146,155.0,920,4.0,2.592,164085.3
ETHFI,0.071,0,0.9,0.105,0.21,44.0,666,3.0,2.336,96372.6
1INCH,0.066,0,0.4,0.066,0.05,94.0,200,1.0,0.512,1131946.2
CVC,0.064,0,1.0,0.089,0.264,228.0,597,3.0,0.976,2128591.0
GAME2,0.064,0,0.2,0.112,0.149,21.0,977,1.0,0.472,69626774.7
SAFE,0.064,0,0.9,0.077,0.138,112.0,432,2.0,1.271,388168.8
BORA,0.063,0,0.8,0.079,0.273,46.0,1157,3.0,1.157,1884331.9
ERA,0.063,0,0.8,0.087,0.218,78.0,418,2.0,1.336,489073.3
BAT,0.06,0,0.4,0.117,0.173,151.0,271,1.0,0.515,1212698.0
RAY,0.059,0,0.4,0.063,0.221,61.0,460,1.0,1.739,31524.9
MVL,0.058,0,0.3,0.058,0.069,578.0,278,0.0,0.571,93975529.9
SNT,0.057,0,0.8,0.057,0.109,35.0,659,2.0,0.535,40670301.2
CYBER,0.056,0,0.5,0.111,0.189,40.0,436,1.0,2.856,23970.3
MED,0.055,0,0.6,0.055,0.07,39.0,726,1.0,1.136,35230624.4
IQ,0.055,0,0.4,0.066,0.07,110.0,408,1.0,0.313,398964338.4
ANKR,0.053,0,0.3,0.053,0.126,105.0,477,1.0,8.266,987025.9
TT,0.053,0,0.4,0.07,0.065,132.0,345,1.0,0.222,300905634.0
TFUEL,0.051,0,0.3,0.051,0.149,256.0,294,1.0,0.627,13567839.6
BEAM,0.05,0,0.6,0.05,0.075,250.0,352,1.0,2.004,16466492.9
ONG,0.049,0,0.6,0.058,0.059,112.0,617,2.0,4.677,309759.4
META,0.048,0,0.5,0.048,0.063,161.0,401,1.0,0.361,26071069.8
CELO,0.047,0,0.4,0.083,0.062,237.0,415,1.0,1.09,472601.0
MET2,0.047,0,0.4,0.047,0.049,237.0,185,1.0,0.68,399136.6
QKC,0.038,0,0.3,0.038,0.059,54.0,451,1.0,2.23,7615076.7
MASK,0.033,0,0.3,0.052,0.085,165.0,362,1.0,3.223,20452.9
USDE,0.03,0,0.1,0.038,0.008,58.0,188,0.0,1.8,19701.8
SC,0.029,0,0.2,0.029,0.036,59.0,416,1.0,0.718,161715419.3
USD1,0.028,0,0.2,0.028,0.028,284.0,718,0.0,0.435,46488.0
COMP,0.023,0,0.1,0.055,0.131,226.0,302,1.0,2.858,547.9
COW,0.021,0,0.1,0.021,0.059,215.0,115,0.0,2.03,83935.7
EGLD,0.021,0,0.2,0.021,0.081,52.0,534,1.0,3.049,1773.3
USDS,0.002,0,0.0,0.002,0.01,8.0,256,0.0,3.867,7990.3
