종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
NEAR,00:00,0.25,0.3,0.05,48,1.102,69131.9
NEAR,00:10,0.13,0.29,0.17,42,0.913,70542.8
NEAR,00:20,0.1,0.77,0.67,109,1.081,69076.0
NEAR,00:30,0.28,0.53,0.25,66,1.286,58938.4
NEAR,00:40,-0.16,0.16,0.32,53,0.797,74137.0
NEAR,00:50,-0.25,0.02,0.27,45,0.891,67735.6
NEAR,01:00,0.01,0.1,0.08,42,0.952,80060.9
NEAR,01:10,-0.69,0.33,1.01,153,1.139,78027.6
NEAR,01:20,-0.48,0.07,0.55,100,1.347,69844.8
NEAR,01:30,-1.53,0.22,1.74,378,1.455,69403.5
NEAR,01:40,-0.08,0.19,0.28,93,1.768,56622.7
NEAR,01:50,0.1,0.14,0.04,31,1.315,60246.4
NEAR,02:00,-0.01,0.13,0.14,33,1.27,60600.8
NEAR,02:10,0.02,0.07,0.05,25,1.515,50098.0
NEAR,02:20,0.08,0.35,0.26,40,1.151,67916.7
NEAR,02:30,-0.36,0.07,0.43,87,1.494,67503.4
NEAR,02:40,0.01,0.04,0.03,20,1.372,61008.2
NEAR,02:50,-0.07,0.01,0.08,16,1.637,64584.6
NEAR,03:00,0.14,0.31,0.17,37,1.502,66161.4
NEAR,03:10,-0.26,0.11,0.36,44,1.32,58411.3
NEAR,03:20,-0.15,0.02,0.17,20,1.361,58049.1
NEAR,03:30,0.21,0.23,0.02,19,1.445,59752.4
NEAR,03:40,-0.09,0.07,0.16,24,1.399,65628.1
NEAR,03:50,0.01,0.01,0.0,6,1.494,63485.8
NEAR,04:00,0.08,0.09,0.01,15,0.911,67888.8
NEAR,04:10,0.0,0.02,0.02,18,1.608,54027.0
NEAR,04:20,0.03,0.05,0.02,18,1.012,74680.7
NEAR,04:30,-0.02,0.0,0.02,5,0.873,58096.1
NEAR,04:40,0.02,0.04,0.02,6,1.157,66364.9
NEAR,04:50,-0.03,0.02,0.04,30,0.974,75751.9
NEAR,05:00,-0.12,0.0,0.12,35,0.905,72363.5
NEAR,05:10,-0.21,0.25,0.46,53,1.254,72450.4
NEAR,05:20,0.15,0.16,0.01,19,1.113,66535.1
NEAR,05:30,-0.86,0.65,1.51,51,0.915,77148.1
NEAR,05:40,-0.8,1.1,1.9,185,0.906,79483.5
NEAR,05:50,1.74,4.38,2.63,493,0.805,59452.7
NEAR,06:00,-0.65,1.02,1.67,184,1.003,65469.6
NEAR,06:10,0.17,1.2,1.04,263,1.056,73666.4
NEAR,06:20,0.06,0.43,0.37,95,1.111,72877.5
NEAR,06:30,-0.16,0.36,0.52,75,1.396,45611.9
NEAR,06:40,-0.0,0.16,0.16,52,1.476,59060.1
NEAR,06:50,-0.18,0.11,0.29,35,1.464,52658.2
NEAR,07:00,0.01,0.25,0.24,74,1.214,71490.2
NEAR,07:10,-0.16,0.19,0.35,66,1.361,68106.0
NEAR,07:20,0.09,0.26,0.17,45,0.991,76572.4
NEAR,07:30,-0.48,0.26,0.74,146,1.153,71692.7
NEAR,07:40,-0.67,0.34,1.01,160,1.226,59541.4
NEAR,07:50,0.0,0.07,0.07,40,1.466,56136.0
NEAR,08:00,-0.41,0.24,0.65,106,1.611,54771.4
NEAR,08:10,-0.45,0.2,0.65,157,1.322,56262.8
NEAR,08:20,-0.09,0.08,0.17,43,1.299,65163.9
NEAR,08:30,-0.05,0.5,0.55,192,1.064,65638.9
NEAR,08:40,0.25,0.45,0.2,76,1.644,65354.5
NEAR,08:50,-0.85,0.05,0.9,88,1.436,46740.2
NEAR,09:00,-0.32,0.14,0.46,108,1.933,55738.5
NEAR,09:10,-1.43,0.39,1.82,252,1.879,34870.1
NEAR,09:20,-0.54,0.26,0.8,139,1.448,53585.3
NEAR,09:30,-0.27,0.15,0.42,122,1.135,66711.1
NEAR,09:40,-0.17,0.3,0.47,108,1.033,76595.2
NEAR,09:50,-0.01,0.41,0.42,79,0.881,64621.7
NEAR,10:00,0.13,0.64,0.51,121,0.798,100124.5
NEAR,10:10,-0.05,0.57,0.62,115,0.942,63502.5
NEAR,10:20,1.38,2.17,0.79,269,0.92,73720.3
NEAR,10:30,0.23,1.72,1.49,246,0.567,113214.1
NEAR,10:40,-1.46,0.6,2.06,221,0.877,83079.5
NEAR,10:50,0.09,0.68,0.59,143,0.76,96573.3
NEAR,11:00,0.24,0.8,0.56,150,0.817,99012.1
NEAR,11:10,1.03,2.05,1.01,139,1.325,43788.7
NEAR,11:20,0.33,0.66,0.33,145,0.885,73358.4
NEAR,11:30,-0.39,0.16,0.55,66,0.933,78549.4
NEAR,11:40,0.18,0.29,0.11,48,1.139,77895.0
NEAR,11:50,-0.38,0.52,0.9,87,0.995,79643.0
