종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
HBAR,00:00,-0.87,0.06,0.93,39,0.904,15480258.9
HBAR,00:10,-0.25,0.0,0.26,46,0.901,15640602.3
HBAR,00:20,0.0,0.04,0.04,20,0.921,15622534.5
HBAR,00:30,-0.07,0.01,0.07,13,0.917,15876353.3
HBAR,00:40,-0.46,0.07,0.53,63,0.917,15692346.6
HBAR,00:50,-0.24,0.45,0.69,39,0.922,15741203.6
HBAR,01:00,-0.36,0.12,0.48,71,0.86,15728117.0
HBAR,01:10,0.03,0.03,0.0,10,0.891,15784536.7
HBAR,01:20,-0.62,0.15,0.76,92,1.016,14296099.8
HBAR,01:30,0.16,0.19,0.03,50,0.977,15177767.5
HBAR,01:40,0.05,0.05,0.0,12,0.976,15042090.3
HBAR,01:50,-0.21,0.0,0.21,10,0.98,15041782.7
HBAR,02:00,-0.03,0.62,0.64,49,0.903,14871462.4
HBAR,02:10,-0.07,0.01,0.08,7,0.93,14836359.9
HBAR,02:20,-0.0,0.01,0.01,4,0.982,14828166.6
HBAR,02:30,0.26,0.27,0.01,33,1.027,14296795.7
HBAR,02:40,0.03,0.03,0.0,11,0.993,14829465.6
HBAR,02:50,0.0,0.01,0.01,4,0.977,14996835.9
HBAR,03:00,0.16,0.18,0.02,24,0.997,14693273.0
HBAR,03:10,-0.03,0.02,0.05,7,0.95,14832224.5
HBAR,03:20,-0.02,0.05,0.07,31,0.978,14897758.0
HBAR,03:30,0.0,0.0,0.0,3,0.986,14903475.2
HBAR,03:40,0.01,0.02,0.01,8,1.047,14121881.7
HBAR,03:50,0.01,0.01,0.0,9,1.037,14040877.6
HBAR,04:00,-0.12,0.0,0.12,5,1.088,13866974.8
HBAR,04:10,-0.16,0.0,0.16,15,0.982,14623179.8
HBAR,04:20,0.0,0.0,0.0,3,0.977,15222419.5
HBAR,04:30,-0.01,0.0,0.01,4,0.987,15102789.7
HBAR,04:40,0.09,0.09,0.0,3,0.982,15182588.4
HBAR,04:50,0.16,0.2,0.04,58,0.963,14776639.8
HBAR,05:00,0.03,0.08,0.05,27,0.987,14625374.4
HBAR,05:10,-0.01,0.14,0.15,42,1.038,13689863.9
HBAR,05:20,-0.12,0.0,0.12,12,1.031,14501639.0
HBAR,05:30,-0.82,0.0,0.83,25,0.995,14766470.1
HBAR,05:40,-0.11,0.07,0.18,44,1.064,14228138.6
HBAR,05:50,-0.09,0.67,0.76,116,1.086,13646400.0
HBAR,06:00,0.2,0.38,0.18,82,1.094,13944090.2
HBAR,06:10,-0.04,0.18,0.21,48,1.127,13928081.3
HBAR,06:20,0.51,0.69,0.18,8,1.042,13973469.0
HBAR,06:30,0.13,0.26,0.13,12,1.112,14324637.8
HBAR,06:40,0.66,0.79,0.13,49,1.114,13635193.6
HBAR,06:50,0.83,0.87,0.04,25,1.146,13991589.4
HBAR,07:00,-0.9,0.23,1.14,54,1.183,13041271.3
HBAR,07:10,-0.17,0.03,0.21,14,1.194,13532372.7
HBAR,07:20,-1.41,0.01,1.42,24,1.157,13818777.4
HBAR,07:30,0.06,0.06,0.0,8,1.153,13760286.8
HBAR,07:40,-0.14,0.01,0.15,12,1.15,13717020.0
HBAR,07:50,-0.64,0.13,0.77,28,1.147,13849473.5
HBAR,08:00,-0.79,0.03,0.82,50,1.066,13920972.9
HBAR,08:10,0.04,0.14,0.1,23,1.084,13828283.0
HBAR,08:20,-0.05,0.0,0.06,10,1.069,13817619.2
HBAR,08:30,0.15,0.15,0.0,16,1.013,13735348.6
HBAR,08:40,-0.48,0.05,0.53,22,0.972,13994393.1
HBAR,08:50,-0.72,0.01,0.72,47,0.946,13941049.8
HBAR,09:00,-1.01,0.33,1.34,59,0.959,14181691.2
HBAR,09:10,-0.09,0.01,0.09,13,1.059,13212722.5
HBAR,09:20,0.89,1.94,1.05,137,0.94,13306015.8
HBAR,09:30,-0.59,1.91,2.5,191,1.08,12827235.0
HBAR,09:40,-1.13,0.18,1.3,137,1.158,12820376.8
HBAR,09:50,-0.29,0.02,0.31,20,1.124,12716609.6
