종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
ENA,00:00,0.28,0.67,0.39,68,1.254,11226090.2
ENA,00:10,-0.22,0.59,0.81,54,1.326,10635389.1
ENA,00:20,0.74,1.63,0.89,180,1.012,10766564.2
ENA,00:30,-0.18,0.15,0.33,32,1.046,10709518.6
ENA,00:40,-0.63,0.17,0.81,77,1.016,10815579.7
ENA,00:50,0.46,0.57,0.11,88,0.963,10630252.5
ENA,01:00,0.27,1.43,1.16,132,0.985,10245063.2
ENA,01:10,-0.11,0.42,0.53,76,0.998,10590705.4
ENA,01:20,1.91,2.22,0.31,183,0.979,10735150.9
ENA,01:30,0.44,0.81,0.37,118,0.915,11384610.3
ENA,01:40,0.11,0.43,0.31,117,0.943,10827458.9
ENA,01:50,-0.99,0.72,1.71,158,0.781,12094622.3
ENA,02:00,0.04,0.16,0.13,36,0.819,12161213.6
ENA,02:10,0.35,1.59,1.24,90,0.922,11589868.6
ENA,02:20,0.04,0.16,0.12,31,0.857,11827390.8
ENA,02:30,-0.94,0.12,1.05,39,0.798,12406701.7
ENA,02:40,0.75,0.9,0.15,51,0.84,12199469.1
ENA,02:50,0.23,0.42,0.19,64,0.91,11529878.7
ENA,03:00,-0.3,0.59,0.89,197,0.933,11144005.8
ENA,03:10,-0.12,0.05,0.17,61,0.951,10883896.4
ENA,03:20,-0.21,0.13,0.34,33,0.902,11198166.4
ENA,03:30,0.34,0.54,0.2,76,1.077,10315990.6
ENA,03:40,0.38,0.77,0.39,129,0.866,12287566.8
ENA,03:50,-0.06,0.05,0.1,39,0.93,11275808.2
ENA,04:00,0.54,0.56,0.02,30,0.953,10610482.7
ENA,04:10,-0.07,0.07,0.14,31,0.897,11109517.3
ENA,04:20,-0.92,0.32,1.24,106,0.98,9736956.9
ENA,04:30,0.06,0.82,0.76,93,1.015,9296382.8
ENA,04:40,-0.0,0.19,0.19,41,1.062,9515850.1
ENA,04:50,0.03,0.21,0.17,40,1.066,9762761.4
ENA,05:00,0.07,1.42,1.36,60,0.977,10090124.3
ENA,05:10,-0.31,0.0,0.31,22,0.987,10083872.6
ENA,05:20,-0.27,0.0,0.27,11,0.942,9812270.8
ENA,05:30,-0.11,0.03,0.14,30,0.945,10123436.1
ENA,05:40,-2.61,0.05,2.66,78,0.941,10107453.0
ENA,05:50,0.32,0.54,0.22,57,1.042,10223013.3
ENA,06:00,0.02,0.34,0.33,34,1.026,10501814.4
ENA,06:10,-0.7,0.06,0.76,32,0.932,10665680.8
ENA,06:20,-0.06,0.2,0.26,27,1.048,11035204.9
ENA,06:30,-0.03,0.01,0.04,7,1.102,10873166.2
ENA,06:40,-0.24,0.0,0.24,24,1.021,11007187.7
ENA,06:50,-1.67,0.33,2.0,106,0.857,12406775.9
ENA,07:00,-1.76,0.18,1.94,186,0.743,12069374.1
ENA,07:10,0.16,0.47,0.3,60,0.849,10574692.8
ENA,07:20,0.76,0.96,0.19,51,0.899,10142452.0
ENA,07:30,0.72,0.83,0.12,60,0.995,9388524.9
ENA,07:40,0.18,0.46,0.28,137,1.017,9119777.6
ENA,07:50,0.03,0.12,0.09,37,0.91,9513629.6
ENA,08:00,0.35,0.48,0.13,78,0.896,9833118.5
ENA,08:10,0.79,0.91,0.12,141,0.95,9461946.7
ENA,08:20,0.33,1.2,0.87,233,0.872,10450866.4
ENA,08:30,0.57,1.41,0.83,141,0.826,10907482.7
ENA,08:40,0.09,1.26,1.17,108,1.043,10145405.8
ENA,08:50,-0.34,0.27,0.61,53,0.958,10261556.1
ENA,09:00,0.0,2.04,2.03,282,0.867,10814418.2
ENA,09:10,-0.98,0.15,1.13,126,0.938,10596888.2
ENA,09:20,-0.58,0.31,0.89,103,0.946,10427182.4
ENA,09:30,0.21,0.6,0.4,79,0.921,10447059.2
ENA,09:40,-0.01,0.27,0.28,62,0.979,10088627.6
ENA,09:50,0.11,0.55,0.44,118,1.039,9962252.8
ENA,10:00,-0.08,1.05,1.13,162,0.96,9922720.7
ENA,10:10,-0.73,0.48,1.21,96,0.921,9221211.4
ENA,10:20,-1.12,0.44,1.56,114,0.749,10406913.2
ENA,10:30,-1.19,0.03,1.22,63,0.786,11001365.6
ENA,10:40,-0.46,0.64,1.1,143,0.829,10690584.2
ENA,10:50,0.23,0.71,0.48,128,0.8,9985664.3
ENA,11:00,-0.11,0.33,0.43,51,0.935,9448304.5
ENA,11:10,-0.35,0.55,0.9,146,0.817,10623442.3
ENA,11:20,0.59,0.95,0.36,111,0.915,9653986.3
ENA,11:30,0.75,1.02,0.27,77,0.928,10511517.2
ENA,11:40,0.01,0.27,0.26,47,0.857,10236926.4
ENA,11:50,-0.4,0.42,0.82,73,0.748,11093026.5
ENA,12:00,-0.53,0.19,0.72,52,0.75,10179557.3
ENA,12:10,0.19,0.21,0.02,32,0.73,10375700.9
ENA,12:20,0.93,2.51,1.58,141,0.648,12367333.2
ENA,12:30,-0.55,0.01,0.56,37,0.785,10521565.4
ENA,12:40,-0.25,0.06,0.31,38,0.761,10554754.9
ENA,12:50,0.32,0.52,0.2,26,0.753,10276087.7
ENA,13:00,-0.24,0.09,0.33,63,0.829,10235644.7
ENA,13:10,-0.77,0.26,1.03,85,0.862,9677674.3
ENA,13:20,1.04,1.3,0.26,133,0.862,9783612.3
ENA,13:30,-0.05,0.41,0.45,71,0.84,9916471.0
ENA,13:40,-0.03,0.46,0.49,76,0.911,8772521.7
ENA,13:50,0.02,0.2,0.18,49,0.968,8538647.6
ENA,14:00,-0.91,0.02,0.93,74,0.951,8784247.6
ENA,14:10,-0.21,0.14,0.35,54,1.021,8294044.5
ENA,14:20,-0.79,0.04,0.83,58,0.952,7897041.5
ENA,14:30,0.68,0.77,0.09,57,0.985,7595373.6
ENA,14:40,0.99,1.25,0.26,38,1.102,7409257.6
ENA,14:50,1.14,1.88,0.74,65,1.148,6919495.8
ENA,15:00,-0.34,0.44,0.78,35,1.037,8544867.3
ENA,15:10,-1.18,0.0,1.18,30,1.061,7906400.4
ENA,15:20,-0.13,0.03,0.16,22,1.039,7888906.6
ENA,15:30,1.56,1.73,0.17,100,0.885,9245049.9
ENA,15:40,0.89,1.79,0.9,63,0.896,9110918.1
ENA,15:50,0.14,0.3,0.15,23,0.906,9092931.8
