종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
NEAR,00:00,0.09,0.38,0.29,74,1.54,101772.7
NEAR,00:10,-0.05,0.16,0.21,64,0.816,126560.7
NEAR,00:20,-0.13,0.05,0.18,32,1.773,86385.0
NEAR,00:30,0.15,0.18,0.03,36,1.258,113883.7
NEAR,00:40,-0.05,0.08,0.13,55,1.381,126652.8
NEAR,00:50,0.05,0.06,0.0,22,1.037,128307.1
NEAR,01:00,-0.04,0.12,0.16,48,1.313,91853.9
NEAR,01:10,0.16,0.18,0.01,30,1.085,111474.2
NEAR,01:20,-0.06,0.03,0.09,21,1.014,134614.4
NEAR,01:30,-0.45,0.04,0.49,50,1.007,101100.1
NEAR,01:40,0.37,0.4,0.03,39,1.323,106681.2
NEAR,01:50,-0.05,0.05,0.1,20,1.268,113242.3
NEAR,02:00,-0.0,0.12,0.12,31,0.706,126213.1
NEAR,02:10,0.28,0.46,0.19,39,0.911,120780.4
NEAR,02:20,0.06,0.06,0.0,24,0.893,123553.9
NEAR,02:30,0.17,0.5,0.34,86,0.592,147851.9
NEAR,02:40,0.3,0.38,0.07,44,0.857,123296.8
NEAR,02:50,0.09,0.15,0.06,65,0.826,132153.2
NEAR,03:00,-0.41,0.09,0.5,37,0.796,128422.0
NEAR,03:10,-0.04,0.1,0.14,39,0.67,113001.3
NEAR,03:20,-0.03,0.01,0.04,27,0.733,134496.8
NEAR,03:30,-0.07,0.02,0.09,16,0.787,132418.5
NEAR,03:40,-0.01,0.01,0.02,9,0.577,139752.6
NEAR,03:50,0.01,0.01,0.0,7,0.737,142698.3
NEAR,04:00,0.04,0.05,0.01,11,0.843,136304.9
NEAR,04:10,0.08,0.12,0.05,27,0.765,139177.4
NEAR,04:20,0.06,0.08,0.02,9,0.808,134981.3
NEAR,04:30,0.12,0.19,0.06,23,0.792,111138.9
NEAR,04:40,0.0,0.02,0.02,14,1.02,95522.9
NEAR,04:50,-0.0,0.0,0.0,2,1.341,98181.7
NEAR,05:00,0.02,0.13,0.1,32,0.941,117966.7
NEAR,05:10,-0.3,0.05,0.34,36,0.699,153605.8
NEAR,05:20,0.27,0.6,0.33,80,0.807,146300.5
NEAR,05:30,-0.08,0.33,0.41,61,0.755,146033.9
NEAR,05:40,-0.47,0.05,0.52,39,0.55,137274.7
NEAR,05:50,-0.01,0.01,0.01,9,0.631,137708.6
NEAR,06:00,0.19,0.2,0.01,15,0.406,141103.7
NEAR,06:10,0.88,1.42,0.54,227,0.851,99961.1
NEAR,06:20,0.48,1.9,1.42,226,0.709,147454.0
NEAR,06:30,1.61,2.62,1.01,354,1.066,105346.9
NEAR,06:40,0.01,1.65,1.64,361,1.223,79584.5
NEAR,06:50,0.26,1.17,0.91,262,0.893,89197.0
NEAR,07:00,-1.76,1.1,2.86,357,1.412,68469.7
NEAR,07:10,-0.58,0.8,1.38,205,1.327,95126.4
NEAR,07:20,1.15,1.99,0.84,361,1.173,96931.3
NEAR,07:30,0.04,0.91,0.87,325,0.677,102538.7
NEAR,07:40,0.04,0.89,0.84,185,1.224,84943.6
NEAR,07:50,-0.76,0.99,1.74,236,0.46,112846.2
NEAR,08:00,0.1,0.88,0.78,162,0.553,103516.2
NEAR,08:10,0.13,0.79,0.65,155,0.717,111628.0
NEAR,08:20,-0.12,0.63,0.75,164,0.901,97073.8
NEAR,08:30,-0.2,0.37,0.57,150,0.673,122445.3
NEAR,08:40,0.24,0.49,0.25,96,0.515,100157.7
NEAR,08:50,-0.16,0.57,0.73,190,1.491,82002.6
NEAR,09:00,-0.4,1.4,1.8,263,1.627,70239.6
NEAR,09:10,-0.02,1.79,1.82,250,0.721,132979.9
NEAR,09:20,0.31,0.86,0.55,184,0.782,124859.4
NEAR,09:30,-0.52,0.47,0.99,144,1.056,103958.9
NEAR,09:40,-0.23,0.86,1.08,187,0.73,145481.2
NEAR,09:50,0.49,1.16,0.66,287,0.728,131451.5
NEAR,10:00,-0.18,0.85,1.03,213,1.007,112199.2
NEAR,10:10,-0.2,0.33,0.53,132,0.951,131756.4
NEAR,10:20,-0.82,0.4,1.21,162,0.965,119236.9
NEAR,10:30,-0.07,0.54,0.6,146,1.143,104051.8
NEAR,10:40,0.24,0.95,0.7,147,0.911,123495.5
NEAR,10:50,0.12,0.94,0.82,163,1.304,102040.9
NEAR,11:00,-0.28,0.49,0.77,196,0.866,113242.6
NEAR,11:10,-0.87,1.0,1.87,347,0.729,125575.7
NEAR,11:20,0.52,1.02,0.5,175,1.569,88069.3
NEAR,11:30,-0.46,1.02,1.48,201,1.133,112947.9
NEAR,11:40,-0.08,0.93,1.01,200,2.076,63169.5
NEAR,11:50,-0.55,0.72,1.27,239,1.939,67311.2
NEAR,12:00,-1.16,0.51,1.68,267,1.392,86071.6
NEAR,12:10,-0.5,0.63,1.13,172,1.063,112329.8
NEAR,12:20,-0.96,0.64,1.61,220,1.287,103257.2
NEAR,12:30,-0.41,1.37,1.78,179,1.214,96459.9
NEAR,12:40,1.14,2.39,1.25,442,1.492,99317.3
NEAR,12:50,-0.5,1.42,1.92,270,0.68,171317.4
NEAR,13:00,2.77,4.85,2.08,695,1.057,94268.1
NEAR,13:10,0.34,2.85,2.51,526,1.186,88138.2
NEAR,13:20,0.14,3.45,3.31,747,0.964,106478.6
NEAR,13:30,-0.97,1.26,2.23,492,0.721,100003.7
NEAR,13:40,0.35,2.04,1.69,384,0.709,97611.2
NEAR,13:50,-0.33,1.42,1.75,412,0.528,112588.3
NEAR,14:00,-0.22,2.03,2.24,445,0.493,107804.6
NEAR,14:10,0.35,1.93,1.58,371,0.697,116148.2
NEAR,14:20,0.22,1.79,1.57,301,0.709,103557.9
NEAR,14:30,-2.42,0.68,3.1,303,0.775,100773.7
NEAR,14:40,-0.77,0.66,1.43,288,0.566,113495.0
NEAR,14:50,1.06,1.75,0.69,200,0.543,131426.4
NEAR,15:00,0.23,1.76,1.54,336,0.385,138961.8
NEAR,15:10,1.06,2.13,1.07,334,0.657,92077.3
NEAR,15:20,-0.35,1.92,2.27,384,0.832,143645.9
NEAR,15:30,-1.52,2.01,3.53,381,1.779,53152.9
NEAR,15:40,0.69,2.35,1.65,274,0.49,119578.1
NEAR,15:50,-0.02,1.43,1.46,308,0.521,113956.9
NEAR,16:00,-0.45,0.66,1.11,228,0.584,128469.6
NEAR,16:10,0.45,3.12,2.67,650,0.324,138919.8
NEAR,16:20,0.24,1.82,1.58,388,0.512,130109.7
NEAR,16:30,-1.04,1.4,2.44,364,1.289,85069.6
NEAR,16:40,-1.75,0.84,2.59,292,0.84,97387.4
NEAR,16:50,-0.52,0.69,1.21,173,1.067,69617.2
NEAR,17:00,-0.07,1.42,1.49,308,1.171,80085.7
NEAR,17:10,-0.62,0.44,1.05,164,0.953,88795.5
NEAR,17:20,-0.33,0.62,0.94,199,1.203,65920.8
NEAR,17:30,0.83,1.23,0.4,113,0.637,101736.6
NEAR,17:40,1.66,2.87,1.21,431,0.663,108256.2
NEAR,17:50,-0.48,0.73,1.22,274,0.66,75604.2
NEAR,18:00,-1.27,2.04,3.31,482,1.36,69586.7
NEAR,18:10,-0.44,1.09,1.53,432,1.6,54445.9
NEAR,18:20,-0.89,0.98,1.87,317,1.858,56157.6
NEAR,18:30,-1.65,0.72,2.37,327,1.798,44539.4
NEAR,18:40,2.07,2.84,0.77,252,0.893,83331.4
NEAR,18:50,1.77,2.36,0.59,368,0.897,86278.2
NEAR,19:00,1.15,2.07,0.92,305,0.598,105151.6
NEAR,19:10,-0.1,1.21,1.3,252,0.674,56554.7
NEAR,19:20,-0.19,0.53,0.73,207,0.781,86021.3
NEAR,19:30,0.27,1.08,0.82,167,0.775,89512.0
NEAR,19:40,-0.55,0.82,1.37,178,0.999,98740.9
NEAR,19:50,0.68,4.46,3.78,844,0.962,71872.7
NEAR,20:00,-0.26,1.82,2.08,419,0.645,85622.7
NEAR,20:10,-0.02,2.21,2.22,428,1.628,59307.7
NEAR,20:20,0.5,2.98,2.48,680,1.081,74890.6
NEAR,20:30,-0.83,3.38,4.21,904,1.532,73397.5
NEAR,20:40,-2.21,2.42,4.63,628,1.426,68013.9
NEAR,20:50,1.01,2.84,1.84,474,1.639,71600.3
NEAR,21:00,-0.27,2.43,2.7,526,1.561,61521.9
NEAR,21:10,-0.9,2.21,3.11,383,1.662,64789.1
NEAR,21:20,-0.56,1.31,1.87,354,1.57,65639.1
NEAR,21:30,0.03,2.35,2.32,474,0.879,103254.5
NEAR,21:40,1.14,2.19,1.05,398,0.702,108085.1
NEAR,21:50,1.2,2.03,0.84,313,1.157,89881.2
