종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
ID,6.498,3,90.6,9.478,7.647,75.0,124313,1026.0,5.92,1238159.4
HIVE,4.723,4,110.6,6.857,5.844,81.0,89186,675.0,8.817,276348.5
LA,3.733,4,35.6,10.015,6.282,153.0,26403,257.0,2.44,1138079.6
WLD,3.6,8,134.2,5.781,7.294,201.0,56866,806.0,1.858,854308.8
SIGN,3.26,4,40.8,5.87,4.894,132.0,26415,232.0,1.818,15027740.2
PRL,3.019,2,36.5,8.071,7.1,118.0,20350,197.0,4.848,358454.7
PUNDIX,2.798,3,77.5,4.586,3.518,73.0,66751,563.0,2.588,629274.8
CHIP,2.767,1,15.4,5.986,10.688,108.0,10406,106.0,2.877,1639407.5
HBAR,2.431,3,75.5,3.971,4.879,833.0,15217,251.0,1.066,16973703.2
STRAX,2.292,3,106.7,5.971,8.148,83.0,118116,839.0,2.059,8314366.6
ONDO,2.076,2,112.0,3.075,5.418,331.0,53173,656.0,3.359,766840.4
ZORA,1.969,0,20.4,2.552,2.015,112.0,12771,105.0,1.326,18525996.7
MANTRA,1.905,0,26.6,3.266,2.475,114.0,18157,153.0,0.948,24882171.8
NEAR,1.895,0,45.6,1.905,2.598,246.0,22878,218.0,2.762,38685.1
VTHO,1.587,0,31.2,3.074,2.741,111.0,39693,273.0,3.949,61664115.6
SEI,1.505,0,29.8,1.529,1.43,182.0,6669,83.0,0.386,12386909.6
STEEM,1.284,0,16.7,3.219,3.284,61.0,31652,207.0,8.52,277241.3
VVV,1.181,0,18.9,1.641,1.427,309.0,10856,86.0,2.835,2336.1
ALGO,1.093,0,29.4,1.29,1.615,402.0,6699,76.0,0.985,3741079.0
BOUNTY,1.093,0,7.5,2.784,1.976,94.0,8334,58.0,1.825,2767355.4
BLAST,1.076,0,27.2,3.384,2.453,69.0,33992,236.0,5.579,66781621.8
PENGU,1.028,0,7.6,1.231,2.015,266.0,1739,26.0,0.666,136612632.7
HP,1.001,0,5.5,1.399,0.858,43.0,5861,22.0,1.249,5807887.0
AXS,0.996,0,16.3,3.83,7.747,106.0,25194,180.0,6.879,24975.6
BCH,0.961,0,9.9,0.961,1.051,185.0,3785,30.0,2.399,118.8
ENA,0.956,0,17.0,0.956,2.271,341.0,3539,50.0,2.07,4792297.3
LSK,0.92,0,10.2,2.111,1.191,156.0,7364,51.0,0.975,1365118.0
BARD,0.883,0,9.5,2.167,2.939,71.0,9117,65.0,1.877,558958.1
MEGA,0.875,0,14.7,1.198,0.797,118.0,11037,67.0,1.682,1972898.4
LINK,0.834,0,20.7,0.842,1.764,266.0,8690,79.0,4.11,9691.1
SUI,0.832,0,20.3,0.832,0.904,462.0,10701,83.0,6.006,82300.3
ZAMA,0.831,0,9.6,1.382,0.686,189.0,4296,29.0,1.617,1961880.4
ZBT,0.831,0,4.6,0.831,0.449,198.0,1659,16.0,1.28,1170159.6
RENDER,0.825,0,21.2,1.144,0.814,159.0,9535,62.0,2.491,20883.6
XTZ,0.818,0,12.5,1.004,0.777,274.0,9037,53.0,1.915,160677.7
WCT,0.809,0,5.7,0.855,1.184,173.0,6136,39.0,2.824,651388.9
STX,0.758,0,4.6,0.785,0.513,508.0,2167,16.0,2.36,639903.1
TAO,0.738,0,8.7,0.963,0.796,1248.0,3150,23.0,3.624,225.9
UNI,0.732,0,3.4,0.815,0.52,997.0,2695,14.0,3.622,8768.0
PEPE,0.726,0,6.7,0.726,1.01,908.0,1702,17.0,2.599,49480552705.1
IRYS,0.709,0,18.7,0.831,1.444,681.0,12011,77.0,2.26,7192047.8
POWR,0.707,0,6.7,1.597,1.302,94.0,9788,58.0,2.514,281820.2
XPL,0.694,0,13.9,0.709,1.329,268.0,4259,39.0,0.889,8599261.6
DRIFT,0.664,0,16.5,0.97,1.347,82.0,26624,116.0,7.477,380559.4
IP,0.663,0,13.3,1.305,0.716,199.0,5478,45.0,2.838,226625.8
AVNT,0.661,0,13.4,1.166,0.842,365.0,4310,45.0,1.218,1386913.0
CFG,0.643,0,12.3,0.643,0.932,402.0,6201,39.0,1.172,734926.8
ONG,0.634,0,6.4,0.653,0.709,172.0,4158,27.0,1.668,422474.1
XAUT,0.608,0,1.2,0.608,0.046,105.0,454,2.0,1.486,23.0
VIRTUAL,0.602,0,17.8,0.79,0.676,501.0,6922,60.0,2.582,194363.3
WLFI,0.587,0,3.5,0.635,0.416,209.0,1035,7.0,1.55,3020475.0
ARK,0.587,0,6.2,1.64,1.09,88.0,4824,35.0,0.966,775172.0
INJ,0.582,0,11.8,0.61,1.512,187.0,6858,54.0,2.064,13671.6
CHZ,0.582,0,13.1,0.616,0.676,171.0,5256,41.0,3.867,2443967.6
ARB,0.574,0,6.0,0.574,0.461,230.0,1438,14.0,1.893,1621629.7
SAND,0.547,0,5.3,0.547,0.464,82.0,1344,12.0,0.335,22495093.9
SAHARA,0.538,0,23.3,1.408,1.258,110.0,15087,78.0,1.988,7575459.1
KITE,0.535,0,22.2,0.602,1.917,173.0,12676,97.0,0.984,1174541.3
HUNT,0.524,0,9.3,1.1,0.818,82.0,5512,34.0,0.618,3272818.2
SHIB,0.521,0,10.7,0.521,1.335,1042.0,6079,32.0,2.291,37152429711.4
PENDLE,0.52,0,7.1,0.522,0.555,145.0,4871,27.0,3.551,17904.7
FF,0.519,0,9.5,1.174,0.959,105.0,2008,25.0,1.081,3289237.6
TRUMP,0.508,0,5.8,0.598,0.312,573.0,2339,15.0,2.326,23367.7
BAT,0.508,0,6.1,0.563,0.725,475.0,2014,16.0,0.91,1528368.8
MON,0.502,0,3.1,0.502,0.272,456.0,1358,8.0,1.863,2983220.6
LAYER,0.5,0,4.4,0.5,0.371,385.0,1984,12.0,0.816,6302644.9
MOVE,0.493,0,12.5,0.626,1.177,125.0,6708,55.0,1.85,11631932.9
IN,0.492,0,15.5,0.498,1.042,120.0,8888,47.0,1.012,3514657.3
PLUME,0.486,0,8.8,0.566,0.429,293.0,1923,26.0,2.545,7657545.7
ICP,0.47,0,8.1,0.597,0.393,142.0,2843,23.0,1.873,18698.3
PYTH,0.457,0,5.1,0.457,0.4,254.0,2736,19.0,1.187,2010326.0
NEWT,0.45,0,3.9,0.557,0.548,255.0,1585,11.0,0.753,3150195.7
MOODENG,0.44,0,1.5,0.446,0.101,266.0,587,3.0,1.928,989450.8
MNT,0.433,0,3.9,0.433,0.382,289.0,1249,10.0,2.191,62984.3
HYPER,0.424,0,9.1,1.546,2.236,212.0,4993,40.0,1.052,1892006.5
SNT,0.423,0,3.0,0.439,0.47,169.0,2121,10.0,0.622,37379612.1
ZK,0.422,0,7.7,0.439,0.646,351.0,2766,26.0,1.238,12619085.9
CVC,0.416,0,10.1,1.44,1.878,110.0,8890,65.0,1.526,2367754.2
IOTA,0.411,0,8.2,0.893,0.529,103.0,4074,26.0,1.758,889516.6
ANIME,0.41,0,1.7,0.84,0.43,174.0,838,6.0,1.977,14306434.1
JTO,0.407,0,10.2,0.813,0.768,358.0,5121,39.0,1.817,170972.7
CARV,0.405,0,2.9,0.567,0.297,88.0,1721,10.0,2.749,592591.8
TIA,0.394,0,1.3,0.62,0.226,154.0,809,4.0,1.509,82414.0
AKT,0.39,0,5.2,0.39,0.418,279.0,2388,16.0,1.514,38167.9
CPOOL,0.389,0,4.4,0.389,0.973,205.0,2732,15.0,2.476,1455162.2
FLOCK,0.383,0,4.6,0.733,0.489,93.0,3097,24.0,6.113,165131.5
HOLO,0.381,0,3.3,0.493,0.475,465.0,1083,9.0,0.513,4664625.4
TOKAMAK,0.376,0,3.2,0.38,0.156,641.0,1792,7.0,2.135,64768.1
NXPC,0.369,0,6.4,0.45,0.258,113.0,2905,17.0,2.58,64910.0
ZETA,0.368,0,2.7,0.453,0.218,539.0,1129,7.0,2.747,740212.5
BIO,0.364,0,4.6,0.491,0.525,773.0,1478,12.0,3.147,3705889.0
ZRO,0.364,0,1.3,0.372,0.252,181.0,818,5.0,3.402,42479.8
POL,0.35,0,3.2,0.471,1.008,195.0,1058,10.0,0.839,4820547.8
AGLD,0.349,0,0.7,0.349,0.072,318.0,278,1.0,2.522,165225.4
AVAX,0.348,0,5.3,0.659,0.834,606.0,2266,16.0,2.28,6446.7
SPK,0.347,0,4.0,0.351,0.644,221.0,1678,12.0,1.688,4059088.6
FCT2,0.344,0,1.1,0.361,0.394,210.0,854,4.0,0.377,20630013.8
POKT,0.34,0,10.7,0.753,1.131,69.0,10019,49.0,1.477,18363643.6
ATH,0.338,0,4.0,0.338,0.631,846.0,2154,18.0,2.662,9163018.9
KAT,0.338,0,4.9,0.442,0.54,321.0,2242,12.0,0.686,47473732.9
PROS,0.33,0,4.5,0.338,0.168,102.0,3485,11.0,2.376,57008.6
AUCTION,0.33,0,0.8,0.372,0.334,690.0,469,3.0,2.471,7873.9
GAS,0.327,0,2.1,0.327,0.335,84.0,1544,7.0,5.953,8129.6
SUPER,0.324,0,1.6,0.33,0.473,224.0,397,3.0,0.982,849503.1
SOPH,0.321,0,1.6,0.423,0.28,202.0,776,5.0,0.346,37928632.5
MIRA,0.32,0,2.4,0.32,0.39,229.0,1113,6.0,0.429,4766538.4
AAVE,0.313,0,2.2,0.313,0.275,241.0,1076,6.0,1.333,682.1
SOON,0.312,0,4.0,0.312,0.277,37.0,2159,9.0,1.044,1583174.8
G,0.311,0,2.8,0.366,0.224,120.0,1422,9.0,2.043,9716572.5
BONK,0.311,0,2.3,0.312,0.375,184.0,1184,8.0,2.972,14667484225.8
CRO,0.305,0,1.6,0.305,0.397,763.0,652,6.0,0.219,7983280.7
BERA,0.303,0,5.0,0.324,0.411,255.0,1629,14.0,2.22,240951.6
WET,0.3,0,1.4,0.3,0.624,150.0,864,5.0,0.549,3672733.0
ZIL,0.3,0,1.1,0.3,0.189,273.0,617,3.0,2.745,9128384.2
VET,0.29,0,6.7,0.342,0.459,131.0,4373,26.0,2.974,6359521.8
NEO,0.29,0,1.2,0.345,0.188,334.0,907,3.0,2.425,12131.1
UP2,0.289,0,4.3,0.289,0.361,413.0,2094,16.0,0.899,1588944.2
MMT,0.286,0,2.8,0.286,0.201,476.0,798,6.0,0.724,1254305.8
ME,0.284,0,5.5,0.313,0.566,263.0,1606,15.0,0.861,4558374.7
ARDR,0.284,0,2.5,0.487,0.203,60.0,2410,7.0,1.058,1233164.8
W,0.275,0,3.1,0.275,0.302,550.0,1165,9.0,1.947,10010449.3
LINEA,0.273,0,1.7,0.317,0.269,241.0,1105,7.0,4.592,8039600.5
JST,0.271,0,2.5,0.271,1.089,208.0,1242,10.0,1.121,2737499.3
BIGTIME,0.27,0,4.7,1.071,1.114,168.0,4769,31.0,0.976,14653662.9
APT,0.268,0,3.2,0.309,0.53,501.0,1701,11.0,4.297,22561.7
RVN,0.263,0,2.1,0.263,0.176,240.0,868,5.0,1.873,5776762.6
2Z,0.261,0,1.7,0.261,0.28,373.0,634,4.0,1.515,1347514.4
ONT,0.261,0,3.4,0.304,0.397,45.0,2158,10.0,1.373,1043260.9
ELSA,0.26,0,0.9,0.295,0.153,165.0,966,3.0,1.624,692114.4
FIL,0.257,0,3.6,0.257,0.382,215.0,2252,12.0,2.333,46296.6
POLYX,0.257,0,9.4,1.482,3.803,133.0,6532,46.0,3.29,570757.0
ORCA,0.256,0,7.5,1.249,1.301,66.0,7105,34.0,4.638,21819.8
ARKM,0.254,0,3.9,0.261,0.328,384.0,1475,13.0,1.24,741235.5
META,0.25,0,1.3,0.25,0.133,2500.0,461,3.0,0.569,26809451.6
WAVES,0.248,0,2.0,0.313,0.149,33.0,1916,8.0,2.837,149632.2
TAIKO,0.244,0,1.2,0.253,0.266,221.0,539,3.0,0.538,1757038.4
KNC,0.242,0,1.9,0.285,0.365,143.0,962,5.0,1.282,720431.8
ENS,0.242,0,6.7,0.269,0.342,83.0,4302,27.0,3.031,7109.5
ZKP,0.242,0,1.5,0.242,0.309,173.0,588,4.0,0.242,6796706.0
TREE,0.241,0,1.4,0.397,0.421,254.0,755,5.0,3.011,434266.7
ETC,0.239,0,4.9,0.331,0.408,247.0,3998,16.0,3.027,9414.0
OPEN,0.239,0,2.8,0.324,0.378,212.0,1393,11.0,1.696,451270.5
PUMP,0.235,0,2.4,0.235,1.002,392.0,703,6.0,0.99,83405775.1
JUP,0.233,0,1.8,0.233,0.168,146.0,591,5.0,1.985,360941.1
CC,0.229,0,2.9,0.314,0.45,286.0,1073,10.0,6.489,549093.0
ATOM,0.226,0,1.8,0.251,0.245,173.0,2057,6.0,5.227,7250.4
CELO,0.223,0,1.6,0.365,0.22,195.0,557,4.0,0.655,2886444.6
KAVA,0.223,0,1.6,0.339,0.136,190.0,509,4.0,2.584,405926.8
PROVE,0.222,0,1.5,0.504,0.302,314.0,992,6.0,1.487,338921.9
BSV,0.218,0,1.6,0.254,0.177,145.0,1157,4.0,1.264,2263.3
ALT,0.218,0,2.6,0.218,0.219,218.0,1134,9.0,0.588,35895022.5
BLUR,0.218,0,1.5,0.253,0.626,128.0,963,6.0,2.029,2791999.2
BEAM,0.218,0,0.7,0.218,0.12,243.0,416,2.0,0.922,26946136.8
MOC,0.215,0,1.6,0.267,0.105,121.0,1173,3.0,1.363,1633767.3
ENSO,0.213,0,2.0,0.253,0.234,127.0,1338,6.0,2.859,71092.7
BLEND,0.208,0,2.5,0.209,0.716,162.0,1062,7.0,0.87,1593135.7
RAY,0.206,0,0.7,0.206,0.113,295.0,423,2.0,2.889,39099.1
MOCA,0.206,0,2.1,0.254,0.164,126.0,811,5.0,0.667,13819082.2
ERA,0.204,0,2.7,0.204,0.204,170.0,882,7.0,0.89,1108945.1
F,0.199,0,3.6,2.64,3.242,108.0,5505,30.0,4.374,2391771.9
EDGE,0.196,0,1.2,0.196,0.159,109.0,717,4.0,0.729,2792249.0
AZTEC,0.195,0,2.3,0.196,0.343,219.0,1382,7.0,2.052,3028668.8
STORJ,0.192,0,4.7,0.229,0.637,227.0,1739,13.0,1.827,2342546.2
DOOD,0.191,0,1.5,0.191,0.285,174.0,982,4.0,1.365,17330077.2
SONIC,0.19,0,4.5,0.681,0.578,168.0,2348,16.0,1.562,2184579.0
KERNEL,0.19,0,1.8,0.19,0.136,634.0,415,3.0,0.233,3165758.4
KAITO,0.186,0,2.8,0.218,0.484,208.0,1430,10.0,1.918,134531.3
TRAC,0.185,0,2.5,0.205,0.283,110.0,2298,9.0,1.37,149293.8
MBL,0.184,0,0.9,0.184,0.095,614.0,492,2.0,0.458,299866882.2
MET2,0.18,0,3.1,0.778,1.749,147.0,2059,15.0,1.913,345006.1
AERO,0.179,0,0.5,0.179,0.123,894.0,189,1.0,3.735,50480.7
GLM,0.175,0,1.2,0.191,0.12,138.0,432,3.0,0.856,1163823.1
COW,0.169,0,0.4,0.169,0.19,141.0,138,1.0,1.723,189961.6
TRUST,0.168,0,3.6,0.399,0.499,70.0,2750,11.0,2.172,777506.3
GRT,0.167,0,1.9,0.194,0.239,368.0,1628,9.0,2.525,2046509.5
IQ,0.167,0,1.8,0.337,0.326,18.0,1802,6.0,0.26,381901605.7
OP,0.163,0,0.7,0.163,0.163,325.0,242,2.0,3.881,573708.9
ORBS,0.163,0,1.9,0.163,0.144,126.0,582,4.0,0.274,70268206.6
CKB,0.163,0,0.8,0.173,0.154,182.0,472,3.0,0.952,80012687.4
MEW,0.162,0,1.1,0.178,0.133,487.0,749,4.0,2.868,39448228.8
BTT,0.162,0,2.2,0.181,0.259,143.0,1359,7.0,2.186,241917982348.3
CTC,0.156,0,1.8,0.217,0.141,780.0,937,5.0,0.686,1671573.4
BREV,0.154,0,1.1,0.154,0.218,768.0,390,2.0,0.727,1670547.3
0G,0.15,0,1.5,0.15,0.215,214.0,1091,6.0,2.251,98756.7
BIRB,0.148,0,3.0,0.148,0.172,186.0,1461,8.0,0.834,1361720.4
DOT,0.147,0,1.8,0.384,0.638,295.0,1448,7.0,2.717,43037.3
DEEP,0.145,0,1.4,0.178,0.211,141.0,850,4.0,3.437,858753.2
MTL,0.144,0,2.2,0.248,0.614,167.0,1099,6.0,0.793,215322.9
SYRUP,0.14,0,1.7,0.14,0.225,87.0,1272,5.0,4.825,144938.6
B3,0.139,0,4.0,0.145,0.301,100.0,1650,10.0,0.466,720132103.1
TFUEL,0.137,0,1.4,0.503,0.585,81.0,1743,8.0,0.358,21822345.0
DKA,0.135,0,1.3,0.135,0.11,193.0,1134,4.0,1.186,9823393.7
ETHFI,0.134,0,3.1,0.175,0.206,772.0,1001,9.0,1.726,194831.4
AXL,0.13,0,1.9,0.184,0.184,454.0,1186,6.0,2.662,483299.6
ZRX,0.129,0,1.4,0.129,0.142,259.0,447,3.0,1.896,794251.5
ICX,0.123,0,1.0,0.124,0.155,89.0,495,2.0,1.539,1022332.4
AWE,0.12,0,0.8,0.15,0.166,139.0,548,3.0,5.135,610989.5
CYBER,0.119,0,0.6,0.119,0.133,396.0,278,2.0,2.724,45399.8
PIEVERSE,0.114,0,2.0,0.229,0.144,41.0,1565,5.0,1.486,114096.7
ZKC,0.114,0,1.5,0.158,0.135,142.0,976,5.0,3.364,383785.0
COMP,0.112,0,0.9,0.112,0.111,374.0,528,2.0,3.362,918.5
AERGO,0.108,0,1.6,0.108,0.224,216.0,1310,6.0,1.354,969442.8
GMT,0.104,0,1.2,0.104,0.347,65.0,885,5.0,1.266,20779672.4
WAL,0.101,0,1.2,0.162,0.322,446.0,435,3.0,2.771,316711.0
SKR,0.1,0,0.2,0.1,0.071,111.0,241,1.0,0.895,2655371.0
MANA,0.1,0,0.7,0.1,0.252,500.0,416,2.0,1.762,1678309.4
TT,0.1,0,0.8,0.1,0.054,167.0,313,1.0,0.292,295974030.0
QTUM,0.1,0,1.0,0.1,0.078,143.0,852,2.0,2.882,36187.1
SUN,0.1,0,0.6,0.122,0.101,143.0,211,1.0,0.836,3370455.8
MED,0.099,0,0.5,0.099,0.039,332.0,501,1.0,1.292,32632125.2
XCN,0.098,0,1.0,0.222,0.381,164.0,501,4.0,1.138,9505419.3
AQT,0.096,0,0.9,0.393,0.358,22.0,1332,5.0,4.883,49785.8
FLUID,0.096,0,0.6,0.096,0.11,80.0,582,2.0,1.564,14867.8
WIF,0.096,0,0.3,0.096,0.039,192.0,124,1.0,2.13,452864.8
ELF,0.096,0,1.2,0.177,0.167,57.0,826,4.0,0.305,5288759.6
SAFE,0.094,0,0.6,0.104,0.087,127.0,408,2.0,1.147,367737.1
CBK,0.091,0,0.6,0.113,0.164,169.0,640,2.0,0.497,551342.3
A,0.09,0,0.6,0.09,0.352,452.0,538,3.0,0.7,3055703.2
MASK,0.09,0,0.3,0.09,0.103,298.0,329,1.0,2.006,44588.2
TOSHI,0.087,0,1.0,0.176,0.122,124.0,605,3.0,1.305,311948425.9
T,0.083,0,0.9,0.091,0.1,166.0,599,3.0,2.595,3518123.6
IMX,0.083,0,0.8,0.154,0.942,562.0,489,3.0,1.194,570646.9
SOMI,0.083,0,1.0,0.083,0.258,138.0,424,3.0,1.456,375356.9
SC,0.083,0,1.0,0.083,0.129,52.0,423,2.0,0.382,331407145.2
WAXP,0.081,0,0.5,0.137,0.112,161.0,347,2.0,3.347,3117954.5
EGLD,0.081,0,0.5,0.081,0.148,202.0,653,2.0,2.232,4752.3
THETA,0.079,0,0.5,0.088,0.154,122.0,320,1.0,1.868,228768.1
XEC,0.075,0,0.7,0.075,0.1,50.0,411,2.0,0.458,44632319415.8
SKY,0.072,0,0.7,0.074,0.133,239.0,451,2.0,1.349,574782.7
RED,0.071,0,0.9,0.132,0.129,238.0,419,3.0,0.816,760758.0
LPT,0.069,0,0.5,0.09,0.101,221.0,503,2.0,1.938,9401.5
ESP,0.066,0,0.4,0.066,0.447,94.0,335,2.0,0.619,1680253.6
VANA,0.065,0,0.6,0.194,0.342,78.0,556,3.0,2.889,17152.9
SENT,0.065,0,0.4,0.065,0.208,650.0,286,2.0,1.391,4497008.8
QKC,0.065,0,0.5,0.089,0.05,86.0,350,1.0,0.958,13759315.3
YGG,0.064,0,0.6,0.177,0.262,186.0,400,3.0,1.681,844398.6
AHT,0.064,0,0.2,0.064,0.095,58.0,233,1.0,0.443,100085943.7
MINA,0.06,0,0.4,0.101,0.18,200.0,533,2.0,2.273,392279.2
