종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
WLD,10.743,10,198.8,11.63,5.51,162.0,67780,841.0,3.139,631454.7
TRUMP,3.404,8,189.8,5.188,6.205,203.0,146888,1403.0,6.67,22923.9
DOT,2.458,1,5.3,2.458,0.176,236.0,960,8.0,3.935,27659.8
ONDO,1.957,0,74.1,2.017,2.534,378.0,14969,217.0,2.42,1384710.9
KAT,1.828,0,8.6,1.989,1.943,158.0,3820,29.0,1.869,9350011.2
ENA,1.799,0,26.3,1.928,1.024,182.0,4909,65.0,1.105,9088892.2
CC,1.732,0,6.3,1.732,0.98,962.0,1682,16.0,2.279,1032609.1
CHIP,1.675,0,14.3,1.749,1.544,506.0,4274,42.0,2.686,3214111.0
T,1.614,0,6.3,3.02,3.096,68.0,8113,43.0,3.332,5172268.4
XPL,1.551,0,35.0,1.889,2.355,145.0,10365,97.0,0.79,8703349.3
ME,1.521,0,10.6,1.599,0.686,121.0,3990,29.0,3.01,669588.0
ID,1.515,0,22.5,3.695,4.758,115.0,19646,138.0,3.649,1623252.3
IN,1.411,0,11.8,2.274,1.895,133.0,6063,41.0,1.018,3121218.2
OPEN,1.367,0,19.6,3.414,2.047,77.0,14905,101.0,1.732,380585.2
JUP,1.21,0,5.3,1.532,0.322,320.0,1339,13.0,2.963,316959.8
TAO,1.168,0,35.3,1.747,2.159,93.0,18693,147.0,2.988,230.0
SOPH,1.152,0,31.8,2.69,3.41,93.0,44380,257.0,4.169,7049321.8
MANTRA,1.13,0,2.9,1.13,0.115,246.0,610,5.0,0.426,37124024.6
ENSO,1.124,0,21.1,5.229,4.928,74.0,26007,190.0,2.673,98093.6
AXL,1.113,0,33.3,2.059,2.91,71.0,49488,312.0,3.712,669005.4
MEGA,1.096,0,37.3,2.305,1.308,106.0,31101,243.0,5.102,1562053.0
VVV,1.081,0,37.5,1.965,2.506,120.0,40904,328.0,4.049,2235.3
SUI,1.077,0,27.7,1.109,1.196,240.0,11989,95.0,4.484,116612.7
WLFI,1.055,0,13.7,1.147,1.12,217.0,4735,45.0,3.015,1859048.7
BLAST,0.902,0,4.9,0.913,0.601,402.0,2829,16.0,5.0,97947524.4
LINK,0.898,0,8.4,0.923,0.525,182.0,2979,21.0,4.328,10388.1
PENGU,0.889,0,8.3,0.889,0.508,228.0,1449,19.0,0.634,140109849.9
SEI,0.856,0,13.2,1.153,0.911,230.0,5377,38.0,2.201,1718959.0
