종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
PUMP,0.622,0,3.2,0.622,0.558,777.0,1201,8.0,2.507,46999763.9
LAYER,0.622,0,12.0,0.681,0.663,231.0,3040,29.0,0.791,5297486.5
ONG,0.604,0,9.1,0.658,0.49,216.0,5931,34.0,3.035,353042.6
AXL,0.601,0,3.3,1.197,0.597,134.0,1854,10.0,1.265,1123589.1
SIGN,0.59,0,10.3,0.616,0.689,247.0,2930,31.0,1.272,13466931.4
AVAX,0.587,0,7.2,0.655,1.161,201.0,5012,30.0,3.544,4752.8
SONIC,0.585,0,6.2,2.063,2.217,169.0,10634,63.0,3.21,1046300.3
MBL,0.585,0,1.4,0.585,0.171,835.0,1096,4.0,0.71,243839492.8
MEGA,0.584,0,11.2,0.664,0.852,323.0,6191,49.0,2.349,1002520.5
SPK,0.581,0,10.7,0.607,0.892,115.0,4055,34.0,1.726,3601296.1
ALT,0.561,0,17.8,0.596,1.106,102.0,7147,63.0,1.811,44882279.0
BERA,0.549,0,5.8,0.655,0.645,331.0,3500,25.0,3.102,128708.9
CHZ,0.544,0,16.2,0.706,2.509,84.0,8864,63.0,9.39,632254.8
KAT,0.541,0,4.9,0.971,0.76,342.0,2348,17.0,0.947,30641735.2
UNI,0.536,0,6.3,0.626,0.917,247.0,4762,25.0,4.999,4646.9
KITE,0.529,0,5.8,0.581,1.368,301.0,2755,24.0,1.268,1159353.9
STX,0.526,0,8.8,0.759,1.562,145.0,4074,38.0,6.0,182208.9
PENDLE,0.524,0,4.4,0.53,0.405,172.0,3775,19.0,7.512,4808.3
ANIME,0.497,0,2.7,1.413,0.916,235.0,1769,11.0,1.988,6971908.4
ICP,0.476,0,13.2,0.493,0.619,433.0,8587,58.0,2.478,15411.9
SENT,0.474,0,2.3,0.514,0.48,205.0,996,7.0,2.511,2861793.6
BIO,0.474,0,6.2,0.497,0.725,76.0,2364,21.0,3.895,1125636.7
ATOM,0.47,0,4.6,0.474,0.439,60.0,2530,14.0,2.095,10179.7
AXS,0.469,0,6.5,0.536,0.761,586.0,4170,26.0,5.784,18061.0
AAVE,0.466,0,4.5,0.571,0.941,294.0,3019,23.0,3.018,435.9
QKC,0.461,0,1.5,0.461,0.138,4608.0,728,3.0,0.902,10847953.3
GRT,0.461,0,8.1,0.499,0.522,117.0,3022,21.0,1.816,1763248.1
NXPC,0.459,0,4.3,0.602,0.262,177.0,2447,14.0,1.048,88603.5
IQ,0.449,0,1.4,0.535,0.427,26.0,1533,5.0,0.508,184681765.2
CHIP,0.435,0,10.4,1.129,1.998,148.0,6369,60.0,2.289,1307732.0
BONK,0.427,0,3.0,0.507,0.427,735.0,2491,12.0,2.951,4661911527.3
BARD,0.426,0,6.1,0.87,1.069,1065.0,3648,28.0,1.647,424683.6
AUCTION,0.418,0,1.4,0.537,0.185,327.0,801,4.0,2.272,3449.8
FIL,0.413,0,13.5,0.684,0.821,208.0,7860,54.0,1.681,38447.3
JUP,0.394,0,3.4,0.394,0.544,219.0,1403,11.0,5.492,126092.4
PLUME,0.394,0,5.5,0.394,0.541,986.0,1275,19.0,3.034,4566050.4
WET,0.39,0,5.9,0.396,0.388,112.0,2158,15.0,0.613,2980261.2
MIRA,0.388,0,2.8,0.48,0.401,191.0,1813,12.0,0.516,4003397.0
AVNT,0.388,0,4.4,0.388,0.89,177.0,2116,18.0,2.945,451319.9
ENS,0.383,0,4.7,0.383,0.419,80.0,3776,21.0,3.34,4365.2
ETC,0.382,0,6.9,0.541,1.44,101.0,6569,29.0,4.854,6014.6
AQT,0.376,0,1.3,0.376,0.196,313.0,1571,4.0,4.149,28642.5
DOT,0.368,0,2.8,0.407,0.57,115.0,2149,12.0,3.131,25222.3
HYPER,0.365,0,2.0,0.365,0.583,215.0,953,5.0,0.964,1637075.9
AZTEC,0.364,0,5.3,0.476,0.413,137.0,4204,20.0,3.178,1094427.1
VET,0.358,0,4.8,0.381,0.402,171.0,3911,19.0,2.969,3277654.7
ENSO,0.354,0,5.1,0.376,0.447,663.0,2211,17.0,2.604,48323.3
BIRB,0.336,0,3.7,0.348,0.794,277.0,2599,11.0,1.277,794454.6
MANTRA,0.33,0,3.6,0.417,0.377,280.0,1946,16.0,1.062,21211382.7
SOMI,0.327,0,2.2,0.335,0.336,214.0,821,6.0,1.234,293251.7
AKT,0.324,0,8.4,0.689,1.185,180.0,5862,39.0,3.35,21242.5
SNT,0.322,0,1.7,0.322,0.248,69.0,1448,6.0,0.393,35496180.2
HOLO,0.321,0,4.1,0.448,0.317,302.0,1494,10.0,1.099,1201749.0
W,0.319,0,3.4,0.319,0.516,86.0,1837,13.0,1.981,7024696.8
META,0.318,0,1.7,0.356,0.329,88.0,1136,5.0,0.573,31871351.1
0G,0.318,0,4.4,0.395,0.435,69.0,2827,19.0,3.05,66629.7
AERGO,0.302,0,2.3,0.307,0.277,209.0,1695,8.0,1.271,942438.5
POL,0.301,0,3.5,0.301,0.456,752.0,1541,9.0,0.779,5075405.5
LA,0.3,0,3.7,0.3,0.347,231.0,1423,12.0,1.596,602543.8
ZETA,0.3,0,1.7,0.3,0.322,751.0,1262,7.0,6.65,148141.9
BREV,0.3,0,1.6,0.3,0.252,273.0,717,5.0,1.264,996373.0
SYRUP,0.297,0,2.8,0.426,0.397,198.0,1603,10.0,3.82,164987.2
ZBT,0.293,0,6.4,0.34,0.543,101.0,2036,18.0,0.848,1497000.3
ZORA,0.292,0,2.4,0.414,0.341,244.0,1438,10.0,1.401,10553566.4
IMX,0.277,0,1.9,0.397,0.408,923.0,1102,7.0,2.106,296953.8
CC,0.275,0,2.4,0.387,0.455,500.0,1093,8.0,4.842,444870.7
MMT,0.275,0,3.7,0.332,0.448,486.0,1231,11.0,0.838,930246.1
SOPH,0.274,0,2.2,0.313,0.49,113.0,1127,6.0,0.808,20527169.4
DEEP,0.274,0,2.4,0.378,0.231,450.0,1197,7.0,2.339,1548331.3
CTC,0.273,0,1.5,0.276,0.315,72.0,1610,6.0,0.675,746528.4
WLFI,0.27,0,5.2,0.516,0.812,225.0,2425,17.0,1.85,931200.4
PROVE,0.269,0,4.7,0.425,1.043,342.0,3768,23.0,2.248,231258.9
ARKM,0.268,0,5.4,0.872,1.056,112.0,2104,15.0,1.4,449877.6
THETA,0.267,0,1.1,0.267,0.28,267.0,587,3.0,2.671,98243.3
AWE,0.266,0,3.9,0.382,1.36,207.0,2384,13.0,2.13,1174955.4
DOOD,0.264,0,3.0,0.264,0.503,265.0,2043,12.0,4.688,10944797.9
JST,0.264,0,1.4,0.264,0.45,56.0,674,5.0,0.415,2914877.0
MOVE,0.26,0,3.8,0.28,0.598,333.0,2007,15.0,1.15,8522695.1
GMT,0.258,0,5.0,0.332,0.866,118.0,2340,15.0,1.81,12784699.3
CELO,0.258,0,2.0,0.267,0.352,145.0,682,4.0,0.664,1737642.8
COMP,0.257,0,1.8,0.311,0.495,60.0,1935,7.0,2.996,451.7
MOODENG,0.256,0,1.8,0.26,0.223,176.0,1224,6.0,2.072,550891.3
VVV,0.254,0,7.7,0.381,0.598,131.0,4975,40.0,3.866,1069.8
BIGTIME,0.254,0,2.3,0.345,0.38,254.0,1149,9.0,0.89,9665977.2
ME,0.254,0,5.0,0.259,0.439,264.0,2447,17.0,0.927,3311231.9
GAS,0.252,0,3.6,0.252,0.642,97.0,3320,12.0,3.691,8037.3
STORJ,0.252,0,4.7,0.302,0.201,840.0,1546,12.0,1.052,2422109.5
AGLD,0.25,0,1.1,0.275,0.18,300.0,561,3.0,2.058,60339.1
ZKP,0.248,0,1.1,0.248,0.221,225.0,845,4.0,0.384,5319448.8
TT,0.245,0,0.5,0.26,0.153,230.0,719,1.0,0.239,283977387.7
ANKR,0.244,0,0.9,0.244,0.107,244.0,697,2.0,3.708,1278158.1
KNC,0.233,0,1.2,0.233,0.519,166.0,724,4.0,1.286,422025.7
RVN,0.232,0,2.9,0.232,0.437,386.0,2499,11.0,3.188,5531094.9
2Z,0.229,0,1.6,0.229,0.426,286.0,859,5.0,1.713,415544.9
HP,0.224,0,1.2,0.25,0.435,55.0,2123,5.0,1.574,4427324.2
PIEVERSE,0.222,0,7.4,0.316,0.881,142.0,4706,31.0,1.401,75059.0
A,0.221,0,1.7,0.221,0.214,277.0,1698,7.0,0.85,2027766.9
TIA,0.218,0,1.5,0.218,0.651,146.0,1156,7.0,3.812,44326.1
ZK,0.213,0,2.6,0.276,0.261,226.0,1681,10.0,2.938,2679316.2
WIF,0.212,0,1.7,0.212,0.169,423.0,503,3.0,2.389,121209.9
ZRO,0.208,0,3.2,0.274,0.382,520.0,2527,15.0,5.981,16045.0
LINEA,0.207,0,2.0,0.207,0.364,296.0,823,6.0,1.779,7769685.5
MNT,0.205,0,0.7,0.205,0.071,514.0,521,2.0,6.241,43847.9
WCT,0.202,0,1.3,0.202,0.348,674.0,813,5.0,1.97,495839.3
ORCA,0.2,0,3.7,0.2,0.359,182.0,2957,11.0,2.4,22342.5
NEO,0.196,0,1.5,0.307,0.332,417.0,1386,5.0,6.056,2517.2
ZKC,0.195,0,1.9,0.414,0.946,186.0,2059,10.0,4.624,179767.1
XEC,0.189,0,1.7,0.375,0.428,140.0,1704,7.0,0.616,14700040417.4
XCN,0.185,0,1.7,0.292,0.194,148.0,778,5.0,1.373,7045192.2
WAL,0.181,0,1.6,0.31,0.461,489.0,938,7.0,2.502,272871.7
PYTH,0.181,0,2.3,0.241,0.473,129.0,1889,11.0,3.12,455526.3
WAVES,0.181,0,3.2,0.187,0.289,214.0,2841,11.0,4.031,88436.7
STEEM,0.18,0,1.4,0.18,0.138,113.0,1202,4.0,2.011,479312.4
ZIL,0.177,0,1.2,0.177,0.143,127.0,1011,5.0,3.915,2563242.5
APT,0.175,0,3.9,0.438,0.624,194.0,2699,16.0,2.98,20884.8
KAITO,0.171,0,2.3,0.229,0.446,571.0,1993,10.0,3.644,52165.9
RAY,0.171,0,1.1,0.178,0.065,103.0,773,2.0,2.09,11453.5
ERA,0.168,0,2.1,0.168,0.392,240.0,1199,8.0,1.302,868609.0
BLUR,0.167,0,2.0,0.174,0.27,121.0,1543,7.0,1.825,2162633.0
ID,0.165,0,1.9,0.165,0.374,138.0,1757,10.0,7.029,271434.9
ARK,0.164,0,1.6,0.165,0.362,166.0,1029,6.0,2.553,192780.0
MET2,0.16,0,1.1,0.2,0.115,599.0,448,3.0,1.728,262705.3
DKA,0.158,0,1.5,0.168,0.208,31.0,2475,7.0,5.027,2985678.2
POLYX,0.157,0,4.8,0.529,0.583,53.0,3576,19.0,6.367,379271.7
ICX,0.154,0,1.4,2.69,4.376,194.0,2433,13.0,4.186,219962.4
MANA,0.151,0,1.1,0.151,0.246,94.0,806,3.0,2.949,1047924.9
MLK,0.151,0,1.0,0.171,0.136,77.0,1493,3.0,1.718,254670.7
SAFE,0.149,0,0.9,0.149,0.168,114.0,779,4.0,3.383,247035.8
BAT,0.148,0,2.0,0.167,0.122,164.0,725,4.0,0.592,1520647.8
LSK,0.147,0,1.2,0.147,0.383,133.0,1019,4.0,0.858,875997.0
AERO,0.147,0,0.8,0.324,0.178,502.0,371,4.0,3.666,19230.1
ORDER,0.143,0,2.4,0.353,0.297,203.0,2388,12.0,5.04,321197.0
SUPER,0.142,0,1.8,0.142,0.216,354.0,598,4.0,0.911,805711.0
CBK,0.142,0,0.8,0.142,0.337,157.0,1007,4.0,0.993,139729.7
KERNEL,0.142,0,0.9,0.142,0.087,65.0,994,4.0,0.979,867067.4
ELSA,0.14,0,1.9,0.178,0.143,108.0,1633,7.0,2.225,439152.7
STRAX,0.14,0,1.1,0.14,0.191,116.0,1263,3.0,0.399,13707068.2
LPT,0.14,0,2.0,0.14,0.321,701.0,1182,7.0,3.957,10642.1
SC,0.138,0,1.0,0.155,0.111,569.0,1156,3.0,0.317,223670831.3
ETHFI,0.131,0,3.6,0.584,0.474,328.0,1980,15.0,3.034,119235.7
NEWT,0.131,0,1.2,0.147,0.358,407.0,938,4.0,0.481,2647760.2
YGG,0.131,0,0.6,0.131,0.051,131.0,475,1.0,1.09,804486.6
TAIKO,0.13,0,1.7,0.34,0.21,57.0,960,3.0,0.745,1297909.5
T,0.126,0,1.2,0.126,0.192,181.0,1316,6.0,3.887,2233329.2
MEW,0.126,0,1.5,0.283,0.308,105.0,2024,7.0,8.972,11856781.4
CVC,0.126,0,0.9,0.126,0.331,209.0,1008,3.0,3.345,373713.7
G,0.123,0,1.2,0.339,0.274,139.0,1011,5.0,2.478,4890645.4
API3,0.123,0,1.1,0.224,0.348,148.0,735,4.0,0.916,136414.6
MOCA,0.122,0,1.9,0.169,0.181,174.0,1213,6.0,0.715,5385239.9
ONT,0.118,0,5.1,0.169,0.199,41.0,4323,15.0,4.035,505167.6
ZRX,0.118,0,1.0,0.118,0.21,196.0,576,2.0,2.049,718407.7
F,0.117,0,1.4,0.196,0.14,165.0,1015,4.0,1.387,3346231.2
POKT,0.116,0,1.0,0.116,0.623,291.0,1665,5.0,0.659,10299722.8
OPEN,0.114,0,2.0,0.149,0.387,380.0,1477,8.0,1.503,248328.1
TOSHI,0.114,0,1.7,0.14,0.403,163.0,1149,5.0,2.266,192447435.3
HIVE,0.109,0,1.6,0.112,0.544,1093.0,1617,7.0,5.654,113676.0
MED,0.106,0,0.6,0.106,0.098,529.0,963,2.0,1.737,20581159.5
SKR,0.105,0,0.7,0.153,0.141,286.0,548,2.0,1.236,1952660.4
XTZ,0.102,0,0.6,0.153,0.685,80.0,996,4.0,2.501,29473.8
IOTA,0.101,0,1.9,0.16,0.627,168.0,1395,8.0,3.886,305859.5
PUNDIX,0.1,0,0.8,0.1,0.122,200.0,581,2.0,1.064,345781.5
ASTR,0.1,0,0.7,0.1,0.136,62.0,552,2.0,0.868,12881959.3
TREE,0.1,0,1.3,0.281,0.35,200.0,1467,7.0,3.527,200220.2
BORA,0.1,0,1.0,0.178,0.193,1000.0,1588,5.0,2.638,717452.0
QTUM,0.1,0,1.4,0.254,0.342,201.0,1515,6.0,2.506,20685.9
BSV,0.099,0,1.6,0.099,0.337,124.0,1910,6.0,1.629,1605.1
CYBER,0.099,0,0.5,0.099,0.147,99.0,748,2.0,1.808,55449.8
RED,0.097,0,1.7,0.194,0.347,243.0,696,5.0,0.905,679399.4
TOKAMAK,0.095,0,0.7,0.101,0.282,179.0,1586,3.0,1.444,57981.1
KAVA,0.094,0,0.8,0.183,0.111,452.0,561,3.0,2.274,215774.9
BLAST,0.094,0,1.5,0.094,0.133,62.0,1430,6.0,4.384,34786435.6
1INCH,0.094,0,0.6,0.094,0.192,156.0,569,2.0,0.858,873265.4
CARV,0.092,0,1.4,0.184,0.349,44.0,1765,7.0,3.117,438586.0
GLM,0.09,0,0.8,0.146,0.12,60.0,734,3.0,1.013,707245.2
USD1,0.09,0,0.3,0.09,0.137,299.0,1553,1.0,2.026,21129.3
POWR,0.082,0,0.7,0.092,0.111,171.0,803,2.0,5.169,80585.1
SUN,0.082,0,0.8,0.082,0.124,82.0,508,2.0,0.828,2550515.4
VANA,0.08,0,1.6,0.148,0.254,155.0,1137,6.0,4.573,9547.9
ESP,0.08,0,1.1,0.08,0.132,400.0,727,3.0,1.013,1101655.6
MOC,0.076,0,0.4,0.076,0.218,764.0,1297,2.0,3.082,929133.1
ARDR,0.073,0,0.9,0.073,0.146,91.0,1854,3.0,2.092,237247.3
FCT2,0.072,0,0.5,0.1,0.199,37.0,961,2.0,0.525,9206236.5
VTHO,0.071,0,0.5,0.074,0.163,142.0,805,2.0,2.126,33782140.2
MINA,0.07,0,1.3,0.151,0.305,232.0,1290,6.0,2.565,253397.2
CKB,0.066,0,0.7,0.066,0.123,661.0,894,3.0,1.823,37546354.8
HUNT,0.066,0,0.3,0.069,0.146,80.0,647,2.0,0.362,2282742.2
MASK,0.063,0,0.2,0.063,0.116,125.0,528,1.0,5.45,15473.5
COW,0.06,0,0.4,0.143,0.151,300.0,217,1.0,2.087,126650.8
WAXP,0.054,0,0.4,0.09,0.094,166.0,606,1.0,2.526,2310838.0
BEAM,0.054,0,0.8,0.067,0.123,268.0,730,2.0,1.042,28226732.0
BOUNTY,0.051,0,0.5,0.085,0.429,38.0,917,2.0,5.51,1875769.2
AHT,0.05,0,0.2,0.05,0.134,167.0,480,1.0,0.621,45715021.9
MTL,0.049,0,1.2,0.075,0.221,20.0,1287,4.0,1.641,171455.3
EGLD,0.046,0,0.5,0.049,0.18,66.0,759,2.0,2.741,3352.2
ELF,0.04,0,0.3,0.04,0.209,81.0,323,2.0,0.294,4343681.8
FLUID,0.037,0,0.4,0.098,0.164,131.0,676,3.0,1.808,12672.2
IOST,0.031,0,0.2,0.052,0.178,102.0,569,2.0,1.612,55922878.3
TFUEL,0.024,0,0.4,0.046,0.334,82.0,869,2.0,0.404,15416466.1
MVL,0.023,0,0.3,0.048,0.084,117.0,749,1.0,0.245,113307601.0
USDS,0.013,0,0.0,0.026,0.013,22.0,125,0.0,1.287,13874.1
GAME2,0.01,0,0.1,0.017,0.171,26.0,1563,2.0,0.335,94112390.9
USDE,0.004,0,0.0,0.004,0.025,9.0,196,0.0,0.76,12761.2
