종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
ID,04:30,-0.14,0.12,0.26,109,0,0
ID,13:50,0.87,1.85,0.98,283,1.003,6647987.5
ID,14:00,-0.01,0.71,0.72,172,0.854,6903640.9
ID,14:10,0.17,0.55,0.37,130,0.887,6932114.5
ID,14:20,1.19,2.68,1.5,550,0.641,7021553.7
ID,14:30,-0.23,2.82,3.04,679,0.599,10245412.3
ID,14:40,-0.89,3.46,4.35,900,0.748,7681087.3
ID,14:50,-0.49,6.23,6.72,1642,0.809,8840178.8
ID,15:00,-2.12,3.03,5.15,970,1.028,5555974.4
ID,15:10,-0.98,2.16,3.14,523,0.859,7684370.4
ID,15:20,0.42,1.87,1.45,427,0.737,8003091.6
ID,15:30,-0.85,0.9,1.74,355,1.16,5963249.1
ID,15:40,-0.45,0.67,1.12,291,1.044,5895469.4
ID,15:50,-1.09,0.74,1.83,396,1.233,5784745.6
ID,16:00,-0.98,0.66,1.65,440,1.255,5040029.5
ID,16:10,-0.56,0.46,1.02,242,1.429,5052606.2
ID,16:20,-0.48,1.07,1.55,428,1.361,4954996.3
ID,16:30,0.19,1.57,1.38,353,1.169,6250775.2
ID,16:40,2.2,8.18,5.98,1482,0.444,10319500.0
ID,16:50,4.3,23.39,19.08,5231,1.387,6918678.3
ID,17:00,-3.46,9.35,12.81,2399,0.813,11724179.2
ID,17:10,-1.92,7.65,9.57,2035,1.7,6168577.5
ID,17:20,-4.88,9.31,14.2,2211,2.048,6986432.4
ID,17:30,-2.84,2.24,5.08,970,2.16,6353595.1
ID,17:40,0.66,4.35,3.69,1043,1.41,8820381.8
ID,17:50,-0.46,2.4,2.85,752,1.256,9052058.5
ID,18:00,-4.25,2.44,6.69,1012,1.507,6848446.4
ID,18:10,-2.11,2.62,4.73,866,2.492,5598776.0
ID,18:20,-2.71,1.35,4.06,547,1.931,5825946.6
ID,18:30,-0.62,3.19,3.81,610,2.498,4719855.2
ID,18:40,-0.3,2.58,2.87,490,1.954,6381501.0
ID,18:50,-1.01,1.24,2.26,391,1.856,7668927.7
ID,19:00,-0.29,3.8,4.09,739,0.978,9281508.8
ID,19:10,-0.08,4.26,4.34,894,0.784,10870796.0
ID,19:20,1.02,7.46,6.44,1522,0.825,8775143.0
ID,19:30,-0.15,31.62,31.77,6112,0.871,11720382.5
ID,19:40,-2.66,10.95,13.61,2492,0.737,12175204.4
ID,19:50,1.18,8.89,7.72,1822,0.382,12491320.0
ID,20:00,9.09,35.54,26.45,6314,0.848,6749947.3
ID,20:10,-0.92,30.31,31.23,6222,0.833,4950190.6
ID,20:20,4.56,16.44,11.87,3127,0.33,13111637.9
ID,20:30,6.44,37.55,31.1,6343,0.655,9017656.8
ID,20:40,-9.09,14.97,24.06,4314,1.09,4788645.0
ID,20:50,-5.35,11.47,16.82,3230,1.384,4488867.7
ID,21:00,2.22,16.62,14.41,3603,0.553,8417433.9
ID,21:10,-6.73,21.12,27.86,4769,0.982,8166547.4
ID,21:20,7.69,23.54,15.85,3016,0.686,8053942.7
ID,21:30,-2.91,8.83,11.74,2236,0.607,9494092.0
ID,21:40,-1.62,6.78,8.41,1987,0.837,8956935.1
ID,21:50,-5.76,4.63,10.39,1886,0.877,8766428.9
