종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
ZETA,0.466,0,1.4,0.466,0.529,166.0,668,4.0,1.64,662449.4
ZAMA,0.464,0,10.0,0.484,0.586,117.0,4341,30.0,1.819,1320765.1
ICX,0.459,0,1.0,0.459,0.1,102.0,753,2.0,0.713,2571360.0
BARD,0.457,0,2.7,0.457,0.316,124.0,1150,7.0,2.1,680639.3
BREV,0.449,0,3.8,0.466,0.457,179.0,1233,9.0,0.809,2277474.0
IN,0.446,0,6.0,0.514,0.844,446.0,1960,17.0,0.85,4438783.3
SAND,0.44,0,5.0,0.44,0.35,147.0,2331,12.0,3.35,677319.8
AQT,0.424,0,6.3,0.643,1.556,114.0,12192,72.0,5.057,36529.8
RED,0.406,0,3.9,0.406,0.189,150.0,1743,11.0,1.015,760778.1
BONK,0.401,0,3.2,0.401,0.41,501.0,1459,10.0,2.187,6141029884.0
ICP,0.398,0,4.8,0.398,0.257,994.0,1995,14.0,5.526,5342.4
LAYER,0.396,0,4.1,0.432,0.557,791.0,1609,12.0,0.829,3763228.7
POL,0.39,0,4.4,0.39,0.659,170.0,1380,10.0,1.923,3661008.6
MANTRA,0.374,0,2.7,0.39,0.39,1015.0,912,7.0,0.441,48395474.4
FIL,0.363,0,3.2,0.363,0.383,84.0,1909,9.0,3.561,23668.5
KAITO,0.36,0,3.1,0.36,0.254,212.0,1800,9.0,7.824,20576.5
0G,0.351,0,2.7,0.413,0.362,238.0,1741,10.0,2.789,61752.7
ETC,0.351,0,5.8,0.747,0.396,141.0,3294,15.0,2.458,5155.0
WLFI,0.351,0,6.0,0.419,0.578,89.0,3105,25.0,3.165,593033.3
AUCTION,0.347,0,1.0,0.445,0.321,418.0,459,3.0,2.424,3108.7
API3,0.342,0,3.1,0.344,0.303,267.0,1323,9.0,2.59,154683.9
ALGO,0.34,0,7.8,0.466,1.005,681.0,2886,27.0,2.765,1865722.2
JUP,0.34,0,3.5,0.489,0.282,580.0,1064,9.0,2.538,247544.6
ENSO,0.332,0,6.0,0.342,0.555,220.0,3608,23.0,4.085,51396.8
MIRA,0.329,0,5.6,0.331,0.319,79.0,3521,20.0,3.3,622925.5
USDE,0.329,0,0.4,0.329,0.006,66.0,117,0.0,1.713,19469.9
PUMP,0.32,0,2.2,0.32,0.26,356.0,551,4.0,1.613,63821926.7
HYPER,0.319,0,3.1,0.352,0.256,116.0,1310,9.0,0.784,2782385.3
INJ,0.318,0,5.1,0.336,0.59,1060.0,2172,17.0,3.445,5597.5
STX,0.315,0,3.8,0.315,0.83,786.0,2282,14.0,2.377,561971.6
CC,0.313,0,5.6,0.328,0.552,202.0,1587,16.0,1.822,1123813.4
DOT,0.309,0,2.7,0.309,0.299,1029.0,1483,9.0,2.33,38473.8
MOODENG,0.308,0,1.3,0.308,0.14,615.0,514,3.0,1.839,880957.8
T,0.302,0,1.7,0.469,0.321,54.0,1159,6.0,2.024,8559976.0
SYRUP,0.3,0,1.4,0.3,0.137,188.0,724,5.0,2.18,273127.1
AKT,0.295,0,9.7,0.633,0.814,132.0,7567,42.0,4.228,17687.3
ZKP,0.294,0,10.8,1.197,2.285,43.0,13739,73.0,1.996,597257.4
2Z,0.294,0,1.1,0.294,0.36,173.0,650,4.0,0.75,2184521.4
BLEND,0.289,0,4.8,0.796,1.207,73.0,9373,44.0,7.447,128003.6
SIGN,0.287,0,10.1,0.302,0.453,397.0,3664,26.0,0.833,21822631.6
CFG,0.284,0,14.3,0.407,0.759,177.0,7346,57.0,2.06,373186.0
ENS,0.281,0,5.0,0.316,0.27,389.0,2534,16.0,2.748,3976.6
PEPE,0.274,0,3.2,0.302,0.603,457.0,2277,15.0,4.306,33899878748.7
ERA,0.272,0,1.0,0.368,0.33,210.0,487,3.0,1.034,879956.8
SOON,0.268,0,3.7,0.314,0.637,178.0,2878,18.0,0.949,1159511.5
PROVE,0.267,0,4.4,0.443,0.504,296.0,2497,20.0,1.597,261893.7
SHIB,0.266,0,9.8,0.266,1.285,205.0,6897,35.0,2.168,26562012692.4
ANKR,0.265,0,0.8,0.265,0.196,294.0,722,2.0,3.838,1867537.9
ZORA,0.265,0,4.3,0.34,0.732,441.0,1350,13.0,1.029,20373032.9
ZRO,0.264,0,4.8,0.265,0.406,330.0,2626,16.0,2.693,16658.6
ONT,0.263,0,2.0,0.338,0.252,197.0,1560,7.0,1.713,769407.8
SOPH,0.262,0,3.7,0.262,0.332,164.0,3246,11.0,1.501,8611667.8
ATH,0.26,0,3.6,0.365,0.23,362.0,1877,13.0,2.454,7661371.4
IOTA,0.255,0,3.3,0.255,0.268,637.0,1416,8.0,5.157,187235.6
PYTH,0.252,0,3.0,0.279,0.548,277.0,1752,11.0,1.944,822855.6
BIRB,0.25,0,1.0,0.25,0.183,192.0,541,3.0,1.177,1295863.2
SPK,0.249,0,5.1,0.249,0.493,312.0,5208,23.0,2.848,3856458.9
ETHFI,0.245,0,6.0,0.337,0.665,313.0,3748,21.0,1.908,136068.0
ZIL,0.245,0,0.8,0.245,0.151,306.0,570,2.0,2.875,5899524.2
KAT,0.245,0,5.1,0.63,1.155,49.0,5436,25.0,5.098,3892015.1
BERA,0.237,0,5.3,0.237,0.367,264.0,3750,21.0,7.161,73186.9
ZKC,0.236,0,3.8,0.355,0.208,144.0,2462,12.0,2.501,633701.6
LA,0.233,0,3.6,0.233,0.363,333.0,1366,10.0,0.711,3017066.5
POLYX,0.231,0,2.4,0.266,0.291,193.0,1205,7.0,2.037,768143.0
IRYS,0.23,0,9.8,0.276,0.555,192.0,7225,33.0,2.007,7084668.9
HOLO,0.224,0,2.7,0.259,0.33,70.0,1107,10.0,0.328,4867424.7
TREE,0.222,0,3.3,0.547,1.016,56.0,5860,30.0,2.933,431656.1
ALT,0.22,0,2.2,0.229,0.102,792.0,666,4.0,1.263,8501867.1
VVV,0.219,0,7.0,0.315,0.713,313.0,2460,24.0,4.093,696.8
STRAX,0.219,0,4.5,0.243,0.39,243.0,2935,16.0,1.303,23205484.8
FF,0.216,0,2.0,0.612,0.548,39.0,1044,7.0,1.494,2518736.2
ZK,0.211,0,3.3,0.211,0.149,351.0,1065,8.0,0.962,10011545.6
AXL,0.209,0,4.4,0.73,0.783,81.0,3398,19.0,1.678,1057148.8
PRL,0.207,0,7.2,0.5,0.88,186.0,4715,29.0,2.666,385219.2
BIGTIME,0.206,0,1.6,0.231,0.145,73.0,674,4.0,1.16,11093938.1
DOOD,0.204,0,2.1,0.389,0.261,226.0,860,5.0,1.005,48543902.0
BLUR,0.202,0,5.3,0.813,1.329,35.0,4826,29.0,5.651,1500561.1
AZTEC,0.201,0,2.6,0.201,0.336,223.0,927,6.0,2.513,2461035.2
WAL,0.2,0,3.3,0.264,0.175,68.0,1628,10.0,2.45,430175.1
MLK,0.197,0,0.8,0.197,0.146,246.0,1024,3.0,1.585,717662.9
IQ,0.196,0,0.7,0.234,0.089,65.0,405,2.0,0.39,184297266.2
QKC,0.196,0,1.2,0.262,0.186,91.0,1837,5.0,2.968,5046523.2
BTT,0.194,0,1.5,0.226,0.211,135.0,1182,5.0,1.227,482322951726.9
GAS,0.19,0,1.5,0.366,0.176,120.0,1357,5.0,5.023,9520.2
VANA,0.19,0,0.9,0.299,0.109,124.0,672,3.0,1.742,12905.7
RVN,0.185,0,1.0,0.185,0.262,927.0,745,3.0,0.91,14027994.4
VET,0.183,0,1.5,0.184,0.155,132.0,1434,4.0,3.434,3077144.3
VTHO,0.176,0,0.6,0.183,0.118,950.0,520,1.0,0.814,91297748.3
POKT,0.173,0,1.5,0.173,0.338,433.0,769,5.0,0.508,31799735.1
NEWT,0.172,0,0.8,0.172,0.214,115.0,668,2.0,2.954,257107.1
MINA,0.171,0,1.3,0.295,0.124,380.0,1051,4.0,3.569,350908.4
W,0.17,0,1.8,0.17,0.304,850.0,723,5.0,1.907,10189293.9
BLAST,0.169,0,3.6,0.555,0.786,59.0,4438,22.0,2.915,81789828.3
GRT,0.168,0,1.7,0.176,0.175,841.0,876,5.0,4.565,1324632.9
KAVA,0.162,0,1.0,0.162,0.145,180.0,534,3.0,1.701,396906.6
TAIKO,0.161,0,0.7,0.161,0.125,1608.0,284,1.0,0.859,1344660.7
XTZ,0.155,0,0.5,0.155,0.177,172.0,468,2.0,2.07,93710.3
SUN,0.152,0,0.6,0.152,0.202,138.0,230,1.0,1.51,1376708.6
FLOCK,0.151,0,2.3,0.193,0.156,1511.0,2178,9.0,1.725,677491.9
BAT,0.15,0,0.8,0.15,0.121,300.0,401,2.0,0.692,1219829.0
ESP,0.15,0,2.0,0.16,0.267,121.0,1144,7.0,0.808,1518314.2
SOMI,0.15,0,1.8,0.15,0.179,188.0,564,4.0,0.779,822840.0
AAVE,0.141,0,3.7,0.144,0.422,164.0,1987,13.0,3.539,387.6
CTC,0.137,0,2.4,0.137,0.412,342.0,2363,8.0,1.179,1590553.8
BOUNTY,0.135,0,0.4,0.135,0.316,40.0,847,1.0,2.493,2042966.0
IMX,0.133,0,0.8,0.133,0.106,221.0,383,2.0,1.388,395987.6
CKB,0.131,0,2.0,2.435,2.574,101.0,4173,26.0,1.497,39040099.3
PENDLE,0.13,0,4.2,0.299,0.23,94.0,2219,14.0,3.6,5346.2
SONIC,0.13,0,0.8,0.13,0.088,186.0,735,3.0,0.864,4699285.7
G,0.13,0,0.5,0.13,0.119,86.0,635,2.0,2.76,5043957.4
KNC,0.129,0,0.4,0.165,0.124,200.0,246,1.0,1.058,640623.4
AWE,0.128,0,1.8,0.145,0.141,58.0,1274,6.0,2.015,504248.9
THETA,0.128,0,0.5,0.169,0.1,162.0,369,2.0,1.585,195329.5
A,0.127,0,0.7,0.127,0.767,1269.0,872,3.0,0.601,2621281.3
TIA,0.126,0,1.8,0.14,0.176,126.0,973,4.0,2.158,32496.0
WCT,0.125,0,1.8,0.195,0.183,88.0,1196,5.0,1.889,622225.3
ZRX,0.124,0,1.1,0.211,0.126,412.0,413,3.0,1.28,511947.3
HIVE,0.123,0,2.1,0.159,0.49,204.0,1566,10.0,3.157,326879.2
F,0.115,0,0.7,0.115,0.093,128.0,458,3.0,1.117,9006240.5
CPOOL,0.111,0,0.5,0.12,0.148,99.0,944,4.0,1.008,1934050.2
SKR,0.11,0,1.7,0.11,0.172,50.0,885,4.0,0.484,22432999.5
NXPC,0.109,0,1.8,0.126,0.194,143.0,982,6.0,3.217,44480.5
EDGE,0.107,0,1.0,0.12,0.226,58.0,1425,4.0,1.552,330639.2
MASK,0.105,0,0.3,0.105,0.343,262.0,417,1.0,1.877,47975.1
CARV,0.104,0,0.7,0.104,0.095,61.0,620,2.0,0.697,944699.6
ATOM,0.102,0,1.8,0.103,0.503,207.0,2710,8.0,10.232,2677.8
CYBER,0.102,0,0.8,0.102,0.132,102.0,546,2.0,1.107,60863.1
SAFE,0.102,0,0.7,0.122,0.176,113.0,450,2.0,1.011,485063.1
EGLD,0.1,0,0.4,0.1,0.101,201.0,434,1.0,2.774,2615.1
1INCH,0.1,0,0.3,0.1,0.035,100.0,271,1.0,0.466,1166122.3
MOC,0.099,0,0.4,0.113,0.125,80.0,764,1.0,1.626,894185.5
MON,0.097,0,1.0,0.117,0.724,322.0,791,6.0,2.278,1791672.6
ONG,0.094,0,0.6,0.094,0.092,234.0,575,2.0,2.805,394457.2
BSV,0.093,0,1.3,0.163,0.126,234.0,1127,4.0,2.305,957.7
STORJ,0.092,0,0.8,0.109,0.106,51.0,495,3.0,0.959,1841835.8
COW,0.092,0,0.6,0.092,0.087,458.0,213,1.0,1.638,113749.4
MMT,0.091,0,1.2,0.091,0.3,305.0,679,4.0,1.024,620202.3
WET,0.088,0,1.1,0.088,0.173,88.0,845,4.0,1.034,567905.5
WAVES,0.087,0,3.3,0.25,0.471,22.0,2428,11.0,4.069,214583.4
CRO,0.087,0,1.2,0.151,0.121,143.0,1047,3.0,2.132,402544.9
LPT,0.085,0,0.4,0.102,0.087,295.0,481,2.0,2.404,5906.2
SKY,0.083,0,0.9,0.089,0.209,59.0,795,3.0,2.791,237956.9
FLUID,0.083,0,0.8,0.169,0.163,129.0,538,3.0,2.309,7042.8
GMT,0.081,0,0.5,0.09,0.168,74.0,604,3.0,1.586,10588008.5
QTUM,0.08,0,0.9,0.08,0.092,89.0,739,3.0,1.801,32908.0
TOSHI,0.079,0,0.8,0.079,0.15,396.0,386,2.0,1.543,214742410.5
USD1,0.079,0,0.3,0.079,0.017,26.0,679,0.0,0.452,51641.1
NEO,0.078,0,0.8,0.078,0.14,111.0,754,3.0,2.48,7367.9
WAXP,0.078,0,0.4,0.107,0.112,65.0,658,2.0,1.962,4916576.0
HP,0.078,0,0.2,0.078,0.122,782.0,509,1.0,0.93,8838884.5
META,0.077,0,0.5,0.077,0.219,767.0,457,2.0,0.278,27047402.7
DEEP,0.076,0,1.3,0.077,0.168,151.0,729,4.0,0.818,4166261.6
LINEA,0.075,0,0.6,0.107,0.696,187.0,380,2.0,1.557,12264400.4
SNT,0.075,0,0.4,0.075,0.077,75.0,354,1.0,0.715,37943311.3
PUNDIX,0.074,0,0.5,0.145,0.197,372.0,649,2.0,1.178,510078.7
CBK,0.073,0,0.3,0.073,0.156,81.0,559,2.0,2.533,63346.5
HUNT,0.07,0,0.3,0.07,0.17,697.0,414,1.0,0.292,2858452.3
IOST,0.068,0,0.3,0.068,0.089,136.0,419,1.0,1.501,49573739.4
FCT2,0.065,0,0.5,0.065,0.142,131.0,432,2.0,0.372,31560191.2
AGLD,0.062,0,0.6,0.062,0.191,624.0,713,2.0,1.461,207529.1
COMP,0.061,0,0.6,0.061,0.099,76.0,695,2.0,2.547,650.2
UP2,0.061,0,1.2,0.061,0.083,153.0,1256,4.0,3.208,162464.7
MANA,0.061,0,0.4,0.061,0.121,28.0,387,1.0,0.536,2265961.4
WIF,0.06,0,0.4,0.06,0.075,201.0,235,1.0,1.75,112016.4
YGG,0.06,0,0.2,0.06,0.041,86.0,242,1.0,1.951,637141.1
LSK,0.059,0,0.7,0.059,0.072,297.0,490,1.0,0.561,876762.0
MNT,0.058,0,0.3,0.058,0.083,289.0,379,2.0,12.364,25954.0
CELO,0.057,0,0.8,0.057,0.079,190.0,586,2.0,0.518,1365488.7
XEC,0.056,0,0.7,0.068,0.042,268.0,798,2.0,4.416,1221333565.5
XCN,0.056,0,0.4,0.056,0.052,70.0,420,1.0,1.121,7100033.3
MEW,0.056,0,1.0,0.131,0.168,32.0,835,4.0,3.187,44628483.8
GAME2,0.056,0,0.1,0.056,0.088,278.0,858,1.0,0.544,72132446.3
ORBS,0.055,0,0.2,0.055,0.11,33.0,443,1.0,3.135,2524659.4
GLM,0.055,0,0.3,0.055,0.09,139.0,262,1.0,0.887,662698.6
MET2,0.055,0,0.2,0.055,0.055,276.0,100,1.0,0.521,573488.2
DKA,0.054,0,0.5,0.054,0.139,135.0,718,1.0,0.77,11189129.3
SUPER,0.054,0,0.5,0.054,0.211,39.0,290,1.0,0.742,680047.7
CVC,0.053,0,0.5,0.053,0.094,59.0,464,1.0,1.453,1243737.0
ORDER,0.052,0,0.4,0.075,0.082,130.0,393,1.0,1.218,602884.2
ARK,0.048,0,0.3,0.051,0.092,268.0,494,1.0,0.577,1179736.5
POWR,0.044,0,0.5,0.044,0.061,55.0,544,1.0,1.301,471215.8
BORA,0.043,0,0.5,0.067,0.241,433.0,946,2.0,0.959,3400129.4
RAY,0.043,0,0.2,0.063,0.085,98.0,433,1.0,2.5,9177.1
TT,0.043,0,0.2,0.044,0.084,44.0,319,1.0,0.133,269768898.2
SC,0.042,0,0.2,0.042,0.071,105.0,367,1.0,0.487,165179089.3
BEAM,0.041,0,0.4,0.041,0.242,81.0,445,1.0,1.63,21626216.3
AHT,0.039,0,0.2,0.042,0.095,20.0,422,1.0,0.651,61442704.4
ARDR,0.038,0,0.6,0.038,0.213,22.0,979,3.0,2.904,1385374.6
STEEM,0.037,0,0.4,0.052,0.42,62.0,770,3.0,2.34,504967.2
MTL,0.036,0,0.4,0.036,0.111,73.0,404,1.0,0.832,178023.6
ELF,0.032,0,0.3,0.032,0.055,54.0,361,1.0,2.493,171039.9
MBL,0.03,0,0.3,0.06,0.216,37.0,399,1.0,0.304,275564915.9
TOKAMAK,0.029,0,0.3,0.029,0.263,285.0,1154,2.0,2.917,36293.0
MOCA,0.027,0,0.3,0.027,0.133,67.0,321,1.0,0.909,7365029.4
USDS,0.025,0,0.0,0.025,0.002,86.0,93,0.0,3.054,8415.9
MED,0.022,0,0.2,0.022,0.074,45.0,434,1.0,1.409,29484372.8
MVL,0.021,0,0.1,0.023,0.085,106.0,271,1.0,0.358,79674484.8
TFUEL,0.019,0,0.1,0.019,0.072,94.0,300,0.0,0.45,17558208.1
