종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
WLD,7.635,10,201.5,8.859,9.218,201.0,76801,1212.0,2.864,298067.4
BCH,3.737,1,19.3,4.007,1.856,312.0,5186,50.0,4.077,84.8
NEAR,3.249,5,134.5,3.452,2.983,315.0,58844,607.0,6.303,21308.5
ONDO,3.222,5,139.3,3.599,3.926,101.0,38140,556.0,2.997,1240068.5
AERGO,1.832,0,45.8,2.777,3.875,82.0,55468,340.0,5.58,390304.6
ARDR,1.606,0,54.7,3.537,3.481,89.0,83860,481.0,4.613,529993.6
ARB,1.605,0,9.1,1.605,1.062,617.0,2896,23.0,2.502,1650810.2
SEI,1.593,0,35.9,1.593,2.883,468.0,9938,108.0,1.371,2888428.3
IRYS,1.479,0,31.0,5.129,5.751,82.0,28854,239.0,2.823,4500758.2
VIRTUAL,1.471,0,47.9,2.319,1.564,192.0,15578,170.0,3.088,125968.8
HIVE,1.445,0,30.8,2.526,2.636,94.0,36858,230.0,3.811,528579.4
STEEM,1.319,0,8.9,1.699,0.891,123.0,11121,56.0,3.174,284867.5
ALGO,1.307,0,10.7,1.611,0.713,391.0,3639,32.0,2.337,1631967.0
HBAR,1.287,0,35.8,1.619,2.752,116.0,7707,102.0,1.048,14687069.1
STRAX,1.267,0,25.9,1.9,1.271,31.0,25330,123.0,2.466,16499935.3
JTO,1.191,0,57.8,2.834,2.803,72.0,54704,436.0,4.055,77238.2
SAHARA,1.189,0,32.4,1.68,1.639,219.0,18812,155.0,1.773,4194808.6
CHIP,1.186,0,43.8,2.048,1.96,147.0,25316,219.0,2.083,2214752.2
XPL,1.14,0,18.5,1.289,1.15,147.0,5116,52.0,0.928,7930932.2
BIO,1.062,0,17.8,1.499,1.499,111.0,9189,78.0,3.541,797225.3
PIEVERSE,1.059,0,82.3,2.586,3.415,104.0,94420,677.0,3.32,44610.1
