종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
APT,0.951,0,6.3,0.951,0.386,130.0,2611,17.0,4.131,27366.2
SHIB,0.943,0,16.3,0.943,1.066,472.0,8015,50.0,2.031,44126326788.2
VIRTUAL,0.922,0,28.3,1.647,1.415,223.0,9102,101.0,2.62,151030.9
KITE,0.877,0,9.9,0.914,0.687,340.0,3196,22.0,1.973,613873.8
OP,0.863,0,5.4,0.863,0.4,508.0,648,11.0,9.335,438717.5
ZRO,0.81,0,23.0,1.489,2.281,101.0,22655,165.0,19.295,7000.6
LINK,0.801,0,18.8,0.849,1.138,366.0,7267,55.0,4.207,10355.7
PLUME,0.801,0,10.9,0.964,0.447,277.0,1511,23.0,1.361,12535073.8
ALGO,0.756,0,10.8,1.234,0.704,552.0,2751,28.0,3.037,2056298.4
ATH,0.743,0,9.7,0.835,0.363,71.0,3845,30.0,3.427,8242327.7
BONK,0.719,0,6.4,0.772,0.405,250.0,2507,19.0,2.553,17517598381.4
ICP,0.714,0,6.3,0.719,0.38,129.0,3180,19.0,3.987,11396.1
CC,0.703,0,9.2,1.193,0.852,876.0,2421,23.0,3.002,965237.3
ENSO,0.702,0,8.7,0.702,0.744,149.0,4584,32.0,3.199,72337.4
LAYER,0.676,0,7.3,0.735,0.486,215.0,2146,18.0,0.617,4071902.7
BARD,0.633,0,10.6,0.766,0.6,218.0,3271,30.0,2.154,762436.1
CHZ,0.623,0,17.7,0.874,0.656,261.0,5790,52.0,1.831,7601208.8
ZKC,0.606,0,27.7,2.335,2.11,79.0,46322,250.0,7.36,253289.0
SPK,0.6,0,10.8,0.601,0.396,50.0,3835,28.0,1.318,6377192.3
LA,0.594,0,7.9,0.597,0.465,188.0,2055,19.0,1.233,3278485.7
ZBT,0.584,0,7.9,0.882,0.559,254.0,2483,23.0,1.671,1445627.2
WAVES,0.58,0,4.8,1.046,0.483,86.0,2895,14.0,1.894,293009.9
POL,0.568,0,5.8,0.736,0.711,1004.0,1565,12.0,1.509,3567112.6
MEW,0.551,0,7.9,1.644,3.146,49.0,12797,69.0,4.561,58379221.0
PROS,0.543,0,5.6,1.022,1.616,31.0,8665,28.0,2.846,31124.1
BSV,0.536,0,5.7,0.536,0.496,107.0,2375,13.0,5.702,663.8
DOT,0.535,0,3.7,0.535,0.745,535.0,1339,11.0,2.11,41538.8
MIRA,0.507,0,11.8,0.627,0.688,51.0,11881,59.0,6.123,413930.2
VVV,0.503,0,13.8,0.577,0.62,86.0,5878,50.0,2.943,2925.6
AKT,0.501,0,22.3,0.574,0.792,90.0,16262,77.0,2.213,41270.7
RENDER,0.499,0,11.6,0.502,0.442,163.0,4684,34.0,2.572,23873.3
ME,0.499,0,9.2,0.5,0.34,239.0,3626,26.0,2.449,661109.4
PIEVERSE,0.494,0,13.4,2.051,1.584,132.0,11304,75.0,2.808,32833.3
AAVE,0.485,0,9.5,0.486,0.399,211.0,3821,30.0,2.393,492.7
OPEN,0.482,0,11.3,0.834,0.807,89.0,5264,39.0,1.73,328068.9
DOOD,0.479,0,5.7,0.722,0.99,141.0,4051,25.0,0.96,56838556.7
FF,0.471,0,8.1,0.582,0.534,213.0,2800,22.0,2.627,1832559.0
MOODENG,0.466,0,5.4,0.984,0.558,126.0,2482,19.0,2.292,1034730.8
SEI,0.462,0,7.3,0.469,0.679,136.0,3412,23.0,1.924,1619402.5
MON,0.46,0,3.7,0.46,0.341,192.0,1057,8.0,1.772,2920655.3
BIO,0.452,0,6.5,0.452,0.467,189.0,2322,16.0,1.912,2807920.5
ZK,0.441,0,6.8,0.442,0.507,87.0,2585,18.0,1.145,15474461.5
ZKP,0.437,0,11.5,1.101,1.46,79.0,9523,55.0,3.386,897662.6
ATOM,0.423,0,4.3,0.423,0.72,282.0,2045,12.0,6.107,5603.9
PYTH,0.421,0,6.9,0.523,0.468,71.0,2998,20.0,1.976,905969.3
HOLO,0.421,0,5.5,0.46,0.405,166.0,2204,14.0,0.652,1580671.0
MOVE,0.416,0,12.2,0.416,0.282,208.0,3366,26.0,1.364,21548438.7
FLOCK,0.403,0,5.3,0.403,0.355,134.0,2430,15.0,2.663,651888.2
0G,0.396,0,7.0,0.398,0.408,400.0,2881,22.0,1.651,142710.6
HYPER,0.394,0,2.4,0.394,0.305,188.0,725,4.0,0.893,1501393.0
CFG,0.389,0,13.0,0.389,0.504,777.0,3286,32.0,1.236,606196.1
ASTR,0.381,0,3.7,0.404,0.304,63.0,2201,8.0,0.856,10459505.1
ENS,0.371,0,6.8,0.423,0.295,93.0,3655,21.0,9.632,7330.2
ETC,0.37,0,9.7,0.405,0.498,169.0,5689,28.0,2.76,7462.6
CTC,0.362,0,3.8,0.362,0.28,302.0,2267,10.0,1.306,1440733.6
MANTRA,0.36,0,3.6,0.36,0.358,171.0,1205,8.0,0.397,38460039.9
ZORA,0.36,0,6.3,0.378,0.33,248.0,1421,16.0,0.987,18514364.7
STORJ,0.359,0,2.7,0.376,0.287,302.0,735,5.0,0.881,1637018.1
JUP,0.359,0,5.5,0.359,0.493,200.0,1661,12.0,2.592,282870.8
SOMI,0.356,0,1.7,0.369,0.565,273.0,340,4.0,1.636,544963.5
BREV,0.349,0,6.8,0.384,0.201,107.0,2288,15.0,1.059,1784758.7
UP2,0.349,0,4.7,0.35,0.327,94.0,2805,12.0,0.483,2884264.9
ORCA,0.338,0,6.1,0.423,0.293,108.0,3237,16.0,3.395,15156.1
SENT,0.334,0,1.2,0.334,0.118,197.0,473,3.0,1.416,3849303.3
IOTA,0.331,0,3.3,0.335,0.185,121.0,1502,7.0,2.681,772487.0
SIGN,0.33,0,5.6,0.33,0.404,254.0,1693,15.0,1.397,22323348.5
WAL,0.33,0,15.3,0.725,0.959,127.0,11326,71.0,2.725,1029590.5
FIL,0.329,0,6.2,0.331,0.232,151.0,2752,16.0,3.752,56053.6
ONT,0.323,0,9.4,1.345,2.584,207.0,16426,84.0,3.751,575895.4
IN,0.321,0,8.1,0.321,0.527,111.0,7055,28.0,0.884,3631120.5
SOPH,0.316,0,5.9,0.316,0.567,48.0,4107,18.0,3.421,7453488.0
ID,0.315,0,9.7,0.391,0.274,390.0,4185,29.0,1.839,1945345.3
BIGTIME,0.314,0,3.9,0.839,0.525,262.0,1634,10.0,0.66,18724534.8
KAT,0.304,0,6.0,0.423,0.203,44.0,3495,16.0,2.206,7865055.2
ERA,0.301,0,1.3,0.301,0.191,377.0,361,3.0,0.472,1280636.7
GRT,0.301,0,4.9,0.303,0.221,232.0,1759,12.0,4.218,1555319.3
IQ,0.298,0,0.9,0.298,0.06,372.0,419,2.0,0.279,413461809.1
WLFI,0.297,0,8.3,0.463,0.61,44.0,3601,28.0,2.183,2166427.9
AVNT,0.296,0,5.2,0.296,0.688,741.0,1722,13.0,1.496,1463936.3
F,0.296,0,1.4,0.296,0.113,102.0,559,3.0,1.307,8225269.7
IRYS,0.292,0,15.7,0.309,0.612,220.0,7019,43.0,1.545,9616411.0
ARKM,0.287,0,3.8,0.287,0.314,410.0,1028,8.0,1.345,645567.2
SAND,0.285,0,7.2,0.285,0.535,237.0,3047,17.0,2.576,1511660.7
PENDLE,0.279,0,2.5,0.32,0.306,277.0,1387,8.0,5.868,8834.1
KAVA,0.278,0,1.0,0.278,0.139,174.0,620,2.0,1.668,551352.1
TOSHI,0.268,0,1.7,0.546,0.564,77.0,945,6.0,1.871,278157131.5
ETHFI,0.268,0,1.3,0.268,0.286,42.0,716,3.0,3.185,112334.8
W,0.268,0,3.2,0.29,0.283,240.0,1226,6.0,1.617,11506021.3
PUMP,0.265,0,1.5,0.265,0.15,204.0,419,3.0,1.267,66226528.4
GAS,0.256,0,4.5,0.256,0.316,151.0,2220,11.0,2.386,13327.1
STX,0.255,0,8.2,0.259,0.468,425.0,3511,20.0,2.176,687156.8
ESP,0.251,0,3.4,0.251,0.209,74.0,893,5.0,0.399,3155682.6
MMT,0.248,0,2.1,0.279,0.29,310.0,1124,5.0,1.048,410982.0
BERA,0.247,0,6.1,0.283,0.39,28.0,2791,17.0,1.966,259460.1
XAUT,0.247,0,2.6,0.247,0.257,91.0,981,4.0,1.285,13.7
POKT,0.245,0,1.7,0.246,0.391,154.0,905,5.0,1.0,24047351.2
MET2,0.237,0,3.3,0.383,0.782,110.0,1963,14.0,1.375,392337.4
VET,0.234,0,2.6,0.234,0.24,111.0,1819,6.0,4.591,4244655.8
1INCH,0.232,0,1.0,0.29,0.089,112.0,371,2.0,0.642,1024348.7
AZTEC,0.231,0,3.8,0.235,0.249,82.0,1998,12.0,2.455,3046253.1
AXS,0.23,0,5.5,0.23,0.224,209.0,2385,11.0,2.395,38135.2
MBL,0.23,0,0.7,0.248,0.049,83.0,457,1.0,0.301,294875859.7
DEEP,0.228,0,3.4,0.364,0.38,71.0,1787,10.0,1.749,2428446.3
ANIME,0.227,0,2.6,0.227,0.154,174.0,1082,6.0,2.423,15111697.5
A,0.226,0,1.3,0.257,0.117,289.0,741,3.0,0.432,2959628.7
ZETA,0.22,0,2.3,0.248,0.665,63.0,1183,6.0,1.415,1269693.9
EDGE,0.219,0,1.5,0.219,0.172,2192.0,975,4.0,0.203,1801881.3
NEWT,0.216,0,3.4,0.255,0.256,95.0,2117,9.0,1.585,575217.2
TIA,0.216,0,2.5,0.437,0.456,108.0,1385,8.0,2.549,58260.6
SYRUP,0.214,0,2.5,0.272,0.979,267.0,1202,7.0,1.247,467290.1
UNI,0.21,0,2.9,0.29,0.521,124.0,1876,10.0,4.129,7080.8
AXL,0.207,0,5.7,0.217,0.211,122.0,2785,15.0,1.934,1194408.1
LINEA,0.207,0,2.0,0.208,0.2,51.0,765,5.0,1.326,21611832.3
PROVE,0.207,0,2.7,0.448,0.373,345.0,1361,9.0,1.439,382797.3
TREE,0.203,0,2.5,0.203,0.321,290.0,1428,8.0,1.474,677307.9
ELSA,0.202,0,2.6,0.205,0.136,145.0,2109,7.0,2.477,650292.9
BLUR,0.202,0,1.8,0.202,0.206,88.0,712,3.0,1.901,2961733.6
BLEND,0.2,0,4.7,0.44,0.598,56.0,6613,30.0,8.1,78261.2
API3,0.198,0,1.5,0.204,0.182,149.0,945,5.0,2.753,112514.5
CPOOL,0.195,0,2.1,0.204,0.125,79.0,1349,5.0,1.28,2436950.9
XCN,0.195,0,1.1,0.214,0.112,71.0,712,3.0,0.994,6306310.8
RVN,0.192,0,1.4,0.2,0.134,109.0,818,4.0,3.27,4443317.5
SOON,0.191,0,4.3,0.191,0.347,42.0,2465,12.0,0.825,1444289.4
ONG,0.191,0,2.2,0.319,0.53,143.0,2075,10.0,3.297,291733.5
JST,0.191,0,2.5,0.297,0.334,270.0,804,6.0,0.662,2318848.1
ZAMA,0.19,0,1.4,0.498,0.313,440.0,700,5.0,2.66,1502708.5
RAY,0.188,0,1.1,0.191,0.158,193.0,676,3.0,2.681,32873.9
G,0.184,0,2.9,0.289,0.185,158.0,1590,9.0,1.657,14813995.7
SAFE,0.182,0,1.2,0.182,0.182,165.0,527,2.0,1.281,491629.0
2Z,0.176,0,1.3,0.284,0.194,176.0,569,3.0,0.709,1974241.2
XEC,0.174,0,1.9,0.259,0.312,229.0,1137,5.0,3.537,2872957097.4
ARK,0.173,0,1.8,0.353,0.18,667.0,986,4.0,0.82,855150.3
MANA,0.173,0,1.6,0.173,0.163,192.0,718,3.0,0.511,1002214.3
FCT2,0.172,0,1.1,0.172,0.169,191.0,628,3.0,0.431,28739113.7
ALT,0.17,0,2.6,0.17,0.295,170.0,638,5.0,1.093,11139925.0
THETA,0.169,0,0.5,0.169,0.034,153.0,304,1.0,1.661,263186.1
PRL,0.169,0,2.8,0.173,0.411,281.0,1229,8.0,0.705,533677.6
DKA,0.167,0,1.2,0.167,0.289,837.0,910,3.0,1.364,7565925.5
AUCTION,0.166,0,1.0,0.166,0.092,138.0,593,3.0,2.218,6539.1
POLYX,0.165,0,1.8,0.166,0.317,414.0,1049,5.0,1.838,826191.4
ZIL,0.164,0,0.9,0.164,0.13,68.0,598,2.0,2.305,6875587.2
AWE,0.163,0,1.5,0.166,0.712,121.0,1142,5.0,10.943,658180.1
MLK,0.161,0,1.3,0.161,0.364,147.0,1253,3.0,1.436,881709.7
TAIKO,0.161,0,1.4,0.161,0.097,1607.0,408,2.0,0.995,1540332.2
VANA,0.161,0,1.7,0.222,0.227,207.0,1021,5.0,2.306,10707.6
RED,0.16,0,3.6,0.16,0.279,35.0,1583,10.0,0.811,1005598.3
STRAX,0.158,0,3.4,0.158,0.237,66.0,2466,9.0,1.115,26392466.9
ARDR,0.157,0,1.8,0.164,0.169,59.0,1595,5.0,2.597,1510680.1
KAITO,0.152,0,2.1,0.25,0.303,872.0,1283,7.0,2.094,98970.1
AERO,0.15,0,2.7,0.251,0.419,107.0,1419,10.0,2.564,45690.2
BORA,0.148,0,1.2,0.148,0.514,148.0,1440,3.0,1.091,2548862.6
QTUM,0.147,0,1.5,0.167,0.094,105.0,859,4.0,3.88,18788.5
CARV,0.141,0,1.4,0.141,0.099,354.0,911,2.0,1.436,576747.8
ORDER,0.141,0,1.4,0.141,0.156,47.0,735,3.0,2.069,741668.0
CRO,0.139,0,1.2,0.154,0.097,424.0,1063,4.0,3.36,245465.7
BTT,0.138,0,2.5,0.154,0.186,58.0,1873,7.0,2.439,350174580085.4
ANKR,0.138,0,0.9,0.194,0.301,925.0,740,3.0,3.519,3813107.6
LSK,0.134,0,1.6,0.156,0.135,100.0,715,3.0,0.833,1062009.9
BEAM,0.134,0,1.1,0.134,0.084,89.0,627,2.0,1.759,18313586.4
SNT,0.133,0,1.6,0.173,0.123,83.0,611,3.0,0.753,40817845.5
MNT,0.132,0,0.8,0.132,0.113,331.0,476,2.0,8.808,39908.2
AERGO,0.131,0,4.7,0.137,0.612,28.0,3063,13.0,3.599,1201165.5
KNC,0.13,0,0.9,0.173,0.31,216.0,407,2.0,0.99,621100.3
SONIC,0.124,0,1.9,0.124,0.253,155.0,979,5.0,0.776,5182144.0
ICX,0.123,0,2.5,0.123,0.203,137.0,1725,5.0,0.838,2403533.4
PUNDIX,0.119,0,2.0,0.152,0.15,99.0,760,4.0,0.722,921558.5
WIF,0.118,0,0.6,0.138,0.224,79.0,278,1.0,1.263,140549.8
HIVE,0.117,0,2.6,0.132,0.443,491.0,1283,7.0,2.671,606168.2
MVL,0.117,0,0.5,0.117,0.059,73.0,396,1.0,0.312,132095983.7
MOCA,0.115,0,1.4,0.12,0.191,96.0,508,2.0,0.9,8715480.0
BLAST,0.113,0,1.7,0.157,0.228,158.0,1589,6.0,2.947,113719844.8
IMX,0.113,0,0.9,0.113,0.151,125.0,440,2.0,1.659,373213.5
BAT,0.112,0,0.5,0.112,0.111,1121.0,318,1.0,0.853,1278174.7
META,0.111,0,0.6,0.111,0.168,93.0,492,2.0,0.501,25534095.6
GLM,0.108,0,1.1,0.108,0.184,64.0,371,2.0,0.8,857503.0
NEO,0.107,0,1.6,0.107,0.135,119.0,937,4.0,3.291,7671.9
WCT,0.104,0,1.3,0.153,0.2,145.0,877,4.0,1.513,639739.9
TOKAMAK,0.103,0,0.9,0.103,0.307,69.0,1137,3.0,2.837,71691.0
NXPC,0.102,0,0.9,0.102,0.102,113.0,598,2.0,2.186,96685.3
GMT,0.101,0,1.3,0.101,0.093,84.0,716,2.0,1.454,13852401.7
AGLD,0.1,0,1.0,0.1,0.228,333.0,552,2.0,1.05,291800.8
COMP,0.1,0,0.6,0.1,0.062,333.0,506,1.0,2.846,790.8
XTZ,0.1,0,0.9,0.1,0.25,500.0,643,3.0,2.604,88349.1
COW,0.1,0,0.6,0.1,0.04,71.0,313,1.0,1.53,167837.6
BIRB,0.098,0,0.9,0.098,0.213,197.0,580,2.0,0.778,1495054.2
ORBS,0.093,0,0.9,0.1,0.175,82.0,925,3.0,4.999,1380938.0
HP,0.09,0,0.5,0.09,0.128,300.0,769,2.0,0.916,8277572.6
T,0.09,0,1.3,0.144,0.207,199.0,833,4.0,1.282,8116686.7
MED,0.088,0,0.8,0.088,0.087,441.0,886,2.0,1.432,36063242.3
AQT,0.085,0,0.7,0.085,0.117,71.0,539,1.0,0.915,95833.4
LPT,0.082,0,1.0,0.082,0.543,117.0,749,3.0,5.368,6144.3
BOUNTY,0.081,0,0.5,0.081,0.08,115.0,364,1.0,0.659,4582585.9
SKY,0.081,0,0.6,0.09,0.11,250.0,461,2.0,3.175,440875.6
ZRX,0.078,0,1.2,0.24,0.243,97.0,593,3.0,1.817,502622.8
TT,0.077,0,0.5,0.086,0.12,77.0,410,1.0,0.213,331452405.7
CYBER,0.076,0,0.9,0.076,0.09,109.0,786,2.0,7.035,16365.7
MINA,0.075,0,1.0,0.218,0.187,83.0,975,4.0,2.37,322216.2
MTL,0.073,0,0.6,0.073,0.171,146.0,427,2.0,0.716,204686.5
USD1,0.072,0,0.4,0.072,0.023,42.0,694,0.0,0.623,52775.9
STEEM,0.07,0,1.3,0.07,0.084,352.0,820,3.0,1.125,690468.3
VTHO,0.07,0,0.8,0.103,0.064,80.0,654,2.0,1.904,80259237.6
CVC,0.068,0,0.8,0.068,0.159,85.0,512,2.0,0.724,2629608.4
CBK,0.067,0,0.3,0.122,0.063,29.0,537,1.0,0.76,428258.3
HUNT,0.067,0,0.5,0.067,0.037,52.0,272,1.0,0.565,3080321.1
CKB,0.061,0,0.5,0.061,0.081,121.0,228,1.0,1.331,37390518.7
TRUST,0.061,0,1.4,0.061,0.156,36.0,911,3.0,1.671,1032726.8
EGLD,0.06,0,0.7,0.06,0.093,60.0,730,1.0,3.412,3176.2
ELF,0.059,0,0.4,0.059,0.092,59.0,492,1.0,2.874,196889.4
IOST,0.055,0,0.5,0.126,0.126,61.0,493,1.0,1.467,56075427.1
YGG,0.055,0,0.6,0.055,0.04,182.0,368,1.0,1.707,1084963.1
WAXP,0.052,0,0.7,0.052,0.153,48.0,651,2.0,1.233,7292746.5
SUPER,0.05,0,0.8,0.05,0.131,124.0,467,2.0,0.933,706002.6
POWR,0.05,0,0.7,0.098,0.184,168.0,516,2.0,1.624,516947.7
FLUID,0.049,0,0.5,0.049,0.069,37.0,478,1.0,1.411,7231.1
GAME2,0.047,0,0.4,0.058,0.135,31.0,1135,1.0,0.412,84788969.0
SC,0.046,0,0.5,0.053,0.139,33.0,613,1.0,0.624,179761648.7
CELO,0.045,0,0.7,0.047,0.079,167.0,680,2.0,1.6,315577.9
QKC,0.038,0,0.4,0.045,0.053,17.0,521,1.0,0.991,7254249.5
USDE,0.037,0,0.1,0.04,0.038,9.0,220,0.0,2.177,17037.9
TFUEL,0.034,0,0.4,0.037,0.05,30.0,518,1.0,0.614,16607701.7
MOC,0.031,0,0.2,0.031,0.067,156.0,214,0.0,1.168,2083573.4
SUN,0.027,0,0.2,0.027,0.02,39.0,127,0.0,1.167,2077590.6
AHT,0.02,0,0.2,0.02,0.03,33.0,282,0.0,0.746,77808412.6
MASK,0.019,0,0.2,0.019,0.039,96.0,292,0.0,1.462,74278.1
USDS,0.006,0,0.0,0.006,0.003,4.0,94,0.0,2.59,12704.6
DRIFT,0.004,0,0.0,0.004,0.0,37.0,2,0.0,0,0
