종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
NEAR,00:00,1.58,3.21,1.63,489,0.798,77823.3
NEAR,00:10,-1.04,3.11,4.15,929,2.3,50452.8
NEAR,00:20,-1.28,1.09,2.37,334,0.921,95286.9
NEAR,00:30,0.91,3.8,2.89,515,0.896,84807.4
NEAR,00:40,-1.02,1.43,2.45,298,1.95,48246.3
NEAR,00:50,0.58,2.44,1.86,353,1.679,74314.6
NEAR,01:00,-4.38,0.69,5.07,429,4.632,31566.2
NEAR,01:10,-0.76,0.74,1.5,196,1.89,39468.2
NEAR,01:20,-0.4,0.81,1.21,320,1.984,39623.6
NEAR,01:30,-0.01,0.62,0.63,174,4.706,28141.5
NEAR,01:40,-0.53,0.35,0.88,139,2.277,34661.2
NEAR,01:50,0.85,2.67,1.82,434,2.382,42580.8
NEAR,02:00,-0.91,1.87,2.78,385,2.531,42326.0
NEAR,02:10,-1.39,0.48,1.87,197,1.411,70684.6
NEAR,02:20,1.03,1.47,0.44,173,1.662,59162.8
NEAR,02:30,0.1,1.8,1.7,263,1.218,69423.4
NEAR,02:40,-0.28,1.79,2.07,428,1.681,65019.0
NEAR,02:50,-0.57,2.12,2.69,469,1.01,72281.5
NEAR,03:00,0.05,1.71,1.66,341,1.256,67562.1
NEAR,03:10,-0.14,2.26,2.4,392,0.913,93646.6
NEAR,03:20,0.42,1.81,1.39,276,0.742,104712.6
NEAR,03:30,-0.07,2.03,2.1,302,0.704,100013.5
NEAR,03:40,0.05,1.38,1.32,215,0.609,111558.1
NEAR,03:50,-1.89,1.55,3.44,278,0.869,96363.0
NEAR,04:00,2.33,4.58,2.24,672,1.101,77300.5
NEAR,04:10,0.1,1.78,1.68,264,1.258,75907.2
NEAR,04:20,1.32,2.45,1.13,266,0.82,93478.5
NEAR,04:30,0.98,1.99,1.01,289,0.415,118322.8
NEAR,04:40,-0.33,1.08,1.4,227,0.662,104634.8
NEAR,04:50,-1.19,0.92,2.11,292,0.639,85312.5
NEAR,05:00,-0.88,2.65,3.54,487,0.602,86491.5
NEAR,05:10,1.22,2.47,1.25,308,1.027,56349.6
NEAR,05:20,-0.22,1.17,1.39,283,0.729,81982.1
NEAR,05:30,0.43,1.28,0.85,285,0.51,131243.8
NEAR,05:40,4.5,8.29,3.79,940,1.593,84747.4
NEAR,05:50,-1.0,2.23,3.22,505,1.624,58368.9
NEAR,06:00,-1.36,1.06,2.42,462,0.845,95555.9
NEAR,06:10,-2.08,1.21,3.29,408,0.707,139495.8
NEAR,06:20,3.73,5.13,1.4,452,0.422,106155.9
NEAR,06:30,0.75,1.96,1.2,379,1.037,69870.4
NEAR,06:40,0.66,2.12,1.46,383,0.644,98810.8
NEAR,06:50,-1.19,1.59,2.78,499,0.438,108690.1
NEAR,07:00,-0.16,2.64,2.8,620,0.623,96461.2
NEAR,07:10,-0.73,1.29,2.02,278,0.596,100272.3
NEAR,07:20,1.36,5.03,3.67,541,0.671,78493.0
NEAR,07:30,-0.81,0.79,1.6,287,0.661,92098.8
NEAR,07:40,-0.1,1.3,1.4,348,0.95,80041.8
NEAR,07:50,1.75,4.58,2.83,746,0.591,110982.8
NEAR,08:00,-0.8,1.26,2.06,329,0.455,107048.0
NEAR,08:10,-1.54,0.97,2.51,409,0.706,102729.4
NEAR,08:20,-0.25,1.61,1.86,333,0.661,101092.2
NEAR,08:30,-0.63,1.25,1.88,370,0.819,89084.0
NEAR,08:40,0.54,1.96,1.41,388,1.0,76323.7
NEAR,08:50,0.13,1.41,1.28,349,1.002,66807.4
NEAR,09:00,-0.82,1.65,2.48,452,0.72,90790.5
NEAR,09:10,-1.52,1.2,2.72,336,0.657,93052.1
NEAR,09:20,-0.66,1.08,1.74,308,0.489,94564.3
NEAR,09:30,-0.32,3.46,3.78,607,0.529,97018.6
NEAR,09:40,0.83,4.96,4.13,954,0.478,87323.5
NEAR,09:50,1.16,2.93,1.77,499,0.669,84346.7
NEAR,10:00,0.1,1.8,1.7,310,0.506,98231.4
NEAR,10:10,1.52,3.11,1.59,585,0.275,110132.0
NEAR,10:20,-0.43,4.0,4.42,702,0.369,106012.5
NEAR,10:30,0.06,2.92,2.86,427,0.392,83119.8
NEAR,10:40,-0.47,0.73,1.2,183,0.422,109887.1
NEAR,10:50,1.1,2.82,1.72,293,0.353,131277.9
NEAR,11:00,2.87,5.07,2.2,776,0.464,96726.3
NEAR,11:10,0.67,3.1,2.43,551,0.862,63525.8
