종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
JUP,0.668,0,3.4,0.668,0.537,1113.0,1284,11.0,2.994,244736.1
MON,0.664,0,2.8,0.664,0.481,511.0,1392,10.0,2.712,3217821.8
PEPE,0.654,0,6.5,3.483,3.287,935.0,3215,28.0,2.888,47421699165.7
ETHFI,0.652,0,4.1,0.737,0.72,514.0,1389,14.0,3.752,105242.8
ZAMA,0.646,0,11.9,0.976,0.937,137.0,5950,49.0,2.607,2106573.4
ME,0.601,0,4.2,0.601,0.771,261.0,2433,15.0,0.726,3529476.2
LSK,0.598,0,1.9,0.598,0.602,230.0,1051,7.0,0.581,1551909.4
AVNT,0.591,0,7.2,0.635,0.556,323.0,2342,23.0,2.327,939994.4
LAYER,0.578,0,9.6,0.64,0.486,201.0,3029,22.0,0.9,4601527.0
FIL,0.577,0,20.4,0.657,1.439,115.0,13122,105.0,4.894,33279.6
FCT2,0.545,0,1.5,0.567,0.242,190.0,989,4.0,0.481,21182276.9
ENA,0.541,0,14.6,0.703,0.882,196.0,3301,42.0,1.505,4225289.0
AWE,0.522,0,4.3,0.571,0.259,200.0,2182,12.0,2.97,959145.2
HBAR,0.521,0,5.7,0.53,0.663,257.0,3092,18.0,1.133,10492121.9
QTUM,0.511,0,3.0,0.834,0.363,91.0,1922,9.0,2.482,33735.3
STX,0.506,0,5.7,0.506,0.895,337.0,3126,22.0,3.004,456465.2
ONT,0.501,0,9.8,1.192,1.635,120.0,14245,79.0,3.758,393400.4
ARKM,0.499,0,11.4,0.499,1.417,277.0,3769,35.0,1.627,656319.1
STORJ,0.499,0,9.9,0.614,0.731,375.0,2806,28.0,0.81,2903317.7
BIO,0.494,0,7.0,0.494,0.634,823.0,2849,23.0,2.12,3497319.9
AKT,0.491,0,15.6,0.541,0.513,49.0,10067,55.0,3.173,44338.1
TRUMP,0.49,0,6.1,0.498,0.866,306.0,4625,23.0,5.037,10929.6
MEGA,0.47,0,17.0,1.087,0.997,273.0,7162,63.0,0.656,8914400.3
ERA,0.459,0,7.2,0.459,0.834,1148.0,5014,27.0,1.422,1246266.0
MMT,0.459,0,10.2,0.566,0.788,97.0,4566,38.0,0.614,2096555.3
ETC,0.454,0,7.9,0.462,0.507,523.0,6441,30.0,4.122,5306.9
NXPC,0.453,0,6.0,0.453,0.383,129.0,2396,14.0,0.705,268438.0
KITE,0.444,0,7.5,0.447,0.415,174.0,3494,28.0,1.708,1240117.7
BCH,0.435,0,6.6,0.435,1.141,229.0,4381,24.0,3.287,248.5
GMT,0.434,0,4.9,0.434,0.438,362.0,2586,15.0,1.748,19899417.8
ANIME,0.433,0,2.0,0.433,0.427,255.0,1498,7.0,2.934,9756514.1
TREE,0.429,0,2.7,0.429,0.34,113.0,2139,8.0,2.191,624442.2
VET,0.427,0,6.3,0.427,0.487,93.0,5746,27.0,6.807,3465031.5
PROVE,0.409,0,4.9,0.409,0.373,186.0,3236,15.0,1.635,308655.8
PLUME,0.403,0,4.4,0.403,0.543,504.0,1455,19.0,3.14,5834951.2
BARD,0.403,0,6.2,0.403,0.457,149.0,3405,23.0,2.383,353332.2
CPOOL,0.402,0,5.4,0.412,0.256,114.0,4111,18.0,2.263,1053496.6
GRT,0.397,0,9.0,0.4,0.369,310.0,4398,32.0,2.45,1468011.9
PIEVERSE,0.394,0,3.9,0.458,0.412,290.0,3115,15.0,2.018,68454.1
BIRB,0.384,0,3.8,0.384,0.442,960.0,3111,12.0,1.538,775768.5
ALGO,0.379,0,5.6,0.379,0.711,237.0,2077,17.0,1.484,2476422.8
SIGN,0.364,0,5.0,0.364,0.441,404.0,2212,17.0,1.139,17488988.4
POLYX,0.363,0,4.9,0.532,0.419,226.0,3288,18.0,5.467,477061.2
JST,0.362,0,2.8,0.362,0.183,139.0,727,5.0,0.437,2706505.4
XAUT,0.358,0,1.9,0.36,0.676,258.0,1418,7.0,2.664,10.7
TRUST,0.338,0,6.6,0.841,1.047,263.0,3825,29.0,1.057,1773737.4
DOOD,0.332,0,3.0,0.332,0.2,255.0,2137,11.0,2.99,13551782.0
BIGTIME,0.332,0,2.5,0.334,0.236,210.0,1104,7.0,0.836,12782578.9
WLFI,0.321,0,8.7,1.496,2.33,73.0,5874,39.0,3.852,2094945.6
ENS,0.319,0,6.3,0.322,0.372,71.0,4059,21.0,2.314,6945.8
ARB,0.317,0,4.9,0.323,0.657,80.0,1702,14.0,1.907,1870553.5
HYPER,0.314,0,2.6,0.314,0.313,224.0,1421,7.0,1.108,1604762.1
USDE,0.312,0,0.5,0.315,0.015,187.0,213,1.0,0.899,13486.8
OP,0.31,0,1.9,0.31,0.792,443.0,554,5.0,3.857,512643.3
CELO,0.305,0,2.6,0.472,1.084,165.0,1164,9.0,1.043,1925053.0
AXS,0.298,0,5.6,0.306,0.419,131.0,3481,17.0,2.458,45205.7
JTO,0.296,0,12.3,0.299,0.518,296.0,7028,47.0,2.192,163536.2
FLOCK,0.294,0,4.5,0.295,0.348,128.0,2382,16.0,1.722,862841.8
CRO,0.29,0,3.7,0.29,1.437,1449.0,3062,19.0,0.571,5230028.1
BTT,0.289,0,2.3,0.289,0.54,85.0,2431,8.0,1.655,288625456142.6
AVAX,0.286,0,5.7,0.33,0.485,144.0,3769,23.0,4.75,5450.0
ZBT,0.284,0,7.5,0.513,0.393,709.0,2531,23.0,1.038,1505527.4
0G,0.283,0,7.7,1.325,2.885,239.0,13138,76.0,7.202,35929.6
TT,0.281,0,0.5,0.298,0.15,57.0,576,2.0,0.201,319886690.6
ZETA,0.28,0,2.2,0.28,0.316,187.0,1380,7.0,3.945,623778.1
UP2,0.275,0,6.0,0.326,0.396,118.0,4843,20.0,0.823,1580946.3
POL,0.27,0,3.1,0.27,0.484,108.0,1281,8.0,1.028,4626498.3
STRAX,0.268,0,1.4,0.268,0.3,34.0,1796,5.0,0.266,18392419.2
MANTRA,0.268,0,2.6,0.292,0.353,158.0,1597,11.0,0.636,29414891.2
ATOM,0.263,0,6.8,0.311,0.389,165.0,3869,22.0,2.47,9359.9
SPK,0.249,0,5.8,0.249,0.601,113.0,2967,18.0,1.641,4337761.2
F,0.248,0,1.5,0.248,0.148,226.0,822,5.0,2.331,4917809.0
AUCTION,0.248,0,0.9,0.256,0.257,529.0,660,3.0,1.646,9904.3
CC,0.247,0,3.8,0.247,0.295,309.0,1414,9.0,5.673,485566.9
RVN,0.239,0,4.6,0.782,0.856,78.0,8048,30.0,5.32,4324533.0
NEWT,0.238,0,0.9,0.238,0.164,217.0,614,3.0,0.446,3286603.8
UNI,0.235,0,3.3,0.25,0.462,133.0,2383,11.0,2.437,9814.7
WET,0.234,0,2.6,0.234,0.306,59.0,1311,7.0,0.545,3163511.9
PENDLE,0.229,0,4.3,0.321,0.522,330.0,3477,19.0,3.824,10076.6
W,0.227,0,2.6,0.227,0.393,95.0,1246,7.0,1.932,9335080.1
DEEP,0.227,0,2.0,0.232,0.226,264.0,1090,6.0,3.485,1397212.2
DOT,0.225,0,3.4,0.261,0.207,751.0,1463,8.0,2.118,29749.7
BONK,0.222,0,2.3,0.222,0.556,740.0,1271,7.0,2.323,14477902428.0
ZORA,0.222,0,3.6,0.222,0.543,148.0,1283,10.0,0.781,18875193.0
META,0.22,0,2.8,0.231,0.215,169.0,1418,7.0,1.137,32832693.1
HOLO,0.219,0,2.5,0.219,0.272,95.0,917,6.0,0.285,5755524.8
ORDER,0.218,0,2.0,0.218,0.315,167.0,1151,6.0,2.478,476345.5
AGLD,0.216,0,0.7,0.221,0.106,282.0,608,2.0,1.476,202960.5
AXL,0.214,0,1.9,0.214,0.358,306.0,1529,8.0,1.507,903012.4
WCT,0.214,0,1.2,0.214,0.23,214.0,683,4.0,2.965,558341.2
EDGE,0.212,0,3.8,0.257,0.27,201.0,2295,13.0,0.349,3924233.0
SOMI,0.209,0,1.9,0.209,0.169,190.0,643,5.0,0.881,487812.3
HIVE,0.208,0,2.6,0.208,0.181,519.0,1815,9.0,2.639,652528.9
ELSA,0.207,0,1.6,0.274,0.37,165.0,1384,7.0,0.834,538267.0
BREV,0.2,0,1.6,0.2,0.494,499.0,693,6.0,1.073,1335959.9
A,0.199,0,1.2,0.199,0.389,496.0,1118,5.0,0.809,2591952.4
SENT,0.198,0,2.3,0.316,0.859,183.0,1142,9.0,1.475,3268608.8
LINEA,0.197,0,1.9,0.197,0.365,656.0,815,5.0,1.292,18743461.5
YGG,0.195,0,1.0,2.475,4.032,80.0,2186,13.0,1.903,626830.6
OPEN,0.192,0,4.1,0.317,0.272,385.0,1978,11.0,1.248,551566.5
WAVES,0.19,0,2.7,0.22,0.557,147.0,3235,13.0,1.838,131271.8
LPT,0.185,0,2.7,0.186,0.189,268.0,1135,7.0,2.335,10232.7
SOPH,0.179,0,1.6,0.179,0.122,299.0,929,5.0,0.533,26361669.5
COMP,0.177,0,1.1,0.177,0.174,177.0,615,3.0,1.83,1205.3
ID,0.171,0,1.8,0.223,0.345,342.0,2014,7.0,3.195,731082.4
STEEM,0.169,0,1.9,0.169,0.312,141.0,1992,8.0,2.143,406415.4
ENSO,0.168,0,4.8,0.223,0.25,232.0,2786,13.0,2.317,70491.2
ZKP,0.168,0,0.9,0.191,0.117,268.0,483,3.0,0.315,6586468.5
SAFE,0.167,0,2.0,0.167,0.123,139.0,927,4.0,3.056,310458.2
GAS,0.167,0,3.7,0.554,0.676,129.0,5889,25.0,5.757,8131.6
BAT,0.167,0,1.0,0.169,0.123,100.0,525,3.0,0.657,1334805.8
XEC,0.162,0,1.1,0.287,0.213,810.0,979,4.0,0.799,33113106979.4
POKT,0.162,0,1.5,0.191,0.262,547.0,573,4.0,0.536,17424215.2
TOKAMAK,0.16,0,1.1,0.16,0.16,799.0,1525,4.0,1.505,74586.2
SONIC,0.159,0,3.5,0.202,0.311,407.0,2902,16.0,2.033,1445566.6
RED,0.157,0,2.8,0.173,0.471,175.0,811,7.0,0.485,1212478.4
SNT,0.152,0,0.7,0.156,0.239,134.0,1092,3.0,0.42,36328670.2
SKR,0.152,0,0.3,0.152,0.107,508.0,338,1.0,0.971,3968250.7
XCN,0.15,0,1.4,0.15,0.237,1499.0,659,4.0,1.094,7750275.1
SUPER,0.15,0,2.0,0.15,0.625,167.0,1075,8.0,0.654,1226946.5
CARV,0.148,0,1.4,0.148,0.267,135.0,1366,6.0,4.05,453875.5
BEAM,0.145,0,1.1,0.561,0.415,100.0,754,4.0,0.974,30836089.2
MOODENG,0.138,0,2.0,0.289,0.424,229.0,1069,6.0,2.467,830913.6
MINA,0.137,0,1.3,0.143,0.182,750.0,1285,5.0,2.428,369628.6
MLK,0.135,0,0.7,0.135,0.157,226.0,1272,3.0,2.756,521813.8
ORBS,0.133,0,0.9,0.165,0.504,89.0,1174,4.0,0.268,64981264.0
MEW,0.131,0,1.2,0.131,0.218,328.0,1768,6.0,4.195,40281153.5
G,0.13,0,1.5,0.13,0.146,216.0,1043,5.0,3.47,4934643.2
MANA,0.13,0,0.8,0.135,0.104,127.0,855,3.0,2.486,1430861.9
GLM,0.128,0,1.1,0.374,0.315,58.0,535,4.0,0.747,1255823.1
BLUR,0.124,0,1.6,0.281,0.23,412.0,1425,6.0,3.354,2054766.2
MOC,0.123,0,0.5,0.123,0.126,616.0,822,2.0,1.454,1736773.6
ZKC,0.122,0,1.9,0.131,0.147,156.0,1334,6.0,0.352,3733555.7
ARDR,0.121,0,1.2,0.19,0.344,28.0,2656,4.0,3.354,170492.2
KERNEL,0.118,0,1.6,0.118,0.19,108.0,1148,5.0,1.738,364824.9
TOSHI,0.118,0,1.2,0.118,0.139,395.0,919,4.0,1.194,381001592.8
CVC,0.114,0,0.8,0.114,0.173,381.0,939,3.0,1.075,1670183.3
MOCA,0.114,0,1.0,0.146,0.326,128.0,851,4.0,0.59,10939234.7
RAY,0.114,0,2.7,0.278,0.218,71.0,1089,6.0,1.782,41774.4
ZK,0.113,0,1.7,0.167,0.29,188.0,843,5.0,1.447,5474208.1
NEO,0.113,0,1.9,0.171,0.216,142.0,1344,6.0,2.436,11868.1
MBL,0.112,0,0.9,0.116,0.199,57.0,703,3.0,0.65,278005366.7
IMX,0.111,0,1.1,0.187,0.332,555.0,830,5.0,2.017,520700.2
2Z,0.11,0,1.3,0.11,0.295,55.0,804,3.0,1.431,991324.8
ESP,0.11,0,2.0,0.116,0.169,48.0,997,5.0,0.336,2656410.3
ZIL,0.11,0,1.1,0.11,0.11,549.0,1249,3.0,3.444,7774627.0
VANA,0.109,0,2.4,0.114,0.22,197.0,1482,9.0,3.619,19676.1
MOVE,0.108,0,2.9,0.167,0.377,150.0,2134,12.0,1.629,6530429.5
MNT,0.105,0,0.4,0.105,0.18,176.0,557,2.0,5.078,38304.8
HP,0.101,0,0.7,0.101,0.12,91.0,1014,3.0,0.885,5742281.2
KNC,0.101,0,0.8,0.101,0.291,201.0,646,3.0,0.843,850940.2
ARK,0.1,0,1.2,0.1,0.177,250.0,917,4.0,1.373,438211.1
BORA,0.1,0,1.3,0.1,0.116,500.0,1326,4.0,2.559,953188.3
ZRX,0.1,0,0.6,0.1,0.291,167.0,437,2.0,1.576,1121103.7
EGLD,0.1,0,1.0,0.102,0.409,143.0,806,3.0,2.213,4089.7
IQ,0.1,0,0.6,0.1,0.102,125.0,592,2.0,0.2,318324826.6
THETA,0.099,0,1.0,0.099,0.107,248.0,677,3.0,1.729,195685.6
CKB,0.098,0,1.2,0.098,0.4,140.0,1306,4.0,1.05,46817294.1
COW,0.094,0,0.3,0.094,0.15,470.0,205,1.0,1.95,130537.5
WAL,0.093,0,0.7,0.093,0.256,934.0,722,2.0,1.615,1106384.1
ASTR,0.093,0,0.8,0.142,0.284,132.0,609,3.0,0.739,15550197.2
MASK,0.092,0,0.5,0.092,0.141,230.0,531,1.0,1.854,50026.6
CYBER,0.092,0,0.5,0.092,0.203,309.0,540,2.0,2.314,49196.9
PYTH,0.089,0,3.2,0.187,0.282,128.0,2212,13.0,4.19,855369.4
MET2,0.089,0,1.0,0.089,0.108,178.0,455,3.0,1.579,371836.6
AERO,0.088,0,0.8,0.094,0.127,335.0,553,3.0,3.006,53493.2
CTC,0.087,0,1.3,0.137,0.174,5.0,1810,5.0,1.156,1396577.7
T,0.086,0,1.0,0.086,0.179,216.0,1227,4.0,2.323,4362511.0
BSV,0.086,0,1.2,0.103,0.126,172.0,1458,4.0,2.853,1298.6
IOTA,0.084,0,1.6,0.14,0.252,178.0,1308,7.0,2.661,590861.9
AERGO,0.083,0,0.8,0.099,0.181,46.0,1106,4.0,2.003,1097409.8
ANKR,0.08,0,0.7,0.08,0.143,400.0,732,2.0,1.839,8462390.1
BLAST,0.08,0,1.1,0.08,0.122,802.0,1312,5.0,2.139,74017563.7
SYRUP,0.08,0,1.5,0.08,0.19,133.0,1122,6.0,3.014,208458.3
MVL,0.074,0,0.3,0.074,0.131,246.0,368,1.0,0.36,137030421.2
KAVA,0.073,0,0.6,0.102,0.126,87.0,627,3.0,1.444,609801.6
ELF,0.073,0,0.3,0.073,0.187,146.0,396,1.0,0.267,4895514.8
GAME2,0.067,0,0.2,0.067,0.099,35.0,966,1.0,0.324,173572069.9
1INCH,0.065,0,0.6,0.082,0.147,92.0,598,2.0,0.724,1080201.0
PUNDIX,0.065,0,0.6,0.098,0.171,326.0,526,2.0,0.52,661581.2
FLUID,0.062,0,0.6,0.064,0.094,62.0,648,2.0,2.223,10665.3
XTZ,0.061,0,0.7,0.078,0.134,137.0,943,3.0,1.641,135291.8
BOUNTY,0.06,0,0.5,0.208,0.5,33.0,1471,4.0,3.227,1921358.7
SC,0.059,0,0.3,0.065,0.314,100.0,800,2.0,0.355,292268964.4
API3,0.057,0,0.8,0.057,0.098,81.0,564,2.0,1.641,225501.1
SKY,0.057,0,0.3,0.057,0.07,47.0,260,1.0,1.054,741168.7
TAIKO,0.056,0,0.5,0.056,0.153,140.0,600,2.0,0.8,1217524.4
MTL,0.053,0,1.3,0.053,0.237,89.0,1547,5.0,1.455,192256.9
TFUEL,0.053,0,0.4,0.155,0.219,48.0,665,2.0,0.542,20023188.2
IOST,0.052,0,0.6,0.052,0.146,260.0,896,2.0,1.484,79005815.6
MED,0.05,0,0.3,0.05,0.085,36.0,591,1.0,0.848,48410667.6
POWR,0.05,0,1.0,0.217,0.225,124.0,1049,3.0,2.957,234185.3
VTHO,0.047,0,0.5,0.057,0.152,468.0,837,2.0,1.754,50761644.2
AQT,0.045,0,0.4,0.045,0.171,148.0,670,2.0,3.513,36900.8
ICX,0.04,0,0.3,0.04,0.02,400.0,335,1.0,3.984,491601.2
HUNT,0.039,0,0.6,0.075,0.552,24.0,1089,3.0,0.363,2543864.5
SUN,0.038,0,0.4,0.038,0.056,75.0,312,1.0,1.076,3818640.5
AHT,0.03,0,0.2,0.03,0.123,43.0,325,1.0,0.362,112845758.6
WAXP,0.029,0,0.4,0.131,0.116,71.0,770,2.0,2.244,2713420.9
USDS,0.025,0,0.0,0.025,0.018,49.0,110,0.0,1.346,14290.9
CBK,0.024,0,0.2,0.024,0.175,118.0,533,2.0,1.302,437353.5
QKC,0.024,0,0.1,0.024,0.041,118.0,266,0.0,1.128,11664361.3
USD1,0.018,0,0.2,0.018,0.285,15.0,1422,1.0,2.011,21221.1
