종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
ENA,00:00,-0.14,0.03,0.18,20,1.152,9307070.7
ENA,00:10,0.65,0.69,0.04,48,1.204,8175812.5
ENA,00:20,0.01,0.18,0.18,31,1.25,8561758.1
ENA,00:30,-0.07,0.09,0.16,21,1.24,8369594.7
ENA,00:40,-0.06,0.04,0.1,19,1.212,8760795.5
ENA,00:50,0.04,0.08,0.03,21,1.252,8363182.5
ENA,01:00,-0.38,0.0,0.38,15,1.113,9125142.1
ENA,01:10,-0.03,0.0,0.03,5,1.134,9122097.5
ENA,01:20,-0.17,0.01,0.18,11,1.091,9340554.0
ENA,01:30,-0.02,0.02,0.03,7,1.172,8792858.7
ENA,01:40,0.16,0.17,0.01,30,1.171,8903645.0
ENA,01:50,-0.02,0.01,0.03,5,1.171,8906264.1
ENA,02:00,-0.0,0.01,0.01,14,1.149,9257918.2
ENA,02:10,0.01,0.02,0.01,10,1.07,9290291.5
ENA,02:20,-0.01,0.0,0.01,3,1.058,9460763.3
ENA,02:30,0.3,0.34,0.04,39,1.065,9559121.5
ENA,02:40,0.0,0.0,0.0,2,1.109,9579767.8
ENA,02:50,0.0,0.0,0.0,2,1.13,9515830.3
ENA,03:00,0.03,0.03,0.0,3,1.107,9547334.8
ENA,03:10,-0.0,0.0,0.01,3,1.128,9100389.5
ENA,03:30,0.06,0.06,0.0,6,1.052,9564764.6
ENA,03:50,-0.02,0.0,0.03,14,0.992,9820862.5
ENA,04:00,0.02,0.02,0.0,1,0.998,9788477.1
ENA,04:10,0.28,0.28,0.0,1,1.034,9610575.6
ENA,04:20,-0.39,0.0,0.39,8,1.04,9563229.4
ENA,04:30,0.27,0.28,0.0,3,1.058,9575806.2
ENA,04:40,-0.0,0.0,0.0,3,1.058,9603712.9
ENA,04:50,0.04,0.04,0.0,2,1.048,9564975.3
ENA,05:20,-0.07,0.0,0.07,3,1.006,9766546.3
ENA,05:30,-0.3,0.0,0.3,15,0.949,9613765.5
ENA,05:40,-0.0,0.0,0.0,7,0.991,9619879.1
