종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
WLD,00:00,4.53,14.9,10.38,1178,0.769,1425353.7
WLD,00:10,-7.82,6.22,14.04,1340,1.883,839472.2
WLD,00:20,-8.2,3.8,12.0,1057,1.527,878575.4
WLD,00:30,-5.35,11.2,16.56,1947,1.762,694137.7
WLD,00:40,-2.41,6.16,8.57,1141,3.062,487351.9
WLD,00:50,-5.93,6.96,12.89,1575,2.396,531898.1
WLD,01:00,-0.67,3.52,4.19,715,2.1,593470.2
WLD,01:10,-1.58,4.91,6.49,773,1.106,853852.9
WLD,01:20,-9.46,6.03,15.5,1416,2.282,568047.9
WLD,01:30,-3.68,3.1,6.78,676,1.95,708874.8
WLD,01:40,-5.49,3.68,9.17,917,3.16,495279.4
WLD,01:50,-2.14,4.89,7.03,820,2.644,606999.4
WLD,02:00,1.55,6.75,5.2,842,0.869,746206.4
WLD,02:10,0.45,4.99,4.54,631,0.742,810308.5
WLD,02:20,-2.41,5.98,8.38,785,0.605,1007443.8
WLD,02:30,1.9,5.93,4.02,455,0.421,1034360.6
WLD,02:40,0.46,4.18,3.72,605,0.513,1020202.9
WLD,02:50,0.44,3.43,3.0,325,0.708,982391.4
WLD,03:00,-0.43,2.94,3.37,390,0.526,1010467.8
WLD,03:10,2.79,3.63,0.83,378,0.302,1498841.7
WLD,03:20,-0.75,2.29,3.05,340,0.553,1249722.1
WLD,03:30,2.67,5.79,3.12,453,0.298,1643495.3
WLD,03:40,-0.61,0.99,1.61,253,0.3,2034210.3
WLD,03:50,3.29,4.91,1.62,446,0.355,1780095.8
WLD,04:00,0.07,3.49,3.42,552,0.192,1765995.9
WLD,04:10,-1.05,2.68,3.73,664,0.386,1329701.8
WLD,04:20,-1.12,5.59,6.71,625,0.893,759077.6
WLD,04:30,-1.61,2.35,3.96,323,0.762,914326.4
WLD,04:40,1.09,4.8,3.7,648,1.105,753793.3
WLD,04:50,-1.06,1.79,2.85,332,1.668,786763.0
WLD,05:00,-0.28,1.27,1.54,292,1.068,786879.1
WLD,05:10,-0.1,1.58,1.68,285,1.138,698343.4
WLD,05:20,-0.17,0.83,1.0,233,1.227,787917.5
WLD,05:30,2.22,3.56,1.35,346,0.507,1402794.3
WLD,05:40,3.87,5.4,1.53,503,0.509,1384441.9
WLD,05:50,-0.85,2.59,3.44,618,0.346,1593622.4
WLD,06:00,0.78,3.17,2.39,646,0.491,1576567.9
WLD,06:10,-0.76,1.41,2.17,314,0.851,1042127.7
WLD,06:20,-5.15,1.98,7.13,677,1.075,983040.0
WLD,06:30,-0.23,3.42,3.66,395,1.085,1087995.4
WLD,06:40,-0.87,1.5,2.37,441,1.202,1068630.4
WLD,06:50,-0.04,2.79,2.83,320,1.16,1012244.1
WLD,07:00,1.5,8.55,7.05,726,0.944,1261097.6
WLD,07:10,3.94,5.65,1.71,472,0.784,1363365.7
WLD,07:20,-3.77,1.42,5.19,450,0.762,1167256.6
WLD,07:30,-5.88,1.9,7.78,582,1.445,847183.4
WLD,07:40,-0.05,1.66,1.71,426,0.993,1035343.1
WLD,07:50,-5.45,2.09,7.54,716,1.881,771352.0
WLD,08:00,-2.0,1.58,3.58,621,1.323,987447.1
WLD,08:10,-1.32,1.88,3.21,557,1.197,1022929.4
WLD,08:20,0.47,2.54,2.07,324,1.184,1021040.8
WLD,08:30,-0.05,2.03,2.08,291,1.167,983547.9
WLD,08:40,-0.78,1.29,2.08,281,1.116,1025202.5
WLD,08:50,-0.12,2.39,2.51,275,1.425,910440.7
WLD,09:00,-4.77,4.59,9.36,977,2.216,675977.3
WLD,09:10,-3.51,2.43,5.94,850,1.898,803319.0
WLD,09:20,-0.66,4.06,4.72,581,1.636,811053.3
WLD,09:30,-3.54,0.75,4.29,436,2.238,679699.5
WLD,09:40,-2.41,2.32,4.73,659,2.452,675313.0
WLD,09:50,2.28,5.28,3.0,721,1.178,931603.6
WLD,10:00,1.63,7.45,5.82,1051,1.186,1036806.4
WLD,10:10,1.61,6.79,5.17,635,0.67,1473141.5
WLD,10:20,-2.04,2.34,4.38,533,1.258,1223129.6
WLD,10:30,-7.95,1.68,9.64,785,1.537,983972.1
WLD,10:40,-0.82,1.23,2.06,432,1.791,969231.6
WLD,10:50,-0.76,1.92,2.67,563,1.558,1033568.5
WLD,11:00,-0.99,1.31,2.3,293,1.524,1037662.5
WLD,11:10,-3.27,2.49,5.76,776,1.556,992256.0
WLD,11:20,0.2,1.61,1.41,397,1.419,1029487.1
WLD,11:30,-1.71,2.52,4.23,572,1.828,972211.2
WLD,11:40,-2.59,1.11,3.7,545,1.955,943213.4
WLD,11:50,-0.54,1.14,1.68,324,1.37,1032766.4
WLD,12:00,3.51,6.55,3.03,812,0.717,1521024.6
WLD,12:10,-0.19,3.98,4.16,630,0.966,1324649.3
WLD,12:20,0.22,4.38,4.16,573,0.885,1508698.2
WLD,12:30,-0.68,1.43,2.11,375,1.124,1496549.1
WLD,12:40,-2.25,1.73,3.98,359,0.966,1519770.7
WLD,12:50,-2.46,2.83,5.28,681,1.716,1202187.1
WLD,13:00,-2.43,1.5,3.94,541,1.651,1109225.4
WLD,13:10,-2.47,2.5,4.98,643,1.816,1129395.3
WLD,13:20,-5.68,1.33,7.01,615,1.878,1141266.6
WLD,13:30,-8.62,13.33,21.95,1976,3.318,685362.6
WLD,13:40,-1.33,4.06,5.4,576,1.504,1173240.2
WLD,13:50,0.01,3.18,3.16,507,0.665,1478543.6
WLD,14:00,-0.89,3.08,3.97,730,0.635,1525030.4
WLD,14:10,-0.75,1.85,2.6,431,0.561,1936408.1
WLD,14:20,-0.38,3.33,3.71,547,1.131,1529962.9
WLD,14:30,-5.2,1.86,7.06,947,2.234,1042717.3
WLD,14:40,-10.36,4.8,15.16,1962,2.795,761673.4
WLD,14:50,-0.82,3.15,3.96,775,1.672,1158683.6
WLD,15:00,-6.58,2.67,9.25,1007,2.252,943944.9
WLD,15:10,-1.64,1.87,3.51,807,2.793,873680.5
WLD,15:20,-0.91,2.39,3.31,548,2.095,1055366.0
WLD,15:30,1.9,4.85,2.96,544,0.898,1435743.8
WLD,15:40,0.61,3.87,3.25,482,1.27,1300499.9
WLD,15:50,1.02,4.71,3.68,746,1.186,1396763.1
WLD,16:00,-2.1,1.28,3.38,470,0.953,1750868.9
WLD,16:10,-0.06,2.35,2.41,344,0.749,1654688.8
WLD,16:20,-1.26,5.11,6.37,791,0.829,1699500.2
WLD,16:30,3.7,7.45,3.75,700,0.74,1499895.7
WLD,16:40,-1.33,2.52,3.85,594,1.048,1469872.8
WLD,16:50,-2.99,1.76,4.74,477,1.338,1289731.1
WLD,17:00,-2.39,2.14,4.53,674,2.125,1084994.2
WLD,17:10,0.74,3.42,2.68,454,1.345,1345235.0
WLD,17:20,-0.93,1.23,2.16,286,1.361,1377742.5
WLD,17:30,-2.31,1.63,3.94,345,1.49,1058749.4
WLD,17:40,-1.82,1.65,3.47,546,2.088,961090.4
WLD,17:50,-0.09,1.51,1.6,381,1.508,1371123.8
WLD,18:00,0.08,2.11,2.03,283,1.406,1430756.2
WLD,18:10,0.32,1.63,1.31,210,1.55,1363183.3
WLD,18:20,-0.21,1.58,1.79,309,1.268,1428180.6
WLD,18:30,0.71,4.16,3.45,483,0.865,1697486.6
WLD,18:40,-1.05,1.89,2.94,302,1.344,1582274.1
WLD,18:50,0.21,1.4,1.2,241,0.847,1807098.6
WLD,19:00,-0.89,1.45,2.34,309,1.435,1521295.3
WLD,19:10,-6.02,0.46,6.47,609,2.241,885778.3
WLD,19:20,-0.91,2.89,3.81,624,2.497,926964.6
WLD,19:30,-0.67,0.98,1.65,251,1.706,1138617.5
WLD,19:40,-0.96,1.0,1.96,272,1.735,1126714.4
WLD,19:50,-1.47,1.04,2.51,392,1.75,1126181.2
WLD,20:00,-2.95,1.97,4.92,376,1.728,1181765.7
WLD,20:10,-3.05,1.2,4.25,452,2.227,1042933.4
WLD,20:20,-1.5,1.35,2.85,329,1.691,1187889.1
WLD,20:30,-7.72,2.14,9.86,1115,2.482,820028.2
WLD,20:40,-0.58,2.07,2.65,434,1.407,1189644.0
WLD,20:50,-1.04,1.69,2.73,313,1.529,1225614.2
WLD,21:00,-1.52,2.2,3.72,536,1.476,1196228.4
WLD,21:10,0.12,2.62,2.5,381,1.217,1344682.1
WLD,21:20,0.24,1.84,1.59,390,0.982,1641859.6
WLD,21:30,13.12,34.94,21.82,3185,0.684,1338079.0
WLD,21:40,1.66,9.4,7.74,1171,0.958,1655760.0
WLD,21:50,-3.37,6.06,9.43,1192,0.879,1251361.0
WLD,22:00,-1.95,6.21,8.16,956,1.261,1218091.7
WLD,22:10,1.23,6.55,5.32,687,0.856,1605061.6
WLD,22:20,1.54,6.41,4.87,774,1.055,1520756.4
WLD,22:30,-4.42,11.25,15.67,1827,0.775,1756362.9
WLD,22:40,-2.21,8.89,11.1,1409,0.868,1582582.7
WLD,22:50,-6.25,7.55,13.8,1298,1.521,1012874.6
WLD,23:00,-6.36,6.99,13.36,1094,1.2,1136417.8
WLD,23:10,-13.57,6.92,20.49,1350,3.672,599108.2
WLD,23:20,-0.73,4.39,5.12,669,2.017,843543.2
WLD,23:30,-6.53,3.5,10.03,897,2.678,774058.9
WLD,23:40,-7.38,2.72,10.1,861,2.605,772521.4
WLD,23:50,0.67,3.1,2.43,484,2.578,947360.7
NEAR,00:00,0.89,2.17,1.28,259,1.36,89880.1
NEAR,00:10,-1.29,0.74,2.03,286,0.69,99246.6
NEAR,00:20,-0.92,0.92,1.84,249,1.363,87895.2
NEAR,00:30,-1.77,1.26,3.03,359,1.907,82427.2
NEAR,00:40,-0.46,1.2,1.66,334,1.451,81095.6
NEAR,00:50,1.48,2.58,1.1,259,1.372,78226.3
NEAR,01:00,-2.28,2.18,4.45,475,1.63,57065.6
NEAR,01:10,0.84,1.55,0.7,210,1.099,73065.8
NEAR,01:20,0.58,1.38,0.8,218,1.354,84125.6
NEAR,01:30,-1.85,0.92,2.78,259,0.5,103398.9
NEAR,01:40,-0.56,0.65,1.2,211,0.707,106163.9
NEAR,01:50,0.03,0.22,0.19,68,1.595,79854.8
NEAR,02:00,-0.39,0.22,0.61,148,0.833,122061.1
NEAR,02:10,-0.11,0.67,0.78,114,1.812,70147.5
NEAR,02:20,0.26,0.57,0.31,141,0.912,105009.7
NEAR,02:30,-0.58,0.11,0.69,56,1.397,91866.5
NEAR,02:40,-1.07,0.93,2.0,163,0.522,105344.9
NEAR,02:50,0.61,0.91,0.3,106,0.716,115838.8
NEAR,03:00,0.18,0.39,0.22,70,0.466,114457.7
NEAR,03:10,0.09,0.14,0.05,68,1.17,87078.5
NEAR,03:20,0.48,0.81,0.34,142,1.22,90659.6
