종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
WLD,7.554,31,333.6,9.982,9.299,203.0,162405,2020.0,2.9,782862.2
ONDO,3.597,2,110.3,5.486,2.494,149.0,30570,422.0,3.601,961375.0
SUI,2.96,1,54.8,3.251,1.513,226.0,19402,198.0,2.756,150411.5
NEAR,1.84,0,62.7,1.899,2.459,239.0,30436,273.0,4.583,34983.8
PENGU,1.688,0,24.6,1.777,1.559,316.0,5754,61.0,2.406,34285682.0
JTO,1.679,0,55.0,3.623,2.361,97.0,46719,396.0,2.28,125147.8
CHZ,1.416,0,10.4,1.458,1.106,455.0,3587,32.0,2.651,5050506.1
ENA,1.346,0,33.4,1.626,1.478,138.0,8122,98.0,1.595,6082457.4
MOVE,1.33,0,25.2,2.497,2.491,212.0,2700,66.0,2.34,10205509.1
PEPE,1.153,0,7.7,1.22,0.824,495.0,1990,18.0,2.947,46171840926.8
SAHARA,0.996,0,29.5,1.059,1.096,119.0,13860,106.0,1.522,6453070.2
IN,0.958,0,42.2,1.913,2.586,80.0,30329,184.0,1.696,2965311.9
XPL,0.918,0,24.0,0.935,0.864,137.0,6162,55.0,0.955,5077282.2
CFG,0.872,0,11.5,1.166,0.644,442.0,3602,42.0,1.866,397946.2
KITE,0.858,0,12.0,0.858,0.665,429.0,4251,31.0,1.847,613550.5
LINK,0.819,0,13.0,1.028,1.279,199.0,4812,33.0,3.422,5315.7
PLUME,0.81,0,9.8,0.825,0.638,247.0,1532,25.0,2.18,9861582.4
INJ,0.81,0,9.1,0.849,0.667,739.0,3150,31.0,2.751,11162.1
MEGA,0.762,0,6.6,1.093,1.101,101.0,3482,19.0,5.52,1131275.2
DEEP,0.752,0,4.0,1.041,1.027,185.0,1606,13.0,2.174,3121582.4
ZORA,0.733,0,4.3,0.733,0.922,174.0,1220,10.0,0.959,17742685.8
B3,0.715,0,15.4,1.823,2.335,62.0,26136,116.0,5.254,47704200.3
SEI,0.706,0,14.5,1.042,0.469,351.0,4444,38.0,3.146,1551183.8
HBAR,0.655,0,11.7,0.655,0.683,504.0,2544,25.0,1.411,10360783.1
BCH,0.627,0,17.8,0.898,0.622,251.0,7694,62.0,3.554,165.4
ARB,0.618,0,6.9,0.643,0.629,185.0,1659,18.0,1.827,2316223.6
BONK,0.58,0,4.3,0.58,0.6,1160.0,1360,10.0,2.109,21123359445.0
ALGO,0.576,0,5.7,0.576,0.58,180.0,1558,13.0,4.214,1211504.1
VVV,0.575,0,14.7,0.678,0.622,230.0,5078,45.0,2.878,1815.6
TAO,0.564,0,10.9,0.6,0.327,424.0,5070,35.0,4.322,38.7
MIRA,0.559,0,8.9,1.731,1.684,66.0,13469,74.0,2.574,347415.1
SHIB,0.557,0,14.7,0.557,0.648,506.0,6443,38.0,3.047,28455015284.8
OP,0.546,0,3.0,0.69,0.306,397.0,698,8.0,8.664,802409.0
AKT,0.53,0,12.8,0.575,1.133,136.0,9641,42.0,2.612,58575.0
BARD,0.528,0,2.6,0.528,0.272,160.0,1052,6.0,1.594,519937.8
FF,0.524,0,6.0,0.603,0.314,227.0,1846,14.0,0.905,2235596.7
SAND,0.518,0,5.2,0.518,0.379,162.0,2531,14.0,2.293,966632.3
IP,0.5,0,12.5,0.511,0.691,194.0,6448,47.0,5.757,110924.0
BIO,0.491,0,8.6,0.657,0.578,235.0,3278,27.0,2.429,3158615.5
AAVE,0.487,0,5.4,0.487,1.229,443.0,1881,16.0,2.401,739.8
CC,0.48,0,12.1,0.534,0.63,94.0,3894,33.0,3.744,305784.4
EDGE,0.469,0,1.5,0.469,0.1,427.0,519,3.0,1.029,2129802.1
ARKM,0.467,0,3.1,0.472,0.457,340.0,745,10.0,1.58,630790.8
JUP,0.466,0,2.3,0.466,0.402,1552.0,654,5.0,4.054,264374.4
AQT,0.461,0,8.0,0.519,0.338,53.0,6737,26.0,4.449,44294.9
MOODENG,0.457,0,4.3,0.495,0.561,356.0,1235,11.0,4.245,714795.9
AWE,0.456,0,4.1,0.481,0.076,64.0,1830,7.0,3.737,1020614.7
HOLO,0.445,0,5.5,0.445,0.272,212.0,2651,15.0,2.31,547709.1
HYPER,0.441,0,5.4,0.552,0.479,154.0,2338,14.0,1.058,1394276.7
OPEN,0.438,0,9.2,0.469,0.715,86.0,5387,32.0,2.758,189194.8
XAUT,0.43,0,2.0,0.436,0.089,87.0,708,3.0,2.642,9.4
VIRTUAL,0.427,0,17.6,0.463,0.507,164.0,6830,61.0,3.42,118722.9
SOPH,0.413,0,1.7,0.413,0.268,218.0,1278,5.0,2.14,6709750.3
AVAX,0.41,0,6.1,0.544,0.504,261.0,4184,26.0,3.14,6082.7
SOON,0.409,0,11.4,0.46,0.578,176.0,7337,37.0,0.963,1166448.3
IOST,0.381,0,1.7,0.499,0.46,220.0,2002,7.0,3.865,26888009.5
MANTRA,0.378,0,2.6,0.459,0.968,98.0,856,6.0,0.573,29066912.0
RENDER,0.375,0,9.4,0.381,0.398,129.0,3738,27.0,3.249,23460.1
GRT,0.375,0,2.1,0.4,0.099,265.0,938,5.0,0.947,4391752.4
