종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
MNT,0.825,0,2.7,0.92,0.216,1269.0,499,5.0,12.554,34649.8
JUP,0.823,0,5.3,1.451,1.165,99.0,1493,14.0,1.783,322788.1
APT,0.813,0,4.9,0.814,0.769,233.0,2898,20.0,14.751,14700.4
CC,0.806,0,4.2,0.815,0.37,329.0,1257,11.0,2.331,1015315.7
VVV,0.785,0,15.2,0.816,0.416,229.0,4672,45.0,3.407,2787.3
VIRTUAL,0.753,0,13.1,1.66,1.85,266.0,5448,56.0,4.042,100913.8
BIRB,0.733,0,2.1,0.74,0.586,191.0,822,5.0,1.088,1171472.0
ZBT,0.723,0,17.2,0.774,0.743,275.0,6142,54.0,2.483,954880.1
AKT,0.67,0,14.8,1.099,0.794,84.0,10536,62.0,2.149,37100.6
CHZ,0.621,0,14.8,0.646,0.626,479.0,4499,41.0,1.414,12430315.6
PEPE,0.619,0,4.0,0.619,0.611,1238.0,1621,10.0,4.592,36390309746.7
OP,0.591,0,1.5,0.591,0.553,204.0,465,5.0,2.587,419953.0
ICP,0.588,0,4.8,0.588,0.426,218.0,2338,17.0,3.325,17445.1
ALGO,0.584,0,6.5,0.584,1.63,278.0,1775,20.0,2.646,2017190.1
SEI,0.575,0,11.5,0.575,0.835,88.0,3757,24.0,1.771,1761104.2
CHIP,0.565,0,9.9,1.889,1.324,149.0,5899,51.0,4.311,1832642.6
AERO,0.538,0,11.7,1.149,1.517,83.0,7247,56.0,4.189,38346.6
SIGN,0.532,0,7.4,0.575,0.428,144.0,2002,15.0,1.151,25586837.9
POL,0.523,0,3.1,0.939,0.613,178.0,1422,10.0,1.625,3894346.7
AVAX,0.517,0,8.4,0.898,1.22,470.0,3451,24.0,3.066,6497.6
CTC,0.51,0,6.6,0.826,0.525,53.0,5682,26.0,1.224,1494446.9
ASTR,0.509,0,3.3,0.56,0.143,470.0,1220,6.0,0.815,9323350.0
TAIKO,0.489,0,1.1,0.489,0.139,258.0,220,2.0,0.771,1614660.2
KITE,0.484,0,4.5,0.781,0.578,539.0,2512,17.0,1.153,826540.1
AXL,0.479,0,10.6,0.816,1.979,54.0,12517,66.0,3.867,590065.5
ARKM,0.467,0,5.6,0.467,0.427,133.0,1425,15.0,1.833,566993.0
API3,0.457,0,5.6,3.137,4.146,164.0,7246,50.0,3.872,112603.6
LAYER,0.454,0,8.5,0.525,0.427,379.0,2188,20.0,1.027,4759320.1
MOVE,0.452,0,17.8,0.497,0.556,200.0,4780,46.0,1.49,23032286.7
OPEN,0.447,0,10.9,0.75,0.921,90.0,5421,40.0,2.156,265313.3
IRYS,0.446,0,7.6,0.446,0.337,54.0,4568,20.0,1.538,9529538.5
HOLO,0.446,0,4.6,0.665,0.72,108.0,2952,15.0,0.434,2395528.7
PENDLE,0.436,0,8.3,0.632,0.756,129.0,5034,35.0,3.133,13854.7
DKA,0.43,0,0.8,0.505,0.075,59.0,517,2.0,1.441,7790234.3
WET,0.425,0,2.6,0.682,0.258,64.0,1430,7.0,1.789,548148.1
KAITO,0.41,0,4.1,0.514,0.349,49.0,2497,14.0,4.061,67279.8
ARB,0.406,0,6.7,0.719,0.569,191.0,2155,20.0,3.093,1603344.7
ENS,0.405,0,7.4,0.405,0.513,150.0,2620,20.0,2.432,6707.9
AXS,0.405,0,2.9,0.413,0.353,156.0,1597,9.0,2.772,30226.7
STRAX,0.401,0,12.4,0.416,0.736,122.0,8083,47.0,1.24,33128701.0
KERNEL,0.399,0,6.9,0.565,0.449,103.0,6989,27.0,2.408,692851.3
ATH,0.399,0,3.3,0.399,0.185,444.0,1307,9.0,2.195,8922538.1
AWE,0.39,0,3.8,0.54,0.419,45.0,2329,10.0,2.166,551710.3
ZAMA,0.369,0,14.9,0.87,1.398,307.0,10515,79.0,3.546,1330878.0
SOON,0.367,0,5.4,0.367,0.542,159.0,2681,16.0,1.096,1094385.6
PLUME,0.366,0,3.8,0.406,0.284,406.0,693,10.0,1.36,11744172.8
STX,0.365,0,6.0,0.366,0.36,305.0,2259,16.0,3.254,496518.2
RENDER,0.357,0,6.6,0.409,0.491,136.0,2746,19.0,3.594,25786.9
WCT,0.352,0,2.6,0.532,0.18,152.0,1535,6.0,0.977,972864.4
AVNT,0.339,0,3.1,0.408,0.137,367.0,1132,7.0,1.016,1766261.3
LA,0.335,0,5.3,0.335,0.302,418.0,1380,13.0,0.908,3075046.4
0G,0.333,0,2.6,0.334,0.173,209.0,1123,8.0,2.644,76334.3
KAVA,0.332,0,1.9,0.332,0.153,158.0,609,4.0,1.757,651762.1
CFG,0.315,0,20.9,0.41,0.582,219.0,10022,74.0,1.751,508566.6
BLEND,0.311,0,1.8,0.311,0.144,1038.0,1145,5.0,6.643,162884.2
IN,0.31,0,6.4,0.315,0.852,139.0,3978,19.0,0.918,4212164.4
BONK,0.306,0,2.8,0.306,0.229,278.0,974,6.0,2.581,16227608884.3
NXPC,0.285,0,3.1,0.306,0.25,68.0,1212,7.0,4.472,75500.9
ZRO,0.281,0,6.9,0.331,0.308,159.0,4551,25.0,2.163,47297.6
WAL,0.28,0,3.3,0.28,0.211,200.0,1632,10.0,2.316,1056325.7
SNT,0.277,0,0.6,0.277,0.272,173.0,469,2.0,0.669,36575029.5
SPK,0.272,0,7.7,0.273,0.31,196.0,2688,15.0,1.94,4964798.6
ENSO,0.272,0,5.7,1.365,1.24,64.0,4577,33.0,2.547,83624.3
ME,0.268,0,3.7,0.268,0.17,537.0,1386,9.0,2.933,627231.6
SONIC,0.268,0,0.9,0.268,0.118,536.0,502,3.0,0.906,4434407.5
POLYX,0.264,0,2.6,0.291,0.657,235.0,1280,9.0,1.72,1325168.6
ZKC,0.26,0,5.0,0.26,0.169,100.0,3466,15.0,3.021,566007.7
2Z,0.249,0,2.4,0.249,0.176,178.0,847,5.0,0.7,2309591.8
SHIB,0.248,0,7.9,0.248,0.583,826.0,5055,25.0,2.333,38400117175.8
COMP,0.248,0,2.0,0.248,0.152,166.0,888,5.0,2.761,889.3
PIEVERSE,0.244,0,5.6,0.309,0.233,175.0,3242,16.0,2.155,55233.4
SOPH,0.242,0,2.4,0.242,0.273,220.0,1801,7.0,1.382,6382317.2
AERGO,0.242,0,1.7,0.242,0.242,302.0,1562,7.0,2.806,1380323.3
MANTRA,0.241,0,3.2,0.251,0.198,97.0,1114,9.0,0.569,46950035.0
KAT,0.24,0,2.3,0.258,0.293,226.0,1756,8.0,2.135,10022499.5
BTT,0.238,0,1.7,0.292,0.464,124.0,1240,5.0,1.127,627257671437.8
CRO,0.234,0,2.1,0.293,0.177,147.0,1320,7.0,1.651,484794.9
FLOCK,0.232,0,3.3,0.274,0.235,60.0,4080,17.0,2.406,635508.1
BIGTIME,0.229,0,1.2,0.229,0.203,255.0,425,3.0,0.915,13401575.6
MIRA,0.226,0,5.1,0.226,0.287,63.0,3798,19.0,3.089,603415.7
PYTH,0.223,0,4.2,0.389,0.331,413.0,1545,11.0,2.262,902413.7
TREE,0.223,0,2.2,0.248,0.27,78.0,956,6.0,2.312,477872.9
BARD,0.219,0,2.6,0.228,0.22,395.0,1397,7.0,2.12,679533.1
POWR,0.219,0,0.4,0.282,0.1,138.0,261,1.0,1.595,476496.2
SKR,0.217,0,2.1,0.261,0.124,242.0,836,5.0,0.568,22412164.7
BREV,0.213,0,1.9,0.213,0.122,355.0,639,3.0,0.893,2245956.0
W,0.213,0,1.6,0.217,0.181,131.0,530,3.0,1.917,8740326.7
AZTEC,0.209,0,2.0,0.375,0.268,773.0,698,6.0,3.421,2747175.6
GRT,0.207,0,1.7,0.207,0.185,518.0,753,4.0,4.629,1631225.0
IOTA,0.207,0,1.8,0.265,0.108,806.0,819,4.0,3.374,664451.8
MMT,0.203,0,3.4,0.282,0.331,452.0,1650,11.0,1.006,677766.6
LINEA,0.196,0,0.6,0.196,0.244,122.0,267,2.0,1.618,18694018.7
MLK,0.19,0,1.2,0.248,0.138,235.0,749,3.0,1.342,836445.8
PRL,0.189,0,4.9,0.229,0.406,268.0,6688,23.0,3.226,289105.2
NEWT,0.189,0,0.8,0.258,0.199,31.0,848,3.0,2.327,347783.8
ETC,0.184,0,5.0,0.184,0.277,71.0,2511,12.0,2.912,6667.1
ONT,0.184,0,1.5,0.184,0.288,1843.0,1166,6.0,1.459,871734.3
BSV,0.18,0,1.4,0.18,0.15,42.0,1113,4.0,2.477,1129.5
HYPER,0.177,0,2.6,0.243,0.328,253.0,1217,9.0,0.778,2657248.7
MON,0.173,0,2.3,0.173,0.198,575.0,1033,7.0,1.495,3355621.0
SAND,0.173,0,3.2,0.173,0.394,216.0,1847,10.0,2.08,1618390.0
RED,0.17,0,2.7,0.17,0.297,341.0,1108,8.0,0.666,1128363.6
MASK,0.169,0,1.1,0.279,0.114,111.0,666,3.0,1.354,55267.6
TIA,0.164,0,2.7,0.185,0.092,49.0,1597,7.0,3.414,32619.5
ETHFI,0.162,0,0.5,0.169,0.093,61.0,323,1.0,1.709,149961.4
ZETA,0.16,0,1.2,0.16,0.094,178.0,558,2.0,1.942,862428.9
DEEP,0.157,0,1.7,0.163,0.16,196.0,680,5.0,1.273,4874544.1
G,0.156,0,0.7,0.164,0.111,286.0,401,2.0,3.378,8241461.2
ZORA,0.155,0,2.4,0.211,0.206,129.0,725,6.0,1.121,20908926.2
ESP,0.154,0,1.6,0.154,0.119,193.0,436,3.0,0.501,2964057.1
ANIME,0.152,0,1.3,0.176,0.34,400.0,608,3.0,1.991,14305084.3
CELO,0.152,0,1.0,0.153,0.225,220.0,430,3.0,0.501,1607902.3
JST,0.151,0,1.0,0.151,0.125,101.0,386,2.0,0.567,2524973.8
TOKAMAK,0.15,0,0.7,0.15,0.133,1500.0,654,2.0,3.726,40491.8
A,0.15,0,1.7,0.203,0.272,94.0,843,4.0,0.66,2949314.6
SOMI,0.15,0,1.2,0.15,0.157,187.0,391,3.0,0.975,1127183.6
RVN,0.148,0,1.0,0.148,0.141,134.0,530,2.0,1.237,13056964.7
HIVE,0.146,0,2.5,0.146,0.213,208.0,1389,9.0,3.352,508065.3
BERA,0.141,0,3.3,0.141,0.303,176.0,1409,9.0,2.143,223660.3
MEW,0.14,0,1.9,0.14,0.216,233.0,964,5.0,3.126,47368912.4
XEC,0.138,0,0.7,0.318,0.181,151.0,580,2.0,3.326,2357993516.1
ARK,0.137,0,0.7,0.156,0.089,110.0,457,2.0,0.638,1168687.6
ALT,0.137,0,2.1,0.24,0.428,172.0,636,5.0,0.556,18396648.8
WIF,0.136,0,1.0,0.284,0.751,275.0,1157,7.0,1.951,133734.6
THETA,0.133,0,0.6,0.149,0.134,184.0,194,1.0,1.615,246962.4
ATOM,0.133,0,1.7,0.133,0.156,95.0,1143,4.0,3.014,10417.8
ORDER,0.133,0,0.6,0.146,0.183,83.0,489,3.0,1.56,533381.9
1INCH,0.132,0,0.4,0.132,0.251,264.0,296,1.0,0.51,1175288.6
MINA,0.129,0,2.4,0.143,0.199,87.0,1441,9.0,5.34,341505.3
DOOD,0.129,0,1.8,0.221,0.147,209.0,971,5.0,1.571,52620800.3
TOSHI,0.126,0,0.8,0.156,0.125,117.0,410,2.0,1.827,285622960.0
EDGE,0.125,0,0.7,0.125,0.093,208.0,897,2.0,3.307,160611.4
KNC,0.125,0,0.3,0.125,0.124,208.0,158,1.0,0.935,659799.4
XCN,0.123,0,0.9,0.129,0.062,54.0,615,2.0,1.734,3919095.3
IQ,0.12,0,0.4,0.12,0.216,120.0,264,1.0,0.61,117157590.2
MET2,0.12,0,0.5,0.12,0.108,133.0,147,1.0,0.512,652150.2
RAY,0.119,0,0.7,0.122,0.058,624.0,397,2.0,2.154,43101.1
PROVE,0.115,0,1.3,0.384,0.286,144.0,650,4.0,1.254,421359.4
TRAC,0.115,0,1.6,0.123,0.163,41.0,1347,6.0,4.35,46423.0
ZIL,0.115,0,0.5,0.115,0.081,230.0,370,1.0,2.557,7033730.8
UP2,0.114,0,1.8,0.114,0.247,380.0,1714,5.0,0.337,1717420.5
QKC,0.114,0,0.4,0.116,0.109,49.0,182,1.0,1.166,5980875.5
SYRUP,0.111,0,1.5,0.111,0.244,111.0,576,4.0,1.454,358474.7
BLUR,0.11,0,0.4,0.11,0.05,100.0,345,1.0,1.825,2226283.8
POKT,0.109,0,0.7,0.109,0.167,545.0,475,3.0,0.561,32635320.9
FLUID,0.109,0,1.5,0.374,0.68,59.0,1368,7.0,5.555,10955.3
CPOOL,0.109,0,0.9,0.109,0.8,181.0,789,4.0,1.433,2464562.9
STEEM,0.108,0,0.5,0.135,0.101,181.0,484,2.0,2.737,439716.9
SKY,0.104,0,0.5,0.104,0.081,173.0,431,2.0,3.227,380623.3
BEAM,0.104,0,1.1,0.104,0.131,174.0,566,2.0,0.973,35168035.4
IMX,0.102,0,0.6,0.109,0.252,116.0,246,1.0,1.784,342731.9
PROS,0.101,0,1.5,0.134,0.201,35.0,1588,5.0,3.472,31265.9
ONG,0.101,0,0.5,0.101,0.09,168.0,575,2.0,2.792,545442.1
ANKR,0.1,0,0.6,0.117,0.185,111.0,407,2.0,4.056,3453420.9
SC,0.1,0,0.2,0.1,0.061,30.0,379,1.0,0.453,181837553.7
XAUT,0.1,0,0.6,0.1,0.314,1000.0,539,2.0,1.456,11.7
ARDR,0.1,0,0.9,0.1,0.102,500.0,1037,3.0,2.883,1359497.3
CKB,0.1,0,0.4,0.1,0.078,125.0,189,1.0,1.048,39541650.9
NEO,0.099,0,1.0,0.157,0.191,90.0,584,3.0,2.304,7581.2
STORJ,0.098,0,1.1,0.098,0.075,75.0,383,2.0,1.138,1847038.5
TRUST,0.096,0,1.0,0.102,0.162,52.0,1064,4.0,1.361,1018520.2
GLM,0.095,0,0.8,0.095,0.13,95.0,362,2.0,0.865,861013.5
BLAST,0.095,0,1.1,0.095,0.149,159.0,776,3.0,3.038,88116039.6
GAS,0.092,0,1.2,0.096,0.124,100.0,1129,4.0,4.946,8704.8
HP,0.092,0,0.1,0.093,0.156,236.0,188,1.0,0.599,11889552.2
VANA,0.09,0,0.9,0.09,0.142,225.0,494,3.0,3.045,10543.6
F,0.088,0,0.3,0.088,0.055,176.0,224,1.0,1.141,9447883.3
MOODENG,0.088,0,1.0,0.088,0.127,292.0,465,3.0,2.317,953096.5
LSK,0.087,0,0.8,0.178,0.13,109.0,400,2.0,0.647,1048098.0
ELF,0.087,0,0.2,0.117,0.051,67.0,202,1.0,1.982,265780.9
GMT,0.084,0,0.7,0.084,0.089,139.0,338,2.0,1.386,13516341.5
ZK,0.083,0,1.4,0.104,0.189,248.0,544,4.0,1.41,8034046.6
QTUM,0.081,0,0.9,0.092,0.083,91.0,484,2.0,2.461,30997.8
MANA,0.079,0,0.4,0.079,0.098,52.0,395,1.0,0.615,2092559.1
ORBS,0.079,0,0.7,0.081,0.162,208.0,635,2.0,3.081,3429283.3
FCT2,0.077,0,0.4,0.077,0.126,97.0,303,1.0,0.387,34662331.1
VTHO,0.076,0,0.4,0.076,0.122,756.0,487,2.0,1.042,98898115.3
SUN,0.076,0,0.6,0.076,0.079,76.0,147,1.0,1.225,2103985.2
ERA,0.075,0,0.5,0.075,0.066,250.0,300,1.0,1.017,854289.9
WAXP,0.072,0,0.4,0.094,0.133,146.0,626,1.0,1.543,5033272.4
PUMP,0.069,0,0.8,0.069,0.266,231.0,575,3.0,1.52,90800728.8
VET,0.069,0,1.0,0.098,0.226,99.0,1657,4.0,3.591,3226963.6
MOCA,0.067,0,0.8,0.067,0.243,223.0,368,2.0,1.036,6927817.3
META,0.067,0,0.4,0.112,0.3,224.0,257,1.0,0.327,32903681.2
ICX,0.066,0,1.0,0.066,0.129,41.0,735,2.0,0.806,2354007.7
CARV,0.063,0,0.9,0.186,0.43,58.0,870,4.0,1.294,837326.4
XTZ,0.062,0,0.8,0.069,0.258,77.0,433,2.0,2.607,81930.8
MVL,0.06,0,0.1,0.06,0.031,600.0,126,0.0,0.308,123723408.3
SAFE,0.056,0,0.7,0.056,0.099,279.0,344,1.0,0.872,471150.5
AGLD,0.055,0,0.5,0.055,0.086,183.0,415,1.0,1.222,304308.4
AUCTION,0.054,0,0.4,0.095,0.089,227.0,318,1.0,2.14,7183.2
ZRX,0.053,0,0.5,0.053,0.078,76.0,243,1.0,1.359,781990.8
IOST,0.05,0,0.3,0.05,0.059,250.0,283,1.0,1.259,53279356.9
CYBER,0.05,0,0.4,0.05,0.122,501.0,357,1.0,1.281,65420.3
MBL,0.05,0,0.3,0.05,0.069,83.0,310,1.0,0.266,298865185.8
HUNT,0.047,0,0.2,0.047,0.278,468.0,180,1.0,0.367,3040185.2
PUNDIX,0.045,0,0.6,0.057,0.102,152.0,305,1.0,1.042,596132.6
MTL,0.044,0,0.3,0.047,0.143,55.0,271,1.0,0.744,209213.5
BORA,0.043,0,0.3,0.043,0.182,20.0,714,1.0,1.526,2247375.4
LPT,0.043,0,0.2,0.043,0.064,72.0,228,1.0,1.769,9370.6
YGG,0.043,0,0.2,0.043,0.067,215.0,169,1.0,1.833,886089.7
BAT,0.042,0,0.3,0.042,0.055,38.0,221,0.0,0.642,1393073.2
AQT,0.039,0,0.2,0.06,0.263,99.0,522,1.0,2.642,44105.1
CVC,0.036,0,0.3,0.036,0.076,90.0,296,1.0,1.195,1496552.8
TFUEL,0.035,0,0.2,0.035,0.058,117.0,275,1.0,0.524,16569272.7
AHT,0.031,0,0.1,0.034,0.046,305.0,182,0.0,0.471,78137069.3
SUPER,0.03,0,0.1,0.03,0.108,305.0,192,1.0,0.723,848004.2
COW,0.03,0,0.1,0.03,0.03,150.0,97,0.0,1.346,220944.4
USDE,0.027,0,0.1,0.027,0.05,30.0,227,0.0,1.909,19246.8
CBK,0.024,0,0.1,0.024,0.035,40.0,255,0.0,2.211,75842.0
GAME2,0.022,0,0.1,0.022,0.092,28.0,553,0.0,0.489,79203974.3
TT,0.02,0,0.1,0.02,0.031,66.0,168,0.0,0.155,329313350.1
EGLD,0.018,0,0.1,0.02,0.095,61.0,175,0.0,3.17,3258.1
MED,0.017,0,0.1,0.017,0.054,43.0,287,1.0,1.333,39210247.4
T,0.017,0,0.2,0.017,0.061,173.0,306,1.0,1.933,8840858.9
USD1,0.012,0,0.1,0.012,0.026,58.0,479,0.0,0.678,48000.5
MOC,0.01,0,0.0,0.01,0.047,6.0,190,0.0,1.583,2009105.4
BOUNTY,0.005,0,0.0,0.006,0.05,23.0,140,0.0,0.589,4503076.7
USDS,0.001,0,0.0,0.001,0.0,1.0,13,0.0,2.748,12919.4
