종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
AERGO,5.478,2,68.7,7.254,4.569,111.0,71790,554.0,3.062,554854.6
WLD,4.129,2,131.9,5.534,4.891,214.0,55185,723.0,2.102,743253.7
ONDO,2.939,2,101.1,3.993,3.151,193.0,35502,450.0,3.406,1078123.1
BCH,2.931,1,22.6,3.162,0.925,201.0,10084,71.0,2.451,120.4
STRAX,2.737,4,86.2,5.054,5.003,95.0,91317,570.0,2.8,9474841.3
ID,2.716,2,46.4,4.139,5.674,97.0,43360,285.0,3.823,1894339.8
LINK,2.341,1,22.3,2.414,1.051,436.0,10102,73.0,4.963,8848.1
HBAR,2.29,2,46.0,2.368,2.827,176.0,9580,143.0,0.895,15730026.4
WAL,1.996,0,45.1,3.328,2.395,101.0,35377,220.0,9.977,174776.2
RENDER,1.891,0,17.9,2.449,0.558,295.0,6854,50.0,2.34,19820.9
NEAR,1.788,0,64.1,1.973,5.521,284.0,28360,283.0,8.72,22011.1
IN,1.769,0,17.6,1.829,0.757,175.0,5170,44.0,1.136,3184670.0
SUI,1.727,0,32.3,1.746,1.601,205.0,19442,148.0,8.014,77184.2
FF,1.66,0,39.1,2.414,1.438,89.0,14165,158.0,1.239,3151292.8
ZORA,1.442,0,37.6,1.89,2.54,94.0,17201,157.0,1.55,17462833.4
W,1.169,0,24.6,1.169,1.184,88.0,11130,92.0,1.93,10271728.2
POLYX,1.127,0,7.0,3.088,3.952,65.0,10142,57.0,4.8,303818.7
PUNDIX,1.042,0,16.9,1.072,1.407,239.0,9625,70.0,1.27,962224.2
JTO,1.039,0,22.0,1.357,0.718,524.0,10620,83.0,2.327,147979.3
SEI,1.004,0,23.7,1.377,1.392,408.0,7877,84.0,1.953,2053049.5
PENGU,0.936,0,13.4,0.936,1.2,1169.0,3115,43.0,0.893,118205566.5
TAO,0.929,0,12.7,1.047,0.636,281.0,4296,35.0,3.942,198.6
A,0.914,0,2.2,0.915,0.315,158.0,1318,5.0,1.074,2047303.4
ARDR,0.907,0,11.7,1.038,1.306,131.0,15108,73.0,9.637,370551.8
ALGO,0.832,0,13.5,0.837,0.893,382.0,4947,49.0,1.451,2289728.0
ENA,0.79,0,13.6,0.79,1.518,465.0,4254,46.0,2.214,4640102.7
DRIFT,0.788,0,23.1,1.168,1.168,128.0,26190,109.0,74.067,655425.0
SIGN,0.787,0,10.8,0.799,0.667,507.0,6289,51.0,1.473,19132941.5
XPL,0.783,0,17.2,0.817,1.194,230.0,5255,46.0,0.861,8134520.7
HOLO,0.764,0,3.4,0.875,0.206,1232.0,2474,8.0,0.354,3868223.5
CFG,0.759,0,13.0,0.759,0.662,169.0,5725,54.0,1.308,443295.8
HIVE,0.752,0,21.3,0.8,0.978,188.0,24722,139.0,5.988,497119.4
ICP,0.743,0,13.9,0.747,0.669,278.0,5302,43.0,2.38,16739.0
VIRTUAL,0.731,0,22.2,0.775,1.099,77.0,10705,86.0,3.639,124765.3
AQT,0.728,0,7.6,0.857,0.611,98.0,6626,36.0,2.201,74657.5
VVV,0.723,0,17.3,0.723,0.377,723.0,7964,58.0,1.915,2900.9
DOT,0.666,0,4.1,0.668,0.631,197.0,2730,15.0,3.134,34184.3
MANTRA,0.649,0,14.5,0.68,1.074,110.0,8022,60.0,0.722,45223578.8
BONK,0.638,0,3.5,0.664,0.533,575.0,1633,11.0,2.736,15571650367.8
BLEND,0.627,0,6.4,1.082,1.317,385.0,2992,23.0,1.544,1456438.4
SAHARA,0.623,0,35.7,1.222,1.731,87.0,19937,112.0,2.184,3092099.5
INJ,0.614,0,15.5,0.926,0.619,234.0,5406,44.0,1.914,11239.9
BERA,0.614,0,10.8,0.695,0.632,210.0,4091,33.0,2.498,218860.0
ZAMA,0.613,0,5.4,0.751,0.549,592.0,2811,15.0,1.324,2170276.7
IP,0.583,0,22.9,3.281,3.509,83.0,21371,190.0,3.067,152812.7
ZK,0.583,0,5.0,0.583,0.568,216.0,1633,13.0,0.877,11864956.4
PIEVERSE,0.579,0,15.1,0.916,1.313,74.0,16043,102.0,2.253,63308.9
MVL,0.576,0,3.5,1.07,0.494,104.0,4465,14.0,0.241,146708270.8
KITE,0.566,0,17.5,0.705,0.694,204.0,7728,52.0,0.856,1269324.4
LA,0.563,0,10.4,0.607,0.592,232.0,4372,37.0,0.904,3278484.7
DKA,0.544,0,3.6,1.011,0.657,56.0,3630,15.0,2.419,6534042.2
MOODENG,0.518,0,3.8,0.555,0.258,297.0,1067,8.0,2.22,910462.6
MEGA,0.513,0,17.4,0.623,1.884,104.0,11038,80.0,2.03,1757824.4
2Z,0.483,0,3.4,0.617,0.429,41.0,1347,9.0,1.251,1374490.6
GRT,0.481,0,2.7,0.8,0.318,248.0,1790,10.0,2.172,1543674.6
WLFI,0.479,0,8.7,0.479,0.484,1598.0,1754,18.0,1.802,2916611.0
ARB,0.475,0,5.6,0.48,0.783,97.0,2081,16.0,1.712,2266977.8
STX,0.473,0,6.1,0.473,0.474,591.0,3350,21.0,2.824,563500.9
FIL,0.47,0,7.2,0.471,0.611,135.0,4230,27.0,3.163,37421.6
RVN,0.457,0,2.0,0.518,0.366,165.0,1217,6.0,2.844,5632534.3
AVNT,0.454,0,5.8,0.749,0.431,175.0,2080,19.0,1.989,1029963.8
TRUMP,0.451,0,9.4,0.463,0.481,132.0,4083,25.0,1.811,21276.5
CC,0.45,0,2.7,0.45,0.246,237.0,1145,7.0,6.214,550013.4
CHZ,0.448,0,14.8,0.496,0.79,187.0,6331,49.0,2.876,3249162.2
SAND,0.439,0,7.5,0.476,0.528,313.0,3051,27.0,0.352,13079017.7
SOON,0.43,0,4.5,0.437,0.592,51.0,3019,15.0,1.0,1360031.5
MON,0.427,0,5.5,0.427,0.664,305.0,2524,14.0,2.315,2084963.5
CHIP,0.424,0,10.2,0.431,0.532,274.0,5117,41.0,1.94,2648985.9
JUP,0.42,0,3.9,0.42,0.418,700.0,1263,11.0,1.559,358063.4
TOKAMAK,0.413,0,1.4,0.413,0.279,688.0,1498,6.0,1.761,68623.8
SHIB,0.409,0,12.7,0.409,0.712,341.0,9750,50.0,2.572,43788011021.3
GAS,0.401,0,2.9,0.43,0.34,104.0,2244,9.0,2.905,8837.5
BORA,0.398,0,1.5,0.852,0.521,52.0,2328,8.0,3.71,479350.2
WCT,0.396,0,5.6,0.447,0.763,107.0,3067,22.0,2.279,752739.4
ORCA,0.38,0,10.6,0.38,0.362,90.0,4084,24.0,2.313,26714.8
ESP,0.376,0,1.4,0.493,0.307,122.0,1155,5.0,1.653,819131.4
GMT,0.373,0,2.5,0.373,0.214,197.0,1058,6.0,1.353,18803535.5
IRYS,0.371,0,19.8,0.422,1.065,169.0,10460,87.0,3.022,5592975.1
HYPER,0.371,0,6.5,0.457,0.348,139.0,2981,19.0,0.96,1893310.4
BAT,0.369,0,4.7,0.446,0.28,187.0,1641,10.0,0.702,1503753.0
MEW,0.367,0,3.8,0.367,0.413,111.0,1702,8.0,3.096,33612077.3
STORJ,0.365,0,12.6,1.645,1.893,53.0,8011,66.0,1.791,2678017.4
ENS,0.356,0,8.3,0.392,0.657,183.0,5076,27.0,3.317,6429.6
MNT,0.356,0,2.1,0.356,0.214,1782.0,670,5.0,3.655,60580.3
MMT,0.35,0,3.7,0.35,0.197,583.0,1632,8.0,0.983,950094.8
AVAX,0.348,0,5.7,0.361,0.788,208.0,4899,28.0,2.751,5822.7
LAYER,0.348,0,6.0,0.348,0.631,74.0,3004,18.0,1.002,5352037.7
ENSO,0.34,0,3.6,0.373,0.264,204.0,1889,10.0,3.231,74547.8
FLOCK,0.335,0,4.8,0.335,0.418,1118.0,3447,21.0,2.143,476482.7
AXS,0.331,0,13.8,0.348,0.575,85.0,5730,34.0,2.927,50214.0
ME,0.329,0,6.5,0.329,0.456,194.0,2631,21.0,0.834,4192292.4
AUCTION,0.327,0,1.6,0.402,0.341,184.0,924,5.0,1.892,9589.2
POL,0.324,0,5.9,0.324,0.521,130.0,1692,12.0,0.936,4675699.8
VET,0.321,0,4.0,0.389,0.44,120.0,3185,13.0,2.733,4842459.7
ETC,0.32,0,8.8,0.396,0.749,128.0,6548,31.0,4.056,6968.4
BLAST,0.314,0,5.7,0.896,1.067,85.0,5939,31.0,4.272,55134250.7
OPEN,0.314,0,5.6,0.353,0.215,559.0,2631,13.0,1.243,537078.7
EDGE,0.313,0,2.4,0.351,0.374,43.0,1611,9.0,0.575,2924800.4
APT,0.309,0,4.5,0.354,0.405,250.0,2661,13.0,3.608,18082.7
SENT,0.308,0,1.4,0.414,0.315,308.0,467,4.0,1.425,3918921.2
IMX,0.307,0,2.0,0.307,0.367,769.0,778,4.0,1.232,449033.6
PLUME,0.299,0,4.9,0.489,0.472,747.0,1262,13.0,2.534,7728597.2
KAT,0.289,0,5.0,0.289,0.294,193.0,2253,13.0,0.677,41264443.9
ZBT,0.289,0,4.5,0.471,0.364,208.0,1806,12.0,1.066,1067163.6
AKT,0.287,0,5.8,0.287,0.887,102.0,3451,19.0,2.328,39205.5
FLUID,0.266,0,1.8,0.281,0.428,105.0,1388,7.0,1.877,10843.3
MOVE,0.266,0,6.4,0.402,0.468,234.0,2805,21.0,1.375,7584818.8
COMP,0.262,0,1.1,0.277,0.082,162.0,515,2.0,3.057,847.4
BARD,0.26,0,9.2,0.313,0.64,87.0,4034,29.0,1.141,595498.7
CVC,0.259,0,3.4,0.283,0.573,106.0,3123,10.0,1.577,2693735.6
SONIC,0.257,0,4.2,0.257,0.23,143.0,2361,15.0,1.893,1677631.0
ZRO,0.257,0,3.5,0.309,0.707,213.0,1583,9.0,1.813,49731.5
MIRA,0.257,0,2.6,0.306,0.547,297.0,1438,10.0,0.677,4521952.0
DOOD,0.253,0,3.4,0.484,0.643,211.0,2057,12.0,4.585,7368532.1
UNI,0.252,0,4.1,0.253,0.286,182.0,2952,15.0,2.099,10595.7
BEAM,0.25,0,1.2,0.25,0.124,278.0,730,4.0,2.305,16509200.4
