종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
OPEN,0.794,0,7.9,0.794,1.131,29.0,4532,20.0,4.402,161847.6
ETC,0.781,0,10.5,0.955,1.096,179.0,8107,42.0,5.08,4425.0
SAND,0.755,0,13.8,0.755,1.318,419.0,7270,58.0,3.468,1156551.7
SIGN,0.747,0,9.4,0.833,0.914,383.0,3167,33.0,1.681,17317123.9
SEI,0.743,0,21.8,1.357,1.329,113.0,13688,116.0,3.317,1474212.2
PRL,0.707,0,14.9,0.742,0.695,243.0,8078,62.0,1.478,322780.7
AWE,0.7,0,7.0,0.786,0.4,31.0,3577,15.0,8.438,542303.2
FIL,0.7,0,13.7,0.929,1.038,500.0,7756,61.0,4.525,23223.5
CHIP,0.697,0,12.2,0.831,1.105,345.0,8056,61.0,3.89,1095371.1
CFG,0.685,0,15.0,0.827,0.803,285.0,5848,65.0,1.946,544585.3
SHIB,0.661,0,24.6,1.199,1.291,338.0,16729,94.0,3.287,28983079415.3
AVAX,0.648,0,14.0,0.775,1.15,250.0,7899,61.0,3.869,3129.1
BARD,0.637,0,7.1,0.663,0.77,203.0,2803,20.0,1.989,287558.9
ALGO,0.637,0,17.2,0.671,0.779,637.0,5185,54.0,3.512,1117834.7
IRYS,0.616,0,16.3,0.617,0.861,363.0,8548,61.0,1.486,3306440.4
JUP,0.586,0,8.4,0.791,0.337,129.0,3311,27.0,3.777,227147.4
TIA,0.586,0,3.0,0.622,0.438,160.0,1638,9.0,5.665,29215.5
HOLO,0.581,0,6.2,0.583,0.279,234.0,4433,15.0,0.489,1542911.9
BERA,0.578,0,8.7,0.608,0.481,255.0,3940,32.0,5.084,48261.8
WAL,0.57,0,15.7,1.675,1.105,182.0,9330,75.0,3.56,836946.3
NEO,0.547,0,2.5,0.547,0.32,365.0,2073,10.0,4.752,8993.9
ATOM,0.542,0,3.2,0.597,0.282,176.0,2984,10.0,4.288,5368.5
KITE,0.541,0,9.9,0.613,1.723,386.0,6145,41.0,1.524,699525.2
FLOCK,0.537,0,5.3,0.66,0.33,191.0,2987,18.0,2.165,721895.0
IOTA,0.518,0,7.5,0.518,0.307,216.0,3414,21.0,2.892,701209.1
PLUME,0.518,0,10.5,0.518,0.804,192.0,3702,44.0,2.66,6002122.3
LA,0.512,0,8.0,0.572,0.774,345.0,3075,32.0,1.262,1437097.4
STORJ,0.504,0,3.9,0.504,0.84,560.0,2054,14.0,2.17,982509.4
AXS,0.486,0,9.6,0.577,0.889,256.0,7344,40.0,4.239,29976.5
PUNDIX,0.478,0,4.8,0.574,0.43,110.0,2082,13.0,0.877,581826.3
AERO,0.477,0,1.1,0.623,0.146,208.0,520,4.0,2.286,66536.3
FF,0.475,0,15.0,0.524,0.476,212.0,4425,43.0,1.285,1631486.3
ZKC,0.464,0,5.3,0.8,0.336,223.0,2985,16.0,4.47,481000.7
ATH,0.457,0,10.7,0.65,1.162,301.0,6481,55.0,4.018,5459528.2
GRT,0.453,0,4.8,0.46,0.492,359.0,3216,21.0,8.766,538865.1
AKT,0.447,0,12.3,0.525,0.514,203.0,7234,38.0,4.254,47330.9
STX,0.446,0,14.1,0.67,1.625,282.0,9125,75.0,10.235,110774.3
LAYER,0.425,0,9.4,0.808,0.654,446.0,3938,31.0,0.99,3964708.1
HIVE,0.425,0,9.3,0.896,1.563,61.0,8899,47.0,3.869,503028.1
VVV,0.423,0,12.6,0.606,0.759,200.0,7158,54.0,2.506,2519.2
KAT,0.423,0,5.5,0.433,0.568,177.0,3219,18.0,1.868,11476828.3
AUCTION,0.415,0,2.2,0.549,0.14,426.0,1396,6.0,2.015,7993.5
ANKR,0.409,0,3.2,0.409,0.501,241.0,1360,7.0,4.338,4979506.6
SOPH,0.406,0,5.4,0.407,0.443,239.0,3626,22.0,2.356,3787947.6
BONK,0.403,0,5.6,0.403,0.264,1009.0,2484,16.0,3.618,14993563429.3
UNI,0.395,0,5.7,0.49,0.415,420.0,3285,18.0,2.967,8606.3
GMT,0.395,0,4.7,0.545,0.615,494.0,2843,17.0,2.183,12086253.8
BREV,0.388,0,2.7,0.415,0.249,211.0,1354,8.0,2.492,727414.2
MEGA,0.381,0,9.1,0.647,0.471,157.0,6063,33.0,3.216,1159348.7
MON,0.376,0,8.3,0.449,0.639,238.0,2147,24.0,3.099,2059597.8
PYTH,0.367,0,5.3,0.425,0.508,605.0,3291,23.0,2.842,803407.0
GAS,0.364,0,4.0,0.435,0.314,252.0,3961,16.0,6.327,5200.2
RED,0.361,0,1.5,0.361,0.471,241.0,749,4.0,0.972,707448.1
DEEP,0.357,0,10.3,0.367,0.624,161.0,6564,44.0,2.495,2027190.2
PENDLE,0.353,0,10.7,0.457,0.557,232.0,5238,39.0,4.567,9981.5
AAVE,0.351,0,6.0,0.539,0.627,346.0,3305,20.0,5.061,427.7
PUMP,0.349,0,5.4,0.349,0.739,71.0,2310,17.0,1.704,45168357.5
CC,0.346,0,8.0,0.543,0.592,411.0,2528,27.0,6.451,464710.2
ENS,0.344,0,8.8,0.344,0.759,118.0,5439,32.0,3.62,7183.1
ME,0.343,0,5.0,0.347,0.626,140.0,2213,16.0,0.625,3176788.0
AGLD,0.34,0,5.0,0.341,0.53,214.0,1914,13.0,0.855,495959.4
WLFI,0.334,0,8.1,0.371,1.013,239.0,3829,25.0,2.267,2125196.6
DOOD,0.309,0,4.0,0.309,0.28,309.0,2070,10.0,2.463,18384277.9
CYBER,0.305,0,2.3,0.388,0.256,188.0,1154,5.0,4.598,22799.8
MANTRA,0.303,0,5.1,1.129,1.116,200.0,1872,17.0,1.423,26156587.1
ZK,0.3,0,2.9,0.343,0.515,428.0,1408,11.0,1.958,5540226.9
MOVE,0.295,0,7.6,0.411,0.77,256.0,3582,26.0,3.157,3931138.1
SOON,0.295,0,4.3,0.422,0.563,343.0,3508,15.0,1.371,1051324.7
ORCA,0.293,0,5.5,0.311,0.275,157.0,3870,16.0,2.982,19695.8
BLUR,0.292,0,2.7,0.292,0.452,209.0,1805,8.0,2.184,2001093.6
SPK,0.291,0,6.7,0.462,0.624,100.0,3568,22.0,2.18,3303203.7
CRO,0.291,0,3.5,0.325,0.396,202.0,2190,12.0,4.591,264304.1
ZAMA,0.285,0,3.2,0.4,0.216,86.0,1682,8.0,2.458,1356285.7
UP2,0.285,0,9.4,0.389,0.843,66.0,5230,36.0,15.068,1772205.4
AXL,0.282,0,2.6,0.299,0.313,166.0,1575,9.0,2.992,495745.1
ALT,0.28,0,3.5,0.34,0.361,1001.0,1978,12.0,0.603,12635104.0
BLEND,0.278,0,4.1,0.33,0.611,90.0,2289,14.0,1.216,1298128.1
ELSA,0.273,0,4.1,0.273,0.275,50.0,4482,15.0,3.646,285574.6
SKR,0.273,0,1.8,0.717,1.166,54.0,1572,7.0,196.8,986695.2
PROS,0.271,0,7.5,0.374,0.544,72.0,4362,21.0,1.516,66521.4
BAT,0.27,0,2.5,0.362,0.352,99.0,1811,8.0,1.469,700334.7
ONT,0.268,0,3.9,0.268,0.314,84.0,2541,11.0,1.657,682249.1
TREE,0.265,0,2.5,0.356,0.411,372.0,2140,11.0,3.5,426689.5
LPT,0.264,0,1.1,0.342,0.206,526.0,985,5.0,3.013,7672.5
GLM,0.258,0,2.3,0.299,0.326,121.0,1160,6.0,1.365,732618.4
KAVA,0.257,0,1.7,0.257,0.362,366.0,1392,6.0,2.246,514607.4
BTT,0.256,0,3.7,0.473,0.561,2560.0,3613,13.0,2.71,80473016577.5
2Z,0.255,0,1.8,0.255,0.253,319.0,867,4.0,0.683,1825780.9
WAVES,0.254,0,2.7,0.257,0.576,72.0,2203,10.0,2.098,114675.1
ONG,0.251,0,2.2,0.253,0.236,141.0,1970,7.0,2.691,387812.4
A,0.249,0,3.9,0.344,0.607,191.0,2868,14.0,1.061,1196970.6
KERNEL,0.245,0,1.8,0.391,0.316,58.0,1593,6.0,2.797,421268.9
ORBS,0.243,0,2.4,0.243,0.196,243.0,1966,6.0,0.237,18429924.8
ARKM,0.237,0,11.2,0.303,0.376,248.0,3740,32.0,1.927,574627.9
LSK,0.236,0,1.7,0.485,0.249,459.0,1122,5.0,0.666,1082689.8
KNC,0.233,0,1.1,0.233,0.203,194.0,659,3.0,1.893,439626.5
VET,0.23,0,3.7,0.342,0.338,191.0,3558,15.0,5.986,2472892.0
AZTEC,0.23,0,3.9,0.346,0.545,230.0,4873,24.0,21.78,170271.5
ARDR,0.226,0,5.1,0.257,0.311,47.0,8417,27.0,4.582,638260.8
SUPER,0.221,0,1.7,0.221,0.194,147.0,633,4.0,0.893,966695.7
OP,0.219,0,4.4,0.221,0.411,111.0,1927,15.0,7.012,399619.0
WET,0.212,0,2.1,0.408,0.753,82.0,1794,9.0,1.143,685944.2
KAITO,0.212,0,4.5,0.215,0.274,156.0,2443,15.0,2.154,112742.5
WIF,0.209,0,1.4,0.209,0.201,698.0,783,4.0,6.723,285901.0
APT,0.207,0,6.6,0.549,1.076,159.0,5722,34.0,4.777,15172.3
POKT,0.207,0,1.4,0.207,0.288,173.0,1537,6.0,0.872,14176922.3
CTC,0.206,0,2.8,0.332,0.313,48.0,2760,9.0,1.054,863334.8
LINEA,0.205,0,3.4,0.27,0.234,293.0,1571,11.0,2.788,9495689.7
TAIKO,0.202,0,1.0,0.257,0.362,129.0,905,5.0,0.519,990230.5
POLYX,0.2,0,4.0,0.35,0.342,223.0,2652,14.0,4.279,272727.0
COMP,0.198,0,2.5,0.802,1.395,86.0,3015,17.0,5.756,471.0
XEC,0.198,0,1.9,0.202,0.177,94.0,1836,6.0,3.332,5048607145.7
MOCA,0.198,0,1.0,0.207,0.156,108.0,746,3.0,1.366,6692654.8
G,0.196,0,2.4,0.205,0.346,267.0,1374,7.0,7.321,3387392.4
B3,0.195,0,5.0,0.195,0.331,278.0,4059,18.0,1.249,77003071.2
BEAM,0.195,0,1.1,0.195,0.07,130.0,913,3.0,3.725,7623454.4
BIGTIME,0.193,0,2.0,0.226,0.169,92.0,1184,7.0,1.415,9733373.9
0G,0.192,0,3.7,0.265,0.193,142.0,2646,15.0,3.174,69882.0
PROVE,0.192,0,3.3,0.192,0.472,320.0,1464,8.0,2.546,247239.2
ENSO,0.189,0,4.3,0.305,0.709,379.0,2626,16.0,5.923,54683.1
FLUID,0.188,0,1.0,0.221,0.396,85.0,930,4.0,2.174,14953.2
MNT,0.186,0,2.2,0.186,0.196,169.0,1298,7.0,4.744,69003.2
TFUEL,0.186,0,0.8,0.186,0.129,1864.0,836,2.0,0.405,11779622.6
BSV,0.184,0,2.5,0.277,0.195,116.0,2177,7.0,1.64,1434.3
F,0.183,0,1.0,0.214,0.319,183.0,1117,5.0,1.367,7759435.0
BLAST,0.182,0,2.8,0.185,0.414,126.0,2474,10.0,2.687,53675479.0
HP,0.178,0,1.1,0.27,0.317,56.0,2300,5.0,2.099,2269239.5
XCN,0.176,0,2.1,0.176,0.235,98.0,1158,5.0,2.64,4488629.8
RAY,0.175,0,2.0,0.282,0.329,159.0,1405,5.0,2.374,48670.8
ANIME,0.17,0,2.6,0.17,0.351,565.0,1539,9.0,2.62,12028723.9
ASTR,0.169,0,1.5,0.254,0.141,562.0,1218,5.0,2.54,3939106.5
ARK,0.169,0,2.4,0.169,0.549,130.0,1771,8.0,0.845,655486.5
ETHFI,0.168,0,1.7,0.308,0.14,56.0,1168,5.0,2.186,50945.2
STRAX,0.168,0,6.6,0.309,0.626,179.0,4967,26.0,2.149,8664491.2
MIRA,0.167,0,3.2,0.253,0.28,418.0,2134,10.0,1.035,1099299.1
MMT,0.167,0,1.3,0.232,0.508,557.0,729,5.0,1.187,756608.0
NXPC,0.163,0,2.7,0.269,0.429,134.0,1933,10.0,2.113,57707.5
ZETA,0.163,0,2.7,0.172,0.607,152.0,2024,9.0,1.926,830484.3
VANA,0.162,0,1.8,0.162,0.112,811.0,1492,5.0,2.684,16694.9
T,0.158,0,1.9,0.175,0.122,85.0,1319,6.0,3.253,3391490.1
HYPER,0.156,0,1.6,0.159,0.209,77.0,1128,5.0,0.503,2257248.7
ESP,0.146,0,3.0,0.184,0.14,79.0,1620,7.0,1.515,756296.2
CELO,0.142,0,1.9,0.223,0.248,158.0,1347,6.0,0.76,991552.4
QKC,0.141,0,1.5,0.305,0.531,22.0,4165,9.0,2.491,4096031.2
SONIC,0.141,0,4.1,0.294,0.254,78.0,3099,18.0,2.537,1059272.7
IMX,0.14,0,1.5,0.14,0.257,156.0,1121,5.0,2.381,241116.7
QTUM,0.136,0,2.2,0.149,0.259,341.0,1909,7.0,9.199,15665.9
ZIL,0.134,0,2.7,0.153,0.2,191.0,1636,8.0,6.028,4233477.4
MINA,0.134,0,1.6,0.134,0.176,122.0,1588,5.0,4.832,211771.2
TRUST,0.133,0,3.3,0.134,0.504,56.0,2538,10.0,2.636,540241.4
WAXP,0.13,0,1.3,0.13,0.18,118.0,1107,4.0,3.037,2679921.1
RVN,0.129,0,2.3,0.13,0.196,108.0,1924,7.0,5.784,3083305.3
MET2,0.124,0,2.3,0.201,0.34,168.0,971,8.0,2.417,320693.0
IOST,0.124,0,0.9,0.124,0.07,113.0,752,2.0,1.382,55327106.8
1INCH,0.124,0,1.8,0.175,0.238,62.0,1134,5.0,1.357,558352.9
VTHO,0.121,0,1.6,0.153,0.175,54.0,1631,5.0,2.453,62180063.5
SNT,0.121,0,1.3,0.168,0.259,59.0,2509,6.0,0.927,24341333.8
SENT,0.121,0,0.6,0.121,0.247,605.0,958,3.0,1.674,3086442.2
ZRX,0.12,0,1.8,0.12,0.382,171.0,988,5.0,2.033,522720.6
BIRB,0.12,0,1.7,0.12,0.286,150.0,1014,5.0,35.424,686976.4
CKB,0.118,0,0.9,0.118,0.096,74.0,721,2.0,1.844,46254583.2
CARV,0.115,0,2.1,0.143,0.292,289.0,2146,7.0,2.762,462462.0
MEW,0.115,0,2.7,0.17,0.369,146.0,2481,12.0,4.32,41846910.9
AQT,0.114,0,0.8,0.114,0.182,379.0,1033,3.0,5.623,29548.5
DKA,0.112,0,2.4,0.137,0.252,124.0,2797,8.0,1.976,3846041.6
USDS,0.112,0,0.4,0.112,0.05,45.0,360,1.0,0.9,17394.4
ICX,0.109,0,1.5,0.134,0.137,105.0,1058,4.0,3.268,516991.4
EGLD,0.109,0,1.1,0.112,0.095,109.0,1244,3.0,4.6,2674.3
ORDER,0.107,0,1.9,0.125,0.269,134.0,1689,5.0,3.385,243036.4
COW,0.106,0,0.6,0.141,0.153,212.0,329,2.0,2.235,138735.4
GAME2,0.106,0,0.8,0.106,0.174,266.0,1232,3.0,1.127,37244708.6
THETA,0.105,0,1.6,0.149,0.157,132.0,1293,6.0,2.091,194580.4
META,0.104,0,1.1,0.105,0.445,96.0,1885,4.0,0.564,13795151.6
WCT,0.104,0,1.0,0.177,0.22,259.0,1043,5.0,3.983,552073.8
NEWT,0.102,0,1.4,0.102,0.198,146.0,1309,5.0,1.905,770987.0
STEEM,0.101,0,2.2,0.109,0.197,202.0,1977,8.0,2.784,320538.9
MASK,0.101,0,0.9,0.101,0.067,253.0,753,2.0,2.953,30484.3
MANA,0.1,0,1.1,0.1,0.158,500.0,1170,3.0,1.43,1404436.3
CVC,0.093,0,0.7,0.141,0.314,79.0,1240,3.0,0.957,1141595.0
SOMI,0.093,0,0.8,0.097,0.116,202.0,865,3.0,2.582,264885.5
TOKAMAK,0.093,0,1.0,0.093,0.276,52.0,1852,5.0,3.73,35874.4
BOUNTY,0.092,0,0.5,0.092,0.207,229.0,1100,2.0,1.133,2121913.0
ERA,0.089,0,0.6,0.089,0.2,222.0,612,3.0,1.464,437637.8
SUN,0.088,0,0.9,0.097,0.085,133.0,485,2.0,0.778,4030893.5
USD1,0.088,0,0.7,0.088,0.031,23.0,1958,1.0,1.068,27492.3
SAFE,0.087,0,1.2,0.179,0.142,90.0,597,2.0,1.542,235354.2
SKY,0.087,0,0.7,0.087,0.13,867.0,564,3.0,1.513,788541.9
TOSHI,0.085,0,1.4,0.098,0.17,121.0,974,4.0,1.329,264510364.3
XTZ,0.08,0,0.9,0.08,0.144,399.0,997,4.0,2.223,91715.9
ZKP,0.078,0,1.0,0.15,0.183,370.0,1028,5.0,2.328,542424.2
BORA,0.076,0,1.2,0.124,0.178,382.0,2704,5.0,1.462,752398.3
MTL,0.075,0,0.8,0.086,0.144,44.0,1000,2.0,1.833,105197.1
POWR,0.074,0,1.1,0.131,0.141,377.0,1110,4.0,3.473,129132.8
IQ,0.071,0,1.0,0.077,0.198,355.0,872,3.0,0.459,142419898.9
MBL,0.069,0,0.8,0.069,0.131,69.0,801,3.0,0.457,191866111.8
AHT,0.062,0,0.3,0.065,0.091,18.0,837,1.0,0.94,47001010.2
API3,0.058,0,0.7,0.099,0.054,75.0,620,2.0,1.595,142683.1
MOC,0.058,0,0.4,0.058,0.212,39.0,901,2.0,0.815,1322160.8
HUNT,0.057,0,0.4,0.063,0.398,46.0,917,2.0,0.693,1687821.5
MED,0.057,0,0.6,0.06,0.176,27.0,2081,3.0,1.381,14651432.5
SC,0.055,0,0.8,0.082,0.21,108.0,1426,3.0,0.667,142164128.6
MVL,0.054,0,0.3,0.054,0.144,68.0,550,1.0,0.584,46048843.1
CBK,0.053,0,0.5,0.053,0.269,59.0,931,2.0,1.444,111761.9
TT,0.046,0,0.4,0.076,0.06,75.0,597,1.0,0.284,235769013.3
USDE,0.036,0,0.1,0.036,0.016,10.0,350,0.0,4.537,16061.8
YGG,0.035,0,0.4,0.056,0.23,117.0,572,1.0,5623.124,745544.0
FCT2,0.035,0,0.2,0.035,0.356,69.0,650,2.0,0.679,6966917.8
