2026-05-27 00:01:45,ONG,0.0,0,7949,7949,1,
2026-05-27 00:02:45,ONG,0.0,0,3028713,3028713,12,
2026-05-27 00:03:45,ONG,0.0,0,558631,558631,3,
2026-05-27 00:08:45,ONG,28.1,426766,1517354,1944120,10,
2026-05-27 00:12:45,ONG,0.0,0,118487,118487,3,
2026-05-27 00:14:45,ONG,0.0,0,215528,215528,1,
2026-05-27 00:23:45,ONG,0.0,0,1319818,1319818,13,
2026-05-27 00:30:45,ONG,0.0,0,2525559,2525559,9,
2026-05-27 00:31:45,ONG,0.4,10000,2284148,2294148,13,
2026-05-27 00:33:45,ONG,9999.0,10000,0,10000,1,
2026-05-27 00:37:45,ONG,9999.0,6004,0,6004,1,
2026-05-27 00:38:45,ONG,9999.0,17559,0,17559,2,
2026-05-27 00:40:45,ONG,9999.0,27515,0,27515,3,
2026-05-27 00:41:45,ONG,9999.0,16799,0,16799,2,
2026-05-27 00:43:45,ONG,9999.0,16090,0,16090,2,
2026-05-27 00:45:45,ONG,9999.0,8394,0,8394,1,
2026-05-27 00:47:45,ONG,9999.0,105050,0,105050,2,
2026-05-27 00:50:45,ONG,0.0,0,236876,236876,6,
2026-05-27 00:52:45,ONG,0.0,0,834705,834705,4,
2026-05-27 00:53:45,ONG,0.8,10000,1243391,1253391,10,
2026-05-27 00:56:46,ONG,9999.0,956547,0,956547,1,
2026-05-27 00:58:46,ONG,9999.0,343107,0,343107,1,
2026-05-27 00:59:46,ONG,9999.0,3084241,0,3084241,4,
2026-05-27 01:12:46,ONG,0.0,0,35843,35843,3,
2026-05-27 01:14:46,ONG,9999.0,5050,0,5050,1,
2026-05-27 01:17:46,ONG,0.0,0,148491,148491,1,
2026-05-27 01:31:46,ONG,0.0,0,316733,316733,3,
2026-05-27 01:43:46,ONG,9999.0,5114,0,5114,1,
2026-05-27 01:57:46,ONG,9999.0,14229,0,14229,2,
2026-05-27 02:20:46,ONG,0.0,0,8074,8074,1,
2026-05-27 02:21:46,ONG,0.0,0,226411,226411,7,
2026-05-27 02:22:46,ONG,0.0,0,206110,206110,2,
2026-05-27 02:26:46,ONG,1.4,20000,1391408,1411408,26,
2026-05-27 02:27:46,ONG,9999.0,151003,0,151003,4,
2026-05-27 02:28:46,ONG,0.0,0,1267687,1267687,9,
2026-05-27 02:30:46,ONG,57.8,251751,435661,687412,15,
2026-05-27 02:33:46,ONG,0.0,0,221514,221514,4,
2026-05-27 02:35:46,ONG,9999.0,5154,0,5154,1,
2026-05-27 02:38:46,ONG,9999.0,5159,0,5159,1,
2026-05-27 02:39:46,ONG,2.9,5065,175126,180191,2,
2026-05-27 02:40:46,ONG,9999.0,289776,0,289776,3,
2026-05-27 02:43:46,ONG,9999.0,5050,0,5050,1,
2026-05-27 02:46:46,ONG,9999.0,5181,0,5181,2,
2026-05-27 02:59:46,ONG,0.0,0,5164,5164,1,
2026-05-27 03:00:46,ONG,0.0,0,376342,376342,2,
2026-05-27 03:01:46,ONG,9999.0,10000,0,10000,1,
2026-05-27 03:03:46,ONG,9999.0,496822,0,496822,2,
2026-05-27 03:04:46,ONG,0.0,0,1186175,1186175,4,
2026-05-27 03:08:46,ONG,0.0,0,833253,833253,1,
2026-05-27 03:09:46,ONG,9999.0,850000,0,850000,2,
2026-05-27 03:10:46,ONG,9999.0,99894,0,99894,1,
2026-05-27 03:40:46,ONG,0.0,0,13174,13174,3,
2026-05-27 03:47:46,ONG,0.0,0,250000,250000,2,
2026-05-27 03:58:46,ONG,0.0,0,100000,100000,2,
2026-05-27 04:10:46,ONG,0.0,0,50000,50000,1,
2026-05-27 04:13:46,ONG,0.0,0,0,0,1,
2026-05-27 04:14:46,ONG,0.0,0,61561,61561,4,
2026-05-27 04:22:46,ONG,9999.0,9287,0,9287,1,
2026-05-27 04:33:46,ONG,0.0,0,100000,100000,2,
2026-05-27 04:59:46,ONG,0.0,0,135885,135885,1,
2026-05-27 05:01:46,ONG,9999.0,135750,0,135750,2,
2026-05-27 05:34:46,ONG,0.0,0,100000,100000,2,
2026-05-27 05:35:46,ONG,0.0,0,33109,33109,2,
2026-05-27 06:07:46,ONG,0.0,0,94569,94569,2,
2026-05-27 06:08:46,ONG,0.0,0,29275,29275,1,
2026-05-27 06:12:46,ONG,0.0,0,495226,495226,3,
2026-05-27 06:13:46,ONG,0.0,0,806275,806275,3,
2026-05-27 06:14:46,ONG,0.0,0,197904,197904,1,
2026-05-27 06:16:46,ONG,101.2,10000,9884,19884,2,
2026-05-27 06:28:46,ONG,0.0,0,624663,624663,1,
2026-05-27 06:37:46,ONG,0.0,0,159655,159655,1,
2026-05-27 06:49:46,ONG,0.0,0,448571,448571,1,
2026-05-27 06:52:46,ONG,9999.0,5186,0,5186,1,
2026-05-27 06:55:46,ONG,0.0,0,155366,155366,3,
2026-05-27 06:56:46,ONG,15.3,100000,655639,755639,9,
2026-05-27 07:06:46,ONG,0.0,0,477620,477620,4,
2026-05-27 07:07:46,ONG,0.0,0,1177292,1177292,2,
2026-05-27 07:16:46,ONG,0.0,0,474755,474755,6,
2026-05-27 07:28:46,ONG,0.0,0,27832,27832,1,
2026-05-27 07:36:46,ONG,0.0,0,3688976,3688976,3,
2026-05-27 07:42:46,ONG,0.0,0,124110,124110,4,
2026-05-27 07:53:46,ONG,0.0,0,199909,199909,1,
2026-05-27 07:57:46,ONG,0.0,0,200000,200000,2,
2026-05-27 08:00:47,ONG,9999.0,454224,0,454224,3,
2026-05-27 08:06:47,ONG,0.0,0,192828,192828,2,
2026-05-27 08:20:47,ONG,9999.0,764552,0,764552,1,
2026-05-27 08:22:47,ONG,9999.0,280801,0,280801,1,
2026-05-27 08:23:47,ONG,9999.0,10000,0,10000,1,
2026-05-27 08:26:47,ONG,0.0,0,611629,611629,3,
2026-05-27 08:27:47,ONG,0.0,0,2386072,2386072,8,
2026-05-27 08:28:47,ONG,9999.0,30000,0,30000,1,
2026-05-27 08:29:47,ONG,9999.0,1585764,0,1585764,2,
2026-05-27 08:30:47,ONG,9999.0,1123443,0,1123443,2,
2026-05-27 08:31:47,ONG,0.7,30000,4433153,4463153,32,
2026-05-27 08:32:47,ONG,9999.0,10000,0,10000,1,
2026-05-27 08:34:47,ONG,9999.0,177685,0,177685,1,
2026-05-27 08:35:47,ONG,80.9,850000,1050796,1900796,9,
2026-05-27 08:37:47,ONG,0.0,0,141557,141557,1,
2026-05-27 08:38:47,ONG,9999.0,110000,0,110000,2,
