종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
NEAR,7.514,13,214.5,7.665,4.484,204.0,97761,1039.0,3.78,22554.8
ONDO,4.643,19,302.4,6.502,3.657,324.0,81987,1111.0,3.829,960899.9
WLD,4.604,24,284.5,11.006,11.198,176.0,126148,1793.0,2.917,533764.2
OP,3.463,2,16.7,4.816,1.353,546.0,2588,38.0,4.84,321128.8
ENA,2.5,2,115.8,2.788,4.263,151.0,25505,353.0,2.284,3163711.4
VIRTUAL,2.008,1,49.8,2.205,1.909,258.0,20522,231.0,5.77,84784.8
PIEVERSE,1.997,0,87.4,2.508,2.739,92.0,78782,673.0,2.535,42221.4
ID,1.698,0,24.6,5.043,3.345,92.0,33237,217.0,3.042,1820136.4
SUI,1.553,0,52.6,2.5,4.196,189.0,28911,272.0,6.181,56429.3
ARDR,1.51,0,18.9,2.608,1.307,96.0,22996,94.0,8.25,512371.6
VVV,1.439,0,23.3,1.862,2.125,334.0,14949,114.0,3.185,2569.3
BIO,1.366,0,31.1,2.592,2.261,148.0,18850,176.0,2.538,2556883.7
LINK,1.321,0,26.5,1.539,1.329,255.0,13089,110.0,8.992,5571.0
STX,1.267,0,10.5,1.527,1.804,319.0,5767,48.0,8.677,184474.8
SAHARA,1.253,0,38.7,1.469,1.322,112.0,18572,159.0,3.085,3098153.6
ARB,1.208,0,10.2,1.208,0.771,465.0,3547,30.0,2.194,1712454.3
RENDER,1.183,0,39.9,1.221,0.968,125.0,18959,160.0,4.093,19292.5
TRAC,1.177,0,20.4,2.41,1.431,68.0,29967,154.0,3.075,85822.8
BCH,1.137,0,27.4,1.14,3.719,423.0,26154,171.0,38.698,6.4
ICP,1.112,0,30.2,1.269,2.342,213.0,12188,106.0,5.826,8706.4
ALGO,1.008,0,17.3,1.008,0.997,438.0,4580,51.0,2.525,1411920.3
ZORA,1.001,0,44.5,1.307,1.506,223.0,15635,152.0,1.429,18940057.0
PENGU,0.979,0,21.9,0.98,1.752,545.0,4383,58.0,1.017,111929600.4
SHIB,0.959,0,18.8,2.024,2.132,173.0,14375,78.0,2.784,34731369753.9
MEGA,0.951,0,12.0,1.008,0.94,197.0,5865,33.0,2.113,1475109.9
IN,0.945,0,58.0,2.218,1.761,246.0,17593,183.0,2.105,2812624.1
WAL,0.927,0,15.0,1.152,1.062,111.0,18359,118.0,3.329,963483.1
ZRO,0.901,0,7.8,1.288,0.508,175.0,4110,19.0,2.667,33919.8
CHZ,0.869,0,24.4,0.869,1.077,106.0,9042,76.0,5.117,1681780.3
FF,0.85,0,12.7,0.903,0.662,89.0,4536,45.0,1.458,1751679.4
SEI,0.841,0,30.6,1.239,1.876,764.0,13205,129.0,3.719,1655311.0
MANTRA,0.821,0,5.4,1.238,0.417,324.0,1658,14.0,1.05,42198420.0
POL,0.815,0,9.7,0.815,0.664,1629.0,2249,20.0,1.035,4626727.2
LAYER,0.814,0,7.2,0.831,0.786,249.0,2651,21.0,0.954,4031326.6
HBAR,0.805,0,31.6,0.968,2.393,122.0,7578,86.0,1.277,12510174.5
CHIP,0.798,0,28.9,0.93,1.74,183.0,14164,126.0,3.599,1854408.0
GMT,0.788,0,6.4,0.821,1.634,153.0,2196,17.0,1.429,17868936.4
AWE,0.777,0,7.1,0.816,0.266,79.0,3120,16.0,7.527,574702.3
AGLD,0.769,0,9.5,0.876,0.334,339.0,3783,24.0,1.123,365248.3
ZKC,0.768,0,10.9,3.594,4.218,88.0,21763,123.0,4.59,288990.8
AVAX,0.761,0,12.9,0.762,0.887,293.0,6641,50.0,5.677,4349.1
W,0.71,0,13.2,0.71,0.693,215.0,6243,46.0,2.025,10540044.5
BERA,0.703,0,14.0,0.843,0.886,189.0,8258,63.0,5.689,68345.2
IP,0.697,0,20.4,1.172,1.271,162.0,13717,93.0,4.952,100189.0
XPL,0.69,0,21.2,0.802,1.33,92.0,7294,60.0,0.926,6519017.4
TRUST,0.676,0,3.6,0.678,0.274,145.0,2738,10.0,3.177,345037.5
DOOD,0.656,0,7.7,0.846,0.395,55.0,3140,21.0,2.83,10531088.7
MON,0.628,0,8.5,0.628,0.57,897.0,1786,22.0,7.076,1416787.7
AXS,0.626,0,11.0,0.652,0.448,617.0,5393,33.0,4.358,31277.9
ETC,0.623,0,12.6,0.833,0.581,96.0,7702,40.0,6.201,4634.2
JTO,0.609,0,38.8,1.324,1.52,190.0,22265,204.0,3.842,139309.1
FIL,0.609,0,16.1,0.935,0.55,66.0,8045,59.0,6.71,29643.6
AVNT,0.601,0,5.8,0.601,0.506,501.0,1702,16.0,2.216,1365315.4
PROS,0.57,0,7.4,1.175,1.635,109.0,7479,36.0,3.349,89675.0
HIVE,0.558,0,11.8,2.031,4.449,158.0,8702,60.0,5.249,587836.9
SAND,0.543,0,13.9,0.708,0.788,99.0,8998,56.0,4.784,875526.9
AAVE,0.541,0,7.4,0.73,0.521,246.0,3498,23.0,4.459,436.7
PEPE,0.534,0,7.2,0.539,1.196,593.0,4728,30.0,3.659,28780093840.8
CC,0.532,0,6.3,1.164,0.682,125.0,2039,16.0,4.906,527205.5
ATH,0.525,0,12.3,1.011,1.334,183.0,6483,57.0,3.782,6704949.5
KITE,0.512,0,10.2,0.541,0.901,512.0,3790,32.0,1.33,657195.7
ME,0.502,0,5.6,0.502,0.639,418.0,1846,16.0,0.755,3734799.4
CFG,0.496,0,24.8,0.731,0.828,230.0,8861,74.0,2.16,377167.3
INJ,0.496,0,14.8,0.502,1.546,280.0,6169,50.0,3.388,8015.6
IRYS,0.486,0,17.6,0.516,0.894,202.0,9583,69.0,1.414,4805057.1
JUP,0.48,0,5.1,0.48,0.284,800.0,1773,16.0,1.699,306976.0
LA,0.477,0,5.7,0.585,0.835,272.0,2332,24.0,0.871,2253322.8
RED,0.474,0,2.1,0.474,0.179,249.0,740,4.0,0.815,733751.8
SIGN,0.473,0,9.7,0.48,0.489,348.0,2821,25.0,0.824,25562157.0
DKA,0.468,0,1.8,0.496,0.262,74.0,1891,5.0,1.335,8106858.2
ANKR,0.454,0,1.5,0.526,0.262,747.0,1157,5.0,3.595,5675270.5
JST,0.451,0,7.1,0.603,0.811,84.0,3103,24.0,1.495,1608241.8
SENT,0.441,0,1.6,0.441,0.231,339.0,786,5.0,2.206,3157746.2
VTHO,0.439,0,2.1,0.515,0.232,82.0,1956,7.0,2.704,38728467.3
BONK,0.434,0,4.5,0.457,0.513,425.0,2828,20.0,2.504,17548826670.0
TAO,0.434,0,17.9,0.507,0.657,725.0,6997,63.0,3.854,232.1
APT,0.432,0,8.8,0.509,0.558,617.0,5082,33.0,5.467,18557.6
ENS,0.432,0,8.9,0.526,0.417,154.0,4773,29.0,2.919,5822.0
TRUMP,0.427,0,12.2,0.44,0.395,196.0,4648,28.0,4.135,14634.9
SPK,0.405,0,10.1,0.447,0.625,450.0,4157,32.0,2.436,3142279.3
HYPER,0.402,0,2.2,0.402,0.281,268.0,1031,5.0,0.658,2487805.8
AUCTION,0.4,0,1.9,0.4,0.462,182.0,1293,5.0,2.008,7707.7
LINEA,0.4,0,2.3,0.4,0.371,333.0,848,7.0,2.376,13320557.3
PENDLE,0.399,0,8.1,0.402,0.218,109.0,3446,22.0,2.418,19226.9
XAUT,0.398,0,3.8,0.398,0.277,93.0,1413,8.0,4.048,10.3
STEEM,0.397,0,3.8,0.932,1.139,102.0,8529,27.0,3.167,250843.6
ZBT,0.396,0,3.4,0.459,0.557,86.0,2426,12.0,2.04,1058573.9
USD1,0.396,0,1.2,0.396,0.058,90.0,1594,2.0,0.969,30359.9
UNI,0.393,0,5.5,0.446,0.429,333.0,2672,16.0,5.266,6469.5
STRAX,0.387,0,8.0,0.456,0.746,376.0,5696,33.0,1.726,16793459.4
ENSO,0.373,0,5.6,0.439,0.458,119.0,2949,18.0,4.898,60265.5
WIF,0.367,0,3.0,0.516,0.329,246.0,888,7.0,5.319,357432.5
ORCA,0.363,0,4.0,0.485,0.401,406.0,3247,11.0,2.6,26075.7
PLUME,0.362,0,11.3,0.449,0.485,173.0,2872,34.0,2.227,7420667.7
MEW,0.356,0,5.1,0.401,0.259,622.0,3602,16.0,4.157,30910027.4
PUMP,0.355,0,5.0,0.358,0.369,42.0,1886,13.0,1.622,71418677.6
AERO,0.35,0,1.3,0.35,0.249,206.0,585,4.0,2.924,62471.9
AKT,0.345,0,11.1,0.345,1.063,313.0,6763,39.0,3.271,56366.1
B3,0.34,0,5.1,0.352,0.626,279.0,3929,19.0,1.127,61956928.8
FLOCK,0.336,0,5.2,0.383,0.27,358.0,2609,17.0,3.113,548170.6
GAS,0.332,0,2.8,0.336,0.286,121.0,2411,9.0,5.645,6059.6
MOVE,0.328,0,5.1,0.349,0.28,264.0,2432,16.0,2.812,4819930.0
IOTA,0.324,0,4.1,0.382,0.576,199.0,3370,19.0,3.492,836156.2
QTUM,0.324,0,2.2,0.324,0.303,170.0,1724,6.0,7.151,17508.0
ARKM,0.321,0,11.9,0.355,0.638,202.0,3735,34.0,1.671,530063.4
DEEP,0.319,0,10.2,0.437,0.597,326.0,10061,48.0,6.116,588609.1
