종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
MOVE,00:00,-0.13,0.03,0.16,29,0.706,33970265.1
MOVE,00:10,-0.16,0.0,0.16,36,0.708,34180452.0
MOVE,00:20,-0.11,0.0,0.11,18,0.522,34380468.3
MOVE,00:30,0.06,0.06,0.0,3,0.669,32742582.9
MOVE,00:40,0.5,0.57,0.07,24,0.512,34195317.5
MOVE,00:50,0.0,0.07,0.06,21,0.523,33653251.2
MOVE,01:00,-0.11,0.0,0.11,13,0.492,34270624.5
MOVE,01:10,-0.03,0.0,0.03,11,0.552,34263672.2
MOVE,01:20,0.05,0.05,0.0,1,0.544,34098872.7
MOVE,01:30,-0.02,0.05,0.07,5,0.602,33800684.5
MOVE,01:40,0.0,0.0,0.0,2,0.585,34512049.8
MOVE,01:50,-0.07,0.05,0.13,8,0.597,33805618.0
MOVE,02:10,0.0,0.0,0.0,1,0.628,32622532.2
MOVE,02:20,0.0,0.0,0.0,3,0.619,32595241.4
MOVE,02:30,-0.0,0.0,0.0,1,0.612,32909780.3
MOVE,03:10,-0.01,0.0,0.01,2,0.638,33542608.6
MOVE,03:20,0.01,0.01,0.0,2,0.62,34549978.3
MOVE,03:30,-0.0,0.0,0.01,4,0.61,34531843.1
MOVE,03:50,-0.08,0.0,0.08,23,0.566,34549300.0
MOVE,04:00,-0.47,0.01,0.48,90,0.499,34335316.5
MOVE,04:10,-0.3,0.0,0.3,71,0.468,33227891.2
MOVE,04:20,-0.11,0.0,0.11,14,0.472,32748168.3
MOVE,04:30,0.34,2.47,2.13,84,0.483,36692542.9
MOVE,04:40,-0.23,0.0,0.24,42,0.511,37331833.6
MOVE,04:50,0.12,0.12,0.0,9,0.526,36574084.0
MOVE,05:00,-0.04,0.05,0.09,6,0.556,35611527.8
MOVE,05:10,0.14,0.4,0.26,20,0.558,35450965.1
MOVE,05:20,0.14,0.14,0.0,4,0.571,34003517.3
MOVE,05:30,0.01,0.02,0.0,7,0.556,34607711.2
MOVE,05:40,0.19,0.21,0.02,9,0.587,33150862.3
MOVE,05:50,0.06,0.06,0.0,6,0.568,33482378.6
MOVE,06:00,0.06,0.07,0.0,5,0.532,34379639.9
MOVE,06:10,-0.01,0.02,0.03,12,0.53,33906503.5
MOVE,06:20,-0.02,0.0,0.02,4,0.534,32947328.5
MOVE,06:30,-0.18,0.0,0.18,11,0.505,34219255.6
MOVE,06:40,-0.08,0.01,0.09,17,0.515,33879339.9
MOVE,06:50,-0.05,0.0,0.05,8,0.545,34051946.7
MOVE,07:00,0.13,0.14,0.01,12,0.588,33566719.4
MOVE,07:10,1.96,2.83,0.86,188,0.813,26142308.6
MOVE,07:20,-1.03,0.01,1.04,20,0.597,32001455.3
MOVE,07:30,0.1,0.2,0.1,23,0.651,32235728.6
