종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
SOON,00:00,1.34,1.93,0.59,34,0,0
SOON,00:10,0.22,0.27,0.04,27,0,0
SOON,00:20,1.47,1.54,0.07,39,0,0
SOON,00:30,-0.82,0.94,1.76,66,0,0
SOON,00:40,-0.74,0.03,0.77,17,0,0
SOON,00:50,2.11,3.04,0.93,36,0,0
SOON,01:00,7.64,18.23,10.59,269,0,0
SOON,01:10,3.03,4.84,1.81,75,0,0
SOON,01:20,-0.62,0.0,0.62,31,0,0
SOON,01:30,0.21,0.45,0.24,27,0,0
SOON,01:40,0.55,0.55,0.0,22,0,0
SOON,01:50,0.02,0.02,0.0,2,0,0
SOON,02:00,-0.06,0.09,0.15,18,0,0
SOON,02:10,-0.26,0.0,0.26,9,0,0
SOON,02:20,-0.06,0.0,0.06,4,0,0
SOON,02:30,0.03,0.04,0.01,10,0,0
SOON,02:40,0.31,0.31,0.01,10,0,0
SOON,02:50,-0.1,0.0,0.1,2,0,0
SOON,03:00,0.1,0.1,0.0,4,0,0
SOON,03:20,-0.05,0.0,0.05,10,0,0
SOON,03:30,-0.01,0.0,0.01,10,0,0
SOON,03:40,0.0,0.0,0.0,10,0,0
SOON,04:00,-0.01,0.0,0.01,8,0,0
SOON,04:10,-0.15,0.05,0.21,7,0,0
SOON,04:20,-0.01,0.0,0.01,1,0,0
SOON,04:30,-0.85,0.07,0.92,46,0,0
SOON,04:40,0.0,0.0,0.0,2,0,0
SOON,04:50,-0.0,0.0,0.0,6,0,0
SOON,05:00,-0.26,0.03,0.29,38,0,0
SOON,05:10,0.63,1.89,1.26,38,0,0
SOON,05:20,0.01,0.01,0.0,3,0,0
SOON,05:30,0.02,0.02,0.01,6,0,0
SOON,05:40,-0.06,0.0,0.06,24,0,0
SOON,05:50,-0.15,0.07,0.22,68,0,0
SOON,06:00,0.08,0.15,0.07,28,0,0
SOON,06:10,-0.03,0.04,0.07,16,0,0
SOON,06:20,-0.07,0.09,0.16,52,0,0
SOON,06:30,1.12,2.73,1.6,125,0,0
SOON,06:40,1.96,10.36,8.41,264,0,0
SOON,06:50,-0.91,2.71,3.62,124,0,0
SOON,07:00,0.45,1.94,1.49,72,0,0
SOON,07:10,2.28,7.28,5.0,176,0,0
SOON,07:20,0.43,1.88,1.44,69,0,0
SOON,07:30,0.45,1.7,1.24,54,0,0
SOON,07:40,0.1,0.21,0.11,16,0,0
SOON,07:50,-0.03,0.0,0.03,10,0,0
SOON,08:00,-0.19,1.93,2.12,82,0,0
SOON,08:10,-0.26,0.87,1.13,58,0,0
SOON,08:20,1.8,3.94,2.14,84,0,0
SOON,08:30,0.34,0.34,0.0,34,0,0
SOON,08:40,0.84,0.84,0.0,32,0,0
SOON,08:50,4.15,7.84,3.69,144,0,0
SOON,09:00,4.82,8.42,3.6,181,0,0
SOON,09:10,7.85,15.83,7.98,385,0,0
SOON,09:20,0.87,15.22,14.35,1226,0,0
SOON,09:30,6.72,11.01,4.28,736,0,0
SOON,09:40,-5.94,13.17,19.11,1744,0,0
SOON,09:50,-1.69,17.93,19.61,998,0,0
SOON,10:00,-5.08,7.86,12.94,666,0,0
SOON,10:10,7.17,13.41,6.24,398,0,0
SOON,10:20,2.99,5.64,2.65,185,0,0
SOON,10:30,-1.26,0.37,1.62,97,0,0
SOON,10:40,0.56,1.38,0.82,129,0,0
SOON,10:50,0.89,6.49,5.6,569,0,0
SOON,11:00,-1.51,0.48,2.0,257,0,0
SOON,11:10,-2.24,1.85,4.09,294,0,0
SOON,11:20,-2.05,0.36,2.41,212,0,0
SOON,11:30,0.04,3.09,3.05,197,0,0
SOON,11:40,-0.18,0.38,0.56,71,0,0
SOON,11:50,0.94,1.01,0.07,78,0,0
SOON,12:00,2.71,5.84,3.12,207,0,0
SOON,12:10,0.91,15.31,14.4,402,0,0
SOON,12:20,2.14,2.85,0.72,95,0,0
SOON,12:30,-1.49,0.18,1.68,86,0,0
SOON,12:40,-0.15,0.1,0.26,29,0,0
SOON,12:50,-0.63,0.03,0.65,45,0,0
SOON,13:00,0.06,0.11,0.05,20,0,0
SOON,13:10,-0.16,0.13,0.29,46,0,0
SOON,13:20,0.29,1.25,0.96,105,0,0
SOON,13:30,1.2,10.8,9.59,353,0,0
SOON,13:40,1.4,7.78,6.38,412,0,0
SOON,13:50,3.92,19.94,16.02,2717,0,0
SOON,14:00,-3.07,15.33,18.39,3024,0,0
SOON,14:10,-1.48,8.0,9.48,1366,0,0
SOON,14:20,-1.39,4.0,5.39,1071,0,0
