종목,1틱최대순매수,2억이상횟수,누적순매수,최대매수액,최대매도액,최대체결당금액만,총체결수,거래대금억,최대매수벽비율,최소총매도잔량
SHIB,0.881,0,14.9,0.883,1.386,984.0,9902,49.0,3.28,27922446456.9
RE,0.879,0,16.8,0.932,1.582,88.0,10543,79.0,4.457,85549.7
NEAR,0.859,0,30.4,1.443,1.757,471.0,12712,106.0,2.591,38987.5
GAME2,0.828,0,7.4,0.994,0.895,22.0,7154,29.0,1.605,53358761.6
TAIKO,0.769,0,9.6,0.793,0.894,151.0,6091,39.0,0.706,5107682.1
MEGA,0.76,0,19.6,0.785,1.113,140.0,8252,64.0,2.703,880577.9
IP,0.759,0,21.3,0.807,1.077,159.0,11159,80.0,2.868,369510.4
ALGO,0.757,0,13.4,1.469,0.838,190.0,3609,36.0,2.206,2184599.7
ENA,0.747,0,19.0,1.237,2.854,262.0,5292,72.0,2.493,4462414.7
ORCA,0.746,0,15.3,3.211,3.765,126.0,18016,103.0,4.649,15209.4
BCH,0.705,0,8.2,0.757,1.707,368.0,6664,41.0,6.061,135.9
JUP,0.687,0,3.7,0.695,0.33,207.0,1450,10.0,1.853,261206.8
IN,0.687,0,18.6,0.687,1.598,1145.0,6365,54.0,1.166,3240072.3
ARB,0.675,0,5.5,1.081,0.782,286.0,2367,20.0,3.078,2165830.8
XPL,0.662,0,17.4,0.662,1.086,441.0,3696,42.0,1.786,3107837.1
JTO,0.66,0,20.7,1.261,0.994,93.0,11037,72.0,2.628,73401.5
PENGU,0.64,0,13.7,1.692,2.018,314.0,5521,57.0,0.877,75174882.8
SLX,0.631,0,4.6,0.631,0.395,103.0,1671,12.0,1.653,674157.7
ENS,0.627,0,10.6,0.988,1.344,296.0,6704,40.0,2.34,12029.3
SAND,0.624,0,10.1,0.677,1.072,143.0,5170,36.0,3.287,1007342.6
MLK,0.581,0,5.4,1.302,1.952,83.0,5508,29.0,6.029,421738.0
STORJ,0.578,0,8.0,1.062,1.262,145.0,5188,35.0,1.089,1690803.5
AVNT,0.566,0,4.7,0.566,0.745,404.0,2396,21.0,1.887,1261307.1
HBAR,0.554,0,5.4,0.571,2.219,491.0,2243,21.0,1.333,9874388.3
TRUMP,0.55,0,18.3,0.661,0.858,163.0,8285,63.0,2.402,33718.6
ZBT,0.545,0,3.8,0.545,0.281,389.0,1637,12.0,2.535,886817.2
HYPER,0.539,0,4.9,0.557,0.428,213.0,1942,16.0,0.607,3661415.9
W,0.531,0,10.2,0.556,0.655,194.0,3675,30.0,2.922,6941454.6
WLFI,0.527,0,3.6,0.527,0.48,479.0,1628,12.0,2.402,608019.7
AVAX,0.525,0,12.0,0.525,0.459,109.0,5516,32.0,1.411,8441.3
LSK,0.509,0,1.9,0.634,1.15,147.0,2168,11.0,1.893,817112.0
ZIL,0.508,0,3.3,1.683,3.285,55.0,4919,25.0,2.494,4764690.2
APT,0.503,0,6.5,0.505,0.484,181.0,2706,19.0,5.314,30862.7
KITE,0.481,0,6.1,0.481,0.778,437.0,4508,25.0,0.785,978923.0
RENDER,0.469,0,5.5,0.474,0.289,130.0,2915,17.0,2.472,20864.7
BREV,0.456,0,9.5,0.859,0.725,101.0,4817,30.0,1.334,1708188.1
AQT,0.453,0,19.1,0.949,0.831,57.0,25872,95.0,2.806,272191.1
TIA,0.437,0,5.6,0.614,0.504,359.0,2868,20.0,1.781,88426.9
TOKAMAK,0.435,0,1.7,0.523,0.545,74.0,1996,6.0,3.083,26985.5
STRAX,0.423,0,14.0,0.668,0.516,59.0,10789,52.0,1.146,17442231.3
BARD,0.422,0,7.0,0.491,0.417,68.0,2491,20.0,1.783,684585.7
ZETA,0.422,0,12.1,1.804,2.406,132.0,11669,87.0,1.934,1368393.0
CYBER,0.414,0,3.8,0.946,1.548,141.0,3819,23.0,1.585,79204.6
BTT,0.404,0,4.5,0.906,0.955,62.0,3898,17.0,4.844,192130022281.4
CHIP,0.393,0,9.2,1.341,1.155,140.0,4240,45.0,2.117,1670347.8
POL,0.391,0,5.0,0.391,0.375,558.0,1617,10.0,1.155,4079144.8
IOST,0.387,0,2.3,0.416,0.388,48.0,2866,14.0,3.106,37968237.8
PYTH,0.385,0,3.1,0.495,0.354,69.0,1830,9.0,1.445,681568.3
MOCA,0.383,0,2.5,0.458,0.316,62.0,1044,7.0,1.031,7728316.7
INJ,0.382,0,3.8,0.382,0.373,113.0,1488,12.0,4.464,2951.7
ANIME,0.381,0,4.3,0.559,0.558,173.0,3068,20.0,2.31,11968197.7
SOPH,0.378,0,2.0,0.43,0.256,83.0,2416,8.0,2.65,3836817.2
PEPE,0.378,0,3.7,0.378,0.941,1259.0,2157,14.0,3.475,44163548232.0
ELF,0.378,0,2.0,0.781,0.403,73.0,2083,7.0,4.042,161712.3
MANA,0.374,0,2.0,0.374,0.29,374.0,1122,6.0,2.126,1419109.0
MVL,0.374,0,3.1,0.447,0.24,137.0,3282,10.0,0.561,95879249.5
MOVE,0.363,0,8.6,0.421,0.889,158.0,3896,28.0,1.287,14698892.3
AERO,0.359,0,5.1,0.366,0.314,78.0,3898,22.0,5.539,25811.4
AWE,0.359,0,13.2,0.669,0.815,199.0,8972,50.0,1.732,543552.6
ETC,0.356,0,5.5,0.356,0.429,105.0,4220,19.0,2.948,6432.9
LA,0.353,0,4.3,0.353,0.387,221.0,1684,13.0,0.925,2309198.0
MANTRA,0.351,0,3.0,0.401,0.612,196.0,1153,9.0,0.965,27479762.0
LINK,0.346,0,9.7,0.556,1.404,284.0,6124,50.0,3.739,6631.7
ME,0.34,0,5.3,0.34,0.5,142.0,3471,21.0,4.545,253990.1
UP2,0.339,0,3.2,0.56,0.32,91.0,3862,13.0,3.583,273978.2
ORBS,0.333,0,1.0,0.554,0.228,28.0,2036,5.0,4.236,2179581.3
SEI,0.329,0,5.5,0.439,0.815,128.0,3075,19.0,2.554,1357208.1
KAITO,0.325,0,1.8,0.398,0.25,277.0,1282,8.0,2.151,78981.5
FLOCK,0.325,0,3.3,0.684,0.359,145.0,3228,16.0,1.944,674280.7
FIL,0.324,0,4.6,0.324,0.615,249.0,2089,12.0,2.91,41330.8
PENDLE,0.324,0,2.6,0.404,0.405,483.0,1397,11.0,10.999,3760.6
XAUT,0.32,0,1.4,0.32,0.182,133.0,989,3.0,1.326,12.9
MET2,0.318,0,6.4,0.367,0.327,88.0,2633,18.0,1.131,322823.0
QKC,0.313,0,1.7,0.856,0.586,56.0,2912,10.0,2.877,5968381.1
PUNDIX,0.306,0,2.4,0.306,0.155,106.0,1011,6.0,1.743,458656.3
SKR,0.305,0,1.3,0.356,0.358,51.0,1117,6.0,8616.235,17878578.4
AERGO,0.304,0,5.0,0.304,0.439,506.0,3186,22.0,2.794,1331538.2
2Z,0.303,0,4.6,0.439,0.576,443.0,2748,16.0,2.247,1725779.8
STX,0.3,0,7.0,0.3,0.905,125.0,3238,25.0,1.789,809756.0
CFG,0.293,0,4.9,0.355,0.644,56.0,2459,21.0,1.607,405016.7
MED,0.289,0,2.8,0.338,0.384,48.0,2749,13.0,2.566,33578724.9
TAO,0.282,0,9.3,0.409,0.47,267.0,4194,33.0,3.651,178.7
ATH,0.278,0,3.4,0.459,0.285,69.0,1841,11.0,2.727,5079745.6
GMT,0.278,0,1.6,0.278,0.297,464.0,1112,5.0,1.511,11243785.2
SENT,0.276,0,2.0,0.276,0.392,921.0,846,5.0,1.615,2881706.7
FF,0.275,0,2.6,0.445,0.936,158.0,1622,11.0,0.903,1941881.9
VVV,0.274,0,5.3,0.342,0.613,216.0,3242,23.0,5.26,815.3
BONK,0.268,0,2.2,0.354,0.194,170.0,1529,6.0,2.379,4645915707.4
ATOM,0.266,0,1.9,0.266,0.405,443.0,1516,5.0,2.603,12423.0
ICP,0.26,0,1.7,0.262,0.444,132.0,1271,8.0,2.874,14118.8
MIRA,0.256,0,4.7,0.453,0.427,159.0,4100,19.0,2.735,347175.7
KERNEL,0.253,0,5.0,0.371,0.351,108.0,6096,24.0,6.235,245072.8
TRUST,0.252,0,6.4,0.458,0.637,97.0,4552,22.0,2.506,696119.6
BIO,0.248,0,4.9,0.248,0.557,166.0,3093,18.0,3.512,1287919.0
KAT,0.246,0,4.4,0.346,0.454,26.0,4176,16.0,2.563,5767845.2
RED,0.243,0,2.1,0.347,0.302,221.0,1142,7.0,1.431,642896.8
SC,0.243,0,2.2,0.252,0.343,174.0,2658,10.0,0.472,222566685.3
PLUME,0.241,0,3.0,0.241,0.4,802.0,1159,12.0,1.521,10072659.0
ZKC,0.241,0,2.7,0.491,0.786,111.0,3034,15.0,2.383,312773.7
BLEND,0.241,0,6.4,0.39,0.548,237.0,5118,26.0,4.674,236780.4
AGLD,0.241,0,1.7,0.241,0.22,134.0,915,4.0,2.696,81732.9
TREE,0.239,0,1.5,0.282,0.363,120.0,1055,7.0,1.577,503033.1
LPT,0.238,0,1.1,0.29,0.413,853.0,753,3.0,3.262,6817.2
WAL,0.236,0,5.8,0.236,0.188,102.0,3671,16.0,2.126,627335.7
UNI,0.225,0,5.2,0.326,0.653,64.0,2839,18.0,3.413,5064.6
AKT,0.223,0,5.5,0.404,0.484,142.0,3862,20.0,3.899,29085.5
SIGN,0.222,0,3.3,0.222,0.305,246.0,1479,10.0,0.746,19273574.6
IRYS,0.219,0,6.0,0.265,0.768,184.0,5388,29.0,1.97,6015627.9
PROVE,0.219,0,0.7,0.219,0.344,168.0,620,3.0,1.277,170353.6
TRAC,0.218,0,3.8,0.229,0.346,81.0,4836,19.0,4.361,47501.9
OPEN,0.218,0,6.5,0.716,1.127,201.0,5961,27.0,3.584,205336.5
KAVA,0.218,0,3.0,0.366,0.442,79.0,2234,10.0,2.098,468921.2
WET,0.217,0,4.2,0.563,1.491,66.0,6122,32.0,1.899,393471.9
SOON,0.217,0,2.1,0.553,0.336,318.0,1358,9.0,1.007,1177986.5
DEEP,0.212,0,2.5,0.212,0.241,236.0,1108,8.0,1.389,1618257.4
SOMI,0.21,0,1.0,0.21,0.089,300.0,515,3.0,1.642,256994.8
HP,0.202,0,1.2,0.274,0.695,160.0,1965,6.0,1.01,8078251.3
BERA,0.2,0,4.6,0.413,0.394,334.0,2483,20.0,2.529,197406.2
THETA,0.2,0,0.7,0.2,0.169,222.0,506,2.0,1.53,239445.5
DOOD,0.199,0,2.1,0.199,0.186,496.0,2191,7.0,2.78,11756075.0
HUNT,0.198,0,1.5,0.23,0.371,38.0,1215,5.0,0.583,3089716.4
ZRO,0.197,0,5.8,0.294,0.515,394.0,3014,23.0,3.602,11317.8
ZAMA,0.197,0,3.1,0.392,0.6,504.0,786,8.0,5.886,1603659.8
0G,0.196,0,3.2,0.266,0.27,86.0,2564,14.0,3.428,101114.1
GRT,0.193,0,1.9,0.193,0.177,215.0,1146,5.0,4.18,1326980.3
STEEM,0.19,0,0.7,0.218,0.134,79.0,1997,6.0,2.2,297565.7
ZORA,0.189,0,2.9,0.189,0.475,210.0,1659,9.0,0.825,18928004.6
ICX,0.188,0,0.7,0.242,0.219,134.0,825,3.0,2.42,697862.2
SPK,0.184,0,3.7,0.192,0.359,48.0,1948,10.0,1.944,2489911.9
GAS,0.184,0,2.2,0.259,0.443,121.0,2648,10.0,2.583,8431.0
FCT2,0.183,0,2.4,0.313,0.5,78.0,2000,10.0,0.596,18943545.2
PUMP,0.182,0,1.9,0.964,1.101,140.0,1117,7.0,1.723,58924087.5
ARKM,0.178,0,1.6,0.239,0.359,177.0,1180,7.0,1.928,327293.7
VET,0.176,0,2.1,0.18,0.501,220.0,2181,7.0,14.388,1520253.4
PIEVERSE,0.173,0,4.3,0.214,0.234,286.0,2226,12.0,2.641,54486.2
DKA,0.173,0,1.8,0.175,0.357,148.0,2850,8.0,1.621,7627755.7
NXPC,0.171,0,2.0,0.171,0.314,143.0,1300,6.0,3.19,30202.7
A,0.171,0,1.1,0.176,0.194,450.0,1450,4.0,1.264,722903.6
ASTR,0.17,0,1.5,0.17,0.181,63.0,1453,4.0,1.053,4865477.7
F,0.169,0,1.2,0.17,0.216,113.0,811,4.0,1.724,7184919.8
ANKR,0.167,0,1.1,0.638,1.006,238.0,1146,5.0,6.631,1037644.5
NEWT,0.156,0,1.0,0.165,0.067,56.0,690,3.0,1.44,660334.0
CTC,0.156,0,1.5,0.336,0.353,58.0,2007,6.0,1.288,1302308.5
ZKP,0.154,0,1.9,0.318,0.211,75.0,2753,11.0,1.822,547150.4
BSV,0.152,0,1.3,0.172,0.255,303.0,1081,4.0,5.496,754.2
SONIC,0.152,0,2.0,0.188,0.245,172.0,1295,8.0,3.034,1728938.5
HOLO,0.149,0,2.4,0.337,0.366,213.0,2035,10.0,0.519,1411302.6
DOT,0.148,0,1.6,0.155,0.219,270.0,1547,5.0,1.333,51113.7
BLAST,0.148,0,1.9,0.165,0.267,101.0,1732,8.0,2.702,73374864.9
WCT,0.146,0,1.3,0.163,0.172,164.0,955,4.0,2.201,474384.1
CARV,0.145,0,3.6,0.427,0.349,36.0,6328,18.0,4.551,444441.5
RVN,0.144,0,1.9,0.364,0.861,29.0,2195,8.0,3.441,3670758.7
API3,0.139,0,0.8,0.139,0.07,87.0,682,2.0,2.302,59005.2
AAVE,0.135,0,2.3,0.305,0.667,41.0,1653,14.0,0.989,848.7
XTZ,0.134,0,0.9,0.134,0.129,267.0,606,2.0,2.318,80188.6
ONT,0.134,0,1.2,0.174,0.179,63.0,1253,4.0,1.172,704149.2
CPOOL,0.133,0,1.7,0.137,0.175,118.0,3052,10.0,1.589,1842026.1
B3,0.132,0,2.3,0.132,0.274,219.0,2523,11.0,2.196,56675592.8
1INCH,0.131,0,0.4,0.133,0.054,267.0,382,1.0,0.716,1048867.2
AZTEC,0.13,0,1.4,0.295,0.34,93.0,760,5.0,1.873,2294131.8
MOODENG,0.13,0,1.5,0.13,0.228,432.0,939,4.0,1.821,636886.5
SKY,0.129,0,0.8,0.129,0.188,117.0,662,3.0,3.39,187257.7
ELSA,0.129,0,2.2,0.386,0.274,163.0,2033,7.0,2.442,475640.1
MON,0.129,0,1.1,0.206,0.286,143.0,760,4.0,2.444,1062892.8
POWR,0.128,0,1.2,0.224,0.161,128.0,949,4.0,3.286,216343.6
ERA,0.127,0,0.9,0.137,0.143,183.0,517,3.0,0.69,1005188.1
BABY,0.127,0,0.8,0.141,0.1,194.0,296,2.0,0.693,5937411.6
IOTA,0.126,0,1.7,0.13,0.192,89.0,1756,6.0,5.677,100043.3
VANA,0.124,0,0.9,0.144,0.142,207.0,683,4.0,2.502,13423.0
BIGTIME,0.12,0,0.9,0.12,0.479,600.0,991,5.0,0.895,11374746.9
QTUM,0.119,0,0.8,0.119,0.072,171.0,872,3.0,4.336,20439.2
LINEA,0.119,0,0.9,0.119,0.21,397.0,534,3.0,2.089,10634434.0
JST,0.119,0,1.2,0.162,0.228,149.0,415,3.0,0.551,2509850.4
POLYX,0.114,0,1.8,0.199,0.168,44.0,1401,7.0,2.68,691490.0
BLUR,0.114,0,1.2,0.118,0.146,380.0,1191,5.0,1.421,2646860.9
BEAM,0.114,0,0.4,0.124,0.171,167.0,445,2.0,0.836,27879921.2
ARK,0.113,0,1.3,0.207,0.343,72.0,2102,9.0,0.711,1206045.7
CKB,0.113,0,1.6,0.15,0.312,126.0,1263,7.0,0.789,104431026.5
SUPER,0.113,0,0.8,0.235,0.229,189.0,479,2.0,1.11,533168.8
ONG,0.111,0,0.9,0.111,0.268,278.0,1035,4.0,3.716,234046.6
ALT,0.11,0,0.6,0.126,0.262,101.0,844,3.0,4.667,2624823.7
ZK,0.11,0,1.2,0.168,0.131,251.0,720,4.0,1.083,4336742.0
IMX,0.108,0,0.6,0.108,0.092,155.0,546,2.0,1.235,496443.2
MNT,0.107,0,1.0,0.107,0.262,358.0,478,3.0,10.743,35054.7
SAFE,0.104,0,0.8,0.12,0.087,116.0,583,2.0,1.262,530373.1
WAVES,0.103,0,5.2,0.182,0.562,428.0,4547,26.0,4.81,187854.5
OP,0.102,0,1.2,0.107,0.181,64.0,633,2.0,1.307,1106209.4
MASK,0.102,0,0.6,0.108,0.143,162.0,495,1.0,4.322,33911.2
ESP,0.1,0,0.6,0.1,0.138,332.0,669,2.0,1.857,426802.5
MEW,0.1,0,0.7,0.117,0.128,451.0,1071,3.0,2.876,58058904.3
SYRUP,0.1,0,0.6,0.1,0.1,333.0,381,2.0,1.588,225064.8
MTL,0.099,0,0.5,0.167,0.199,130.0,495,2.0,1.419,146273.8
GLM,0.098,0,0.8,0.098,0.094,326.0,439,2.0,0.798,558472.9
TOSHI,0.096,0,1.2,0.124,0.228,241.0,732,4.0,1.055,217228438.8
SNT,0.096,0,0.4,0.1,0.19,61.0,733,2.0,0.513,33611170.7
KNC,0.095,0,0.6,0.095,0.105,950.0,377,2.0,0.726,1084177.5
CRO,0.092,0,1.1,0.095,0.093,123.0,1024,3.0,2.763,255846.5
BORA,0.092,0,1.0,0.213,0.305,56.0,2444,8.0,1.387,2386296.3
ETHFI,0.091,0,0.6,0.091,0.141,227.0,539,2.0,1.893,88587.7
RAY,0.091,0,1.0,0.168,0.151,101.0,632,3.0,2.119,18860.8
VTHO,0.091,0,0.7,0.231,0.154,113.0,805,3.0,1.321,83608961.5
AXL,0.091,0,1.2,0.249,0.227,93.0,1376,6.0,2.126,411693.3
T,0.088,0,0.9,0.096,0.193,110.0,706,3.0,3.492,3568750.4
XEC,0.088,0,0.8,0.09,0.179,131.0,961,3.0,3.523,2081922442.2
WIF,0.087,0,0.4,0.087,0.123,175.0,363,1.0,1.584,70391.9
BAT,0.086,0,0.5,0.086,0.112,108.0,425,2.0,0.647,1246258.8
WAXP,0.082,0,0.6,0.089,0.091,192.0,734,2.0,1.829,5687458.8
CELO,0.072,0,0.8,0.072,0.1,45.0,885,2.0,1.011,681434.7
SPX,0.072,0,0.7,0.162,0.358,55.0,496,2.0,1.141,232266.5
CVC,0.069,0,0.6,0.076,0.135,110.0,671,3.0,1.653,1615888.6
PROS,0.069,0,1.5,0.101,0.143,164.0,1623,6.0,2.236,21419.0
ORDER,0.063,0,0.4,0.074,0.102,86.0,774,1.0,0.63,1226630.6
AUCTION,0.062,0,0.7,0.063,0.128,88.0,729,2.0,2.378,3496.2
BIRB,0.062,0,0.9,0.104,0.13,40.0,748,3.0,0.554,893315.2
XCN,0.057,0,0.4,0.057,0.092,190.0,553,2.0,0.892,6425502.5
NEO,0.056,0,1.0,0.11,0.125,52.0,1269,4.0,5.203,6039.2
MINA,0.056,0,0.8,0.056,0.177,111.0,973,3.0,6.651,118585.3
EDGE,0.054,0,0.4,0.062,0.066,174.0,991,1.0,4.949,83680.6
TFUEL,0.052,0,0.3,0.052,0.104,103.0,632,2.0,0.374,15099703.3
SUN,0.045,0,0.2,0.045,0.045,114.0,154,1.0,1.885,1905353.3
EGLD,0.044,0,0.4,0.05,0.085,147.0,540,1.0,3.832,1601.0
POKT,0.042,0,0.3,0.062,0.257,101.0,580,2.0,0.567,29047611.6
COMP,0.041,0,0.3,0.041,0.172,415.0,293,1.0,2.329,787.3
YGG,0.041,0,0.5,0.045,0.158,97.0,1262,4.0,1.386,1307753.6
ZRX,0.04,0,0.7,0.066,0.096,403.0,611,2.0,1.864,403391.2
ARDR,0.039,0,0.6,0.044,0.138,69.0,1370,4.0,2.182,777529.0
FLUID,0.039,0,0.4,0.047,0.058,181.0,651,1.0,1.216,13848.2
IO,0.031,0,0.2,0.054,0.128,128.0,130,1.0,1.133,244748.2
USD1,0.015,0,0.2,0.05,0.039,35.0,691,0.0,1.073,23327.0
COW,0.005,0,0.0,0.005,0.029,17.0,155,0.0,2.481,48312.7
USDE,0.004,0,0.0,0.004,0.006,6.0,169,0.0,1.533,19797.9
USDS,0.002,0,0.0,0.002,0.006,22.0,161,0.0,2.955,8757.8
