종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
WLD,00:00,-0.05,2.51,2.56,376,0.65,2415613.6
WLD,00:10,0.28,1.01,0.73,110,0.814,2170245.4
WLD,00:20,6.55,12.37,5.82,873,0.517,1973154.1
WLD,00:30,-2.06,4.42,6.47,553,0.755,1618727.8
WLD,00:40,0.91,3.92,3.01,304,1.143,1311594.5
WLD,00:50,-5.57,7.72,13.28,738,0.954,1499250.7
WLD,01:00,1.63,3.5,1.87,279,0.865,1753259.7
WLD,01:10,-0.45,0.43,0.87,158,1.27,1331920.2
WLD,01:20,-0.22,0.63,0.85,105,0.987,1684361.2
WLD,01:30,-0.21,0.37,0.58,100,0.907,1520167.7
WLD,01:40,0.57,1.4,0.83,212,0.781,1700312.4
WLD,01:50,-0.22,0.2,0.43,72,0.79,1771204.5
WLD,02:00,0.28,0.42,0.14,41,0.853,1696131.7
WLD,02:10,-0.12,0.2,0.32,39,0.768,1599081.0
WLD,02:20,-0.23,0.0,0.23,26,0.899,1686573.8
WLD,02:30,0.05,0.32,0.27,76,0.577,1935971.4
WLD,02:40,0.21,0.34,0.13,83,0.659,1744543.1
WLD,02:50,-0.36,0.04,0.4,39,0.703,1438913.1
WLD,03:00,-0.4,0.1,0.49,49,0.542,1728797.2
WLD,03:10,0.07,0.24,0.17,42,0.854,1428938.5
WLD,03:20,-0.02,0.07,0.09,37,0.599,1593257.4
WLD,03:30,1.23,1.48,0.25,106,0.734,1432422.8
WLD,03:40,-0.68,0.14,0.82,56,0.669,1651826.9
WLD,03:50,-0.07,0.07,0.14,70,0.736,1501258.5
WLD,04:00,0.18,0.25,0.08,63,0.647,1657634.9
WLD,04:10,0.05,0.15,0.1,29,0.642,1704849.3
WLD,04:20,0.27,0.49,0.22,56,0.576,1727621.6
WLD,04:30,-0.28,0.33,0.6,60,0.566,1776157.8
WLD,04:40,0.18,0.2,0.02,37,0.698,1578598.4
WLD,04:50,-0.4,0.04,0.44,39,0.472,1865418.5
WLD,05:00,-0.07,0.49,0.55,114,0.377,1827908.0
WLD,05:10,-0.33,0.4,0.74,69,0.365,1955056.2
WLD,05:20,-0.27,0.34,0.61,95,0.516,1757664.3
WLD,05:30,0.05,0.23,0.18,61,0.392,2147521.0
WLD,05:40,-0.03,0.26,0.29,75,0.329,2283062.3
WLD,05:50,-0.02,0.2,0.22,61,0.385,2062915.1
WLD,06:00,-0.43,0.49,0.93,88,0.402,2034792.8
WLD,06:10,-0.6,1.33,1.93,150,0.448,1877105.9
WLD,06:20,2.95,4.26,1.31,337,0.566,1492980.6
WLD,06:30,0.55,1.59,1.04,241,0.61,1440076.9
WLD,06:40,1.44,3.02,1.58,491,0.336,1518712.6
WLD,06:50,0.38,0.9,0.52,163,0.486,1429021.8
WLD,07:00,-1.15,0.65,1.8,252,0.381,1687956.2
WLD,07:10,-0.04,1.33,1.37,201,0.905,1076118.3
WLD,07:20,-0.45,0.97,1.42,137,0.712,1108049.6
WLD,07:30,-0.29,0.3,0.59,100,0.429,1622301.2
WLD,07:40,-0.15,0.47,0.62,113,0.376,1648984.5
WLD,07:50,-0.52,0.35,0.87,125,0.573,1372622.4
WLD,08:00,-0.06,0.66,0.71,122,0.503,1339140.0
WLD,08:10,0.21,0.87,0.66,122,0.558,1344795.4
WLD,08:20,-0.9,0.31,1.21,132,0.498,1521675.8
WLD,08:30,-1.42,0.4,1.83,193,0.413,1659754.6
WLD,08:40,-0.19,0.58,0.77,79,0.432,1521183.5
WLD,08:50,0.83,1.62,0.79,148,0.379,1708265.8
WLD,09:00,2.54,6.22,3.68,593,1.061,1130932.1
WLD,09:10,-0.33,3.06,3.38,644,0.588,1211993.3
WLD,09:20,-0.49,2.41,2.9,398,0.814,1074874.3
WLD,09:30,-0.26,2.67,2.94,416,0.601,1435219.0
WLD,09:40,-1.69,1.98,3.67,299,0.683,1302074.3
WLD,09:50,-2.49,1.31,3.79,258,0.934,926564.9
WLD,10:00,-0.44,2.96,3.4,288,0.696,1325327.2
WLD,10:10,-2.69,1.81,4.5,370,0.597,1408250.8
WLD,10:20,-0.2,2.32,2.52,281,1.104,1027627.0
WLD,10:30,1.48,4.1,2.62,575,1.093,1154192.9
WLD,10:40,-0.86,3.39,4.26,501,0.988,1169957.7
WLD,10:50,-1.56,1.76,3.32,384,0.64,1396856.8
WLD,11:00,1.01,4.8,3.79,872,1.008,1079574.1
WLD,11:10,-2.42,4.28,6.7,925,0.909,1279694.6
WLD,11:20,-0.63,2.59,3.22,554,0.514,1399663.7
WLD,11:30,0.08,2.37,2.29,471,0.675,1243775.3
WLD,11:40,-0.43,5.62,6.05,1024,0.594,1079512.9
WLD,11:50,-1.19,4.73,5.92,946,0.742,1229381.9
WLD,12:00,2.05,5.29,3.24,910,0.356,1537970.4
WLD,12:10,-0.31,4.14,4.45,769,1.004,1049578.2
WLD,12:20,1.69,7.81,6.12,1136,0.715,1404763.0
WLD,12:30,-1.94,6.18,8.13,1149,0.53,1635317.7
WLD,12:40,-3.81,2.55,6.35,876,0.692,1488052.3
WLD,12:50,-3.09,3.58,6.67,727,0.487,1794819.0
WLD,13:00,-2.43,6.06,8.49,1095,0.465,2059894.5
WLD,13:10,-2.71,2.04,4.75,638,0.538,1751852.4
WLD,13:20,-0.55,2.55,3.09,595,0.651,1206786.8
WLD,13:30,2.18,5.51,3.33,911,0.271,2356649.6
WLD,13:40,-4.26,2.75,7.0,848,0.605,1320660.1
WLD,13:50,0.28,3.83,3.55,596,0.377,1909427.1
WLD,14:00,-1.82,2.01,3.84,416,0.562,1649128.4
WLD,14:10,-1.47,1.62,3.09,348,0.437,1793027.3
