종목,시각,순매수억,매수억,매도억,체결수,매수벽비율,총매도잔량
LINK,00:00,-0.14,0.02,0.16,22,1.31,16519.2
LINK,00:10,-0.7,0.01,0.72,131,1.53,13892.1
LINK,00:20,0.26,0.52,0.25,83,1.3,14931.3
LINK,00:30,-0.0,0.27,0.27,110,1.898,13273.3
LINK,00:40,-0.4,0.3,0.69,230,1.8,14213.8
LINK,00:50,-0.49,0.15,0.65,246,2.008,14062.3
LINK,01:00,0.16,0.27,0.11,65,2.669,9566.4
LINK,01:10,-0.13,0.01,0.14,32,1.747,13280.0
LINK,01:20,-0.16,0.03,0.2,20,1.697,13939.0
LINK,01:30,-0.08,0.01,0.09,15,1.89,13179.6
LINK,01:40,-0.04,0.02,0.06,20,1.697,13642.9
LINK,01:50,-0.01,0.0,0.02,9,1.883,13654.0
LINK,02:00,0.15,0.17,0.02,28,1.833,13336.5
LINK,02:10,0.03,0.04,0.01,16,1.821,12538.3
LINK,02:20,0.06,0.07,0.01,25,1.88,13580.8
LINK,02:30,-0.09,0.03,0.11,28,1.73,13620.0
LINK,02:40,-0.01,0.0,0.01,9,1.944,14709.1
LINK,02:50,0.0,0.01,0.01,8,1.842,13787.8
LINK,03:00,0.01,0.02,0.02,25,1.644,14327.2
LINK,03:10,0.02,0.03,0.01,10,1.962,12675.8
LINK,03:20,-0.03,0.07,0.1,36,1.861,14599.4
LINK,03:30,-0.05,0.01,0.06,8,1.159,20034.8
LINK,03:40,0.5,0.5,0.0,27,1.063,18637.4
LINK,03:50,0.45,0.45,0.0,31,0.867,22568.9
LINK,04:00,0.21,0.22,0.01,35,0.955,20301.4
LINK,04:10,0.49,0.49,0.0,83,2.097,5705.3
LINK,04:20,0.02,0.11,0.08,24,1.161,12517.3
LINK,04:30,0.16,0.17,0.01,18,1.163,14195.8
LINK,04:40,0.02,0.1,0.08,34,1.035,12802.9
LINK,04:50,0.0,0.0,0.0,3,0.898,15038.1
LINK,05:00,-0.12,0.08,0.2,30,0.958,17125.3
LINK,05:10,0.0,0.0,0.0,4,1.03,16062.3
LINK,05:20,0.03,0.03,0.0,14,0.796,18861.1
LINK,05:30,0.01,0.1,0.09,23,0.951,16344.9
